gene	chr	chrom	DE	expmean	dN	dNse	dS	dSse	dnds	haploid
MvSl-1064-A2-R4_MC06-2g07410	aAutosome	aAutosome	NON	6.74554	0.00124	0.00124	0.00253	0.00252	0.490099	A2
MvSl-1064-A2-R4_MC06-2g07412	aAutosome	aAutosome	NON	6.09866	0	0	0.00477	0	0	A2
MvSl-1064-A2-R4_MC06-2g07414	aAutosome	aAutosome	NON	6.04385	0.00144	0.00144	0.00001	0.00006	142.574	A2
MvSl-1064-A2-R4_MC06-2g07417	aAutosome	aAutosome	NON	6.68014	0.00791	0.00199	0.01003	0.00336	0.788626	A2
MvSl-1064-A2-R4_MC06-2g07420	aAutosome	aAutosome	NON	6.64292	0.00901	0.00347	0.00637	0.00358	1.41442	A2
MvSl-1064-A2-R4_MC06-2g07421	aAutosome	aAutosome	NON	7.93623	0.00001	0	0.01108	0	0.000902519	A2
MvSl-1064-A2-R4_MC06-2g07422	aAutosome	aAutosome	NON	5.11696	0	0.00005	0.00001	0.0152	0	A2
MvSl-1064-A2-R4_MC06-2g07423	aAutosome	aAutosome	NON	6.92954	0	0	0.00228	0.00229	0	A2
MvSl-1064-A2-R4_MC06-2g07424	aAutosome	aAutosome	NON	2.33013	0.00574	0.00407	0.00006	0.00004	95.5075	A2
MvSl-1064-A2-R4_MC06-2g07425	aAutosome	aAutosome	NON	2.84091	0.0024	0.00125	0.01069	0.00556	0.224507	A2
MvSl-1064-A2-R4_MC06-2g07427	aAutosome	aAutosome	NON	5.68586	0	0	0.00002	0.00178	0	A2
MvSl-1064-A2-R4_MC06-2g07433	aAutosome	aAutosome	NON	5.12866	0.00182	0.00182	0.00382	0.00384	0.476427	A2
MvSl-1064-A2-R4_MC06-2g07434	aAutosome	aAutosome	NON	5.27524	0.00679	0.00306	0.00724	0.00327	0.937832	A2
MvSl-1064-A2-R4_MC06-2g07435	aAutosome	aAutosome	NON	3.31665	0	0	0.00259	0	0	A2
MvSl-1064-A2-R4_MC06-2g07436	aAutosome	aAutosome	NON	5.96429	0.00664	0.00333	0.00778	0.00553	0.853459	A2
MvSl-1064-A2-R4_MC06-2g07437	aAutosome	aAutosome	NON	4.85631	0.00001	0	0.00598	0	0.00167221	A2
MvSl-1064-A2-R4_MC06-2g07438	aAutosome	aAutosome	NON	7.20048	0.0023	0.00115	0.00863	0.00327	0.266509	A2
MvSl-1064-A2-R4_MC06-2g07439	aAutosome	aAutosome	NON	4.22706	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07442	aAutosome	aAutosome	NON	7.37629	0.00049	0.00049	0.00113	0.00112	0.43359	A2
MvSl-1064-A2-R4_MC06-2g07447	aAutosome	aAutosome	NON	7.55182	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07448	aAutosome	aAutosome	NON	7.84345	0.00221	0.00222	0.00002	0.00013	109.95	A2
MvSl-1064-A2-R4_MC06-2g07449	aAutosome	aAutosome	NON	8.04784	0.00064	0.00064	0.00383	0.00272	0.167097	A2
MvSl-1064-A2-R4_MC06-2g07450	aAutosome	aAutosome	NON	7.82971	0.00158	0.0008	0.00553	0.00262	0.285709	A2
MvSl-1064-A2-R4_MC06-2g07452	aAutosome	aAutosome	NON	4.65292	0.00137	0.00137	0.00001	0	135.644	A2
MvSl-1064-A2-R4_MC06-2g07453	aAutosome	aAutosome	NON	4.92695	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07456	aAutosome	aAutosome	Down	5.65314	0.004	0.00401	0.00004	0.00012	99.7506	A2
MvSl-1064-A2-R4_MC06-2g07457	aAutosome	aAutosome	NON	4.8312	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07458	aAutosome	aAutosome	NON	5.63043	0	0	0.00002	0	0	A2
MvSl-1064-A2-R4_MC06-2g07459	aAutosome	aAutosome	NON	7.2802	0.00519	0.00257	0.00578	0.00287	0.897908	A2
MvSl-1064-A2-R4_MC06-2g07461	aAutosome	aAutosome	NON	5.30472	0.01479	0.00696	0.01465	0.00969	1.00955	A2
MvSl-1064-A2-R4_MC06-2g07466	aAutosome	aAutosome	NON	3.53901	0	0	0.00332	0	0	A2
MvSl-1064-A2-R4_MC06-2g07467	aAutosome	aAutosome	NON	6.60225	0.00441	0.00147	0.00004	0.0001	109.975	A2
MvSl-1064-A2-R4_MC06-2g07468	aAutosome	aAutosome	NON	3.91701	0.00653	0.00236	0.00251	0.00153	2.60149	A2
MvSl-1064-A2-R4_MC06-2g07469	aAutosome	aAutosome	NON	7.61711	0.00091	0.00091	0.00001	0.00001	90.099	A2
MvSl-1064-A2-R4_MC06-2g07470	aAutosome	aAutosome	NON	4.46507	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07471	aAutosome	aAutosome	NON	9.07777	0.00209	0.00209	0.00613	0.00614	0.340941	A2
MvSl-1064-A2-R4_MC06-2g07473	aAutosome	aAutosome	NON	6.79411	0.00347	0.00198	0.00275	0.00265	1.26177	A2
MvSl-1064-A2-R4_MC06-2g07474	aAutosome	aAutosome	NON	5.6461	0.00001	0	0.01419	0.00096	0.000704717	A2
MvSl-1064-A2-R4_MC06-2g07475	aAutosome	aAutosome	NON	4.21964	0.00001	0	0.00557	0	0.0017953	A2
MvSl-1064-A2-R4_MC06-2g07477	aAutosome	aAutosome	NON	5.86735	0.00773	0.00548	0.00008	0.00026	96.5044	A2
MvSl-1064-A2-R4_MC06-2g07478	aAutosome	aAutosome	NON	1.33961	0	0.00006	0.00002	0	0	A2
MvSl-1064-A2-R4_MC06-2g07479	aAutosome	aAutosome	NON	4.53089	0.00392	0.00393	0.00004	0.00027	97.7556	A2
MvSl-1064-A2-R4_MC06-2g07480	aAutosome	aAutosome	NON	3.1259	0.563	0.05757	1.29788	0.28267	0.433784	A2
MvSl-1064-A2-R4_MC06-2g07483	aAutosome	aAutosome	NON	4.36917	0.0008	0.00046	0.00339	0.00196	0.235981	A2
MvSl-1064-A2-R4_MC06-2g07484	aAutosome	aAutosome	NON	8.11374	0.00162	0.00092	0.00128	0.00124	1.26553	A2
MvSl-1064-A2-R4_MC06-2g07485	aAutosome	aAutosome	NON	6.8496	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07486	aAutosome	aAutosome	NON	7.64633	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07487	aAutosome	aAutosome	NON	3.87121	0.00692	0.00491	0.00007	0.00005	98.7161	A2
MvSl-1064-A2-R4_MC06-2g07488	aAutosome	aAutosome	NON	2.4969	0	0.00003	0.00001	0.0001	0	A2
MvSl-1064-A2-R4_MC06-2g07490	aAutosome	aAutosome	NON	6.67771	0.00302	0.00122	0.00165	0.00156	1.83019	A2
MvSl-1064-A2-R4_MC06-2g07491	aAutosome	aAutosome	NON	5.79938	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07492	aAutosome	aAutosome	NON	6.49207	0.00001	0	0.00723	0	0.00138311	A2
MvSl-1064-A2-R4_MC06-2g07493	aAutosome	aAutosome	NON	7.36029	0.00427	0.00303	0.00004	0.00003	106.484	A2
MvSl-1064-A2-R4_MC06-2g07494	aAutosome	aAutosome	NON	5.97978	0	0	0.00436	0.00139	0	A2
MvSl-1064-A2-R4_MC06-2g07495	aAutosome	aAutosome	NON	5.80507	0	0.00008	0.00002	0	0	A2
MvSl-1064-A2-R4_MC06-2g07496	aAutosome	aAutosome	NON	7.08422	0.00168	0.00097	0.00002	0.00001	83.5821	A2
MvSl-1064-A2-R4_MC06-2g07497	aAutosome	aAutosome	NON	5.03512	0.00001	0	0.01501	0.00335	0.000666218	A2
MvSl-1064-A2-R4_MC06-2g07498	aAutosome	aAutosome	NON	4.84039	0.00002	0	0.02049	0	0.000976081	A2
MvSl-1064-A2-R4_MC06-2g07500	aAutosome	aAutosome	NON	3.46548	0	0	0.00457	0.00023	0	A2
MvSl-1064-A2-R4_MC06-2g07501	aAutosome	aAutosome	NON	9.71641	0.00674	0.00358	0.02339	0.01451	0.288156	A2
MvSl-1064-A2-R4_MC06-2g07502	aAutosome	aAutosome	NON	6.63184	0.54721	0.0653	0.94112	0.20906	0.581445	A2
MvSl-1064-A2-R4_MC06-2g07504	aAutosome	aAutosome	NON	4.46979	0.00223	0.00158	0.00002	0	110.945	A2
MvSl-1064-A2-R4_MC06-2g07505	aAutosome	aAutosome	NON	5.60278	0.52591	0.07081	2.11563	0.69721	0.248583	A2
MvSl-1064-A2-R4_MC06-2g07506	aAutosome	aAutosome	NON	5.10633	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07507	aAutosome	aAutosome	NON	6.64875	0.00299	0.00106	0.00757	0.00259	0.394975	A2
MvSl-1064-A2-R4_MC06-2g07508	aAutosome	aAutosome	NON	5.5755	0.00001	0	0.00906	0	0.00110374	A2
MvSl-1064-A2-R4_MC06-2g07509	aAutosome	aAutosome	NON	6.93829	0.18876	0.03104	0.48189	0.11772	0.391708	A2
MvSl-1064-A2-R4_MC06-2g07510	aAutosome	aAutosome	NON	8.11657	0.00136	0.00096	0.00401	0.00231	0.339144	A2
MvSl-1064-A2-R4_MC06-2g07511	aAutosome	aAutosome	NON	5.28933	0.00227	0.00228	0.00455	0.00457	0.49889	A2
MvSl-1064-A2-R4_MC06-2g07514	aAutosome	aAutosome	NON	4.06347	0.00185	0.00185	0.00485	0.00487	0.381435	A2
MvSl-1064-A2-R4_MC06-2g07517	aAutosome	aAutosome	NON	5.86139	0	0	0.00465	0.00099	0	A2
MvSl-1064-A2-R4_MC06-2g07518	aAutosome	aAutosome	NON	5.20146	0.00127	0.00127	0.00414	0.00415	0.306756	A2
MvSl-1064-A2-R4_MC06-2g07519	aAutosome	aAutosome	NON	6.8363	0.13783	0.03268	0.18435	0.07445	0.747654	A2
MvSl-1064-A2-R4_MC06-2g07520	aAutosome	aAutosome	NON	3.21454	0.00262	0.00149	0.00239	0.0023	1.09619	A2
MvSl-1064-A2-R4_MC06-2g07521	aAutosome	aAutosome	NON	6.51297	0.00522	0.00534	0.00995	0.01022	0.524618	A2
MvSl-1064-A2-R4_MC06-2g07522	aAutosome	aAutosome	NON	4.81179	0	0.00007	0.00381	0.00396	0	A2
MvSl-1064-A2-R4_MC06-2g07523	aAutosome	aAutosome	NON	7.02903	0.00239	0.00239	0.00002	0.0001	118.905	A2
MvSl-1064-A2-R4_MC06-2g07526	aAutosome	aAutosome	NON	6.66696	0.00001	0.00017	0.01201	0.01258	0.000832633	A2
MvSl-1064-A2-R4_MC06-2g07527	aAutosome	aAutosome	NON	6.28471	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07529	aAutosome	aAutosome	NON	6.01118	0.00279	0.00161	0.00003	0	92.691	A2
MvSl-1064-A2-R4_MC06-2g07530	aAutosome	aAutosome	NON	5.64638	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07532	aAutosome	aAutosome	NON	8.77145	0.00072	0.00072	0.00001	0.00006	71.2871	A2
MvSl-1064-A2-R4_MC06-2g07534	aAutosome	aAutosome	NON	2.77649	0.00132	0.00093	0.00534	0.00309	0.247186	A2
MvSl-1064-A2-R4_MC06-2g07536	aAutosome	aAutosome	NON	5.87673	0.00277	0.00278	0.02317	0.01346	0.119551	A2
MvSl-1064-A2-R4_MC06-2g07537	aAutosome	aAutosome	NON	5.95008	0.00213	0.00152	0.00713	0.0051	0.298734	A2
MvSl-1064-A2-R4_MC06-2g07538	aAutosome	aAutosome	NON	8.83907	0	0.00817	0.00001	0.01556	0	A2
MvSl-1064-A2-R4_MC06-2g07539	aAutosome	aAutosome	NON	4.65452	0.00856	0.00424	0.02303	0.01128	0.371687	A2
MvSl-1064-A2-R4_MC06-2g07541	aAutosome	aAutosome	NON	7.59143	0	0	0.00366	0	0	A2
MvSl-1064-A2-R4_MC06-2g07543	aAutosome	aAutosome	NON	1.65511	0.00001	0	0	0	100	A2
MvSl-1064-A2-R4_MC06-2g07544	aAutosome	aAutosome	NON	6.16083	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07545	aAutosome	aAutosome	NON	7.1521	0.00118	0.00118	0.00001	0.00004	116.832	A2
MvSl-1064-A2-R4_MC06-2g07546	aAutosome	aAutosome	NON	6.95909	0.00237	0.00137	0.00678	0.0034	0.349552	A2
MvSl-1064-A2-R4_MC06-2g07547	aAutosome	aAutosome	NON	4.56393	0.01549	0.00582	0.07232	0.02669	0.214187	A2
MvSl-1064-A2-R4_MC06-2g07548	aAutosome	aAutosome	NON	4.64246	0.00345	0.00345	0.03092	0.01802	0.111578	A2
MvSl-1064-A2-R4_MC06-2g07549	aAutosome	aAutosome	NON	7.65195	0.00003	0.00016	0.02703	0.01535	0.00110987	A2
MvSl-1064-A2-R4_MC06-2g07551	aAutosome	aAutosome	NON	3.16787	0.00291	0.00168	0.00003	0.00002	96.6777	A2
MvSl-1064-A2-R4_MC06-2g07552	aAutosome	aAutosome	NON	3.23533	0.00317	0.00183	0.0024	0.0024	1.32078	A2
MvSl-1064-A2-R4_MC06-2g07553	aAutosome	aAutosome	NON	3.56681	0.00144	0.00103	0.00431	0.00308	0.334099	A2
MvSl-1064-A2-R4_MC06-2g07555	aAutosome	aAutosome	NON	5.27613	0.00001	0	0	0	100	A2
MvSl-1064-A2-R4_MC06-2g07556	aAutosome	aAutosome	NON	6.35856	0.00133	0.00077	0.00369	0.00185	0.360424	A2
MvSl-1064-A2-R4_MC06-2g07557	aAutosome	aAutosome	NON	6.65709	0.61271	0.07638	1.44807	0.35214	0.423122	A2
MvSl-1064-A2-R4_MC06-2g07558	aAutosome	aAutosome	NON	7.24455	0.00146	0.00103	0.00642	0.00322	0.227411	A2
MvSl-1064-A2-R4_MC06-2g07559	aAutosome	aAutosome	NON	8.74317	0.00001	0	0.01008	0.00044	0.000992054	A2
MvSl-1064-A2-R4_MC06-2g07563	aAutosome	aAutosome	Up	6.44096	0.00495	0.00497	0.00005	0.00018	98.8024	A2
MvSl-1064-A2-R4_MC06-2g07564	aAutosome	aAutosome	NON	6.03174	0.00003	0	0.03017	0.00284	0.000994362	A2
MvSl-1064-A2-R4_MC06-2g07565	aAutosome	aAutosome	NON	5.60183	0.43141	0.06954	0.33378	0.11275	1.2925	A2
MvSl-1064-A2-R4_MC06-2g07566	aAutosome	aAutosome	NON	4.89201	0.01175	0.0044	0.00026	0.0001	45.1749	A2
MvSl-1064-A2-R4_MC06-2g07568	aAutosome	aAutosome	NON	4.15414	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07570	aAutosome	aAutosome	NON	4.98334	0.00267	0.00188	0.00343	0.00342	0.778403	A2
MvSl-1064-A2-R4_MC06-2g07571	aAutosome	aAutosome	NON	0.198103	0.00285	0.00285	0.00003	0	94.6844	A2
MvSl-1064-A2-R4_MC06-2g07572	aAutosome	aAutosome	NON	5.94938	0	0.01484	0.00001	0.03094	0	A2
MvSl-1064-A2-R4_MC06-2g07573	aAutosome	aAutosome	NON	7.34308	0.00537	0.00381	0.00005	0.00036	107.186	A2
MvSl-1064-A2-R4_MC06-2g07575	aAutosome	aAutosome	NON	5.5474	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07576	aAutosome	aAutosome	NON	6.61144	0.00289	0.00125	0.02379	0.01023	0.121479	A2
MvSl-1064-A2-R4_MC06-2g07577	aAutosome	aAutosome	NON	4.14305	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07578	aAutosome	aAutosome	NON	8.08806	0.00168	0.00168	0.00002	0.00007	83.5821	A2
MvSl-1064-A2-R4_MC06-2g07580	aAutosome	aAutosome	NON	5.23064	0.00562	0.00398	0.01526	0.01084	0.368281	A2
MvSl-1064-A2-R4_MC06-2g07581	aAutosome	aAutosome	NON	5.73747	0.00722	0.00418	0.00055	0.00032	13.1249	A2
MvSl-1064-A2-R4_MC06-2g07582	aAutosome	aAutosome	NON	6.12723	0.00306	0.00307	0.00003	0	101.661	A2
MvSl-1064-A2-R4_MC06-2g07583	aAutosome	aAutosome	NON	1.44559	0.00291	0.00291	0.00003	0	96.6777	A2
MvSl-1064-A2-R4_MC06-2g07584	aAutosome	aAutosome	NON	6.75647	0.0032	0.00321	0.00003	0.0006	106.312	A2
MvSl-1064-A2-R4_MC06-2g07586	aAutosome	aAutosome	NON	2.03351	0.00399	0.004	0.00004	0	99.5012	A2
MvSl-1064-A2-R4_MC06-2g07591	aAutosome	aAutosome	NON	6.74221	0.00269	0.00121	0.00419	0.00244	0.641989	A2
MvSl-1064-A2-R4_MC06-2g07592	aAutosome	aAutosome	NON	7.69884	0.00001	0	0.00962	0.00068	0.00103949	A2
MvSl-1064-A2-R4_MC06-2g07593	aAutosome	aAutosome	NON	6.37249	0.00001	0	0.00705	0	0.00141842	A2
MvSl-1064-A2-R4_MC06-2g07595	aAutosome	aAutosome	NON	3.71478	0.73394	0.10938	1.30374	0.45611	0.56295	A2
MvSl-1064-A2-R4_MC06-2g07596	aAutosome	aAutosome	NON	6.98499	0	0	0.00003	0	0	A2
MvSl-1064-A2-R4_MC06-2g07598	aAutosome	aAutosome	NON	7.48036	0.00158	0.00158	0.00002	0	78.607	A2
MvSl-1064-A2-R4_MC06-2g07599	aAutosome	aAutosome	NON	5.79553	0.00551	0.00391	0.00006	0.00004	91.6805	A2
MvSl-1064-A2-R4_MC06-2g07600	aAutosome	aAutosome	NON	7.14649	0.00153	0.00153	0.00728	0.00517	0.210162	A2
MvSl-1064-A2-R4_MC06-2g07603	aAutosome	aAutosome	NON	6.02108	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07604	aAutosome	aAutosome	NON	4.89383	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07605	aAutosome	aAutosome	NON	6.52727	0.00001	0.00004	0.00654	0.00674	0.00152903	A2
MvSl-1064-A2-R4_MC06-2g07606	aAutosome	aAutosome	NON	5.56552	0.03757	0.01263	0.0135	0.00467	2.78294	A2
MvSl-1064-A2-R4_MC06-2g07607	aAutosome	aAutosome	NON	1.56868	0	0	0.00429	0	0	A2
MvSl-1064-A2-R4_MC06-2g07608	aAutosome	aAutosome	NON	4.75843	0.0646	0.01157	0.0853	0.02085	0.757326	A2
MvSl-1064-A2-R4_MC06-2g07609	aAutosome	aAutosome	NON	4.12798	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07610	aAutosome	aAutosome	NON	6.71791	0	0	0	0	0	A2
MvSl-1064-A2-R4_MC06-2g07611	aAutosome	aAutosome	NON	6.74857	0.00187	0.00106	0.00131	0.00124	1.42737	A2
MvSl-1064-A2-R4_MC06-2g07613	aAutosome	aAutosome	NON	4.50382	0.00001	0	0.01085	0.00029	0.00092165	A2
MvSl-1064-A2-R4_MC06-2g07614	aAutosome	aAutosome	NON	6.95731	0.00481	0.00341	0.00005	0.00003	96.008	A2
MvSl-1064-A2-R4_MC06-2g07615	aAutosome	aAutosome	NON	0.842383	0.01711	0.00707	0.00017	0.00016	100.588	A2
MvSl-1064-A2-R4_MC06-2g07616	aAutosome	aAutosome	NON	7.04653	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07618	aAutosome	aAutosome	NON	3.87433	0.00123	0.00123	0.00461	0.00327	0.266805	A2
MvSl-1064-A2-R4_MC06-2g07619	aAutosome	aAutosome	NON	1.27699	0.00002	0	0.01667	0.00132	0.00119975	A2
MvSl-1064-A2-R4_MC06-2g07621	aAutosome	aAutosome	NON	3.58253	0.17319	0.02805	0.58824	0.12531	0.294421	A2
MvSl-1064-A2-R4_MC06-2g07622	aAutosome	aAutosome	NON	4.68991	0.00001	0	0.00866	0.0008	0.00115472	A2
MvSl-1064-A2-R4_MC06-2g07623	aAutosome	aAutosome	NON	2.28368	0.00392	0.00278	0.01628	0.00818	0.240785	A2
MvSl-1064-A2-R4_MC06-2g07624	aAutosome	aAutosome	NON	7.04469	0.19882	0.03627	0.22772	0.06781	0.873089	A2
MvSl-1064-A2-R4_MC06-2g07625	aAutosome	aAutosome	NON	5.89343	0.00777	0.00389	0.01224	0.00708	0.634799	A2
MvSl-1064-A2-R4_MC06-2g07626	aAutosome	aAutosome	NON	3.97209	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07627	aAutosome	aAutosome	NON	4.78499	0.00773	0.00547	0.00008	0.00028	96.5044	A2
MvSl-1064-A2-R4_MC06-2g07628	aAutosome	aAutosome	NON	7.47941	0	0	0	0	0	A2
MvSl-1064-A2-R4_MC06-2g07632	aAutosome	aAutosome	NON	5.78284	0.08067	0.0262	0.14064	0.05545	0.573592	A2
MvSl-1064-A2-R4_MC06-2g07633	aAutosome	aAutosome	NON	9.59357	0.00265	0.00265	0.00003	0.00021	88.0399	A2
MvSl-1064-A2-R4_MC06-2g07635	aAutosome	aAutosome	NON	6.46973	0.00137	0.00138	0.00912	0.00529	0.150218	A2
MvSl-1064-A2-R4_MC06-2g07636	aAutosome	aAutosome	NON	6.91742	0.00575	0.00407	0.00006	0.00021	95.6739	A2
MvSl-1064-A2-R4_MC06-2g07637	aAutosome	aAutosome	NON	8.30335	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07639	aAutosome	aAutosome	NON	5.85153	0.40464	0.0682	0.85023	0.23902	0.475918	A2
MvSl-1064-A2-R4_MC06-2g07641	aAutosome	aAutosome	NON	8.8251	0	0.00043	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07647	aAutosome	aAutosome	NON	4.80967	0.00461	0.00264	0.00346	0.00335	1.33233	A2
MvSl-1064-A2-R4_MC06-2g07648	aAutosome	aAutosome	NON	8.93915	0.00261	0.00263	0.00904	0.00911	0.288714	A2
MvSl-1064-A2-R4_MC06-2g07649	aAutosome	aAutosome	NON	6.91704	0.00212	0.00212	0.00002	0.00011	105.473	A2
MvSl-1064-A2-R4_MC06-2g07650	aAutosome	aAutosome	NON	6.41262	0.00843	0.00272	0.01143	0.00403	0.737526	A2
MvSl-1064-A2-R4_MC06-2g07651	aAutosome	aAutosome	NON	6.41699	0.00001	0	0.00772	0.00061	0.00129532	A2
MvSl-1064-A2-R4_MC06-2g07653	aAutosome	aAutosome	NON	6.08075	0	0	0.00457	0.00033	0	A2
MvSl-1064-A2-R4_MC06-2g07655	aAutosome	aAutosome	NON	6.07533	0.0095	0.00459	0.01549	0.0081	0.613295	A2
MvSl-1064-A2-R4_MC06-2g07656	aAutosome	aAutosome	NON	4.73509	0.00001	0.00003	0.01341	0.00951	0.000745707	A2
MvSl-1064-A2-R4_MC06-2g07658	aAutosome	aAutosome	NON	7.27757	0.03175	0.01083	0.04704	0.01857	0.674956	A2
MvSl-1064-A2-R4_MC06-2g07659	aAutosome	aAutosome	NON	6.866	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07661	aAutosome	aAutosome	NON	6.98481	0.56017	0.08266	1.08343	0.30379	0.517034	A2
MvSl-1064-A2-R4_MC06-2g07662	aAutosome	aAutosome	NON	1.95933	0	0.00004	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07663	aAutosome	aAutosome	NON	7.5215	0.00001	0	0.01232	0.00061	0.000811682	A2
MvSl-1064-A2-R4_MC06-2g07664	aAutosome	aAutosome	NON	0.129444	0.28244	0.05115	0.67173	0.19156	0.420466	A2
MvSl-1064-A2-R4_MC06-2g07665	aAutosome	aAutosome	NON	8.1894	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07666	aAutosome	aAutosome	NON	6.55423	0.02416	0.00816	0.05991	0.02342	0.403271	A2
MvSl-1064-A2-R4_MC06-2g07667	aAutosome	aAutosome	NON	4.53631	0.00217	0.00219	0.00858	0.00871	0.252911	A2
MvSl-1064-A2-R4_MC06-2g07668	aAutosome	aAutosome	NON	6.81074	0.02804	0.01154	0.01555	0.00645	1.8032	A2
MvSl-1064-A2-R4_MC06-2g07669	aAutosome	aAutosome	NON	6.14614	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07670	aAutosome	aAutosome	NON	4.83498	0.01114	0.00397	0.00399	0.00142	2.79191	A2
MvSl-1064-A2-R4_MC06-2g07671	aAutosome	aAutosome	NON	3.45143	0	0	0.00002	0.01313	0	A2
MvSl-1064-A2-R4_MC06-2g07677	aAutosome	aAutosome	Up	0.618047	0.00106	0.00106	0.00001	0.00025	104.95	A2
MvSl-1064-A2-R4_MC06-2g07679	aAutosome	aAutosome	NON	8.36805	0.0039	0.00174	0.00698	0.00349	0.558731	A2
MvSl-1064-A2-R4_MC06-2g07680	aAutosome	aAutosome	NON	6.55697	0.00001	0	0.00774	0.00068	0.00129197	A2
MvSl-1064-A2-R4_MC06-2g07681	aAutosome	aAutosome	NON	3.40807	0.01601	0.0093	0.01035	0.01034	1.54684	A2
MvSl-1064-A2-R4_MC06-2g07686	aAutosome	aAutosome	NON	8.00981	0.00287	0.001	0.00509	0.00197	0.56384	A2
MvSl-1064-A2-R4_MC06-2g07688	aAutosome	aAutosome	NON	7.3117	0.00549	0.00388	0.01367	0.00968	0.401606	A2
MvSl-1064-A2-R4_MC06-2g07690	aAutosome	aAutosome	NON	8.22199	0	0.00007	0.00002	0.00776	0	A2
MvSl-1064-A2-R4_MC06-2g07691	aAutosome	aAutosome	NON	1.92193	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07692	aAutosome	aAutosome	NON	9.40785	0	0.00003	0.00002	0.00131	0	A2
MvSl-1064-A2-R4_MC06-2g07693	aAutosome	aAutosome	NON	7.05954	0.00292	0.00168	0.00219	0.00215	1.33327	A2
MvSl-1064-A2-R4_MC06-2g07694	aAutosome	aAutosome	NON	5.4621	0.00279	0.0028	0.00615	0.00617	0.453651	A2
MvSl-1064-A2-R4_MC06-2g07695	aAutosome	aAutosome	NON	5.97197	0.00175	0.00174	0.00315	0.00315	0.555538	A2
MvSl-1064-A2-R4_MC06-2g07696	aAutosome	aAutosome	NON	7.41023	0	0	0.00002	0	0	A2
MvSl-1064-A2-R4_MC06-2g07702	aAutosome	aAutosome	NON	1.23793	0.0042	0.00297	0.00004	0.00024	104.738	A2
MvSl-1064-A2-R4_MC06-2g07706	aAutosome	aAutosome	NON	8.78154	0.04378	0.01208	0.05376	0.02229	0.814359	A2
MvSl-1064-A2-R4_MC06-2g07707	aAutosome	aAutosome	NON	7.73517	0.00526	0.00304	0.00005	0.00023	104.99	A2
MvSl-1064-A2-R4_MC06-2g07708	aAutosome	aAutosome	NON	3.57729	0.00365	0.00367	0.00004	0.00036	91.0224	A2
MvSl-1064-A2-R4_MC06-2g07709	aAutosome	aAutosome	NON	6.46806	0.00001	0	0.00554	0	0.00180502	A2
MvSl-1064-A2-R4_MC06-2g07712	aAutosome	aAutosome	NON	5.56635	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07716	aAutosome	aAutosome	NON	4.485	0.00128	0.00092	0.00173	0.0018	0.739842	A2
MvSl-1064-A2-R4_MC06-2g07717	aAutosome	aAutosome	NON	4.70188	0	0	0.00317	0	0	A2
MvSl-1064-A2-R4_MC06-2g07720	aAutosome	aAutosome	NON	7.97231	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07721	aAutosome	aAutosome	NON	6.9738	0.00275	0.00275	0.00003	0.0002	91.3621	A2
MvSl-1064-A2-R4_MC06-2g07722	aAutosome	aAutosome	NON	4.52065	0	0.00023	0.00002	0.01256	0	A2
MvSl-1064-A2-R4_MC06-2g07724	aAutosome	aAutosome	NON	3.62721	0	0	0.00001	0	0	A2
MvSl-1064-A2-R4_MC06-2g07725	aAutosome	aAutosome	NON	7.79987	0	0	0.00001	0	0	A2
