gene	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A2-R4_MC03g05423	585	480	764	582	809	763
MvSl-1064-A2-R4_MC03g05424	1736	1406	5489	3916	1552	1702
MvSl-1064-A2-R4_MC03g05425	2197	1859	2880	3052	2533	2104
MvSl-1064-A2-R4_MC03g05426	88.8874	139.445	14.2497	15.0339	70.8664	127.513
MvSl-1064-A2-R4_MC03g05427	3	8.31573	0	0	1	1
MvSl-1064-A2-R4_MC03g05428	81.9963	92.9009	172.134	106.195	54.7238	84.3272
MvSl-1064-A2-R4_MC03g05429	365.86	560.47	238.001	217.36	313.619	478.164
MvSl-1064-A2-R4_MC03g05430	2691	3439	880	1018	5709	4923
MvSl-1064-A2-R4_MC03g05431	851	983	8	14	645	830
MvSl-1064-A2-R4_MC03g05432	227	243	435	317	476	347
MvSl-1064-A2-R4_MC03g05433	14	21	448	673	23	16
MvSl-1064-A2-R4_MC03g05434	6	11	254	357	8	6
MvSl-1064-A2-R4_MC03g05435	219	346	300	370	658	506
MvSl-1064-A2-R4_MC03g05436	1004	907	2326	3552	1647	1313
MvSl-1064-A2-R4_MC03g05437	479	459	1186	1141	654	503
MvSl-1064-A2-R4_MC03g05438	2122	1206	18024	11877	1816	1244
MvSl-1064-A2-R4_MC03g05439	27	27	39	71	29	35
MvSl-1064-A2-R4_MC03g05440	26	41	3	1	484	375
MvSl-1064-A2-R4_MC03g05441	603	497	183	137	2442	1603
MvSl-1064-A2-R4_MC03g05442	228	263	101	80	1188	587
MvSl-1064-A2-R4_MC03g05443	1768	1321	2881	2791	2489	1964
MvSl-1064-A2-R4_MC03g05444	2270	2182	4035	4427	3102	1976
MvSl-1064-A2-R4_MC03g05445	6	19	0	1	3	8
MvSl-1064-A2-R4_MC03g05446	570	456	1492	1857	522	430
MvSl-1064-A2-R4_MC03g05447	433	409	77	86	739	789
MvSl-1064-A2-R4_MC03g05448	1918	1825	2200	2894	2757	1950
MvSl-1064-A2-R4_MC03g05449	100.353	104.633	41.7702	40.5932	158.967	160.431
MvSl-1064-A2-R4_MC03g05450	611	602	2860	2295	596	434
MvSl-1064-A2-R4_MC03g05451	1934	3541	2867	5601	1834	1572
MvSl-1064-A2-R4_MC03g05452	44	92	176	230	33	31
MvSl-1064-A2-R4_MC03g05453	350	343	228	691	1293	1871
MvSl-1064-A2-R4_MC03g05454	2397	2412	1728	2355	2650	2151
MvSl-1064-A2-R4_MC03g05455	1304	1144	1365	1186	1795	1654
MvSl-1064-A2-R4_MC03g05456	3	3	121	124	2	0
MvSl-1064-A2-R4_MC03g05457	12	7	66	78	6	5
MvSl-1064-A2-R4_MC03g05458	17	28.0075	18	8.00469	32	21
MvSl-1064-A2-R4_MC03g05459	8	16	95.9903	131.44	14.005	9.00622
MvSl-1064-A2-R4_MC03g05460	1200	1066	2156	2015	1362	914
MvSl-1064-A2-R4_MC03g05461	640	695	1296	1706	625	458
MvSl-1064-A2-R4_MC03g05462	82.8345	66.4957	81.0017	70.8809	108.096	122.737
MvSl-1064-A2-R4_MC03g05463	459.788	677.786	490.62	514.194	470.166	422.15
MvSl-1064-A2-R4_MC03g05464	538.393	688.704	1092.96	810.139	169.813	156.677
MvSl-1064-A2-R4_MC03g05465	1719	1561	3712	3562	1979	2266
MvSl-1064-A2-R4_MC03g05466	1	1	3.0233	1	3	1
MvSl-1064-A2-R4_MC03g05467	1014.28	969.168	211	257	950.399	921.196
MvSl-1064-A2-R4_MC03g05468	545.241	661.47	190.175	222.797	592.687	513.688
MvSl-1064-A2-R4_MC03g05469	1110	1034	1407	1765	1024	886
MvSl-1064-A2-R4_MC03g05470	628	607	1418	1419	819	722
MvSl-1064-A2-R4_MC03g05471	2331	2179	1799	2240	3458	3071
MvSl-1064-A2-R4_MC03g05472	4970	6687	6503	6597	7224	5615
MvSl-1064-A2-R4_MC03g05473	180	351	196	188	396	275
MvSl-1064-A2-R4_MC03g05474	64.9588	126.8	53.27	54.5828	129.218	89.0719
MvSl-1064-A2-R4_MC03g05475	546.868	677	298.352	359.552	847.492	663.438
MvSl-1064-A2-R4_MC03g05476	975.305	1557.95	124.717	107.19	585.699	525.495
MvSl-1064-A2-R4_MC03g05477	4.13888	2.10695	7.51094	3.16339	2.40545	0
MvSl-1064-A2-R4_MC03g05478	0	0	0	0	0	0
MvSl-1064-A2-R4_MC03g05479	2.49023	10.1037	30.7993	17.5287	11.1884	11.8595
MvSl-1064-A2-R4_MC03g05480	357.881	405.679	64.8083	90.2513	128.67	184.774
MvSl-1064-A2-R4_MC03g05481	446.757	567.24	557.284	656.927	924.865	992.374
MvSl-1064-A2-R4_MC03g05482	123.083	82.2497	34.3145	52.2062	71.2809	68.8685
MvSl-1064-A2-R4_MC03g05483	446.757	567.24	557.284	656.927	924.865	992.374
MvSl-1064-A2-R4_MC03g05484	357.881	405.679	64.8083	90.2513	128.67	184.774
MvSl-1064-A2-R4_MC03g05485	1.06025	1.08786	0	1.20802	2.14321	2.14584
MvSl-1064-A2-R4_MC03g05486	4.76095	5.68098	0	14.2896	9.21766	16.2211
MvSl-1064-A2-R4_MC03g05487	0	0	0.506973	0	0	0
MvSl-1064-A2-R4_MC03g05488	43.5171	37.2922	27.7786	9.99385	104.654	89.4972
MvSl-1064-A2-R4_MC03g05489	1349.07	1766.05	1152.25	1110.42	1884.66	2100.88
MvSl-1064-A2-R4_MC03g05490	736.245	896.791	422.528	273.114	1027.46	999.091
MvSl-1064-A2-R4_MC03g05491	0	0	0	1	0	0
MvSl-1064-A2-R4_MC03g05492	5	0	9	4	2	2
MvSl-1064-A2-R4_MC03g05493	5	14	8	12	4	3
MvSl-1064-A2-R4_MC03g05494	5671	6607	4066	3899	6833	6727
MvSl-1064-A2-R4_MC03g05495	377	290	1179	1665	317	303
MvSl-1064-A2-R4_MC03g05496	0	0	0	0	0	0
MvSl-1064-A2-R4_MC03g05497	0	1	0	0	0	0
MvSl-1064-A2-R4_MC03g05498	182	203	992	1269	331	221
MvSl-1064-A2-R4_MC03g05499	738	672	1003	743	780	1002
MvSl-1064-A2-R4_MC03g05500	4259	4687	3130	3358	5192	5143
MvSl-1064-A2-R4_MC03g05501	33	60	7	11	104	99
MvSl-1064-A2-R4_MC03g05502	1312	1544	861	1125	1248	1784
MvSl-1064-A2-R4_MC03g05503	1734	1912	2001	2124	2036	2111
MvSl-1064-A2-R4_MC03g05504	2162	1398	1618	1428	793	1235
MvSl-1064-A2-R4_MC03g05505	1480	1283	1295	1127	1345	1637
MvSl-1064-A2-R4_MC03g05506	1331	1474	1117	1201	1605	1322
MvSl-1064-A2-R4_MC03g05507	69	50	1224	1551	64	72
MvSl-1064-A2-R4_MC03g05508	38	32	789	847	53	50
MvSl-1064-A2-R4_MC03g05509	1596	1691	1447.24	1781	1830.44	1623
MvSl-1064-A2-R4_MC03g05510	1724.28	1539.08	2184.96	2043.26	2304.33	2387.45
MvSl-1064-A2-R4_MC03g05511	735	574	3130	2875	820	771
MvSl-1064-A2-R4_MC03g05512	885	484	876	836	111	560
MvSl-1064-A2-R4_MC03g05513	1319	950	2218	1886	1218	1144
MvSl-1064-A2-R4_MC03g05514	18	15	596	487	11	9
MvSl-1064-A2-R4_MC03g05515	1062	1499	908	1101	807	877
MvSl-1064-A2-R4_MC03g05516	1490	1593	1272	1179	2139	2391
MvSl-1064-A2-R4_MC03g05517	1129	1001	2245	2547	1236	1205
MvSl-1064-A2-R4_MC03g05518	2738	2532	4581	9775	2359	2984
MvSl-1064-A2-R4_MC03g05519	4723	5032	3147	2620	10100	11027
MvSl-1064-A2-R4_MC03g05520	0	0	0	0	0	1.54467
MvSl-1064-A2-R4_MC03g05521	340.731	412.907	182.55	152.27	505.057	692.547
MvSl-1064-A2-R4_MC03g05522	748	717	1105	1150	885	746
MvSl-1064-A2-R4_MC03g05523	1111	1002	3142	3279	1233	1071
MvSl-1064-A2-R4_MC03g05524	1417	1664	2414	2875	2445	1706
MvSl-1064-A2-R4_MC03g05525	958	919	2275	2196	1391	1190
MvSl-1064-A2-R4_MC03g05526	1071	975	2714	2608	1523	1436
MvSl-1064-A2-R4_MC03g05527	2037	2041	5076	6547	3845	4792
MvSl-1064-A2-R4_MC03g05528	501	486	551	530	561	602
MvSl-1064-A2-R4_MC03g05529	2036	1854	9603	8224	4050	3588
MvSl-1064-A2-R4_MC03g05530	484	398	1191	1082	613	464
MvSl-1064-A2-R4_MC03g05531	1926	1535	5557	5468	2112	1835
MvSl-1064-A2-R4_MC03g05532	1775	1685	1567	1545	2417	2387
MvSl-1064-A2-R4_MC03g05533	2477	2767	2346	2484	2380	2692
MvSl-1064-A2-R4_MC03g05534	1072.26	1495.5	1107.67	1151.54	1911.97	1510.96
MvSl-1064-A2-R4_MC03g05535	1255.96	1155.86	643.156	676.295	2095.93	1956.7
MvSl-1064-A2-R4_MC03g05536	131.971	132.775	247.391	213.122	175.959	180.343
MvSl-1064-A2-R4_MC03g05537	1060	1066	818.893	749.92	1074.15	925.819
MvSl-1064-A2-R4_MC03g05538	3295.58	3491.21	1942.17	1884.91	3768.62	3827.6
MvSl-1064-A2-R4_MC03g05539	1696.05	1729.51	1918.37	2023.41	3322.61	2675.97
MvSl-1064-A2-R4_MC03g05540	718.686	674.051	175.518	152.133	716.013	726.204
MvSl-1064-A2-R4_MC03g05541	0	0	0	0	0	0
MvSl-1064-A2-R4_MC03g05542	63.5643	42.5475	117.616	0.00983891	72.3856	213.683
MvSl-1064-A2-R4_MC03g05543	344.57	307.665	412.631	379.965	356.448	435.509
MvSl-1064-A2-R4_MC03g05544	172.22	216.768	204.954	189.575	221.616	259.587
MvSl-1064-A2-R4_MC03g05545	701.023	749.735	1646.44	1673.19	967.777	758.226
MvSl-1064-A2-R4_MC03g05546	1.67116	0	0	0	1.64446	0
MvSl-1064-A2-R4_MC04-1g05547	41.6598	61.2871	16.5611	33.11	45.9113	46.8327
MvSl-1064-A2-R4_MC04-1g05548	18	6.24177	8.80726	3.83637	17.4686	12.102
MvSl-1064-A2-R4_MC04-1g05549	181.258	259.353	1156.08	1020.59	368.491	306.841
MvSl-1064-A2-R4_MC04-1g05550	884.922	960.466	501.194	467.606	1187.15	1097.68
MvSl-1064-A2-R4_MC04-1g05551	583.413	490.167	95.242	110.17	650.634	640.639
MvSl-1064-A2-R4_MC04-1g05552	455.662	388.517	1023.68	938.279	730.885	500.008
MvSl-1064-A2-R4_MC04-1g05553	0	0	0	3.72907	1.82832	3.43321
MvSl-1064-A2-R4_MC04-1g05554	4.02661	3.14263	0	6	5.14043	3.41613
MvSl-1064-A2-R4_MC04-1g05555	90.3564	127.473	32.6602	25.8206	187.16	150.645
MvSl-1064-A2-R4_MC04-1g05556	5.0465	4.16529	10.2963	9.19757	27.5121	33.9233
MvSl-1064-A2-R4_MC04-1g05557	243	315	472	500	293	384
MvSl-1064-A2-R4_MC04-1g05558	151	181	370	357	193	239
MvSl-1064-A2-R4_MC04-1g05559	44.9253	50.2138	13.6682	26.306	12.6009	26.9123
MvSl-1064-A2-R4_MC04-1g05560	152.637	145.181	781.374	790.867	325.544	249.38
MvSl-1064-A2-R4_MC04-1g05561	284.348	242.941	870.297	745.669	586.975	390.903
MvSl-1064-A2-R4_MC04-1g05562	148	203	1054	1366	184	195
MvSl-1064-A2-R4_MC04-1g05563	71	31	25	30	69	66
MvSl-1064-A2-R4_MC04-1g05564	1717.92	1946.37	776.396	848.616	3500.01	4803.59
MvSl-1064-A2-R4_MC04-1g05565	2.41696	2.16839	0.111316	3.24834	0.415517	0
MvSl-1064-A2-R4_MC04-1g05566	254.208	229.558	601.251	598.247	495.972	370.665
MvSl-1064-A2-R4_MC04-1g05567	738.844	960.582	184.429	172.611	686.832	676.392
MvSl-1064-A2-R4_MC04-1g05568	18	44	5	12	25	29
MvSl-1064-A2-R4_MC04-1g05569	4334.53	7357.27	388.746	372.861	813.075	824.685
MvSl-1064-A2-R4_MC04-1g05570	764.145	691.802	477.398	545.938	923.625	866.044
MvSl-1064-A2-R4_MC04-1g05571	789	657	1479	1607	606	606
MvSl-1064-A2-R4_MC04-1g05572	4698	3202	36763	42633	4351	2917
MvSl-1064-A2-R4_MC04-1g05573	679	702	634	713	1491	1225
MvSl-1064-A2-R4_MC04-1g05574	0	0	181	176	2	1
MvSl-1064-A2-R4_MC04-1g05575	1394	1260	120223	128347	2118	1691
MvSl-1064-A2-R4_MC04-1g05576	1	1	0	1	2	2
MvSl-1064-A2-R4_MC04-1g05577	60	101	49.975	24	40	43
MvSl-1064-A2-R4_MC04-1g05578	0	0	1	0	0	0
MvSl-1064-A2-R4_MC04-1g05579	0	1	0	0	1	0
MvSl-1064-A2-R4_MC04-1g05580	2.00451	5.07598	4	1.18181	0	1.0005
MvSl-1064-A2-R4_MC04-1g05581	0	1	0	0	226	380
MvSl-1064-A2-R4_MC04-1g05582	1926	1572	5622	5538	2249	1722.04
MvSl-1064-A2-R4_MC04-1g05583	2206	1835	6312	6858	2465	1921
MvSl-1064-A2-R4_MC04-1g05584	2783	2705	1837	1752	3358	3440
MvSl-1064-A2-R4_MC04-1g05585	602	544	1184	1462	458	385
MvSl-1064-A2-R4_MC04-1g05586	820.889	633.9	248.808	193.309	574.443	770.301
MvSl-1064-A2-R4_MC04-1g05587	619	708	163	122	494	569
MvSl-1064-A2-R4_MC04-1g05588	2750	3160	2057	1834	2355	2432
MvSl-1064-A2-R4_MC04-1g05589	127.43	113.821	6.98226	8.38418	51.6095	75.6136
MvSl-1064-A2-R4_MC04-1g05590	54	67	117.759	108	94	90
MvSl-1064-A2-R4_MC04-1g05591	1	2	0	0	1	1
MvSl-1064-A2-R4_MC04-1g05592	10	11	9.24139	8	15	16
MvSl-1064-A2-R4_MC04-1g05593	6.58913	9	4	4	9	18.6384
MvSl-1064-A2-R4_MC04-1g05594	32	40	29	24	49	93
MvSl-1064-A2-R4_MC04-1g05595	10.4109	11	7	8	18	24.3616
MvSl-1064-A2-R4_MC04-1g05596	15.293	22.1151	38.1873	26.7313	50.3792	75.1444
MvSl-1064-A2-R4_MC04-1g05597	12.4316	14.5934	35.0586	23.6011	6.52406	8.22618
MvSl-1064-A2-R4_MC04-1g05598	21.5684	17.4066	314.922	208.27	8.44611	12.7738
MvSl-1064-A2-R4_MC04-1g05599	325	830	2	1	93	81
MvSl-1064-A2-R4_MC04-1g05600	3817.11	3623.3	1235.47	1496.2	4136.66	2645.79
MvSl-1064-A2-R4_MC04-1g05601	919	784	2242	1735	1494	1206
MvSl-1064-A2-R4_MC04-1g05602	297	334	1550	1764	471	428
MvSl-1064-A2-R4_MC04-1g05603	1	0	1	0	1	0
MvSl-1064-A2-R4_MC04-1g05604	16	12	39	12	9	4
MvSl-1064-A2-R4_MC04-1g05605	953	879	1343	1286	1638	1656
MvSl-1064-A2-R4_MC04-1g05606	4959	4530	10847	10255	5299	5531
MvSl-1064-A2-R4_MC04-1g05607	16	15	899	1033	14	19
MvSl-1064-A2-R4_MC04-1g05608	1	3	1	2	1	3
MvSl-1064-A2-R4_MC04-1g05609	2009	1840	3679	4832	2397	1965
MvSl-1064-A2-R4_MC04-1g05610	1161	1010	3707	4933	934	873
MvSl-1064-A2-R4_MC04-1g05611	2445	2406	3696	3810	3058	2938
MvSl-1064-A2-R4_MC04-1g05612	13	6	233	358	23	9
MvSl-1064-A2-R4_MC04-1g05613	14677	13277	15996	19704	6006	4330
MvSl-1064-A2-R4_MC04-1g05614	1098	927	1345	1085	1134	1221
MvSl-1064-A2-R4_MC04-1g05615	11.0336	12.0621	7.89991	6.59941	5.04881	5.06307
MvSl-1064-A2-R4_MC04-1g05616	106.213	75.8811	67.8887	76.3101	85.8028	145.654
MvSl-1064-A2-R4_MC04-1g05617	706.689	1205.04	1067.39	1408.91	1121.03	1039.44
MvSl-1064-A2-R4_MC04-1g05618	5215	3808	1664	1749	3820	4902
MvSl-1064-A2-R4_MC04-1g05619	1035	917	1057	1208	1055	1219
MvSl-1064-A2-R4_MC04-1g05620	576	444	744	787	588	563
MvSl-1064-A2-R4_MC04-1g05621	1080	734	1140	1206	720	1210
MvSl-1064-A2-R4_MC04-1g05622	89	128	1745	1307	142	168
MvSl-1064-A2-R4_MC04-1g05623	5207.89	5404.7	7099.53	8333.8	5425.34	4275.21
MvSl-1064-A2-R4_MC04-1g05624	630	577	1127	1178	745	561
MvSl-1064-A2-R4_MC04-1g05625	1	1.00017	2	0	0	2
MvSl-1064-A2-R4_MC04-1g05626	1	0	1	0	0	1
MvSl-1064-A2-R4_MC04-1g05627	18	5	21	36	13	4
MvSl-1064-A2-R4_MC04-1g05628	464	374	1510	1709	456	470
MvSl-1064-A2-R4_MC04-1g05629	4248	3437	1672	2054	3105	3699
MvSl-1064-A2-R4_MC04-1g05630	4.52849	3.58716	7.84005	2.78159	6.79221	2.45099
MvSl-1064-A2-R4_MC04-1g05631	260.986	327.648	308.381	386.339	469.853	433.199
MvSl-1064-A2-R4_MC04-1g05632	6.50203	5.73482	0	3.62272	10.141	7.46313
MvSl-1064-A2-R4_MC04-1g05633	3028	3055	3573	3819	4145	4242
MvSl-1064-A2-R4_MC04-1g05634	10958	10924	3956	3479	4589	8492
MvSl-1064-A2-R4_MC04-1g05635	529.746	582.844	42	61	302	700.883
MvSl-1064-A2-R4_MC04-1g05636	530.702	644.839	575.466	555.803	782.846	659.805
MvSl-1064-A2-R4_MC04-1g05637	6	6	3	2	3	7
MvSl-1064-A2-R4_MC04-1g05638	1	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05639	4	2	3	1	1	2
MvSl-1064-A2-R4_MC04-1g05640	4	11	5	2	0	5
MvSl-1064-A2-R4_MC04-1g05641	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05642	1	4	2	2	6	5
MvSl-1064-A2-R4_MC04-1g05643	517	478	2379	2467	604	485
MvSl-1064-A2-R4_MC04-1g05644	1592	1277	2257	2309	1920	1623
MvSl-1064-A2-R4_MC04-1g05645	1244	888	16715	16701	795	866
MvSl-1064-A2-R4_MC04-1g05646	552	438	3315	3217	346	354
MvSl-1064-A2-R4_MC04-1g05647	1337	1391	2457	2474	1551	1469
MvSl-1064-A2-R4_MC04-1g05648	1719	1571	3259	2869	1945	1966
MvSl-1064-A2-R4_MC04-1g05649	2020	1822	3184	3230	2292	2376
MvSl-1064-A2-R4_MC04-1g05650	1332.71	1268.78	2772.05	3565.36	1847	1697.46
MvSl-1064-A2-R4_MC04-1g05651	112.398	151.799	34.1068	19.0896	69.6137	108.661
MvSl-1064-A2-R4_MC04-1g05652	17.3124	42.9669	25.5566	34.5447	20.3058	32
MvSl-1064-A2-R4_MC04-1g05653	2683.11	3134.95	1304.22	1269.36	2707.41	2794.6
MvSl-1064-A2-R4_MC04-1g05654	5.57895	21.9476	4.03636	3.99117	7.2327	8.98113
MvSl-1064-A2-R4_MC04-1g05655	482.626	542.565	669.082	746.233	558.516	492.609
MvSl-1064-A2-R4_MC04-1g05656	33.9384	82.1382	0	5.15486	33.0428	34.4834
MvSl-1064-A2-R4_MC04-1g05657	177.934	385.207	146.835	112.805	132.582	165.947
MvSl-1064-A2-R4_MC04-1g05658	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05659	2.07774	1.09615	2.01841	1	3.07537	3.03082
MvSl-1064-A2-R4_MC04-1g05660	2	0	0	0	0	1.00069
MvSl-1064-A2-R4_MC04-1g05661	1087.47	1525.01	319.225	365.461	704.312	486.377
MvSl-1064-A2-R4_MC04-1g05662	11.4858	10.3629	7	5.57366	14.8217	8.05351
MvSl-1064-A2-R4_MC04-1g05663	1.13339	6.25883	1.11884	1.03953	3.21389	4.0608
MvSl-1064-A2-R4_MC04-1g05664	0	0	2.36505	0	21.1274	14.3068
MvSl-1064-A2-R4_MC04-1g05665	29.1815	42.4042	10.868	7.88603	17.2096	17.9792
MvSl-1064-A2-R4_MC04-1g05666	1.01173	1	2	1	0	0
MvSl-1064-A2-R4_MC04-1g05667	1182.04	1326.95	929.247	938.543	1632.53	1477.77
MvSl-1064-A2-R4_MC04-1g05668	65.1868	69.6831	63.4939	59.1438	99.3814	115.387
MvSl-1064-A2-R4_MC04-1g05669	49.8634	42.0355	17.3795	26.2229	92.6277	79.4128
MvSl-1064-A2-R4_MC04-1g05670	21.3498	13.8706	21.6423	10.1571	7.78702	5.41519
MvSl-1064-A2-R4_MC04-1g05671	18.7254	10.1766	3.03899	3.23336	3.36536	3.40224
MvSl-1064-A2-R4_MC04-1g05672	1.1404	0	0	2.74203	0	0
MvSl-1064-A2-R4_MC04-1g05673	2.85155	3.0694	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05674	1.03631	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05675	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05676	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05677	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05678	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05679	5.50725	12.145	0	3.42779	48.2732	35.4569
MvSl-1064-A2-R4_MC04-1g05680	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05681	23.9563	20.2877	18.3097	12.7528	29.9962	32.2353
MvSl-1064-A2-R4_MC04-1g05682	0	0	0	0	1.87009	0
MvSl-1064-A2-R4_MC04-1g05683	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05684	17.8428	4.30958	31.0573	32.7084	17.6108	4.20931
MvSl-1064-A2-R4_MC04-1g05685	48.5127	24.8255	7.88301	11.6527	1.32954	21.334
MvSl-1064-A2-R4_MC04-1g05686	0	2.35872	0	1.42154	0	1.75682
MvSl-1064-A2-R4_MC04-1g05687	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05688	21.9736	37.9096	2.75549	0	24.4843	44.0236
MvSl-1064-A2-R4_MC04-1g05689	140.551	147.405	71.3504	59.4326	156.622	156.795
MvSl-1064-A2-R4_MC04-1g05690	385.27	445.169	230.185	283.092	577.334	413.539
MvSl-1064-A2-R4_MC04-1g05691	9.47174	16.6018	0	1.43257	7.5341	9.57802
MvSl-1064-A2-R4_MC04-1g05692	1074.34	1071.45	696.259	602.831	793.746	1387.73
MvSl-1064-A2-R4_MC04-1g05693	1271.09	1412.99	1540.24	1576.66	1573.78	1473.17
MvSl-1064-A2-R4_MC04-1g05694	799.229	1021.18	636.091	603.812	995.041	887.908
MvSl-1064-A2-R4_MC04-1g05695	0	2.65449	0	1.11513	0	2.35541
MvSl-1064-A2-R4_MC04-1g05696	97.1477	128.268	93.0589	100.097	115.544	178.187
MvSl-1064-A2-R4_MC04-1g05697	3.14976	15.3292	11.3891	16.5637	10.4938	3.00465
MvSl-1064-A2-R4_MC04-1g05698	8.61044	18.5193	1.03646	2.01767	3.60001	5.20564
MvSl-1064-A2-R4_MC04-1g05699	158.652	145.778	126.911	163.637	96.8297	92.2633
MvSl-1064-A2-R4_MC04-1g05700	24.871	58.997	1.01886	3.05867	7.19366	6.74236
MvSl-1064-A2-R4_MC04-1g05701	48.4283	59.9438	0	4.16045	15	12.7168
MvSl-1064-A2-R4_MC04-1g05702	8.38042	26.484	4.01995	1.55956	5.42924	10.9362
MvSl-1064-A2-R4_MC04-1g05703	1.01612	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05704	161.159	266.162	83.4973	107.265	196.93	184.586
MvSl-1064-A2-R4_MC04-1g05705	94.6165	77.293	27.1392	19.5103	64.5422	54.5363
MvSl-1064-A2-R4_MC04-1g05706	2.0007	2.00062	0	0	1	3
MvSl-1064-A2-R4_MC04-1g05707	0	0	0	0	0	1.01818
MvSl-1064-A2-R4_MC04-1g05708	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05709	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05710	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05711	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05712	0	0	0	0	0	0
MvSl-1064-A2-R4_MC04-1g05713	7.03289	17.0736	0	0	3.00605	5.02978
MvSl-1064-A2-R4_MC04-1g05714	1.00382	8.04852	0	1.00177	4.01232	2.0129
MvSl-1064-A2-R4_MC04-1g05715	3132	2839	8210	8153	3737	3049
MvSl-1064-A2-R4_MC04-1g05716	442	406	752	959	507	371
MvSl-1064-A2-R4_MC04-1g05717	1267	1216	2226	2063	1671	1635
MvSl-1064-A2-R4_MC04-1g05718	2661	3126	1126	1311	3685	3666
MvSl-1064-A2-R4_MC04-1g05719	1.0749	0	0	5.12821	1	0
MvSl-1064-A2-R4_MC04-1g05720	0	0	6.73762	25.7006	0	0
MvSl-1064-A2-R4_MC04-1g05721	37.8042	43.7469	559.144	788.894	107.777	84.9001
MvSl-1064-A2-R4_MC04-1g05722	1.02145	0	1.01598	6	0	1.0156
MvSl-1064-A2-R4_MC04-1g05723	61.0375	67.8989	80.3215	94.5161	47.9281	65.9603
MvSl-1064-A2-R4_MC04-1g05724	332.705	352.864	309.097	308.027	630.544	615.424
MvSl-1064-A2-R4_MC04-1g05725	9	9	9	1	8	3
MvSl-1064-A2-R4_MC04-1g05726	490	473	523	542	631	586
MvSl-1064-A2-R4_MC04-1g05727	355	293	498	464	632	480
MvSl-1064-A2-R4_MC04-1g05728	1089	836	2950	2255	1375	1419
MvSl-1064-A2-R4_MC04-1g05729	307	323	2080	2186	250	217
MvSl-1064-A2-R4_MC04-1g05730	5244	6273	4410	4262	6822	5869
MvSl-1064-A2-R4_MC04-1g05731	1179	920	1330	1621	970	958
MvSl-1064-A2-R4_MC04-1g05732	608	409	971	916	323	218
MvSl-1064-A2-R4_MC04-1g05733	134	143	310	303	101	47
MvSl-1064-A2-R4_MC04-1g05734	156	174	410	508	137	90
MvSl-1064-A2-R4_MC04-1g05735	462	442	378	406	553	467
MvSl-1064-A2-R4_MC04-1g05736	980	968	2247	2091	1164	981
MvSl-1064-A2-R4_MC04-1g05737	2058	1960	2533	2492	1977	1962
MvSl-1064-A2-R4_MC04-1g05738	181.746	209.404	194.185	202.978	349.998	382.236
MvSl-1064-A2-R4_MC04-1g05739	27	35	34.4498	36.3421	44.1944	41.3394
MvSl-1064-A2-R4_MC04-1g05740	9453.04	9127.69	4305.71	4029.07	10809.6	9810.11
MvSl-1064-A2-R4_MC04-1g05741	2378	2173	3595	3394	3076	2801
MvSl-1064-A2-R4_MC04-1g05742	680	763	1021	1080	1692	1195
MvSl-1064-A2-R4_MC04-1g05743	42	91	10	6	29	33
MvSl-1064-A2-R4_MC04-1g05744	258.303	246.452	133.159	151.551	194.442	397.611
MvSl-1064-A2-R4_MC04-1g05745	123.151	201.938	73.9036	46.4108	719.187	1095.72
MvSl-1064-A2-R4_MC04-1g05746	12	10	5	8	14.0146	10.0104
MvSl-1064-A2-R4_MC04-1g05747	338.255	367.493	535	405	745.063	770.421
MvSl-1064-A2-R4_MC04-1g05748	191	188	2395	2258	136	168
MvSl-1064-A2-R4_MC04-1g05749	436	329	334	257	280	383
MvSl-1064-A2-R4_MC04-1g05750	1168	1027	1422	1227	1376	1800
MvSl-1064-A2-R4_MC04-1g05751	12274	7512	3872	3140	7206	11209
MvSl-1064-A2-R4_MC04-1g05752	182	179	503	551	255	210
MvSl-1064-A2-R4_MC04-1g05753	16904	15852	6149	4693	14048	15817
MvSl-1064-A2-R4_MC04-1g05754	550.617	427.192	117.298	123.958	328.357	325.899
MvSl-1064-A2-R4_MC04-1g05755	2079	1661	1739	2652	2783	2475
MvSl-1064-A2-R4_MC04-1g05756	7206	5805	3592	3069	6089	5762
MvSl-1064-A2-R4_MC04-1g05757	6890	5390	30599	26197	7935	7419
MvSl-1064-A2-R4_MC04-1g05758	2379	2174	1607	1517	2590	2512
