gene	M1	M2	M3
Minter-1389-PBcR_C01g00705	4919	2596	3396
Minter-1389-PBcR_C01g00706	6624	7893	4151
Minter-1389-PBcR_C01g00708	1724	2176	947
Minter-1389-PBcR_C01g00709	617	808	382
Minter-1389-PBcR_C01g00711	6103	6567	3213
Minter-1389-PBcR_C01g00713	2317	3136	1483
Minter-1389-PBcR_C01g00714	2027	2590	1013
Minter-1389-PBcR_C01g00715	2931	4653	1722
Minter-1389-PBcR_C01g00716	1546	2025	1012
Minter-1389-PBcR_C01g00717	1493	1768	874
Minter-1389-PBcR_C01g00718	557	662	389
Minter-1389-PBcR_C01g00719	3763	3593	2699
Minter-1389-PBcR_C01g00721	2399	2213	1351
Minter-1389-PBcR_C01g00722	3645	3474	2373
Minter-1389-PBcR_C01g00723	689	675	593
Minter-1389-PBcR_C01g00724	827	902	720
Minter-1389-PBcR_C01g00725	1038	1057	498
Minter-1389-PBcR_C01g00726	1150	1248	949
Minter-1389-PBcR_C01g00727	1920	1721	1302
Minter-1389-PBcR_C01g00728	571	640	521
Minter-1389-PBcR_C01g00729	365	538	159
Minter-1389-PBcR_C01g00730	13071	13580	8896
Minter-1389-PBcR_C01g00731	3000	2766	2350
Minter-1389-PBcR_C01g00732	2876	3174	1439
Minter-1389-PBcR_C01g00733	2025	2043	1156
Minter-1389-PBcR_C01g00735	19753	11831	20013
Minter-1389-PBcR_C01g00736	1522	1425	1119
Minter-1389-PBcR_C01g00737	2641	3003	1201
Minter-1389-PBcR_C01g00738	1766	2089	1013
Minter-1389-PBcR_C01g00739	2177	2075	1466
Minter-1389-PBcR_C01g00740	3844	4191	2628
Minter-1389-PBcR_C01g00741	3146	3632	1976
Minter-1389-PBcR_C01g00742	920	1090	551
Minter-1389-PBcR_C01g00743	2349	2151	1208
Minter-1389-PBcR_C01g00744	2536	3032	1389
Minter-1389-PBcR_C01g00745	448	436	232
Minter-1389-PBcR_C01g00747	1650	2019	943
Minter-1389-PBcR_C01g00748	5142	5780	1975
Minter-1389-PBcR_C01g00749	477	689	348
Minter-1389-PBcR_C01g00750	2187	3373	977
Minter-1389-PBcR_C01g00751	1009	1237	484
Minter-1389-PBcR_C01g00753	313	380	256
Minter-1389-PBcR_C01g00754	2808	3144	1540
Minter-1389-PBcR_C01g00755	1990	1893	1452
Minter-1389-PBcR_C01g00756	3693	4579	2273
Minter-1389-PBcR_C01g00757	1496	1613	932
Minter-1389-PBcR_C01g00758	8134	9908	2244
Minter-1389-PBcR_C01g00759	1544	1936	731
Minter-1389-PBcR_C01g00760	3162	3565	1462
Minter-1389-PBcR_C01g00761	2061	1933	929
Minter-1389-PBcR_C01g00762	3940	5716	2558
Minter-1389-PBcR_C01g00764	1460	1487	970
Minter-1389-PBcR_C01g00765	2191	1391	1189
Minter-1389-PBcR_C01g00766	60386	35820	39001
Minter-1389-PBcR_C01g00767	2816	3643	2010
Minter-1389-PBcR_C01g00768	273	502	221
Minter-1389-PBcR_C01g00769	2095	2258	1095
Minter-1389-PBcR_C01g00770	5445	5886	1846
Minter-1389-PBcR_C01g00772	2788.3	2683	1813
Minter-1389-PBcR_C01g00773	264	345	108
Minter-1389-PBcR_C01g00774	2527	2826	1562
Minter-1389-PBcR_C01g00775	1466	1363	1243
Minter-1389-PBcR_C01g00777	3121	4284	1628
Minter-1389-PBcR_C01g00778	4323.62	4788.55	2266.78
Minter-1389-PBcR_C01g00779	1561	1689	863
Minter-1389-PBcR_C01g00780	1478	1906	1069
Minter-1389-PBcR_C01g00781	922	1073	434
Minter-1389-PBcR_C01g00782	7907.17	8300.08	4724.42
Minter-1389-PBcR_C01g00784	14985	13770	7465
Minter-1389-PBcR_C01g00785	995	907	712
Minter-1389-PBcR_C01g00786	4255	2871	3525
Minter-1389-PBcR_C01g00787	2506	1951	2482
Minter-1389-PBcR_C01g00789	3850	4682	2564
Minter-1389-PBcR_C01g00790	765	992	553
Minter-1389-PBcR_C01g00791	404	406	456
Minter-1389-PBcR_C01g00792	1924	2624	1259
Minter-1389-PBcR_C01g00793	3530	4282	2425
Minter-1389-PBcR_C01g00794	445	514	381
Minter-1389-PBcR_C01g00795	11520	10371	11268
Minter-1389-PBcR_C01g00796	9432	9966	8215
Minter-1389-PBcR_C01g00797	1759	2060	1354
Minter-1389-PBcR_C01g00798	860	1286	560
Minter-1389-PBcR_C01g00799	1127	1204	641
Minter-1389-PBcR_C01g00800	4974	4123	4239
Minter-1389-PBcR_C01g00801	3817	4680	2344
Minter-1389-PBcR_C01g00802	1546	1954	1052
Minter-1389-PBcR_C01g00803	1273	1419	742
Minter-1389-PBcR_C01g00804	2608	2762	1943
Minter-1389-PBcR_C01g00805	3413	4257	2250
Minter-1389-PBcR_C01g00806	3413	4344	2336
Minter-1389-PBcR_C01g00807	1664	2345	689
Minter-1389-PBcR_C01g00808	1916	2463	1632
Minter-1389-PBcR_C01g00810	8840	10295	2016
Minter-1389-PBcR_C01g00811	1466	1661	1186
Minter-1389-PBcR_C01g00812	3513	4272	2149
Minter-1389-PBcR_C01g00813	1414	1437	1007
Minter-1389-PBcR_C01g00814	329	354	216
Minter-1389-PBcR_C01g00816	3040	3163	3286
Minter-1389-PBcR_C01g00818	1539	1722	714
Minter-1389-PBcR_C01g00819	747	688	480
Minter-1389-PBcR_C01g00822	566	889	185
Minter-1389-PBcR_C01g00823	1376	1664	538
Minter-1389-PBcR_C01g00824	3766	3556	2349
Minter-1389-PBcR_C01g00826	6140	5879	1965
Minter-1389-PBcR_C01g00827	239	180	114
Minter-1389-PBcR_C01g00828	3825	5074	1917
Minter-1389-PBcR_C01g00829	3326	4248	2192
Minter-1389-PBcR_C01g00831	610	805	455
Minter-1389-PBcR_C01g00832	551	542	264
Minter-1389-PBcR_C01g00833	392	482	211
Minter-1389-PBcR_C01g00834	1516	1462	1093
Minter-1389-PBcR_C01g00835	505	523	322
Minter-1389-PBcR_C01g00836	2767	2782	1183
Minter-1389-PBcR_C01g00837	3694	3092	2748
Minter-1389-PBcR_C01g00838	3402	4209	2031
Minter-1389-PBcR_C01g00839	1013	1300	610
Minter-1389-PBcR_C01g00840	732	985	414
Minter-1389-PBcR_C01g00841	7983	9286	3315
Minter-1389-PBcR_C01g00842	1352	1707	747
Minter-1389-PBcR_C01g00844	1987	2001	1500
Minter-1389-PBcR_C01g00845	2812	3576	2091
Minter-1389-PBcR_C01g00846	2074	1971	1472
Minter-1389-PBcR_C01g00848	4303	4029	3270
Minter-1389-PBcR_C01g00849	6263	5782	3613
Minter-1389-PBcR_C01g00850	11016	9998	4457
Minter-1389-PBcR_C01g00851	2341	2022	2117
Minter-1389-PBcR_C01g00852	4761	5467	1430
Minter-1389-PBcR_C01g00853	8032	8211	4487
Minter-1389-PBcR_C01g00854	4591	4549	4223
Minter-1389-PBcR_C01g00855	4528	4880	2600
Minter-1389-PBcR_C01g00856	864	1122	524
Minter-1389-PBcR_C01g00857	6	9	16
Minter-1389-PBcR_C01g00858	3931	5002	2294
Minter-1389-PBcR_C01g00859	1087	1397	518
Minter-1389-PBcR_C01g00860	1966	2416	1423
Minter-1389-PBcR_C01g00864	4439	5085	3316
Minter-1389-PBcR_C01g00865	418	551	250
Minter-1389-PBcR_C01g00866	483	707	363
Minter-1389-PBcR_C01g00867	680	901	305
Minter-1389-PBcR_C01g00868	2216	2065	1171
Minter-1389-PBcR_C01g00869	721	939	246
Minter-1389-PBcR_C01g00870	6188.36	7596.9	4352.93
Minter-1389-PBcR_C01g00871	216	222	98
Minter-1389-PBcR_C01g00872	791	1078	332
Minter-1389-PBcR_C01g00873	1857	1991	1012
Minter-1389-PBcR_C01g00875	14945	15047	8868
Minter-1389-PBcR_C01g00876	2394	2644	1082
Minter-1389-PBcR_C01g00877	2188	1967	463
Minter-1389-PBcR_C01g00878	328	384	187
Minter-1389-PBcR_C01g00879	2268	2230	1241
Minter-1389-PBcR_C01g00880	4284	4358	2641
Minter-1389-PBcR_C01g00884	9467	8217	6087
Minter-1389-PBcR_C01g00885	4036	4138	2685
Minter-1389-PBcR_C01g00886	962	698	968
Minter-1389-PBcR_C01g00887	179	234	95
Minter-1389-PBcR_C01g00888	933	1139	596
Minter-1389-PBcR_C01g00889	6938	5971	2211
Minter-1389-PBcR_C01g00890	2200	2908	1408
Minter-1389-PBcR_C01g00891	875	722	695
Minter-1389-PBcR_C01g00892	548	613	221
Minter-1389-PBcR_C01g00893	408	372	192
Minter-1389-PBcR_C01g00894	854	963	480
Minter-1389-PBcR_C01g00896	427	369	138
Minter-1389-PBcR_C01g00897	1508	1936	1007
Minter-1389-PBcR_C01g00898	3381	3473	1937
Minter-1389-PBcR_C01g00899	2213	2141	1122
Minter-1389-PBcR_C01g00900	1272	1579	949
Minter-1389-PBcR_C01g00901	5983	7667	3120
Minter-1389-PBcR_C01g00902	1606	1820	828
Minter-1389-PBcR_C01g00904	909	1056	620
Minter-1389-PBcR_C01g00905	28	32	23
Minter-1389-PBcR_C01g00906	269	362	174
Minter-1389-PBcR_C01g00907	399	553	242
Minter-1389-PBcR_C01g00908	401	511	341
Minter-1389-PBcR_C01g00909	4785	5484	2913
Minter-1389-PBcR_C01g00910	4522	4099	3130
Minter-1389-PBcR_C01g00911	1943	1898	1335
Minter-1389-PBcR_C01g00912	4533	5139	3502
Minter-1389-PBcR_C01g00913	1018	1313	549
Minter-1389-PBcR_C01g00914	206	248	181
Minter-1389-PBcR_C01g00915	2468	2579	1386
Minter-1389-PBcR_C01g00916	3703	4042	2596
Minter-1389-PBcR_C01g00917	8	19	3
Minter-1389-PBcR_C01g00918	912	1284	392
Minter-1389-PBcR_C01g00919	3906	4829	1192
Minter-1389-PBcR_C01g00920	2574	3413	1648
Minter-1389-PBcR_C01g00921	787	784	519
Minter-1389-PBcR_C01g00922	4108	4044	2616
Minter-1389-PBcR_C01g00923	33	33	21
Minter-1389-PBcR_C01g00924	3000	3094	2015
Minter-1389-PBcR_C01g00925	1693	2262	1076
Minter-1389-PBcR_C01g00926	1699	2026	1019
Minter-1389-PBcR_C01g00927	110	124	61
Minter-1389-PBcR_C01g00931	2505	2307	877
Minter-1389-PBcR_C01g00932	5075	6219	1187
Minter-1389-PBcR_C01g00933	1901	2256	447
Minter-1389-PBcR_C01g00934	1062	1492	262
Minter-1389-PBcR_C01g00936	1921	1716	1424
Minter-1389-PBcR_C01g00937	1900	2000	1459
Minter-1389-PBcR_C01g00938	1455	1615	1024
Minter-1389-PBcR_C01g00939	10775	8353	3753
Minter-1389-PBcR_C01g00940	431	813	235
Minter-1389-PBcR_C01g00941	1045	1541	647
Minter-1389-PBcR_C01g00942	979	921	615
Minter-1389-PBcR_C01g00943	3730	5245	2265
Minter-1389-PBcR_C01g00944	2930	4354	1956
Minter-1389-PBcR_C01g00946	250	181	161
Minter-1389-PBcR_C01g00947	2837	2053	1781
Minter-1389-PBcR_C01g00948	4228	4466.18	2676.08
Minter-1389-PBcR_C01g00949	708	761	520
Minter-1389-PBcR_C01g00950	652	716	386
Minter-1389-PBcR_C01g00951	3040	3065	1775
Minter-1389-PBcR_C01g00952	953	812	651
Minter-1389-PBcR_C01g00953	4879	5028	3314
Minter-1389-PBcR_C01g00954	1904	1647	673
Minter-1389-PBcR_C01g00955	1800	2577	979
Minter-1389-PBcR_C01g00956	11298	11492	6897
Minter-1389-PBcR_C01g00957	4612	5082	3248
Minter-1389-PBcR_C01g00958	2798	3042	2035
Minter-1389-PBcR_C01g00959	7916	9806	3584
Minter-1389-PBcR_C01g00961	1294	1650	896
Minter-1389-PBcR_C01g00964	5849	5971	2601
Minter-1389-PBcR_C01g00966	1522	2025	896
Minter-1389-PBcR_C01g00967	4852	4868	2550
Minter-1389-PBcR_C01g00968	3780	3536	2366
Minter-1389-PBcR_C01g00969	1102	1543	560
Minter-1389-PBcR_C01g00970	11303	7981	11636
Minter-1389-PBcR_C01g00971	4890	3544	3652
Minter-1389-PBcR_C01g00972	1127	913	517
Minter-1389-PBcR_C01g00973	82	172	45
Minter-1389-PBcR_C01g00974	1227	1379	729
Minter-1389-PBcR_C01g00975	2013	2248	1113
Minter-1389-PBcR_C01g00976	974	1306	489
Minter-1389-PBcR_C01g00978	93	97	46
Minter-1389-PBcR_C01g00979	4698	5726	3256
Minter-1389-PBcR_C01g00980	1577	1996	830
Minter-1389-PBcR_C01g00981	1645	1744	1073
Minter-1389-PBcR_C01g00982	1543	2207	777
Minter-1389-PBcR_C01g00983	31	60	31
Minter-1389-PBcR_C01g00984	921	842	477
Minter-1389-PBcR_C01g00986	14842	17961	9220
Minter-1389-PBcR_C01g00987	547	628	316
Minter-1389-PBcR_C01g00988	5524	4454	3267
Minter-1389-PBcR_C01g00990	3433	4414	2349
Minter-1389-PBcR_C01g00991	3779	4601	2280
Minter-1389-PBcR_C01g00992	2363	3309	1075
Minter-1389-PBcR_C01g00994	2763	2190	1781
Minter-1389-PBcR_C01g00995	1624	1984	1167
Minter-1389-PBcR_C01g00996	4719	6075	3274
Minter-1389-PBcR_C01g00997	1398	1519	704
Minter-1389-PBcR_C01g00999	5490.89	5312.94	3168.43
Minter-1389-PBcR_C02g01001	1433	1854	1145
Minter-1389-PBcR_C02g01002	1292	378	366
Minter-1389-PBcR_C02g01003	5431	7054	3377
Minter-1389-PBcR_C02g01004	1826	2143	1006
Minter-1389-PBcR_C02g01005	1813	2267	1040
Minter-1389-PBcR_C02g01006	2558	2324	797
Minter-1389-PBcR_C02g01007	116177	82591	29170
Minter-1389-PBcR_C02g01008	3418	3686	2059
Minter-1389-PBcR_C02g01009	3595	4036	2160
Minter-1389-PBcR_C02g01010	200	201	99
Minter-1389-PBcR_C02g01012	1304	1102	652
Minter-1389-PBcR_C02g01013	1651	2395	1033
Minter-1389-PBcR_C02g01016	962	1408	622
Minter-1389-PBcR_C02g01018	342	618	216
Minter-1389-PBcR_C02g01019	12506	12165	4791
Minter-1389-PBcR_C02g01020	111.721	315.79	123.596
Minter-1389-PBcR_C02g01024	904	878	858
Minter-1389-PBcR_C02g01025	2563	2085	2272
Minter-1389-PBcR_C02g01027	2957	3162	1910
Minter-1389-PBcR_C02g01028	1743	1945	1102
Minter-1389-PBcR_C02g01029	2536	3290	1513
Minter-1389-PBcR_C02g01030	3043	4213	2253
Minter-1389-PBcR_C02g01031	5741	6633	2481
Minter-1389-PBcR_C02g01032	7773	9689	4371
Minter-1389-PBcR_C02g01033	6432	8182	3008
Minter-1389-PBcR_C02g01038	4621	4048	3376
Minter-1389-PBcR_C02g01039	72	81	54
Minter-1389-PBcR_C02g01040	3247	3698	1665
Minter-1389-PBcR_C02g01041	6902	6978	4129
Minter-1389-PBcR_C02g01042	533	676	297
Minter-1389-PBcR_C02g01043	9721	7574	7352
Minter-1389-PBcR_C02g01044	3760	4016	2201
Minter-1389-PBcR_C02g01047	4453	5348	2533
Minter-1389-PBcR_C02g01048	785	994	553
Minter-1389-PBcR_C02g01051	12978	12160	7979
Minter-1389-PBcR_C02g01052	3089	4182	2437
Minter-1389-PBcR_C02g01055	3503	3795	2163
Minter-1389-PBcR_C02g01056	2306	2242	1552
Minter-1389-PBcR_C02g01057	742	1120	417
Minter-1389-PBcR_C02g01058	1568	3264	979
Minter-1389-PBcR_C02g01059	6213	8075	3788
Minter-1389-PBcR_C02g01061	4625	5385	3367
Minter-1389-PBcR_C02g01062	3714	4582	2243
Minter-1389-PBcR_C02g01063	862	877	322
Minter-1389-PBcR_C02g01064	385	492	174
Minter-1389-PBcR_C02g01065	2762	3418	2083
Minter-1389-PBcR_C02g01066	2935	3681	1456
Minter-1389-PBcR_C02g01067	1791	2699	1480
Minter-1389-PBcR_C02g01068	4674	4966	3045
Minter-1389-PBcR_C02g01070	1376	1441	748
Minter-1389-PBcR_C02g01071	1420	1576	804
Minter-1389-PBcR_C02g01072	2032	2229	1101
Minter-1389-PBcR_C02g01073	2003	2100	1135
Minter-1389-PBcR_C02g01074	4206	4529	2872
Minter-1389-PBcR_C02g01077	747	1053	462
Minter-1389-PBcR_C02g01079	1558	1268	1080
Minter-1389-PBcR_C02g01080	1533	1789	839
Minter-1389-PBcR_C02g01082	3316	4185	1616
Minter-1389-PBcR_C02g01083	2675	2665	2139
Minter-1389-PBcR_C02g01084	6223	6609	3994
Minter-1389-PBcR_C02g01085	1145	937	559
Minter-1389-PBcR_C02g01086	1206	1597	628
Minter-1389-PBcR_C02g01087	1898	1663	1167
Minter-1389-PBcR_C02g01088	253	226	165
Minter-1389-PBcR_C02g01089	1203	1676	731
Minter-1389-PBcR_C02g01090	699	762	408
Minter-1389-PBcR_C02g01091	3347	3660	2273
Minter-1389-PBcR_C02g01095	623	774	435
Minter-1389-PBcR_C02g01096	3850	5186	2555
Minter-1389-PBcR_C02g01098	4484	3666	2423
Minter-1389-PBcR_C02g01099	3964	2729	3335
Minter-1389-PBcR_C02g01101	1730	1866	1012
Minter-1389-PBcR_C02g01102	3467	3489	2251
Minter-1389-PBcR_C02g01103	2011	2149	1077
Minter-1389-PBcR_C02g01104	3767	5022	2258
Minter-1389-PBcR_C02g01105	1701	1845	976
Minter-1389-PBcR_C02g01106	3029.92	2905.8	2335.57
Minter-1389-PBcR_C02g01108	1850	2128	990
Minter-1389-PBcR_C02g01109	1938	2786	1040
Minter-1389-PBcR_C02g01110	509	627	250
Minter-1389-PBcR_C02g01112	612	643	240
Minter-1389-PBcR_C02g01113	1295	1435	844
Minter-1389-PBcR_C02g01114	1725	1677	978
Minter-1389-PBcR_C02g01117	4224	3375	3561
Minter-1389-PBcR_C02g01118	3626	3875	2023
Minter-1389-PBcR_C02g01119	1050	1037	366
Minter-1389-PBcR_C02g01120	4720	6273	3240
Minter-1389-PBcR_C02g01121	3236	3817	1904
Minter-1389-PBcR_C02g01122	2398	3150	1688
Minter-1389-PBcR_C02g01123	7894	9906	5008
Minter-1389-PBcR_C02g01125	2410	2771	1673
Minter-1389-PBcR_C02g01127	922	1093	580
Minter-1389-PBcR_C02g01129	3352	3862	1967
Minter-1389-PBcR_C02g01130	2302	2549	1195
Minter-1389-PBcR_C02g01131	1578	2063	986
Minter-1389-PBcR_C02g01132	3118	3071	2438
Minter-1389-PBcR_C02g01133	3878	3105	3851
Minter-1389-PBcR_C02g01134	4147	3753	3539
Minter-1389-PBcR_C02g01135	4173	4951	1789
Minter-1389-PBcR_C02g01136	2934	3532	1457
Minter-1389-PBcR_C02g01137	961	1005	563
Minter-1389-PBcR_C02g01138	2828	4576	1830
Minter-1389-PBcR_C02g01139	2006	1669	1096
Minter-1389-PBcR_C02g01140	4349	4223	2616
Minter-1389-PBcR_C02g01141	824	924	405
Minter-1389-PBcR_C02g01143	5088	6229	2624
Minter-1389-PBcR_C02g01144	5135	4303	3030
Minter-1389-PBcR_C02g01145	5259	6801	1627
Minter-1389-PBcR_C02g01146	1107	1792	549
Minter-1389-PBcR_C02g01147	4484.67	3947.69	2890.67
Minter-1389-PBcR_C02g01149	2037	2672	1228
Minter-1389-PBcR_C02g01151	1024	1284	526
Minter-1389-PBcR_C02g01152	4845	5481	2670
Minter-1389-PBcR_C02g01155	697	909	431
Minter-1389-PBcR_C02g01156	3062	3414	2577
Minter-1389-PBcR_C02g01157	3405	3807	1521
Minter-1389-PBcR_C02g01159	399	517	131
Minter-1389-PBcR_C02g01160	3355	3685	1790
Minter-1389-PBcR_C02g01161	2411	3652	1465
Minter-1389-PBcR_C02g01162	1199	1158	997
Minter-1389-PBcR_C02g01163	50	78	42
Minter-1389-PBcR_C02g01165	1164	1171	459
Minter-1389-PBcR_C02g01166	5406	2855	2420
Minter-1389-PBcR_C02g01167	1010	945	383
Minter-1389-PBcR_C02g01168	5015	6297	3577
Minter-1389-PBcR_C02g01170	7	3	7
Minter-1389-PBcR_C02g01173	6342	7357	3983
Minter-1389-PBcR_C02g01174	2814	3050	2069
Minter-1389-PBcR_C02g01175	1122	1263	704
Minter-1389-PBcR_C02g01176	446	340	174
Minter-1389-PBcR_C02g01177	3820	3256	1826
Minter-1389-PBcR_C02g01178	6111	5156	3278
Minter-1389-PBcR_C02g01179	2111	2210	1170
Minter-1389-PBcR_C02g01180	17785	15617	11324
Minter-1389-PBcR_C02g01181	4011	4328	3135
Minter-1389-PBcR_C02g01182	3394	2975	3686
Minter-1389-PBcR_C02g01183	3278	3512	2266
Minter-1389-PBcR_C02g01184	26	21	8
Minter-1389-PBcR_C02g01185	820	1012	392
Minter-1389-PBcR_C02g01186	5243	3589	3859
Minter-1389-PBcR_C02g01187	890	1203	421
Minter-1389-PBcR_C02g01188	850	1412	467
Minter-1389-PBcR_C02g01189	305	414	314
Minter-1389-PBcR_C02g01191	1821	2270	411
Minter-1389-PBcR_C02g01192	1926	1921	867
Minter-1389-PBcR_C02g01193	128	76	66
Minter-1389-PBcR_C02g01194	598	681	446
Minter-1389-PBcR_C02g01195	2894	2796	2465
Minter-1389-PBcR_C02g01196	4915	6069	3517
Minter-1389-PBcR_C02g01197	6001	7065	3453
Minter-1389-PBcR_C02g01198	1026	1011	828
Minter-1389-PBcR_C02g01199	803	500	706
Minter-1389-PBcR_C02g01200	2976	3713	1602
Minter-1389-PBcR_C02g01201	2088	2112	1587
Minter-1389-PBcR_C02g01202	3655	4959	2435
Minter-1389-PBcR_C02g01203	288	353	139
Minter-1389-PBcR_C02g01204	1498	2183	899
Minter-1389-PBcR_C02g01206	5588	5609	3307
Minter-1389-PBcR_C02g01207	1940	2833	1158
Minter-1389-PBcR_C02g01208	6405	6135	5291
Minter-1389-PBcR_C02g01209	2799	3075	1838
Minter-1389-PBcR_C02g01210	3337	4400	1695
Minter-1389-PBcR_C02g01211	643	764	335
Minter-1389-PBcR_C02g01212	2477	2232	1234
Minter-1389-PBcR_C02g01213	858	1057	443
Minter-1389-PBcR_C02g01214	6002	6974	3000
Minter-1389-PBcR_C02g01215	1573	1907	767
Minter-1389-PBcR_C02g01216	963	1093	779
Minter-1389-PBcR_C02g01222	11651	13388	10228
Minter-1389-PBcR_C02g01224	4313	5575	2240
Minter-1389-PBcR_C02g01225	1045	1568	454
Minter-1389-PBcR_C02g01226	1039.02	1190	721.028
Minter-1389-PBcR_C02g01227	2364	2593	1572
Minter-1389-PBcR_C02g01229	62200	52972	45969
Minter-1389-PBcR_C02g01231	3446	3509	2911
Minter-1389-PBcR_C02g01233	1156	1087	676
Minter-1389-PBcR_C02g01234	3113	4224	1857
Minter-1389-PBcR_C02g01235	3186	3160	1841
Minter-1389-PBcR_C02g01236	2574	3015	1906
Minter-1389-PBcR_C02g01237	2449	3325	1582
Minter-1389-PBcR_C02g01238	677	875	355
Minter-1389-PBcR_C02g01239	1136	1247	634
Minter-1389-PBcR_C02g01240	992	1378	518
Minter-1389-PBcR_C02g01241	3994	4674	2808
Minter-1389-PBcR_C02g01242	296	184	284
Minter-1389-PBcR_C02g01243	868	1191	574
Minter-1389-PBcR_C02g01244	2995	3204	2056
Minter-1389-PBcR_C02g01245	586	627	387
Minter-1389-PBcR_C02g01246	1101	1528	498
Minter-1389-PBcR_C02g01247	9945	9794	7880
Minter-1389-PBcR_C02g01249	1362	1759	652
Minter-1389-PBcR_C02g01250	659	823	407
Minter-1389-PBcR_C02g01251	1913	2389	1026
Minter-1389-PBcR_C02g01252	10518	13205	6546
Minter-1389-PBcR_C02g01253	5193	5490	3220
Minter-1389-PBcR_C02g01254	1707	2063	1019
Minter-1389-PBcR_C02g01255	690	787	376
Minter-1389-PBcR_C02g01256	9799	12751	4847
Minter-1389-PBcR_C02g01257	638	801	281
Minter-1389-PBcR_C02g01258	2202	2495	1342
Minter-1389-PBcR_C02g01260	1873	1917	1192
Minter-1389-PBcR_C02g01261	2738	3296	1016
Minter-1389-PBcR_C02g01263	4751	4585	4506
Minter-1389-PBcR_C02g01264	1617	2170	1027
Minter-1389-PBcR_C02g01265	2213	2217	876
Minter-1389-PBcR_C02g01266	1338	1665	680
Minter-1389-PBcR_C02g01268	4021	3548	3030
Minter-1389-PBcR_C02g01270	1215	1191	771
Minter-1389-PBcR_C02g01271	1673	2083	991
Minter-1389-PBcR_C02g01272	8058	8969	4366
Minter-1389-PBcR_C02g01274	348	433	201
Minter-1389-PBcR_C02g01275	237	184	116
Minter-1389-PBcR_C02g01276	691	720	388
Minter-1389-PBcR_C02g01277	9112	10720	6012
Minter-1389-PBcR_C02g01279	3863	5302	2986
Minter-1389-PBcR_C02g01280	1242	1702	652
Minter-1389-PBcR_C02g01281	678	912	385
Minter-1389-PBcR_C02g01282	850	1289	612
Minter-1389-PBcR_C02g01283	941	1209	481
Minter-1389-PBcR_C02g01285	4302	4768	2575
Minter-1389-PBcR_C02g01286	384	408	241
Minter-1389-PBcR_C02g01287	314	415	180
Minter-1389-PBcR_C02g01288	896	1295	503
Minter-1389-PBcR_C02g01289	1641	1943	923
Minter-1389-PBcR_C02g01290	3627	4690	2509
Minter-1389-PBcR_C02g01291	4026	4758	2175
Minter-1389-PBcR_C02g01293	256	222	124
Minter-1389-PBcR_C02g01294	3485	4123	2545
Minter-1389-PBcR_C02g01295	3128	4124	1870
Minter-1389-PBcR_C02g01296	5749	6566	4402
Minter-1389-PBcR_C02g01297	511.821	779.924	446.542
Minter-1389-PBcR_C02g01298	348	457	176
Minter-1389-PBcR_C02g01299	2333	2968	1584
Minter-1389-PBcR_C02g01300	1955	2160	1181
Minter-1389-PBcR_C02g01301	412.011	433	252.011
Minter-1389-PBcR_C02g01302	1562	1503	1047
Minter-1389-PBcR_C02g01303	5221	5554	3248
Minter-1389-PBcR_C02g01305	8571	10097	4969
Minter-1389-PBcR_C02g01306	763	1063	441
Minter-1389-PBcR_C02g01307	2321	2678	874
Minter-1389-PBcR_C02g01308	6602	6830	4556
Minter-1389-PBcR_C02g01309	5889	8049	3301
Minter-1389-PBcR_C02g01312	12578	8270	10227
Minter-1389-PBcR_C02g01313	1838	2226	1061
Minter-1389-PBcR_C02g01314	4601	5942	3258
Minter-1389-PBcR_C02g01315	1410	1749	1162
Minter-1389-PBcR_C02g01316	14177	14114	10292
Minter-1389-PBcR_C02g01323	14815	11606	15301
Minter-1389-PBcR_C02g01324	4592	5031	2514
Minter-1389-PBcR_C02g01325	1583	1998	780
Minter-1389-PBcR_C02g01329	3747	2740	2978
Minter-1389-PBcR_C02g01330	1263	1333	737
Minter-1389-PBcR_C02g01331	7247	6568	5624
Minter-1389-PBcR_C02g01332	2317	2665	1706
Minter-1389-PBcR_C02g01333	24952	24964	20744
Minter-1389-PBcR_C02g01334	2684	3114	1863
Minter-1389-PBcR_C02g01335	13588	14647	7493
Minter-1389-PBcR_C02g01336	1850	2123	972
Minter-1389-PBcR_C02g01337	4081	4662	2586
Minter-1389-PBcR_C02g01339	663	840	504
Minter-1389-PBcR_C02g01340	1339	1649	844
Minter-1389-PBcR_C02g01341	1267	1756	829
Minter-1389-PBcR_C02g01342	42	62	28
Minter-1389-PBcR_C02g01343	2271	2603	1247
Minter-1389-PBcR_C02g01345	3116	2926	1758
Minter-1389-PBcR_C02g01346	634	657	369
Minter-1389-PBcR_C02g01347	3455	3928	2774
Minter-1389-PBcR_C02g01349	6481	5511	2753
Minter-1389-PBcR_C02g01350	4248	5227	2530
Minter-1389-PBcR_C02g01353	5523	5111	3945
Minter-1389-PBcR_C02g01354	5129	5594	2822
Minter-1389-PBcR_C02g01355	2242	2755	1747
Minter-1389-PBcR_C02g01356	3524	3483	2996
Minter-1389-PBcR_C02g01357	1148.29	1469.88	700.339
Minter-1389-PBcR_C02g01358	1047	1384	616
Minter-1389-PBcR_C02g01359	403	327	192
Minter-1389-PBcR_C02g01360	1070	1104	560
Minter-1389-PBcR_C02g01361	753	645	162
Minter-1389-PBcR_C02g01362	1144	1229	803
Minter-1389-PBcR_C02g01363	1788	2128	1214
Minter-1389-PBcR_C02g01364	717	700	532
