gid	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC04-1g06007	1.31978	0	0	0
MvSl-1064-A1-R4_MC04-1g06008	159.199	117.629	134.165	119.651
MvSl-1064-A1-R4_MC04-1g06009	2955	3104	2353	2513
MvSl-1064-A1-R4_MC04-1g06010	1948	1744	1486	1705
MvSl-1064-A1-R4_MC04-1g06011	1214	1087	1242	1244
MvSl-1064-A1-R4_MC04-1g06012	1555	1671	1600	1585
MvSl-1064-A1-R4_MC04-1g06013	28.1254	29.7828	19.3776	12.0974
MvSl-1064-A1-R4_MC04-1g06014	166.257	204.598	102.954	149.657
MvSl-1064-A1-R4_MC04-1g06015	1400.67	1400.26	1125.65	881.55
MvSl-1064-A1-R4_MC04-1g06016	3	3	1	4
MvSl-1064-A1-R4_MC04-1g06017	867	861	803	888
MvSl-1064-A1-R4_MC04-1g06018	136	136	101	138
MvSl-1064-A1-R4_MC04-1g06019	52	68	50	47
MvSl-1064-A1-R4_MC04-1g06020	521	607	639	467
MvSl-1064-A1-R4_MC04-1g06021	0	6.78704	0	3.44037
MvSl-1064-A1-R4_MC04-1g06022	2765.4	1986.91	970.113	1189.35
MvSl-1064-A1-R4_MC04-1g06023	315.861	223.464	128.429	288.339
MvSl-1064-A1-R4_MC04-1g06025	2.06818	2.08059	25.4935	22.42
MvSl-1064-A1-R4_MC04-1g06026	667.243	214.934	455.458	951.495
MvSl-1064-A1-R4_MC04-1g06027	114.578	52.1727	0	4.65279
MvSl-1064-A1-R4_MC04-1g06029	7.5664	0	0	0
MvSl-1064-A1-R4_MC04-1g06030	17	6	6	2
MvSl-1064-A1-R4_MC04-1g06031	5284	5305	4605	4905
MvSl-1064-A1-R4_MC04-1g06032	1081	1137	972	976
MvSl-1064-A1-R4_MC04-1g06033	4674	3881	3350	4080
MvSl-1064-A1-R4_MC04-1g06034	9271.18	6617.61	6743.81	8255.74
MvSl-1064-A1-R4_MC04-1g06035	4101	4361	4476	3563
MvSl-1064-A1-R4_MC04-1g06036	515	434	373	392
MvSl-1064-A1-R4_MC04-1g06037	385	461	546	392
MvSl-1064-A1-R4_MC04-1g06038	3348	3357	2647	2698
MvSl-1064-A1-R4_MC04-1g06039	25	14	14	26
MvSl-1064-A1-R4_MC04-1g06040	214	297	113	139
MvSl-1064-A1-R4_MC04-1g06041	1062	1181	354	473
MvSl-1064-A1-R4_MC04-1g06042	7	11	5	3
MvSl-1064-A1-R4_MC04-1g06043	4075	3618	3223	3130
MvSl-1064-A1-R4_MC04-1g06044	2877	2594	2936	2903
MvSl-1064-A1-R4_MC04-1g06045	930	978	882	846
MvSl-1064-A1-R4_MC04-1g06046	19	17	22	5
MvSl-1064-A1-R4_MC04-1g06047	1	5	3	2
MvSl-1064-A1-R4_MC04-1g06048	387	297	266	426
MvSl-1064-A1-R4_MC04-1g06049	2	3	2	7
MvSl-1064-A1-R4_MC04-1g06050	1945	2134	2281	1941
MvSl-1064-A1-R4_MC04-1g06051	1	0	0	1
MvSl-1064-A1-R4_MC04-1g06052	421	182	179	262
MvSl-1064-A1-R4_MC04-1g06053	67	44	26	34
MvSl-1064-A1-R4_MC04-1g06054	218	200	131	125
MvSl-1064-A1-R4_MC04-1g06055	7147	5815	6509	7460
MvSl-1064-A1-R4_MC04-1g06056	2348	2169	2160	2390
MvSl-1064-A1-R4_MC04-1g06057	1379	1533	1437	1252
MvSl-1064-A1-R4_MC04-1g06058	524	456	496	494
MvSl-1064-A1-R4_MC04-1g06059	113.976	108.438	55.1719	85.8975
MvSl-1064-A1-R4_MC04-1g06060	797.916	861.867	634.373	786.184
MvSl-1064-A1-R4_MC04-1g06061	14.1419	27.2699	15.0145	17.0604
MvSl-1064-A1-R4_MC04-1g06062	90.1407	61.8646	65.0119	65.3938
MvSl-1064-A1-R4_MC04-1g06063	17.1058	7.51494	32.6504	34.499
MvSl-1064-A1-R4_MC04-1g06064	24	21	34	26
MvSl-1064-A1-R4_MC04-1g06065	180	133	118	186
MvSl-1064-A1-R4_MC04-1g06066	851.467	835.748	766.79	770.985
MvSl-1064-A1-R4_MC04-1g06067	355	336	254	275
MvSl-1064-A1-R4_MC04-1g06068	3	0	0	0
MvSl-1064-A1-R4_MC04-1g06069	610	603	476	455
MvSl-1064-A1-R4_MC04-1g06070	40	46	59	61
MvSl-1064-A1-R4_MC04-1g06073	769.409	630.248	3119.27	3348.5
MvSl-1064-A1-R4_MC04-2g06086	6188.08	4987.4	827.37	710.149
MvSl-1064-A1-R4_MC04-2g06087	100.024	119.712	511.85	272.2
MvSl-1064-A1-R4_MC04-2g06088	141.874	178.948	260.613	215.602
MvSl-1064-A1-R4_MC04-2g06089	67.1085	29.0586	10.4255	19.6939
MvSl-1064-A1-R4_MC04-2g06090	53.3589	25.151	26.9532	28.4702
MvSl-1064-A1-R4_MC04-2g06091	120.92	114	82	88.5981
MvSl-1064-A1-R4_MC04-2g06092	1884	1741	1509	1605
MvSl-1064-A1-R4_MC04-2g06093	2752	2370	2414	2284
MvSl-1064-A1-R4_MC04-2g06094	294	359	231	215
MvSl-1064-A1-R4_MC04-2g06095	1232	1369	1168	1062
MvSl-1064-A1-R4_MC04-2g06096	1622	1984	1899	1479
MvSl-1064-A1-R4_MC04-2g06097	172	134	145	157
MvSl-1064-A1-R4_MC04-2g06098	1487	843	763	912
MvSl-1064-A1-R4_MC04-2g06099	648	788	553	367
MvSl-1064-A1-R4_MC04-2g06100	159	243	226	75
MvSl-1064-A1-R4_MC04-2g06101	1686	1710	1228	1371
MvSl-1064-A1-R4_MC04-2g06102	1091	1212	1006	964
MvSl-1064-A1-R4_MC04-2g06103	23	27	10	29
MvSl-1064-A1-R4_MC04-2g06104	8	16	17	15
MvSl-1064-A1-R4_MC04-2g06105	43	66	77	135
MvSl-1064-A1-R4_MC04-2g06106	917	815	749	914
MvSl-1064-A1-R4_MC04-2g06107	0	0	0	0
MvSl-1064-A1-R4_MC04-2g06108	2725	2877	2256	2314
MvSl-1064-A1-R4_MC04-2g06109	816.316	908.198	730.558	637.275
MvSl-1064-A1-R4_MC04-2g06110	1563	1026	811	1147
MvSl-1064-A1-R4_MC05-1g06113	0	0	0	1.0217
MvSl-1064-A1-R4_MC05-1g06114	4.17556	2.33263	1	0.21252
MvSl-1064-A1-R4_MC05-1g06115	22.5771	15.6133	3.09964	13.0061
MvSl-1064-A1-R4_MC05-1g06116	539.982	520.052	510.718	581.001
MvSl-1064-A1-R4_MC05-1g06117	2195	2420	2321	2257
MvSl-1064-A1-R4_MC05-1g06118	2463	2130	1756	2153
MvSl-1064-A1-R4_MC05-1g06119	1911	1717	1496	1752
MvSl-1064-A1-R4_MC05-1g06120	5436	5349	4000	3965
MvSl-1064-A1-R4_MC05-1g06121	508	567	455	384
MvSl-1064-A1-R4_MC05-1g06122	641	800	710	599
MvSl-1064-A1-R4_MC05-1g06123	14	5	11	6
MvSl-1064-A1-R4_MC05-1g06124	1693	1965	2235	1627
MvSl-1064-A1-R4_MC05-1g06125	362.038	326.995	150.62	150.168
MvSl-1064-A1-R4_MC05-1g06126	761.656	712.165	670.442	599.703
MvSl-1064-A1-R4_MC05-1g06127	170.009	178.357	115.845	140.221
MvSl-1064-A1-R4_MC05-1g06128	40	16	15	18
MvSl-1064-A1-R4_MC05-1g06129	1312	1220	1144	1214
MvSl-1064-A1-R4_MC05-1g06130	0	2	4	0
MvSl-1064-A1-R4_MC05-1g06131	6674	6544	6059	5634
MvSl-1064-A1-R4_MC05-1g06132	311	291	271	322
MvSl-1064-A1-R4_MC05-1g06133	1206	1163	1008	1109
MvSl-1064-A1-R4_MC05-1g06134	3802	3569	3107	3901
MvSl-1064-A1-R4_MC05-1g06135	1580	1688	1396	1203
MvSl-1064-A1-R4_MC05-1g06136	7244	5921	5311	6221
MvSl-1064-A1-R4_MC05-1g06137	527.714	699.766	457.976	400.27
MvSl-1064-A1-R4_MC05-1g06138	18	11	13	14
MvSl-1064-A1-R4_MC05-1g06139	4228	3615	3020	3964
MvSl-1064-A1-R4_MC05-1g06140	1	1	1	0
MvSl-1064-A1-R4_MC05-1g06141	361	477	534	324
MvSl-1064-A1-R4_MC05-1g06142	8227	6333	4505	5333
MvSl-1064-A1-R4_MC05-1g06143	0	1	0	0
MvSl-1064-A1-R4_MC05-1g06144	4	4	1.00214	0
MvSl-1064-A1-R4_MC05-1g06145	4.10572	0	0	1.02808
MvSl-1064-A1-R4_MC05-1g06146	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06147	2757	2543	2222	2457
MvSl-1064-A1-R4_MC05-1g06148	2569	2859	2612	2112
MvSl-1064-A1-R4_MC05-1g06149	1583	1913	2814	2082
MvSl-1064-A1-R4_MC05-1g06150	1527	1485	1860	1860
MvSl-1064-A1-R4_MC05-1g06151	1913	2336	2297	1760
MvSl-1064-A1-R4_MC05-1g06152	200	192	219	228
MvSl-1064-A1-R4_MC05-1g06153	1618	1684	1413	1260
MvSl-1064-A1-R4_MC05-1g06154	987	1178	1288	1072
MvSl-1064-A1-R4_MC05-1g06155	1047.44	1502.03	1615.51	716.873
MvSl-1064-A1-R4_MC05-1g06156	59	74	88	26
MvSl-1064-A1-R4_MC05-1g06157	2476	3052	3042	2303
MvSl-1064-A1-R4_MC05-1g06158	1973	1720	1431	1376
MvSl-1064-A1-R4_MC05-1g06159	282	304	238	202
MvSl-1064-A1-R4_MC05-1g06160	833	709	717	887
MvSl-1064-A1-R4_MC05-1g06161	490	586	626	613
MvSl-1064-A1-R4_MC05-1g06162	281	340	489	261
MvSl-1064-A1-R4_MC05-1g06163	211.316	219.274	151.515	209.439
MvSl-1064-A1-R4_MC05-1g06164	143.616	134.088	19.5712	14.8868
MvSl-1064-A1-R4_MC05-1g06165	77.0241	81.0814	84.6654	73.0283
MvSl-1064-A1-R4_MC05-1g06166	241.982	248.108	44.1497	64.2545
MvSl-1064-A1-R4_MC05-1g06167	287	298	284	247
MvSl-1064-A1-R4_MC05-1g06168	1794	1318	1223	1554
MvSl-1064-A1-R4_MC05-1g06169	174	81	91	153
MvSl-1064-A1-R4_MC05-1g06170	6152	5120	4377	4985
MvSl-1064-A1-R4_MC05-1g06171	1950	2152	1843	1914
MvSl-1064-A1-R4_MC05-1g06172	2384	3177	3167	2344
MvSl-1064-A1-R4_MC05-1g06173	16	14	6	6
MvSl-1064-A1-R4_MC05-1g06174	1676	1404	1393	1913
MvSl-1064-A1-R4_MC05-1g06175	967.126	699.135	610.961	627.743
MvSl-1064-A1-R4_MC05-1g06176	1550	1372	1418	1502
MvSl-1064-A1-R4_MC05-1g06177	1981	2306	1717	1630
MvSl-1064-A1-R4_MC05-1g06178	6135	5395	4791	5382
MvSl-1064-A1-R4_MC05-1g06179	3820	4429	4224	3615
MvSl-1064-A1-R4_MC05-1g06180	3272	3388	3274	2936
MvSl-1064-A1-R4_MC05-1g06181	108.245	124.67	127.299	88.6069
MvSl-1064-A1-R4_MC05-1g06182	12.5442	18.0992	12	13.4288
MvSl-1064-A1-R4_MC05-1g06183	377	262	176	262
MvSl-1064-A1-R4_MC05-1g06184	160.194	117.791	87.8949	100.145
MvSl-1064-A1-R4_MC05-1g06185	762.316	847.795	773.901	638.871
MvSl-1064-A1-R4_MC05-1g06186	1099	1118	1099	951
MvSl-1064-A1-R4_MC05-1g06187	91	79	58	89.2321
MvSl-1064-A1-R4_MC05-1g06188	1282	1285	1326	1227
MvSl-1064-A1-R4_MC05-1g06189	376	327	238	274
MvSl-1064-A1-R4_MC05-1g06190	80	66	40	56
MvSl-1064-A1-R4_MC05-1g06191	1423	1496	1620	1262
MvSl-1064-A1-R4_MC05-1g06192	1757	1491	1162	1307
MvSl-1064-A1-R4_MC05-1g06193	7139	6889	6328	7200
MvSl-1064-A1-R4_MC05-1g06194	2653	3086	3488	2210
MvSl-1064-A1-R4_MC05-1g06195	1829	1795	2079	2005
MvSl-1064-A1-R4_MC05-1g06196	597	785	1201	699
MvSl-1064-A1-R4_MC05-1g06197	1717	1741	2043	1572
MvSl-1064-A1-R4_MC05-1g06198	308.521	244.42	227.389	292.535
MvSl-1064-A1-R4_MC05-1g06199	33.7643	20.2553	27.2902	40.9165
MvSl-1064-A1-R4_MC05-1g06200	1	0	0	2
MvSl-1064-A1-R4_MC05-1g06201	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06202	2038	1517	903	1671
MvSl-1064-A1-R4_MC05-1g06203	11169	10753	12446	12229
MvSl-1064-A1-R4_MC05-1g06204	318	342	338	297
MvSl-1064-A1-R4_MC05-1g06205	4733	4796	4710	4728
MvSl-1064-A1-R4_MC05-1g06206	2787	2864	3140	2742
MvSl-1064-A1-R4_MC05-1g06207	172	116	81	71
MvSl-1064-A1-R4_MC05-1g06208	5.44257	1.08051	5.31175	2.32834
MvSl-1064-A1-R4_MC05-1g06209	134.476	123.915	3	9
MvSl-1064-A1-R4_MC05-1g06211	207.502	151.05	88.1547	99.1698
MvSl-1064-A1-R4_MC05-1g06212	4203.88	3612.68	6489.69	4081.91
MvSl-1064-A1-R4_MC05-1g06213	1214.98	1931.74	3606.55	1615.11
MvSl-1064-A1-R4_MC05-1g06214	561	475	180	201
MvSl-1064-A1-R4_MC05-1g06215	769.48	761.234	365.132	317.674
MvSl-1064-A1-R4_MC05-1g06216	736	742	584	701
MvSl-1064-A1-R4_MC05-1g06217	2023	1913	1559	1711
MvSl-1064-A1-R4_MC05-1g06218	2020	2146	1957	1800
MvSl-1064-A1-R4_MC05-1g06219	2178	2527	2622	2245
MvSl-1064-A1-R4_MC05-1g06220	4449	3975	3418	3866
MvSl-1064-A1-R4_MC05-1g06221	22	10	16	18
MvSl-1064-A1-R4_MC05-1g06222	2231	1991	1808	1822
MvSl-1064-A1-R4_MC05-1g06223	916	1500	734	742
MvSl-1064-A1-R4_MC05-1g06224	1917	1814	1157	1437
MvSl-1064-A1-R4_MC05-1g06225	2506	2259	1893	2235
MvSl-1064-A1-R4_MC05-1g06226	0	0	1	0
MvSl-1064-A1-R4_MC05-1g06227	2977	3117	2295	2244
MvSl-1064-A1-R4_MC05-1g06228	2663	2633	2148	2284
MvSl-1064-A1-R4_MC05-1g06229	581	879	1166	625
MvSl-1064-A1-R4_MC05-1g06230	182	186	187	160
MvSl-1064-A1-R4_MC05-1g06231	42	60	72	45
MvSl-1064-A1-R4_MC05-1g06232	134	176	214	129
MvSl-1064-A1-R4_MC05-1g06233	1363	1397	1471	1136
MvSl-1064-A1-R4_MC05-1g06234	10	15	10	12
MvSl-1064-A1-R4_MC05-1g06235	48852	31170	31966	41494
MvSl-1064-A1-R4_MC05-1g06236	1353	1196	991	1136
MvSl-1064-A1-R4_MC05-1g06237	139	98	47	75
MvSl-1064-A1-R4_MC05-1g06238	133	96	38	58
MvSl-1064-A1-R4_MC05-1g06239	1850	2892	2710	1449
MvSl-1064-A1-R4_MC05-1g06240	2562	3142	2876	2402
MvSl-1064-A1-R4_MC05-1g06241	682	412	374	825
MvSl-1064-A1-R4_MC05-1g06242	287	325	342	152
MvSl-1064-A1-R4_MC05-1g06243	396	503	496	327
MvSl-1064-A1-R4_MC05-1g06244	17.1472	9.06603	7	7
MvSl-1064-A1-R4_MC05-1g06245	6	8	3	5
MvSl-1064-A1-R4_MC05-1g06246	793	833	754	510
MvSl-1064-A1-R4_MC05-1g06247	1206	1327	984	1046
MvSl-1064-A1-R4_MC05-1g06248	1675	2032	1668	1516
MvSl-1064-A1-R4_MC05-1g06249	711.729	719.986	807.007	724.487
MvSl-1064-A1-R4_MC05-1g06250	959.391	779.484	1262.48	953.07
MvSl-1064-A1-R4_MC05-1g06251	6488.17	6387.86	9912.1	6255.92
MvSl-1064-A1-R4_MC05-1g06252	104.81	113.455	79.136	75.7591
MvSl-1064-A1-R4_MC05-1g06253	3025	3475	2853	2693
MvSl-1064-A1-R4_MC05-1g06254	2575.01	2279.7	2166.98	1969.2
MvSl-1064-A1-R4_MC05-1g06255	7321	6801.48	5689.6	6241
MvSl-1064-A1-R4_MC05-1g06256	0	0	1	0
MvSl-1064-A1-R4_MC05-1g06257	288.978	279.062	146.13	130.454
MvSl-1064-A1-R4_MC05-1g06258	404.976	494.86	152.845	126.483
MvSl-1064-A1-R4_MC05-1g06259	27	12	9	11
MvSl-1064-A1-R4_MC05-1g06260	200.733	187.878	212.027	153.153
MvSl-1064-A1-R4_MC05-1g06261	16.087	10.1422	21.2123	12
MvSl-1064-A1-R4_MC05-1g06263	103.378	45.577	127.604	151.735
MvSl-1064-A1-R4_MC05-1g06264	46.5834	35.8099	10.1915	14.5192
MvSl-1064-A1-R4_MC05-1g06265	710.56	531.268	852.71	1055.39
MvSl-1064-A1-R4_MC05-1g06266	591.47	569.795	615.621	458.41
MvSl-1064-A1-R4_MC05-1g06267	67.0515	30.5822	26.5483	52.6928
MvSl-1064-A1-R4_MC05-1g06269	368.658	348.252	51.9821	93.9102
MvSl-1064-A1-R4_MC05-1g06270	6.01817	2.00962	3.00602	3.00438
MvSl-1064-A1-R4_MC05-1g06271	1.22374	0	0	1.08626
MvSl-1064-A1-R4_MC05-1g06272	4.5838	1.02748	9.15643	13.3398
MvSl-1064-A1-R4_MC05-1g06273	16.4656	19.4089	19.9332	13.0377
MvSl-1064-A1-R4_MC05-1g06274	41.8376	40.4618	58.9153	43.4246
MvSl-1064-A1-R4_MC05-1g06275	26.4294	30.2686	6.39664	4.01891
MvSl-1064-A1-R4_MC05-1g06276	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06277	65.1827	37.3013	27.3754	39.0047
MvSl-1064-A1-R4_MC05-1g06278	1.04333	1.04471	1.08032	0
MvSl-1064-A1-R4_MC05-1g06279	71.4706	98.8135	68.2401	48.9074
MvSl-1064-A1-R4_MC05-1g06280	0.135658	0	0	0
MvSl-1064-A1-R4_MC05-1g06281	4.54628	1.39427	2.58915	1.13101
MvSl-1064-A1-R4_MC05-1g06282	6.06285	22.1362	16.5913	8.07852
MvSl-1064-A1-R4_MC05-1g06283	0.0892729	0	0	0
MvSl-1064-A1-R4_MC05-1g06284	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06285	59.1995	73.0808	41.3607	37.7858
MvSl-1064-A1-R4_MC05-1g06288	0	0	0	0
MvSl-1064-A1-R4_C37g01627	2.12924	0	0	0
MvSl-1064-A1-R4_C37g01628	2.28E-08	0.00714806	0.009821	0.00986156
MvSl-1064-A1-R4_MC05-1g06292	223.97	238.686	311.753	233.086
MvSl-1064-A1-R4_MC05-2g06297	8.24329	9.31602	1.79616	7.70366
MvSl-1064-A1-R4_MC05-2g06298	18.9076	10.0451	4.37931	0
MvSl-1064-A1-R4_MC05-2g06300	0	2.96561	5.05491	1.56913
MvSl-1064-A1-R4_MC05-2g06301	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06302	50.3571	22.7061	22.8272	33.2698
MvSl-1064-A1-R4_MC05-2g06304	2.09744	0	7.33429	4.06281
MvSl-1064-A1-R4_MC05-2g06305	157.099	72.4251	29.1069	40.163
MvSl-1064-A1-R4_MC05-2g06306	218.354	169.166	72.3101	88.6004
MvSl-1064-A1-R4_MC05-2g06307	6	3	1	2
MvSl-1064-A1-R4_MC05-2g06308	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06309	34.0641	14.2128	10.0151	16.0052
MvSl-1064-A1-R4_MC05-2g06310	11	5	4	3
MvSl-1064-A1-R4_MC05-2g06311	711.546	456.556	295.295	405.011
MvSl-1064-A1-R4_MC05-2g06312	220.421	189.72	49.2807	74.5008
MvSl-1064-A1-R4_MC05-2g06313	214.162	214.763	49.7329	58.7977
MvSl-1064-A1-R4_MC05-2g06314	661.358	515.362	443.981	454.393
MvSl-1064-A1-R4_MC05-2g06315	21.262	11.5525	38.0727	10.6323
MvSl-1064-A1-R4_MC05-2g06316	22	35	21	21
MvSl-1064-A1-R4_MC05-2g06317	4707.1	4628.09	3114	3049
MvSl-1064-A1-R4_MC05-2g06318	1704.29	1250.94	186.318	250.073
MvSl-1064-A1-R4_MC05-2g06319	3105	3598	3289	3022
MvSl-1064-A1-R4_MC05-2g06320	2170	2471	1776	1523
MvSl-1064-A1-R4_MC05-2g06321	2151	2277	1780	1842
MvSl-1064-A1-R4_MC05-2g06322	1496	1418	1066	1133
MvSl-1064-A1-R4_MC05-2g06323	1479	1503	1441	1349
MvSl-1064-A1-R4_MC05-2g06324	1924.77	1888	1501.85	1650.59
MvSl-1064-A1-R4_MC05-2g06325	1065	1106	732	785
MvSl-1064-A1-R4_MC05-2g06326	858.409	706.952	576.481	675.898
MvSl-1064-A1-R4_MC05-2g06327	1281.12	1597.76	1119.8	867.687
MvSl-1064-A1-R4_MC05-2g06328	0	1.09604	0	0
MvSl-1064-A1-R4_MC05-2g06329	20.1141	16.1101	3	2
MvSl-1064-A1-R4_MC05-2g06330	23.8322	18.5981	8.69023	17.1087
MvSl-1064-A1-R4_MC05-2g06331	0	1	0	0
MvSl-1064-A1-R4_MC05-2g06332	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06333	271.109	199.226	251.085	319.5
MvSl-1064-A1-R4_MC05-2g06334	260.585	240.325	199.799	163.214
MvSl-1064-A1-R4_MC05-2g06335	1647.39	1046.74	129.178	147.135
MvSl-1064-A1-R4_MC05-2g06336	24.4899	42.9077	37.5482	20.4192
MvSl-1064-A1-R4_MC05-2g06337	13.4967	10.8832	1.10436	2.22335
MvSl-1064-A1-R4_MC05-2g06338	57.3173	60.1844	14.2623	22.6417
MvSl-1064-A1-R4_MC05-2g06339	2525	2775	2807	2849
MvSl-1064-A1-R4_MC05-2g06340	5318	5387	4491	4759
MvSl-1064-A1-R4_MC05-2g06341	4046	4789	4942	4124
MvSl-1064-A1-R4_MC05-2g06342	535.059	547.597	281.064	241.384
MvSl-1064-A1-R4_MC05-2g06343	3148.05	2379.74	1817.36	2041.87
MvSl-1064-A1-R4_MC05-2g06344	694.586	491.361	337.412	375.737
MvSl-1064-A1-R4_MC05-2g06346	9.54019	5.25034	9.51606	12.7488
MvSl-1064-A1-R4_MC05-2g06347	109.063	94.1274	202.18	141.633
MvSl-1064-A1-R4_MC05-2g06348	156.783	140.94	179.317	173.139
MvSl-1064-A1-R4_MC05-2g06349	4190.59	4152.29	2857.46	2715.15
MvSl-1064-A1-R4_MC05-2g06350	34.4034	35.9697	14.8157	25.7673
MvSl-1064-A1-R4_MC05-2g06351	0.462333	0	0	0
MvSl-1064-A1-R4_MC05-2g06352	327.511	258.774	222.793	264.327
MvSl-1064-A1-R4_MC05-2g06353	1318	1479	1124	974
MvSl-1064-A1-R4_MC05-2g06354	4590.61	4657.12	3151.15	2870.92
MvSl-1064-A1-R4_MC05-2g06355	6421	8566	7360	6659
MvSl-1064-A1-R4_MC05-2g06356	1705	1844	1807	1876
MvSl-1064-A1-R4_MC05-2g06357	5704	5511	4957	5638
MvSl-1064-A1-R4_MC05-2g06358	4524	3462	2646	3246
MvSl-1064-A1-R4_MC05-2g06359	27	31	49	27
MvSl-1064-A1-R4_MC05-2g06360	2809	3348	3859	3033
MvSl-1064-A1-R4_MC05-2g06361	7270	7590	7259	7370
MvSl-1064-A1-R4_MC05-2g06362	887	1005	890	741
MvSl-1064-A1-R4_MC05-2g06363	1785	1777	1509	1296
MvSl-1064-A1-R4_MC05-2g06364	7074	6819	7324	7111
MvSl-1064-A1-R4_MC05-2g06365	464.331	451.266	268.945	223.87
MvSl-1064-A1-R4_MC05-2g06366	111.011	94.0812	90.8086	97.8275
MvSl-1064-A1-R4_MC05-2g06368	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06369	6	1	1	0
MvSl-1064-A1-R4_MC05-2g06370	586	524	309	369
MvSl-1064-A1-R4_MC05-2g06371	348	279	199	220
MvSl-1064-A1-R4_MC05-2g06372	20	21	13	13.9519
MvSl-1064-A1-R4_MC05-2g06373	2491.85	1747.3	978.852	1185.44
MvSl-1064-A1-R4_MC05-2g06374	259.834	279.781	269.485	311.454
MvSl-1064-A1-R4_MC05-2g06375	319.408	250.054	125.559	119.741
MvSl-1064-A1-R4_MC05-2g06376	24	37	46	25
MvSl-1064-A1-R4_MC05-2g06377	2135	2284	2227	1826
MvSl-1064-A1-R4_MC05-2g06378	1119	1541	1101	753
MvSl-1064-A1-R4_MC05-2g06379	5270	4692	4476	4591
MvSl-1064-A1-R4_MC05-2g06380	1080.84	1042.84	969.92	864.11
MvSl-1064-A1-R4_MC05-2g06381	2819	1565	1493	2426
MvSl-1064-A1-R4_MC05-2g06382	1312.32	966.092	677.425	786.363
MvSl-1064-A1-R4_MC05-2g06383	450.338	317.489	275.634	209.921
MvSl-1064-A1-R4_MC05-2g06384	3298	4369	4123	3005
MvSl-1064-A1-R4_MC05-2g06385	5080	8975	10714	4560
MvSl-1064-A1-R4_MC05-2g06386	106	37	29	44
MvSl-1064-A1-R4_MC05-2g06387	1531	2108	2242	1660
MvSl-1064-A1-R4_MC05-2g06388	226.41	200.938	222.987	114.739
MvSl-1064-A1-R4_MC05-2g06389	636	493	552	517
MvSl-1064-A1-R4_MC05-2g06390	203	209	206	177
MvSl-1064-A1-R4_MC05-2g06391	245.417	219.087	161.777	147.536
MvSl-1064-A1-R4_MC05-2g06392	2028	2001	2147	1762
MvSl-1064-A1-R4_MC05-2g06393	592.163	567.155	511.08	566.89
MvSl-1064-A1-R4_MC05-2g06394	1080.74	979.639	1287.82	1465.51
MvSl-1064-A1-R4_MC05-2g06395	103	101.583	102	100
MvSl-1064-A1-R4_MC05-2g06396	341	250	122	165
MvSl-1064-A1-R4_MC05-2g06397	98	68	36	58
MvSl-1064-A1-R4_MC05-2g06398	6	1	2	4
MvSl-1064-A1-R4_MC05-2g06399	1062	1200	1446	1026
MvSl-1064-A1-R4_MC05-2g06400	822	805	861	745
MvSl-1064-A1-R4_MC05-2g06401	1468	1351	934	1217
MvSl-1064-A1-R4_MC05-2g06402	96	82	58.8609	61
MvSl-1064-A1-R4_MC05-2g06403	1353	1674	1596	1297
MvSl-1064-A1-R4_MC05-2g06404	83.3574	62.0689	37.068	60.7548
MvSl-1064-A1-R4_MC05-2g06405	9575.07	10075.8	7460.29	5983.53
MvSl-1064-A1-R4_MC05-2g06406	1739	2102	1973	1601
MvSl-1064-A1-R4_MC05-2g06407	3	0	0	3
MvSl-1064-A1-R4_MC05-2g06408	22116.8	9449.29	6377.76	15148.3
MvSl-1064-A1-R4_MC05-2g06409	3707	3148	2379	2704
MvSl-1064-A1-R4_MC05-2g06410	3	6	7	8
MvSl-1064-A1-R4_MC05-2g06411	2654.38	2395.57	136.153	99.4762
MvSl-1064-A1-R4_MC05-2g06412	3833	3274	348	343
MvSl-1064-A1-R4_MC05-2g06413	48.3551	60.5167	44.9131	40.935
MvSl-1064-A1-R4_MC05-2g06414	38.0976	17.7019	11.5418	18.0624
MvSl-1064-A1-R4_MC05-2g06415	1755	2927	2530	1676
MvSl-1064-A1-R4_MC05-2g06416	2115	1827	1909	1831
MvSl-1064-A1-R4_MC05-2g06417	3617	3687	3050	2960
MvSl-1064-A1-R4_MC05-2g06418	154.409	122.945	44.3309	49.9381
MvSl-1064-A1-R4_MC05-2g06419	60.9235	64.2225	30.7126	26.3351
MvSl-1064-A1-R4_MC05-2g06420	37.2461	57.5142	220.041	259.984
MvSl-1064-A1-R4_MC05-2g06421	174.272	124.794	99.1845	157.962
MvSl-1064-A1-R4_MC05-2g06422	313.367	220.912	328.117	290.88
MvSl-1064-A1-R4_MC05-2g06423	3	3.1518	5.35477	7.40309
MvSl-1064-A1-R4_MC05-2g06424	11.9762	18.1046	91.4034	103.356
MvSl-1064-A1-R4_MC05-2g06425	254	162	265	266
MvSl-1064-A1-R4_MC05-2g06426	346	487	394	289
MvSl-1064-A1-R4_MC05-2g06427	979	1211	1158	962
