gida1	A1_1	A1_2	A2_1	A2_2						
MvSl-1064-A1-R4_MC03g04294	1700	1744	1554	1658						
MvSl-1064-A1-R4_MC03g04295	8124	13789	9334	14915						
MvSl-1064-A1-R4_MC03g04296	536	659	695	625						
MvSl-1064-A1-R4_MC03g04297	404	345	440	408						
MvSl-1064-A1-R4_MC03g04298	1426	1496	1672	1720						
MvSl-1064-A1-R4_MC03g04299	673	501	882	655						
MvSl-1064-A1-R4_MC03g04300	82.6582	69.2636	117.909	92.8925						
MvSl-1064-A1-R4_MC03g04301	1087	1100	1265	1447						
MvSl-1064-A1-R4_MC03g04302	1115	1224	1069	1144						
MvSl-1064-A1-R4_MC03g04304	106.756	63.4536	179.568	175.439						
MvSl-1064-A1-R4_MC03g04305	574	793	639	789						
MvSl-1064-A1-R4_MC03g04306	8407	12512	8041	11846						
MvSl-1064-A1-R4_MC03g04307	136	293	119	202						
MvSl-1064-A1-R4_MC03g04308	1035	1398	950	1130						
MvSl-1064-A1-R4_MC03g04309	259	348	352	443						
MvSl-1064-A1-R4_MC03g04310	882	1258	953	1081						
MvSl-1064-A1-R4_MC03g04311	2591	1509	2430	2066						
MvSl-1064-A1-R4_MC03g04312	3006	2688	3251	3263						
MvSl-1064-A1-R4_MC03g04313	626	433	848	716						
MvSl-1064-A1-R4_MC03g04314	1565	1931	1810	1814						
MvSl-1064-A1-R4_MC03g04315	1090	1238	1131	1157						
MvSl-1064-A1-R4_MC03g04316	8303	6428	9309	6798						
MvSl-1064-A1-R4_MC03g04317	733	1174	641	929						
MvSl-1064-A1-R4_MC03g04318	1358	1727	1486	1564						
MvSl-1064-A1-R4_MC03g04319	515	517	488	487						
MvSl-1064-A1-R4_MC03g04320	544	634	467	522						
MvSl-1064-A1-R4_MC03g04321	70	85	119	101						
MvSl-1064-A1-R4_MC03g04322	20	17	37	45						
MvSl-1064-A1-R4_MC03g04323	4	3	6	3						
MvSl-1064-A1-R4_MC03g04324	241.479	256.414	376.646	370.055						
MvSl-1064-A1-R4_MC03g04325	35	24	30	25						
MvSl-1064-A1-R4_MC03g04326	14.716	9.24555	11.4135	10.115						
MvSl-1064-A1-R4_MC03g04327	159	173	202	186						
MvSl-1064-A1-R4_MC03g04328	845	944	927	1065						
MvSl-1064-A1-R4_MC03g04329	629	724	769	842						
MvSl-1064-A1-R4_MC03g04330	703	666	760	852						
MvSl-1064-A1-R4_MC03g04331	79	132	121	169						
MvSl-1064-A1-R4_MC03g04332	45.259	58.3065	42.6354	79.4816						
MvSl-1064-A1-R4_MC03g04334	243.066	261.909	291.045	297.058						
MvSl-1064-A1-R4_MC03g04335	13.3613	12.9023	8.00605	7.83197						
MvSl-1064-A1-R4_MC03g04336	2680	3438	3125	4034						
MvSl-1064-A1-R4_MC03g04337	1486	1372	1661	1699						
MvSl-1064-A1-R4_MC03g04342	392.409	666.076	116.28	432.274						
MvSl-1064-A1-R4_MC03g04343	200.074	145.46	530.972	432.274						
MvSl-1064-A1-R4_MC03g04347	773.193	472.522	1330.56	636.339						
MvSl-1064-A1-R4_MC03g04350	0	0	1	0						
MvSl-1064-A1-R4_MC03g04351	0	4.00891	5.00166	8.00457						
MvSl-1064-A1-R4_MC03g04352	52.4521	71.3032	1.00089	2						
MvSl-1064-A1-R4_MC03g04353	1908	3106	1462	2146						
MvSl-1064-A1-R4_MC03g04354	2161	2533	2431	2529						
MvSl-1064-A1-R4_MC03g04355	1424	1583	1481	1694						
MvSl-1064-A1-R4_MC03g04356	3115	4198	4992	6414						
MvSl-1064-A1-R4_MC03g04357	1143	1193	1019	953						
MvSl-1064-A1-R4_MC03g04358	2009	2184	2293	2243						
MvSl-1064-A1-R4_MC03g04359	1665	1867	1892	1928						
MvSl-1064-A1-R4_MC03g04360	7514	6615	8009	6899						
MvSl-1064-A1-R4_MC03g04361	233	142	231	191						
MvSl-1064-A1-R4_MC03g04362	7	3	11	11						
MvSl-1064-A1-R4_MC03g04363	937	1194	1016	1146						
MvSl-1064-A1-R4_MC03g04364	1040	886	1290	1241						
MvSl-1064-A1-R4_MC03g04365	3004	3513	2946	3117						
MvSl-1064-A1-R4_MC03g04366	1435	1867	1518	1774						
MvSl-1064-A1-R4_MC03g04367	72	147	104	156						
MvSl-1064-A1-R4_MC03g04368	369	596	397	539						
MvSl-1064-A1-R4_MC03g04369	204	200	261	258						
MvSl-1064-A1-R4_MC03g04370	1531	1122	1758	1198						
MvSl-1064-A1-R4_MC03g04371	274	213	433	397						
MvSl-1064-A1-R4_MC03g04372	111	97	184	115						
MvSl-1064-A1-R4_MC03g04373	807.445	794.207	965.982	1199.49						
MvSl-1064-A1-R4_MC03g04374	0	0	0	0						
MvSl-1064-A1-R4_MC03g04376	4	3	7	4						
MvSl-1064-A1-R4_MC03g04377	54	34	132	71						
MvSl-1064-A1-R4_MC03g04378	1	1	1	1						
MvSl-1064-A1-R4_MC03g04379	16373	13067	18029	15082						
MvSl-1064-A1-R4_MC03g04380	1022	1258	1092	1269						
MvSl-1064-A1-R4_MC03g04381	88	259	190	238						
MvSl-1064-A1-R4_MC03g04382	1857	1654	1878	2119						
MvSl-1064-A1-R4_MC03g04383	950	1710	938	1219						
MvSl-1064-A1-R4_MC03g04384	3541	5290	3303	3986						
MvSl-1064-A1-R4_MC03g04385	391	409	536	446						
MvSl-1064-A1-R4_MC03g04386	1240	1131	1784	1482						
MvSl-1064-A1-R4_MC03g04387	1420	1901	1251	1499						
MvSl-1064-A1-R4_MC03g04388	11505	7626	13240	8370						
MvSl-1064-A1-R4_MC03g04389	664	633	759	672						
MvSl-1064-A1-R4_MC03g04390	488	388	613	558						
MvSl-1064-A1-R4_MC03g04391	2.18872	1	0	0						
MvSl-1064-A1-R4_MC03g04392	27.9038	28.2264	14.1069	12.349						
MvSl-1064-A1-R4_MC03g04393	66	34	49	30						
MvSl-1064-A1-R4_MC03g04394	25	30	54	37						
MvSl-1064-A1-R4_MC03g04395	258	340	314	370						
MvSl-1064-A1-R4_MC03g04396	192	199	209	228						
MvSl-1064-A1-R4_MC03g04397	102	85	129	103						
MvSl-1064-A1-R4_MC03g04398	6	0	0	3						
MvSl-1064-A1-R4_MC03g04399	3056	3091	3333	3388						
MvSl-1064-A1-R4_MC03g04400	990.529	811.518	1319.17	1270.89						
MvSl-1064-A1-R4_MC03g04401	565	452	660	726						
MvSl-1064-A1-R4_MC03g04402	853	649	1067	1145						
MvSl-1064-A1-R4_MC03g04403	686	626	873	781						
MvSl-1064-A1-R4_MC03g04404	1233	1317	1267	1338						
MvSl-1064-A1-R4_MC03g04405	206	749	205	376						
MvSl-1064-A1-R4_MC03g04406	972	975	1019	1211						
MvSl-1064-A1-R4_MC03g04407	443	354	484	450						
MvSl-1064-A1-R4_MC03g04408	188	134	145	139						
MvSl-1064-A1-R4_MC03g04409	1115	924	1290	1102						
MvSl-1064-A1-R4_MC03g04410	46	28	45	39						
MvSl-1064-A1-R4_MC03g04411	1433	1924	1187	1417						
MvSl-1064-A1-R4_MC03g04412	512	529	599	656						
MvSl-1064-A1-R4_MC03g04413	829	1465	893	1219						
MvSl-1064-A1-R4_MC03g04414	89	133	148	147						
MvSl-1064-A1-R4_MC03g04415	165	99	214	124						
MvSl-1064-A1-R4_MC03g04416	897	623	698	470						
MvSl-1064-A1-R4_MC03g04417	379	266	249	223						
MvSl-1064-A1-R4_MC03g04418	537	606	554	538						
MvSl-1064-A1-R4_MC03g04419	16.4491	17.6574	18.4743	16.1688						
MvSl-1064-A1-R4_MC03g04420	1.40655	1	1.59227	0						
MvSl-1064-A1-R4_MC03g04421	2	0	0	1						
MvSl-1064-A1-R4_MC03g04422	1030.21	837.541	1201.17	898.425						
MvSl-1064-A1-R4_MC03g04423	1291.96	1426.7	2796.74	2699.93						
MvSl-1064-A1-R4_MC03g04424	73.0798	63.0613	193.256	157.596						
MvSl-1064-A1-R4_MC03g04425	0	1	1.00298	0						
MvSl-1064-A1-R4_MC03g04426	5.53932	3.44468	13.1389	8.51857						
MvSl-1064-A1-R4_MC03g04427	168.182	97.6751	182.93	136.006						
MvSl-1064-A1-R4_MC03g04428	6.07309	6.13256	11.1188	7.24065						
MvSl-1064-A1-R4_MC03g04429	8.74301	4.74493	16.5125	7.72511						
MvSl-1064-A1-R4_MC03g04430	52.9172	40.7455	93.4695	87.6896						
MvSl-1064-A1-R4_MC03g04431	371.831	171.488	342.093	235.811						
MvSl-1064-A1-R4_MC03g04432	1.0038	0	8.14377	3.06103						
MvSl-1064-A1-R4_MC03g04433	2752	2731	3779	3472						
MvSl-1064-A1-R4_MC03g04434	387	408	460	487						
MvSl-1064-A1-R4_MC03g04435	407	408	489	515						
MvSl-1064-A1-R4_MC03g04436	342	377	353	390						
MvSl-1064-A1-R4_MC03g04437	693	788	710	728						
MvSl-1064-A1-R4_MC03g04438	26	20	17	18						
MvSl-1064-A1-R4_MC03g04439	70	49	61	50						
MvSl-1064-A1-R4_MC03g04440	2160	4430	5028	10665						
MvSl-1064-A1-R4_MC03g04442	456.368	519.822	492.611	454.512						
MvSl-1064-A1-R4_MC03g04443	144.073	207.587	160.241	230.075						
MvSl-1064-A1-R4_MC03g04444	3.86869	0	0	0						
MvSl-1064-A1-R4_MC03g04445	0	0	0	0						
MvSl-1064-A1-R4_MC03g04446	115.754	118.677	176.135	153.121						
MvSl-1064-A1-R4_MC03g04448	3285	3107	4125	3964						
MvSl-1064-A1-R4_MC03g04449	380	225	441	245						
MvSl-1064-A1-R4_MC03g04450	427	419	564	594						
MvSl-1064-A1-R4_MC03g04451	1402	1329	1415	1443						
MvSl-1064-A1-R4_MC03g04452	1242	1619	1469	1627						
MvSl-1064-A1-R4_MC03g04453	813	1003	912	1684						
MvSl-1064-A1-R4_MC03g04454	549	570	600	854						
MvSl-1064-A1-R4_MC03g04455	4829	5379	5492	9475						
MvSl-1064-A1-R4_MC03g04456	107	261	98	355						
MvSl-1064-A1-R4_MC03g04457	446	328	542	564						
MvSl-1064-A1-R4_MC03g04458	2603	2560	3083	2930						
MvSl-1064-A1-R4_MC03g04459	1235	1591	1465	1902						
MvSl-1064-A1-R4_MC03g04460	1979	1815	2103	1873						
MvSl-1064-A1-R4_MC03g04461	284	206	236	243						
MvSl-1064-A1-R4_MC03g04462	216	164	117	126						
MvSl-1064-A1-R4_MC03g04463	105	88	95	94						
MvSl-1064-A1-R4_MC03g04464	117.132	108.135	95.3561	101.148						
MvSl-1064-A1-R4_MC03g04465	1447	1573	1699	1954						
MvSl-1064-A1-R4_MC03g04466	1321	1641	1473	1585						
MvSl-1064-A1-R4_MC03g04467	4	10	2	7						
MvSl-1064-A1-R4_MC03g04468	1291	1363	1371	1481						
MvSl-1064-A1-R4_MC03g04469	8241	7538	10197	9133						
MvSl-1064-A1-R4_MC03g04470	4104	4490	4968	4657						
MvSl-1064-A1-R4_MC03g04471	3717	5593	4106	5934						
MvSl-1064-A1-R4_MC03g04472	700	653	944	997						
MvSl-1064-A1-R4_MC03g04473	35	17	44	31						
MvSl-1064-A1-R4_MC03g04474	6.28118	10.6431	13.2346	2.18187						
MvSl-1064-A1-R4_MC03g04475	121.673	154.826	86.4649	56.7866						
MvSl-1064-A1-R4_MC03g04476	504	549	673	605						
MvSl-1064-A1-R4_MC03g04477	2	0	0	1						
MvSl-1064-A1-R4_MC03g04478	4104	4092	5064	4957						
MvSl-1064-A1-R4_MC03g04479	1571	1790	1678	2047						
MvSl-1064-A1-R4_MC03g04480	2695	3365	2449	2595						
MvSl-1064-A1-R4_MC03g04481	3820	3196	4429	3767						
MvSl-1064-A1-R4_MC03g04482	669	727	791	802						
MvSl-1064-A1-R4_MC03g04483	622	620	739	674						
MvSl-1064-A1-R4_MC03g04484	4702	4095	5660	5312						
MvSl-1064-A1-R4_MC03g04485	32	17	101	50						
MvSl-1064-A1-R4_MC03g04486	1148	1251	1725	1702						
MvSl-1064-A1-R4_MC03g04487	4036	2791	4676	3393						
MvSl-1064-A1-R4_MC03g04488	662	621	1024	922						
MvSl-1064-A1-R4_MC03g04489	61	48	167	75						
MvSl-1064-A1-R4_MC03g04490	1902	1807	2175	2158						
MvSl-1064-A1-R4_MC03g04491	710	931	968	1027						
MvSl-1064-A1-R4_MC03g04492	897	1185	1104	1405						
MvSl-1064-A1-R4_MC03g04493	3565	4484	2983	3540						
MvSl-1064-A1-R4_MC03g04494	2092	2492	2013	2413						
MvSl-1064-A1-R4_MC03g04495	875	967	1057	1184						
MvSl-1064-A1-R4_MC03g04496	17092	15195	16540	19143						
MvSl-1064-A1-R4_MC03g04497	2471	2695	2664	2737						
MvSl-1064-A1-R4_MC03g04498	1196	1230	1303	1462						
MvSl-1064-A1-R4_MC03g04499	7416	7734	8753	8579						
MvSl-1064-A1-R4_MC03g04500	1336	1525	1425	1633						
MvSl-1064-A1-R4_MC03g04501	1088	1286	1094	1190						
MvSl-1064-A1-R4_MC03g04502	9	11	10	14						
MvSl-1064-A1-R4_MC03g04503	1366	1961	1586	1955						
MvSl-1064-A1-R4_MC03g04504	1673	2340	1692	2428						
MvSl-1064-A1-R4_MC03g04505	1004	1214	1106	1239						
MvSl-1064-A1-R4_MC03g04506	558	725	617	709						
MvSl-1064-A1-R4_MC03g04507	2603	3194	2658	3211						
MvSl-1064-A1-R4_MC03g04508	53	47	96	95						
MvSl-1064-A1-R4_MC03g04509	9	8	20	12						
MvSl-1064-A1-R4_MC03g04510	302	294	296	403						
MvSl-1064-A1-R4_MC03g04511	503	442	686	578						
MvSl-1064-A1-R4_MC03g04512	2301	2561	3219	3826						
MvSl-1064-A1-R4_MC03g04513	497	742	823	1015						
MvSl-1064-A1-R4_MC03g04514	93	121	121	86						
MvSl-1064-A1-R4_MC03g04515	2360	2046	2815	2306						
MvSl-1064-A1-R4_MC03g04516	3743	3262	4205	3206						
MvSl-1064-A1-R4_MC03g04517	1394	1635	1750	1833						
MvSl-1064-A1-R4_MC03g04518	20710	25145	19285	21525						
MvSl-1064-A1-R4_MC03g04519	1220	1476	968	1081						
MvSl-1064-A1-R4_MC03g04520	6.05128	11.0405	9.9072	8.89573						
MvSl-1064-A1-R4_MC03g04521	127	236	119	164						
MvSl-1064-A1-R4_MC03g04522	422	893	520	705						
MvSl-1064-A1-R4_MC03g04523	8071	7860	7028	6943						
MvSl-1064-A1-R4_MC03g04524	1251	1302	1426	1665						
MvSl-1064-A1-R4_MC03g04525	141	126	147	141						
MvSl-1064-A1-R4_MC03g04526	725	644	845	799						
MvSl-1064-A1-R4_MC03g04527	2344	1664	2919	1922						
MvSl-1064-A1-R4_MC03g04528	828	817	937	959						
MvSl-1064-A1-R4_MC03g04529	71	23	149	36						
MvSl-1064-A1-R4_MC03g04530	1	1	2	2						
MvSl-1064-A1-R4_MC03g04531	13.5429	24.537	22.8923	22.8772						
MvSl-1064-A1-R4_MC03g04532	52.4649	34.4721	119.04	84.7505						
MvSl-1064-A1-R4_MC03g04533	1.38925	0	1.28811	1.45776						
MvSl-1064-A1-R4_MC03g04534	2272	2150	3911	3165						
MvSl-1064-A1-R4_MC03g04535	3218	3308	3554	3230						
MvSl-1064-A1-R4_MC03g04536	314	400	461	466						
MvSl-1064-A1-R4_MC03g04537	427	751	688	840						
MvSl-1064-A1-R4_MC03g04538	2217	2020	2173	2227						
MvSl-1064-A1-R4_MC03g04539	29.0497	24.0313	124.047	64.3314						
MvSl-1064-A1-R4_MC03g04540	81228	59372	99504	86736						
MvSl-1064-A1-R4_MC03g04541	670	926	853	914						
MvSl-1064-A1-R4_MC03g04542	937	1306	1130	1339						
MvSl-1064-A1-R4_MC03g04543	2393	4104	2591	4144						
MvSl-1064-A1-R4_MC03g04544	759	998	1026	1143						
MvSl-1064-A1-R4_MC03g04545	666	1072	747	923						
MvSl-1064-A1-R4_MC03g04546	733	976	670	875						
MvSl-1064-A1-R4_MC03g04547	296	311	374	421						
MvSl-1064-A1-R4_MC03g04548	268.087	253.43	343.872	313.514						
MvSl-1064-A1-R4_MC03g04549	1511.44	1429.18	1979.69	1934.6						
MvSl-1064-A1-R4_MC03g04550	71	70	39	75						
MvSl-1064-A1-R4_MC03g04551	33	12	54	21						
MvSl-1064-A1-R4_MC03g04552	3660	3490	3796	3810						
MvSl-1064-A1-R4_MC03g04553	2060	1832	2441	2264						
MvSl-1064-A1-R4_MC03g04554	282	332	362	433						
MvSl-1064-A1-R4_MC03g04555	404	467	401	511						
MvSl-1064-A1-R4_MC03g04556	569.514	531.41	979.37	892.059						
MvSl-1064-A1-R4_MC03g04557	2	1	1	1						
MvSl-1064-A1-R4_MC03g04558	2886	2944	3335	3554						
MvSl-1064-A1-R4_MC03g04559	4613	4289	5328	5456						
MvSl-1064-A1-R4_MC03g04560	1153	1130	1450	1412						
MvSl-1064-A1-R4_MC03g04561	1389.36	1725.65	1397.71	1515.38						
MvSl-1064-A1-R4_MC03g04562	1121.73	1384.05	1167.33	1251.97						
MvSl-1064-A1-R4_MC03g04565	314.985	207.321	396.376	256.321						
MvSl-1064-A1-R4_MC03g04566	1.10443	0	0	0						
MvSl-1064-A1-R4_MC03g04567	0	0	0	0						
MvSl-1064-A1-R4_MC03g04568	50.9489	49.9528	61.3431	57.6874						
MvSl-1064-A1-R4_MC03g04570	3269	2991	3262	3661						
MvSl-1064-A1-R4_MC03g04571	282	363	389	392						
MvSl-1064-A1-R4_MC03g04572	4405	5330	4950	5741						
MvSl-1064-A1-R4_MC03g04573	805	1137	956	966						
MvSl-1064-A1-R4_MC03g04574	925	1026	971	1155						
MvSl-1064-A1-R4_MC03g04575	1146	1750	1333	1458						
MvSl-1064-A1-R4_MC03g04576	163	139	235	242						
MvSl-1064-A1-R4_MC03g04577	1945	1805	2159	1810						
MvSl-1064-A1-R4_MC03g04578	0	0	12.138	7.32118						
MvSl-1064-A1-R4_MC03g04579	66.8932	65.4908	118.325	86.8369						
MvSl-1064-A1-R4_MC03g04581	217.877	167.3	232.235	175.976						
MvSl-1064-A1-R4_MC03g04582	173.535	129.864	158.855	156.295						
MvSl-1064-A1-R4_MC03g04583	347.056	344.217	327.965	313.813						
MvSl-1064-A1-R4_MC03g04584	30.4755	27.5995	25.0721	24.567						
MvSl-1064-A1-R4_MC03g04585	1034.92	1048.51	2191.88	2066.61						
MvSl-1064-A1-R4_MC03g04586	276.594	275.597	525.423	473.337						
MvSl-1064-A1-R4_MC03g04589	1570.27	1823.95	1468.67	1633.03						
MvSl-1064-A1-R4_MC03g04590	2739.64	2539.35	3577.29	3313.62						
MvSl-1064-A1-R4_MC03g04592	2021.7	1138.02	2221.11	1484.89						
MvSl-1064-A1-R4_MC03g04593	4533.07	6119.05	5817.97	6766.38						
MvSl-1064-A1-R4_MC03g04594	37.0072	21.6878	31.6291	17.8601						
MvSl-1064-A1-R4_MC03g04595	0	1	2	0						
MvSl-1064-A1-R4_MC03g04596	0	1	0	0						
MvSl-1064-A1-R4_MC03g04597	991	839	1091	1010						
MvSl-1064-A1-R4_MC03g04598	2063	2022	2385	2258						
MvSl-1064-A1-R4_MC03g04599	2131	2127	2587	2872						
MvSl-1064-A1-R4_MC03g04600	296	248	347	267						
MvSl-1064-A1-R4_MC03g04601	2406	2578	2524	2812						
MvSl-1064-A1-R4_MC03g04602	1523	2542	1885	4270						
MvSl-1064-A1-R4_MC03g04603	1261	1461	1281	1448						
MvSl-1064-A1-R4_MC03g04605	10.0534	5.8266	29.5123	23.4936						
MvSl-1064-A1-R4_MC03g04606	360	410	469	438						
MvSl-1064-A1-R4_MC03g04607	627	1303	615	780						
MvSl-1064-A1-R4_MC03g04608	1.01507	4.03358	4.03403	3						
MvSl-1064-A1-R4_MC03g04609	39	15	38	19						
MvSl-1064-A1-R4_MC03g04610	6714	7877	8692	9623						
MvSl-1064-A1-R4_MC03g04611	5207	5091	5387	4844						
MvSl-1064-A1-R4_MC03g04612	3232	3811	3432	3822						
MvSl-1064-A1-R4_MC03g04613	679	814	795	797						
MvSl-1064-A1-R4_MC03g04614	6624	5607	7068	5817						
MvSl-1064-A1-R4_MC03g04615	707	837	884	916						
MvSl-1064-A1-R4_MC03g04616	3619	3381	2875	3329						
MvSl-1064-A1-R4_MC03g04617	2277	1997	1854	1929						
MvSl-1064-A1-R4_MC03g04618	2442	1871	2233	2081						
MvSl-1064-A1-R4_MC03g04619	667	746	746	885						
MvSl-1064-A1-R4_MC03g04620	863	1638	997	1315						
MvSl-1064-A1-R4_MC03g04621	1375	1623	1416	1554						
MvSl-1064-A1-R4_MC03g04622	11825	20117	14629	25354						
MvSl-1064-A1-R4_MC03g04623	28	38	19	34						
MvSl-1064-A1-R4_MC03g04624	12	15	20	18						
MvSl-1064-A1-R4_MC03g04625	11	27	30	32						
MvSl-1064-A1-R4_MC03g04626	610	616	724	828						
MvSl-1064-A1-R4_MC03g04627	1011	1329	1795	1631						
MvSl-1064-A1-R4_MC03g04628	7	8	19	13						
MvSl-1064-A1-R4_MC03g04629	131.766	90.3644	172.673	125.828						
MvSl-1064-A1-R4_MC03g04630	3195	4672	4233	5842						
MvSl-1064-A1-R4_MC03g04631	977	933	1100	1196						
MvSl-1064-A1-R4_MC03g04632	4952	3970	5559	5212						
MvSl-1064-A1-R4_MC03g04633	667	756	750	670						
MvSl-1064-A1-R4_MC03g04634	456	502	557	613						
MvSl-1064-A1-R4_MC03g04635	439	375	485	448						
MvSl-1064-A1-R4_MC03g04636	6359	6267	6661	6841						
MvSl-1064-A1-R4_MC03g04637	209	196	216	242						
MvSl-1064-A1-R4_MC03g04638	787	616	951	767						
MvSl-1064-A1-R4_MC03g04639	736	1071	894	1038						
MvSl-1064-A1-R4_MC03g04640	0	1	0	0						
MvSl-1064-A1-R4_MC03g04641	6927	6337	8724	7238						
MvSl-1064-A1-R4_MC03g04642	2411	1939	1061	1313						
MvSl-1064-A1-R4_MC03g04643	2916	3491	2983	3420						
MvSl-1064-A1-R4_MC03g04644	1245	1422	1560	1532						
MvSl-1064-A1-R4_MC03g04645	883	1057	933	1269						
MvSl-1064-A1-R4_MC03g04646	5637	7477	4290	5099						
MvSl-1064-A1-R4_MC03g04647	653	634	907	766						
MvSl-1064-A1-R4_MC03g04648	3290	2097	3860	2711						
MvSl-1064-A1-R4_MC03g04649	3654	3034	4043	3607						
MvSl-1064-A1-R4_MC03g04650	0	1.80509	0	1.84293						
MvSl-1064-A1-R4_MC03g04651	0	0	0	0						
MvSl-1064-A1-R4_MC03g04652	897	885	1168	1102						
MvSl-1064-A1-R4_MC03g04653	1535	2287	1335	1629						
MvSl-1064-A1-R4_MC03g04654	677	835	871	930						
MvSl-1064-A1-R4_MC03g04655	1289	1320	1706	1536						
MvSl-1064-A1-R4_MC03g04656	37	34	86	75						
MvSl-1064-A1-R4_MC03g04657	79	57	210	84						
MvSl-1064-A1-R4_MC03g04658	43.1779	47.5369	69.6027	71.6609						
MvSl-1064-A1-R4_MC03g04659	3708	3932	3465	4203						
MvSl-1064-A1-R4_MC03g04660	3427	3074	4183	3873						
MvSl-1064-A1-R4_MC03g04661	2314	1804	2538	1987						
MvSl-1064-A1-R4_MC03g04662	982	991	1314	1294						
MvSl-1064-A1-R4_MC03g04663	76	57	64	71						
MvSl-1064-A1-R4_MC03g04664	482	535	568	626						
MvSl-1064-A1-R4_MC03g04665	1483	1351	1761	1516						
MvSl-1064-A1-R4_MC03g04666	0	1	2	0						
MvSl-1064-A1-R4_MC03g04667	3484	2885	4760	4192						
MvSl-1064-A1-R4_MC03g04668	547	652	629	744						
MvSl-1064-A1-R4_MC03g04669	1052	1357	1157	1525						
MvSl-1064-A1-R4_MC03g04670	6001	5139	6403	5706						
MvSl-1064-A1-R4_MC03g04671	1594	1779	1700	2309						
MvSl-1064-A1-R4_MC03g04672	967	1230	1060	1137						
MvSl-1064-A1-R4_MC03g04673	8577	7106	11267	9869						
MvSl-1064-A1-R4_MC03g04674	3	12	6	6						
MvSl-1064-A1-R4_MC03g04675	36	34	41	59						
MvSl-1064-A1-R4_MC03g04676	4356	5325	5026	5027						
MvSl-1064-A1-R4_MC03g04677	356	538	415	466						
MvSl-1064-A1-R4_MC03g04678	4715	4288	5618	5094						
MvSl-1064-A1-R4_MC03g04679	69	57	65	49						
MvSl-1064-A1-R4_MC03g04680	1174.12	1493.16	1197.42	1427.55						
MvSl-1064-A1-R4_MC03g04681	172.437	153.774	177	191						
MvSl-1064-A1-R4_MC03g04682	94	82	119.826	83						
MvSl-1064-A1-R4_MC03g04683	14.9435	24.7711	20.1285	22.4441						
MvSl-1064-A1-R4_MC03g04684	27.9328	47.0643	40.4548	48.006						
MvSl-1064-A1-R4_MC03g04685	1755	2495	2251	2444						
MvSl-1064-A1-R4_MC03g04686	744	795	824	825						
MvSl-1064-A1-R4_MC03g04687	282.167	389.104	368.237	415.924						
MvSl-1064-A1-R4_MC03g04688	573.043	843.332	479.49	915.038						
MvSl-1064-A1-R4_MC03g04689	3471	3466	4228	4012						
MvSl-1064-A1-R4_MC03g04690	351	1045	236	550						
MvSl-1064-A1-R4_MC03g04691	2003	2020	2894	2561						
MvSl-1064-A1-R4_MC03g04692	3016	3167	3398	3148						
MvSl-1064-A1-R4_MC03g04693	439	491	490	605						
MvSl-1064-A1-R4_MC03g04694	312	139	384	239						
MvSl-1064-A1-R4_MC03g04695	57	53	114	129						
MvSl-1064-A1-R4_MC03g04696	18	26	34	32						
MvSl-1064-A1-R4_MC03g04697	54	33	102	77						
MvSl-1064-A1-R4_MC03g04698	343	277	477	431						
MvSl-1064-A1-R4_MC03g04699	2044	1889	2524	2479						
MvSl-1064-A1-R4_MC03g04700	3	2	6	13						
MvSl-1064-A1-R4_MC03g04701	87	72	216	144						
MvSl-1064-A1-R4_MC03g04702	380	396	530	523						
MvSl-1064-A1-R4_MC03g04703	139	94	233	189						
MvSl-1064-A1-R4_MC03g04704	2117	1849	2332	1997						
MvSl-1064-A1-R4_MC03g04705	612	528	662	741						
MvSl-1064-A1-R4_MC03g04706	0	0	3.79381	0						
MvSl-1064-A1-R4_MC03g04707	55.1444	45.586	110.702	110.626						
MvSl-1064-A1-R4_MC03g04708	1900	1999	1679	1809						
MvSl-1064-A1-R4_MC03g04709	413	639	475	671						
MvSl-1064-A1-R4_MC03g04710	1314	2180	1400	1828						
MvSl-1064-A1-R4_MC03g04711	146	95	104	120						
MvSl-1064-A1-R4_MC03g04712	5115	6910	5541	6637						
MvSl-1064-A1-R4_MC03g04713	2101	2307	2346	1920						
MvSl-1064-A1-R4_MC03g04714	2278	2158	2258	2230						
MvSl-1064-A1-R4_MC03g04715	793	729	1029	947						
MvSl-1064-A1-R4_MC03g04716	254	305	319	323						
MvSl-1064-A1-R4_MC03g04717	160	137	200	185						
MvSl-1064-A1-R4_MC03g04718	229	168	266	220						
MvSl-1064-A1-R4_MC03g04719	806	728	973	922						
MvSl-1064-A1-R4_MC03g04720	1797	2153	1734	2218						
MvSl-1064-A1-R4_MC03g04721	492.535	807.939	706.777	921.212						
MvSl-1064-A1-R4_MC03g04722	195	227	268	301						
MvSl-1064-A1-R4_MC03g04723	709	690	756	802						
MvSl-1064-A1-R4_MC03g04724	3307	3693	3273	4071						
MvSl-1064-A1-R4_MC03g04725	298	359	399	466						
MvSl-1064-A1-R4_MC03g04726	941	929	1165	1173						
MvSl-1064-A1-R4_MC03g04727	2764	2848	2863	2884						
MvSl-1064-A1-R4_MC03g04728	7.45075	8.76272	5.56229	8.92208						
MvSl-1064-A1-R4_MC03g04729	32.4955	31.5164	74.1258	38.1812						
MvSl-1064-A1-R4_MC03g04730	450.313	325.593	610.311	449.997						
MvSl-1064-A1-R4_MC03g04731	7476	6368	9119	7092						
MvSl-1064-A1-R4_MC03g04732	187	53	277	123						
MvSl-1064-A1-R4_MC03g04733	212	86	340	160						
MvSl-1064-A1-R4_MC03g04734	2662	2887	3443	3327						
