gene	MvSlM1	MvSlM2
MvSl-1064-A1-R4_MC03g04316	10499	9619
MvSl-1064-A1-R4_MC03g04317	815	680
MvSl-1064-A1-R4_MC03g04318	1115	1756
MvSl-1064-A1-R4_MC03g04319	884	751
MvSl-1064-A1-R4_MC03g04320	535	835
MvSl-1064-A1-R4_MC03g04321	0	0
MvSl-1064-A1-R4_MC03g04328	1287	1085
MvSl-1064-A1-R4_MC03g04329	989	931
MvSl-1064-A1-R4_MC03g04330	1784	1370
MvSl-1064-A1-R4_MC03g04336	5395	4733
MvSl-1064-A1-R4_MC03g04337	2588	1918
MvSl-1064-A1-R4_MC03g04353	1025	2182
MvSl-1064-A1-R4_MC03g04354	2802	2740
MvSl-1064-A1-R4_MC03g04355	1638	1682
MvSl-1064-A1-R4_MC03g04356	3236	2993
MvSl-1064-A1-R4_MC03g04357	883	1570
MvSl-1064-A1-R4_MC03g04358	2832	2853
MvSl-1064-A1-R4_MC03g04359	2269	2438
MvSl-1064-A1-R4_MC03g04360	10093	9030
MvSl-1064-A1-R4_MC03g04361	846	750
MvSl-1064-A1-R4_MC03g04362	12	6
MvSl-1064-A1-R4_MC03g04364	1663	1433
MvSl-1064-A1-R4_MC03g04365	2011	3445
MvSl-1064-A1-R4_MC03g04366	1811	2622
MvSl-1064-A1-R4_MC03g04367	444	404
MvSl-1064-A1-R4_MC03g04368	544	383
MvSl-1064-A1-R4_MC03g04369	343	306
MvSl-1064-A1-R4_MC03g04370	1085.11	1419.14
MvSl-1064-A1-R4_MC03g04371	478	547
MvSl-1064-A1-R4_MC03g04372	102	105
MvSl-1064-A1-R4_MC03g04377	53	77
MvSl-1064-A1-R4_MC03g04378	1	0
MvSl-1064-A1-R4_MC03g04379	21206	21738
MvSl-1064-A1-R4_MC03g04380	1334	1062
MvSl-1064-A1-R4_MC03g04381	164	157
MvSl-1064-A1-R4_MC03g04382	2523	2165
MvSl-1064-A1-R4_MC03g04383	854	1033
MvSl-1064-A1-R4_MC03g04384	4535	6705.61
MvSl-1064-A1-R4_MC03g04386	1920	1658
MvSl-1064-A1-R4_MC03g04387	1182	1822
MvSl-1064-A1-R4_MC03g04388	9156	7199
MvSl-1064-A1-R4_MC03g04389	958	697
MvSl-1064-A1-R4_MC03g04390	1217	818
MvSl-1064-A1-R4_MC03g04393	24	28
MvSl-1064-A1-R4_MC03g04394	47	34
MvSl-1064-A1-R4_MC03g04395	349	276
MvSl-1064-A1-R4_MC03g04396	351	708
MvSl-1064-A1-R4_MC03g04398	0	0
MvSl-1064-A1-R4_MC03g04399	4631	4739
MvSl-1064-A1-R4_MC03g04400	2747.35	2509.48
MvSl-1064-A1-R4_MC03g04403	693	871
MvSl-1064-A1-R4_MC03g04404	1292	1153
MvSl-1064-A1-R4_MC03g04405	95	312
MvSl-1064-A1-R4_MC03g04406	1298	1242
MvSl-1064-A1-R4_MC03g04407	377	365
MvSl-1064-A1-R4_MC03g04408	199	192
MvSl-1064-A1-R4_MC03g04409	1660	1554
MvSl-1064-A1-R4_MC03g04410	63	64
MvSl-1064-A1-R4_MC03g04411	1501	1736
MvSl-1064-A1-R4_MC03g04412	810	649
MvSl-1064-A1-R4_MC03g04413	839	1031
MvSl-1064-A1-R4_MC03g04414	243	221
MvSl-1064-A1-R4_MC03g04416	391	316
MvSl-1064-A1-R4_MC03g04418	1231	1010
MvSl-1064-A1-R4_MC03g04431	159.507	215.745
MvSl-1064-A1-R4_MC03g04433	3726	3490
MvSl-1064-A1-R4_MC03g04434	720	595
MvSl-1064-A1-R4_MC03g04435	561	426
MvSl-1064-A1-R4_MC03g04436	737	627
MvSl-1064-A1-R4_MC03g04437	982	834
MvSl-1064-A1-R4_MC03g04438	16	18
MvSl-1064-A1-R4_MC03g04439	164	119
MvSl-1064-A1-R4_MC03g04440	5558	1959
MvSl-1064-A1-R4_MC03g04448	10797	8561
MvSl-1064-A1-R4_MC03g04449	773	759
MvSl-1064-A1-R4_MC03g04451	1677	1507
MvSl-1064-A1-R4_MC03g04452	2013	1649
MvSl-1064-A1-R4_MC03g04455	12438	4189
MvSl-1064-A1-R4_MC03g04456	123	34
MvSl-1064-A1-R4_MC03g04457	488	395
MvSl-1064-A1-R4_MC03g04458	3731	2865
MvSl-1064-A1-R4_MC03g04459	2156	2023
MvSl-1064-A1-R4_MC03g04460	2470	2385
MvSl-1064-A1-R4_MC03g04461	195	229
MvSl-1064-A1-R4_MC03g04462	1159	792
MvSl-1064-A1-R4_MC03g04463	133	73
MvSl-1064-A1-R4_MC03g04465	1983	1706
MvSl-1064-A1-R4_MC03g04466	2011	1860
MvSl-1064-A1-R4_MC03g04467	3	6
MvSl-1064-A1-R4_MC03g04468	1660	1799
MvSl-1064-A1-R4_MC03g04469	10006	11357
MvSl-1064-A1-R4_MC03g04470	4693	5307
MvSl-1064-A1-R4_MC03g04471	7244	5676
MvSl-1064-A1-R4_MC03g04472	1705	1902
MvSl-1064-A1-R4_MC03g04473	48	16
MvSl-1064-A1-R4_MC03g04476	955	880
MvSl-1064-A1-R4_MC03g04477	0	0
MvSl-1064-A1-R4_MC03g04478	5623	4800
MvSl-1064-A1-R4_MC03g04479	1672	1722
MvSl-1064-A1-R4_MC03g04480	1834	2883
MvSl-1064-A1-R4_MC03g04481	5260	4378
MvSl-1064-A1-R4_MC03g04482	951	833
MvSl-1064-A1-R4_MC03g04483	786	743
MvSl-1064-A1-R4_MC03g04484	8875	8157
MvSl-1064-A1-R4_MC03g04485	46	69
MvSl-1064-A1-R4_MC03g04486	1977	1877
MvSl-1064-A1-R4_MC03g04487	5483	3975
MvSl-1064-A1-R4_MC03g04488	860	762
MvSl-1064-A1-R4_MC03g04489	63	82
MvSl-1064-A1-R4_MC03g04490	2831	2423
MvSl-1064-A1-R4_MC03g04491	1275	1167
MvSl-1064-A1-R4_MC03g04492	1330	1109
MvSl-1064-A1-R4_MC03g04493	3194	4267
MvSl-1064-A1-R4_MC03g04494	2973	2536
MvSl-1064-A1-R4_MC03g04495	1548	1554
MvSl-1064-A1-R4_MC03g04496	23760	26328
MvSl-1064-A1-R4_MC03g04497	4767	3420
MvSl-1064-A1-R4_MC03g04498	1716	1817
MvSl-1064-A1-R4_MC03g04499	8310	10024
MvSl-1064-A1-R4_MC03g04500	1547	1265
MvSl-1064-A1-R4_MC03g04501	1102	1115
MvSl-1064-A1-R4_MC03g04503	1898	2168
MvSl-1064-A1-R4_MC03g04504	2552	2148
MvSl-1064-A1-R4_MC03g04505	1467	1391
MvSl-1064-A1-R4_MC03g04506	648	694
MvSl-1064-A1-R4_MC03g04507	3985	4079
MvSl-1064-A1-R4_MC03g04508	118	97
MvSl-1064-A1-R4_MC03g04511	1100	716
MvSl-1064-A1-R4_MC03g04512	5451	3088
MvSl-1064-A1-R4_MC03g04513	920	782
MvSl-1064-A1-R4_MC03g04514	146	131
MvSl-1064-A1-R4_MC03g04515	3178	2653
MvSl-1064-A1-R4_MC03g04516	4532	3506
MvSl-1064-A1-R4_MC03g04517	3472	3425
MvSl-1064-A1-R4_MC03g04518	19871	25510
MvSl-1064-A1-R4_MC03g04519	1126	2014
MvSl-1064-A1-R4_MC03g04521	218	161
MvSl-1064-A1-R4_MC03g04522	465	421
MvSl-1064-A1-R4_MC03g04523	8054	8613
MvSl-1064-A1-R4_MC03g04524	1920	1803
MvSl-1064-A1-R4_MC03g04525	233	194
MvSl-1064-A1-R4_MC03g04526	1091	979
MvSl-1064-A1-R4_MC03g04527	3219	2240
MvSl-1064-A1-R4_MC03g04528	1444	1114
MvSl-1064-A1-R4_MC03g04530	0	2
MvSl-1064-A1-R4_MC03g04535	3561	3673
MvSl-1064-A1-R4_MC03g04536	509	460
MvSl-1064-A1-R4_MC03g04537	527	435
MvSl-1064-A1-R4_MC03g04538	3171	2553
MvSl-1064-A1-R4_MC03g04540	100893	141180
MvSl-1064-A1-R4_MC03g04541	746	1280
MvSl-1064-A1-R4_MC03g04542	949.567	1241
MvSl-1064-A1-R4_MC03g04544	1428	1169
MvSl-1064-A1-R4_MC03g04545	859	806
MvSl-1064-A1-R4_MC03g04546	601	347
MvSl-1064-A1-R4_MC03g04549	2644.47	2878.96
MvSl-1064-A1-R4_MC03g04550	206	60
MvSl-1064-A1-R4_MC03g04552	4509	4425
MvSl-1064-A1-R4_MC03g04553	2783	2119
MvSl-1064-A1-R4_MC03g04554	471	380
MvSl-1064-A1-R4_MC03g04555	701	589
MvSl-1064-A1-R4_MC03g04558	4752	3480
MvSl-1064-A1-R4_MC03g04559	9693	8243
MvSl-1064-A1-R4_MC03g04560	1593	1465
MvSl-1064-A1-R4_MC03g04570	4794	4120
MvSl-1064-A1-R4_MC03g04571	433	365
MvSl-1064-A1-R4_MC03g04572	5640	6065
MvSl-1064-A1-R4_MC03g04573	1151	1066
MvSl-1064-A1-R4_MC03g04574	1920	1921
MvSl-1064-A1-R4_MC03g04575	912	1424
MvSl-1064-A1-R4_MC03g04576	354	288
MvSl-1064-A1-R4_MC03g04577	4458	3081
MvSl-1064-A1-R4_MC03g04589	1485.04	1922.65
MvSl-1064-A1-R4_MC03g04590	3882.09	3759.64
MvSl-1064-A1-R4_MC03g04593	4358.76	6349.26
MvSl-1064-A1-R4_MC03g04596	5	1
MvSl-1064-A1-R4_MC03g04597	1760	1685
MvSl-1064-A1-R4_MC03g04598	2952	2514
MvSl-1064-A1-R4_MC03g04599	4478	4120
MvSl-1064-A1-R4_MC03g04600	530	445
MvSl-1064-A1-R4_MC03g04601	3500	2694
MvSl-1064-A1-R4_MC03g04602	3745	1422
MvSl-1064-A1-R4_MC03g04603	1489	1369
MvSl-1064-A1-R4_MC03g04606	716	500
MvSl-1064-A1-R4_MC03g04607	164	244
MvSl-1064-A1-R4_MC03g04609	19	29
MvSl-1064-A1-R4_MC03g04610	8585	10120
MvSl-1064-A1-R4_MC03g04611	6637	6526
MvSl-1064-A1-R4_MC03g04612	4299	5144
MvSl-1064-A1-R4_MC03g04613	791	877
MvSl-1064-A1-R4_MC03g04614	5276	4659
MvSl-1064-A1-R4_MC03g04615	1213	876
MvSl-1064-A1-R4_MC03g04616	3619	6015
MvSl-1064-A1-R4_MC03g04617	2081	3252
MvSl-1064-A1-R4_MC03g04618	2920	3641
MvSl-1064-A1-R4_MC03g04620	825	1121
MvSl-1064-A1-R4_MC03g04621	2510	2630
MvSl-1064-A1-R4_MC03g04623	39	26
MvSl-1064-A1-R4_MC03g04624	9	4
MvSl-1064-A1-R4_MC03g04626	925	759
MvSl-1064-A1-R4_MC03g04627	1100	1356
MvSl-1064-A1-R4_MC03g04630	4382	4069
MvSl-1064-A1-R4_MC03g04631	1655	1285
MvSl-1064-A1-R4_MC03g04632	6635	6440
MvSl-1064-A1-R4_MC03g04633	868	600
MvSl-1064-A1-R4_MC03g04634	809	570
MvSl-1064-A1-R4_MC03g04635	714	645
MvSl-1064-A1-R4_MC03g04636	8340	7385
MvSl-1064-A1-R4_MC03g04637	205	238
MvSl-1064-A1-R4_MC03g04638	970	758
MvSl-1064-A1-R4_MC03g04640	0	1
MvSl-1064-A1-R4_MC03g04641	1888	2407
MvSl-1064-A1-R4_MC03g04642	526	857
MvSl-1064-A1-R4_MC03g04643	1974	2533
MvSl-1064-A1-R4_MC03g04644	1509	1498
MvSl-1064-A1-R4_MC03g04645	1267	1189
MvSl-1064-A1-R4_MC03g04646	2705	4732
MvSl-1064-A1-R4_MC03g04647	1007	855
MvSl-1064-A1-R4_MC03g04648	4712	5386
MvSl-1064-A1-R4_MC03g04649	5184	3658
MvSl-1064-A1-R4_MC03g04651	0	0
MvSl-1064-A1-R4_MC03g04652	1575	1812
MvSl-1064-A1-R4_MC03g04653	896	2065
MvSl-1064-A1-R4_MC03g04654	1089	1100
MvSl-1064-A1-R4_MC03g04655	1900	1486
MvSl-1064-A1-R4_MC03g04656	39	31
MvSl-1064-A1-R4_MC03g04657	45	66
MvSl-1064-A1-R4_MC03g04659	3958	4488
MvSl-1064-A1-R4_MC03g04660	5099	4301
MvSl-1064-A1-R4_MC03g04661	1797	1577
MvSl-1064-A1-R4_MC03g04662	1517	1460
MvSl-1064-A1-R4_MC03g04663	98	134
MvSl-1064-A1-R4_MC03g04664	974	912
MvSl-1064-A1-R4_MC03g04667	5769	5028
MvSl-1064-A1-R4_MC03g04668	818	692
MvSl-1064-A1-R4_MC03g04669	1722	1617
MvSl-1064-A1-R4_MC03g04670	5908	5559
MvSl-1064-A1-R4_MC03g04671	1920	2876
MvSl-1064-A1-R4_MC03g04672	1087	1408
MvSl-1064-A1-R4_MC03g04673	14126	13658
MvSl-1064-A1-R4_MC03g04674	5	1
MvSl-1064-A1-R4_MC03g04675	76	44
MvSl-1064-A1-R4_MC03g04677	659	533
MvSl-1064-A1-R4_MC03g04678	5632	4775
MvSl-1064-A1-R4_MC03g04680	1127.77	1853.56
MvSl-1064-A1-R4_MC03g04685	1884	2417
MvSl-1064-A1-R4_MC03g04686	975	1072
MvSl-1064-A1-R4_MC03g04689	5121	4643
MvSl-1064-A1-R4_MC03g04690	929	1319
MvSl-1064-A1-R4_MC03g04691	2339	2195
MvSl-1064-A1-R4_MC03g04692	3250	2799
MvSl-1064-A1-R4_MC03g04693	811	621
MvSl-1064-A1-R4_MC03g04694	1067	720
MvSl-1064-A1-R4_MC03g04695	109	93
MvSl-1064-A1-R4_MC03g04696	34	29
MvSl-1064-A1-R4_MC03g04697	56	44
MvSl-1064-A1-R4_MC03g04698	986	1301
MvSl-1064-A1-R4_MC03g04699	3046	2847
MvSl-1064-A1-R4_MC03g04700	5	8
MvSl-1064-A1-R4_MC03g04701	234	251
MvSl-1064-A1-R4_MC03g04702	516	644
MvSl-1064-A1-R4_MC03g04703	186	196
MvSl-1064-A1-R4_MC03g04704	2925	2363
MvSl-1064-A1-R4_MC03g04705	823	716
MvSl-1064-A1-R4_MC03g04708	2388	3051
MvSl-1064-A1-R4_MC03g04709	537	456
MvSl-1064-A1-R4_MC03g04710	1618	2417
MvSl-1064-A1-R4_MC03g04711	206	128
MvSl-1064-A1-R4_MC03g04712	2812	4559
MvSl-1064-A1-R4_MC03g04713	1032	1425
MvSl-1064-A1-R4_MC03g04714	2679	3273
MvSl-1064-A1-R4_MC03g04715	1484	1309
MvSl-1064-A1-R4_MC03g04716	364	387
MvSl-1064-A1-R4_MC03g04717	191	177
MvSl-1064-A1-R4_MC03g04718	218	367
MvSl-1064-A1-R4_MC03g04719	1040	961
MvSl-1064-A1-R4_MC03g04720	2198	2564
MvSl-1064-A1-R4_MC03g04722	353	321
MvSl-1064-A1-R4_MC03g04723	890	901
MvSl-1064-A1-R4_MC03g04724	2393	2223
MvSl-1064-A1-R4_MC03g04725	992	732
MvSl-1064-A1-R4_MC03g04726	1349	1087
MvSl-1064-A1-R4_MC03g04727	3329	3579
MvSl-1064-A1-R4_MC03g04731	6472	6264
MvSl-1064-A1-R4_MC03g04733	60	59
MvSl-1064-A1-R4_MC03g04734	3329	2848
MvSl-1064-A1-R4_MC03g04735	789	1065
MvSl-1064-A1-R4_MC03g04736	11360	8924
MvSl-1064-A1-R4_MC03g04737	659	751
MvSl-1064-A1-R4_MC03g04738	11272	19283
MvSl-1064-A1-R4_MC03g04739	1882	2729
MvSl-1064-A1-R4_MC03g04740	4324	5000
MvSl-1064-A1-R4_MC03g04743	1079	833
MvSl-1064-A1-R4_MC03g04744	1032	972
MvSl-1064-A1-R4_MC03g04745	788	844
MvSl-1064-A1-R4_MC03g04746	4709	4679
MvSl-1064-A1-R4_MC03g04747	1004	1578
MvSl-1064-A1-R4_MC03g04748	3436	5604
MvSl-1064-A1-R4_MC03g04749	3672	3598
MvSl-1064-A1-R4_MC03g04750	2312	1942
MvSl-1064-A1-R4_MC03g04751	5028	4202
MvSl-1064-A1-R4_MC03g04752	7725	9019
MvSl-1064-A1-R4_MC03g04753	1276	1373
MvSl-1064-A1-R4_MC03g04754	4529	3368
MvSl-1064-A1-R4_MC03g04756	4973	5569
MvSl-1064-A1-R4_MC03g04757	11935	13822
MvSl-1064-A1-R4_MC03g04761	1298	1857
MvSl-1064-A1-R4_MC03g04762	1595	1482
MvSl-1064-A1-R4_MC03g04763	17958	17686
MvSl-1064-A1-R4_MC03g04764	357	333
MvSl-1064-A1-R4_MC03g04765	6719	7496
MvSl-1064-A1-R4_MC03g04766	2306	2060
MvSl-1064-A1-R4_MC03g04767	2727	2589
MvSl-1064-A1-R4_MC03g04768	2065	1715
MvSl-1064-A1-R4_MC03g04769	629	580
MvSl-1064-A1-R4_MC03g04770	17	28
MvSl-1064-A1-R4_MC03g04772	683	638
MvSl-1064-A1-R4_MC03g04773	720	685
MvSl-1064-A1-R4_MC03g04774	1481	1307
MvSl-1064-A1-R4_MC03g04775	1616	1173
MvSl-1064-A1-R4_MC03g04776	502	540
MvSl-1064-A1-R4_MC03g04778	3549	3043
MvSl-1064-A1-R4_MC03g04779	1380	1325
MvSl-1064-A1-R4_MC03g04780	178	206
MvSl-1064-A1-R4_MC03g04781	7907	6407
MvSl-1064-A1-R4_MC03g04784	219	222
MvSl-1064-A1-R4_MC03g04785	16478	14237
MvSl-1064-A1-R4_MC03g04786	7285	6287
MvSl-1064-A1-R4_MC03g04787	4348	4207
MvSl-1064-A1-R4_MC03g04788	1704	1744
MvSl-1064-A1-R4_MC03g04789	4983	6386
MvSl-1064-A1-R4_MC03g04794	3512	3363
MvSl-1064-A1-R4_MC03g04795	2088	1896
MvSl-1064-A1-R4_MC03g04796	3695	2810
MvSl-1064-A1-R4_MC03g04797	3500	3425
MvSl-1064-A1-R4_MC03g04798	3123	3473
MvSl-1064-A1-R4_MC03g04799	32580	55485
MvSl-1064-A1-R4_MC03g04800	2255	1729
MvSl-1064-A1-R4_MC03g04801	301	324
MvSl-1064-A1-R4_MC03g04802	3111	3923
MvSl-1064-A1-R4_MC03g04803	10310	14632
MvSl-1064-A1-R4_MC03g04804	665	616
MvSl-1064-A1-R4_MC03g04805	146	246
MvSl-1064-A1-R4_MC03g04809	2372	1697
MvSl-1064-A1-R4_MC03g04810	2279	2020
MvSl-1064-A1-R4_MC03g04812	1017.35	1309
MvSl-1064-A1-R4_MC03g04813	951	870
MvSl-1064-A1-R4_MC03g04814	2709	2466
MvSl-1064-A1-R4_MC03g04816	1741	1478
MvSl-1064-A1-R4_MC03g04817	1157	895
MvSl-1064-A1-R4_MC03g04818	1581	1414
MvSl-1064-A1-R4_MC03g04820	350	306
MvSl-1064-A1-R4_MC03g04821	3329	3490
MvSl-1064-A1-R4_MC03g04823	3787	3590
MvSl-1064-A1-R4_MC03g04824	1918	2119
MvSl-1064-A1-R4_MC03g04825	2908	2320
MvSl-1064-A1-R4_MC03g04826	4541	5329
MvSl-1064-A1-R4_MC03g04827	1692	1198
MvSl-1064-A1-R4_MC03g04828	84	109
MvSl-1064-A1-R4_MC03g04829	4231	5009
MvSl-1064-A1-R4_MC03g04830	613	521
MvSl-1064-A1-R4_MC03g04831	286	189
MvSl-1064-A1-R4_MC03g04834	924	705
MvSl-1064-A1-R4_MC03g04835	114	73
MvSl-1064-A1-R4_MC03g04836	731	631
MvSl-1064-A1-R4_MC03g04837	2023	1836
MvSl-1064-A1-R4_MC03g04838	778	733
MvSl-1064-A1-R4_MC03g04841	2035.41	2189.41
MvSl-1064-A1-R4_MC03g04844	411	335
MvSl-1064-A1-R4_MC03g04846	59	67
MvSl-1064-A1-R4_MC03g04848	2796	2064
MvSl-1064-A1-R4_MC03g04849	62	55
MvSl-1064-A1-R4_MC03g04850	886	709
MvSl-1064-A1-R4_MC03g04851	490	363
MvSl-1064-A1-R4_MC03g04852	1894	1897
MvSl-1064-A1-R4_MC03g04853	2400	2135
MvSl-1064-A1-R4_MC03g04854	2489	2224
MvSl-1064-A1-R4_MC03g04855	2254	1983
MvSl-1064-A1-R4_MC03g04856	5082	4826
MvSl-1064-A1-R4_MC03g04857	977	1006
MvSl-1064-A1-R4_MC03g04858	4671	5209
MvSl-1064-A1-R4_MC03g04868	4	5
MvSl-1064-A1-R4_MC03g04869	2081	2404
MvSl-1064-A1-R4_MC03g04870	1249	839
MvSl-1064-A1-R4_MC03g04872	3742	3397
MvSl-1064-A1-R4_MC03g04886	389	377
MvSl-1064-A1-R4_MC03g04888	789	573
MvSl-1064-A1-R4_MC03g04889	1380	1268
MvSl-1064-A1-R4_MC03g04890	4014	5393
MvSl-1064-A1-R4_MC03g04892	1395	1684
MvSl-1064-A1-R4_MC03g04916	1099	1617
MvSl-1064-A1-R4_MC03g04917	800	825
MvSl-1064-A1-R4_MC03g04918	394	342
MvSl-1064-A1-R4_MC03g04919	1372	993
MvSl-1064-A1-R4_MC03g04920	877	790
MvSl-1064-A1-R4_MC03g04921	5579	5016
MvSl-1064-A1-R4_MC03g04922	1203	1367
MvSl-1064-A1-R4_MC03g04923	7653	6119
MvSl-1064-A1-R4_MC03g04924	1682	1398
MvSl-1064-A1-R4_MC03g04925	13648	9503
MvSl-1064-A1-R4_MC03g04926	44	36
MvSl-1064-A1-R4_MC03g04927	1154	910
MvSl-1064-A1-R4_MC03g04928	226	226
MvSl-1064-A1-R4_MC03g04929	133	227
MvSl-1064-A1-R4_MC03g04935	4682	4493
MvSl-1064-A1-R4_MC03g04965	1292	941
MvSl-1064-A1-R4_MC03g04967	432	442
MvSl-1064-A1-R4_MC03g04968	681	1014
MvSl-1064-A1-R4_MC03g04969	1160	2298
MvSl-1064-A1-R4_MC03g04970	2975	2913
MvSl-1064-A1-R4_MC03g04971	1136	1129
MvSl-1064-A1-R4_MC03g04972	7347	12830
MvSl-1064-A1-R4_MC03g04973	400	447
MvSl-1064-A1-R4_MC03g04974	119	113
MvSl-1064-A1-R4_MC03g04975	5136	6095
MvSl-1064-A1-R4_MC03g04977	2350	2337
MvSl-1064-A1-R4_MC03g04978	1984	1478
MvSl-1064-A1-R4_MC03g04979	2042	1485
MvSl-1064-A1-R4_MC03g04980	11052	10638
MvSl-1064-A1-R4_MC03g04981	4667	3929
MvSl-1064-A1-R4_MC03g04983	1654	1492
MvSl-1064-A1-R4_MC03g04984	156	157
MvSl-1064-A1-R4_MC03g04985	968	666
MvSl-1064-A1-R4_MC03g04986	335	489
MvSl-1064-A1-R4_MC03g04987	67	76
MvSl-1064-A1-R4_MC03g04988	132	176
MvSl-1064-A1-R4_MC03g04989	344	345
MvSl-1064-A1-R4_MC03g04991	1692	1228
MvSl-1064-A1-R4_MC03g04992	5806.48	5754.02
MvSl-1064-A1-R4_MC03g04994	1952	3491
MvSl-1064-A1-R4_MC03g04997	1275	1004
MvSl-1064-A1-R4_MC03g04998	7320	5882
MvSl-1064-A1-R4_MC03g04999	1317	1545
MvSl-1064-A1-R4_MC03g05000	1678	2366
MvSl-1064-A1-R4_MC03g05001	1824	1462
MvSl-1064-A1-R4_MC03g05002	21	8
MvSl-1064-A1-R4_MC03g05003	6042	8753
MvSl-1064-A1-R4_MC03g05004	496	403
MvSl-1064-A1-R4_MC03g05005	2190	1749
MvSl-1064-A1-R4_MC03g05006	1066	968
MvSl-1064-A1-R4_MC03g05007	453	440
MvSl-1064-A1-R4_MC03g05008	614	531
MvSl-1064-A1-R4_MC03g05009	1954	1513
MvSl-1064-A1-R4_MC03g05010	3528	3080
MvSl-1064-A1-R4_MC03g05023	1704	1307
MvSl-1064-A1-R4_MC03g05024	287	226
MvSl-1064-A1-R4_MC03g05025	1067	1205
MvSl-1064-A1-R4_MC03g05026	731	848
MvSl-1064-A1-R4_MC03g05028	227	208
MvSl-1064-A1-R4_MC03g05029	48	43
MvSl-1064-A1-R4_MC03g05030	3203	3551
MvSl-1064-A1-R4_MC03g05031	855	686
MvSl-1064-A1-R4_MC03g05034	1236	1636
MvSl-1064-A1-R4_MC03g05044	714	820
MvSl-1064-A1-R4_MC03g05045	1381	1092
MvSl-1064-A1-R4_MC03g05046	553	763
MvSl-1064-A1-R4_MC03g05047	13534	12853
MvSl-1064-A1-R4_MC03g05048	533	934
MvSl-1064-A1-R4_MC03g05049	2909	2671
MvSl-1064-A1-R4_MC03g05050	6978	7209
MvSl-1064-A1-R4_MC03g05051	4740	4237
MvSl-1064-A1-R4_MC03g05052	1166	722
MvSl-1064-A1-R4_MC03g05053	2046	1831
MvSl-1064-A1-R4_MC03g05054	4841	3591
MvSl-1064-A1-R4_MC03g05057	590	271
MvSl-1064-A1-R4_MC03g05059	10823	7398
MvSl-1064-A1-R4_MC03g05060	5515	5273
MvSl-1064-A1-R4_MC03g05061	951	315
MvSl-1064-A1-R4_MC03g05062	606	560
MvSl-1064-A1-R4_MC03g05063	1157	1156
MvSl-1064-A1-R4_MC03g05064	9770	8403
MvSl-1064-A1-R4_MC03g05065	1338	1365
MvSl-1064-A1-R4_MC03g05066	1037	860
MvSl-1064-A1-R4_MC03g05067	873	684
MvSl-1064-A1-R4_MC03g05068	3063	2800
MvSl-1064-A1-R4_MC03g05071	104.172	90.2949
MvSl-1064-A1-R4_MC03g05072	2650	2047
MvSl-1064-A1-R4_MC03g05073	11432	9905
MvSl-1064-A1-R4_MC03g05076	67	78
MvSl-1064-A1-R4_MC03g05077	701	544
MvSl-1064-A1-R4_MC03g05078	82698	91107
MvSl-1064-A1-R4_MC03g05079	17622	13329
MvSl-1064-A1-R4_MC03g05080	384	442
MvSl-1064-A1-R4_MC03g05083	5410	4513
MvSl-1064-A1-R4_MC03g05086	1874	2138
MvSl-1064-A1-R4_MC03g05089	9901	11427
MvSl-1064-A1-R4_MC03g05090	1728	1964
MvSl-1064-A1-R4_MC03g05091	4274	4387
MvSl-1064-A1-R4_MC03g05092	2479	1747
MvSl-1064-A1-R4_MC03g05093	876	829
MvSl-1064-A1-R4_MC03g05100	2351	2001
MvSl-1064-A1-R4_MC03g05101	544	615
MvSl-1064-A1-R4_MC03g05102	2	2
MvSl-1064-A1-R4_MC03g05103	4548	3175
MvSl-1064-A1-R4_MC03g05104	1934	1236
MvSl-1064-A1-R4_MC03g05105	830	783
MvSl-1064-A1-R4_MC03g05106	443	428
MvSl-1064-A1-R4_MC03g05111	992	984
MvSl-1064-A1-R4_MC03g05112	1742	1076
MvSl-1064-A1-R4_MC03g05113	1452	1411
MvSl-1064-A1-R4_MC03g05114	1937	1598
MvSl-1064-A1-R4_MC03g05122	8670	7178
MvSl-1064-A1-R4_MC03g05124	20	26
MvSl-1064-A1-R4_MC03g05126	9155	12298
MvSl-1064-A1-R4_MC03g05135	155	196
MvSl-1064-A1-R4_MC03g05136	516	529
MvSl-1064-A1-R4_MC03g05137	631	418
MvSl-1064-A1-R4_MC03g05138	3275	3303
MvSl-1064-A1-R4_MC03g05139	1027	841
MvSl-1064-A1-R4_MC03g05143	162	203
MvSl-1064-A1-R4_MC03g05144	1505	1722
MvSl-1064-A1-R4_MC03g05145	283	539
MvSl-1064-A1-R4_MC03g05146	809	763
MvSl-1064-A1-R4_MC03g05147	1552	1702
MvSl-1064-A1-R4_MC03g05148	2534	2108
MvSl-1064-A1-R4_MC03g05149	110.952	189.105
MvSl-1064-A1-R4_MC03g05151	90.754	110.722
MvSl-1064-A1-R4_MC03g05153	5709	4924
MvSl-1064-A1-R4_MC03g05154	645	830
MvSl-1064-A1-R4_MC03g05155	476	347
MvSl-1064-A1-R4_MC03g05156	23	16
MvSl-1064-A1-R4_MC03g05157	8	6
MvSl-1064-A1-R4_MC03g05158	658	506
MvSl-1064-A1-R4_MC03g05159	1647	1313
MvSl-1064-A1-R4_MC03g05160	654	503
MvSl-1064-A1-R4_MC03g05161	1816	1244
MvSl-1064-A1-R4_MC03g05162	29	35
MvSl-1064-A1-R4_MC03g05163	484	375
MvSl-1064-A1-R4_MC03g05166	2489	1964
MvSl-1064-A1-R4_MC03g05167	3102	1976
MvSl-1064-A1-R4_MC03g05168	3	8
