aa	bb	cc	dd	ee	target_id	A2_1	A2_2
MvSl-1064-A1-R4_A1g01383	MvSl-1064-A2-R4_A2g00527	MvSl-1064-A1-R4_A1g01383	400.19	420.438	MvSl-1064-A2-R4_A2g00527	2102.62	1694.9
MvSl-1064-A1-R4_A1g00230	MvSl-1064-A2-R4_A2g00529	MvSl-1064-A1-R4_A1g00230	421	337	MvSl-1064-A2-R4_A2g00529	1209	1090
MvSl-1064-A1-R4_A1g00824	MvSl-1064-A2-R4_A2g00539	MvSl-1064-A1-R4_A1g00824	13	25	MvSl-1064-A2-R4_A2g00539	0	0
MvSl-1064-A1-R4_A1g00568	MvSl-1064-A2-R4_A2g00548	MvSl-1064-A1-R4_A1g00568	665	582	MvSl-1064-A2-R4_A2g00548	987	771
MvSl-1064-A1-R4_A1g00575	MvSl-1064-A2-R4_A2g00559	MvSl-1064-A1-R4_A1g00575	2077	1773	MvSl-1064-A2-R4_A2g00559	1687	1618
MvSl-1064-A1-R4_A1g00576	MvSl-1064-A2-R4_A2g00560	MvSl-1064-A1-R4_A1g00576	353	236	MvSl-1064-A2-R4_A2g00560	350	257
MvSl-1064-A1-R4_A1g00757	MvSl-1064-A2-R4_A2g00565	MvSl-1064-A1-R4_A1g00757	33.9299	66	MvSl-1064-A2-R4_A2g00565	67	44
MvSl-1064-A1-R4_A1g00756	MvSl-1064-A2-R4_A2g00566	MvSl-1064-A1-R4_A1g00756	26	23	MvSl-1064-A2-R4_A2g00566	36	28.4845
MvSl-1064-A1-R4_A1g00752	MvSl-1064-A2-R4_A2g00568	MvSl-1064-A1-R4_A1g00752	401	463	MvSl-1064-A2-R4_A2g00568	12	6
MvSl-1064-A1-R4_A1g00751	MvSl-1064-A2-R4_A2g00569	MvSl-1064-A1-R4_A1g00751	5852	5636	MvSl-1064-A2-R4_A2g00569	5516	4972
MvSl-1064-A1-R4_A1g00750	MvSl-1064-A2-R4_A2g00570	MvSl-1064-A1-R4_A1g00750	1353	1162	MvSl-1064-A2-R4_A2g00570	1522	1390
MvSl-1064-A1-R4_A1g00594	MvSl-1064-A2-R4_A2g00575	MvSl-1064-A1-R4_A1g00594	895	1038	MvSl-1064-A2-R4_A2g00575	361	258
MvSl-1064-A1-R4_A1g00749	MvSl-1064-A2-R4_A2g00576	MvSl-1064-A1-R4_A1g00749	2571	1536	MvSl-1064-A2-R4_A2g00576	2438	1058
MvSl-1064-A1-R4_A1g00745	MvSl-1064-A2-R4_A2g00577	MvSl-1064-A1-R4_A1g00745	489	425	MvSl-1064-A2-R4_A2g00577	2059	1762
MvSl-1064-A1-R4_A1g01135	MvSl-1064-A2-R4_A2g00602	MvSl-1064-A1-R4_A1g01135	632	745	MvSl-1064-A2-R4_A2g00602	1472	1502
MvSl-1064-A1-R4_A1g00245	MvSl-1064-A2-R4_A2g00611	MvSl-1064-A1-R4_A1g00245	482	725	MvSl-1064-A2-R4_A2g00611	282	515
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A2-R4_A2g00615	MvSl-1064-A1-R4_A1g00635	591	487	MvSl-1064-A2-R4_A2g00615	318	146
MvSl-1064-A1-R4_A1g00241	MvSl-1064-A2-R4_A2g00643	MvSl-1064-A1-R4_A1g00241	2160	2219	MvSl-1064-A2-R4_A2g00643	3471	3971
MvSl-1064-A1-R4_A1g00242	MvSl-1064-A2-R4_A2g00644	MvSl-1064-A1-R4_A1g00242	961	856	MvSl-1064-A2-R4_A2g00644	1624	1685
MvSl-1064-A1-R4_A1g00270	MvSl-1064-A2-R4_A2g00647	MvSl-1064-A1-R4_A1g00270	1127	1172	MvSl-1064-A2-R4_A2g00647	654	516
MvSl-1064-A1-R4_A1g00269	MvSl-1064-A2-R4_A2g00651	MvSl-1064-A1-R4_A1g00269	2744	2946	MvSl-1064-A2-R4_A2g00651	264	163
MvSl-1064-A1-R4_A1g00763	MvSl-1064-A2-R4_A2g00660	MvSl-1064-A1-R4_A1g00763	67	36	MvSl-1064-A2-R4_A2g00660	6	1
MvSl-1064-A1-R4_A1g00211	MvSl-1064-A2-R4_A2g00698	MvSl-1064-A1-R4_A1g00211	9195	9463	MvSl-1064-A2-R4_A2g00698	12815	11473
MvSl-1064-A1-R4_A1g00210	MvSl-1064-A2-R4_A2g00699	MvSl-1064-A1-R4_A1g00210	740	787	MvSl-1064-A2-R4_A2g00699	762	861
MvSl-1064-A1-R4_A1g01418	MvSl-1064-A2-R4_A2g00702	MvSl-1064-A1-R4_A1g01418	55.4838	27.3983	MvSl-1064-A2-R4_A2g00702	524.616	451.453
MvSl-1064-A1-R4_A1g00292	MvSl-1064-A2-R4_A2g00711	MvSl-1064-A1-R4_A1g00292	2554	3171	MvSl-1064-A2-R4_A2g00711	1564	1928
MvSl-1064-A1-R4_A1g00406	MvSl-1064-A2-R4_A2g00732	MvSl-1064-A1-R4_A1g00406	740	910	MvSl-1064-A2-R4_A2g00732	1118	1122
MvSl-1064-A1-R4_A1g00441	MvSl-1064-A2-R4_A2g00737	MvSl-1064-A1-R4_A1g00441	680	1051	MvSl-1064-A2-R4_A2g00737	809	908
MvSl-1064-A1-R4_A1g00144	MvSl-1064-A2-R4_A2g00759	MvSl-1064-A1-R4_A1g00144	1469	2081	MvSl-1064-A2-R4_A2g00759	1399	1646
MvSl-1064-A1-R4_A1g01369	MvSl-1064-A2-R4_A2g00773	MvSl-1064-A1-R4_A1g01369	7060	7831	MvSl-1064-A2-R4_A2g00773	11548	15379
MvSl-1064-A1-R4_A1g01368	MvSl-1064-A2-R4_A2g00774	MvSl-1064-A1-R4_A1g01368	1466	980	MvSl-1064-A2-R4_A2g00774	1409	1083
MvSl-1064-A1-R4_A1g01367	MvSl-1064-A2-R4_A2g00775	MvSl-1064-A1-R4_A1g01367	282	231	MvSl-1064-A2-R4_A2g00775	353	343
MvSl-1064-A1-R4_A1g01366	MvSl-1064-A2-R4_A2g00776	MvSl-1064-A1-R4_A1g01366	1589	1576	MvSl-1064-A2-R4_A2g00776	1686	1768
MvSl-1064-A1-R4_A1g00194	MvSl-1064-A2-R4_A2g00791	MvSl-1064-A1-R4_A1g00194	177.768	162.92	MvSl-1064-A2-R4_A2g00791	129.945	109.527
MvSl-1064-A1-R4_A1g01290	MvSl-1064-A2-R4_A2g00797	MvSl-1064-A1-R4_A1g01290	438	510	MvSl-1064-A2-R4_A2g00797	1541	1418
MvSl-1064-A1-R4_A1g01288	MvSl-1064-A2-R4_A2g00799	MvSl-1064-A1-R4_A1g01288	523	713	MvSl-1064-A2-R4_A2g00799	1367	1741
MvSl-1064-A1-R4_A1g00327	MvSl-1064-A2-R4_A2g00818	MvSl-1064-A1-R4_A1g00327	330	337	MvSl-1064-A2-R4_A2g00818	350	369
MvSl-1064-A1-R4_A1g01404	MvSl-1064-A2-R4_A2g00821	MvSl-1064-A1-R4_A1g01404	231	219	MvSl-1064-A2-R4_A2g00821	5	6
MvSl-1064-A1-R4_A1g01405	MvSl-1064-A2-R4_A2g00822	MvSl-1064-A1-R4_A1g01405	444	551	MvSl-1064-A2-R4_A2g00822	564	581
MvSl-1064-A1-R4_A1g01137	MvSl-1064-A2-R4_A2g00825	MvSl-1064-A1-R4_A1g01137	1599	1640	MvSl-1064-A2-R4_A2g00825	1265	1195
MvSl-1064-A1-R4_A1g01154	MvSl-1064-A2-R4_A2g00832	MvSl-1064-A1-R4_A1g01154	2911	3256	MvSl-1064-A2-R4_A2g00832	3097	3627
MvSl-1064-A1-R4_A1g01159	MvSl-1064-A2-R4_A2g00833	MvSl-1064-A1-R4_A1g01159	2009	2308	MvSl-1064-A2-R4_A2g00833	2982	3347
MvSl-1064-A1-R4_A1g01160	MvSl-1064-A2-R4_A2g00834	MvSl-1064-A1-R4_A1g01160	2562	2462	MvSl-1064-A2-R4_A2g00834	3429	3653
MvSl-1064-A1-R4_A1g01161	MvSl-1064-A2-R4_A2g00835	MvSl-1064-A1-R4_A1g01161	1131	1117	MvSl-1064-A2-R4_A2g00835	1025	1167
MvSl-1064-A1-R4_A1g01162	MvSl-1064-A2-R4_A2g00836	MvSl-1064-A1-R4_A1g01162	5	2	MvSl-1064-A2-R4_A2g00836	170	243
MvSl-1064-A1-R4_A1g01163	MvSl-1064-A2-R4_A2g00837	MvSl-1064-A1-R4_A1g01163	46	42	MvSl-1064-A2-R4_A2g00837	644	596
MvSl-1064-A1-R4_A1g01212	MvSl-1064-A2-R4_A2g00841	MvSl-1064-A1-R4_A1g01212	501	244	MvSl-1064-A2-R4_A2g00841	108	119
MvSl-1064-A1-R4_A1g01049	MvSl-1064-A2-R4_A2g00858	MvSl-1064-A1-R4_A1g01049	871	753	MvSl-1064-A2-R4_A2g00858	2038	1948
MvSl-1064-A1-R4_A1g00533	MvSl-1064-A2-R4_A2g00864	MvSl-1064-A1-R4_A1g00533	1183	1299	MvSl-1064-A2-R4_A2g00864	1317	1311
MvSl-1064-A1-R4_A1g00534	MvSl-1064-A2-R4_A2g00865	MvSl-1064-A1-R4_A1g00534	4027	4177	MvSl-1064-A2-R4_A2g00865	3514	3882
MvSl-1064-A1-R4_A1g00541	MvSl-1064-A2-R4_A2g00866	MvSl-1064-A1-R4_A1g00541	1593	1002	MvSl-1064-A2-R4_A2g00866	1549	1226
MvSl-1064-A1-R4_A1g00542	MvSl-1064-A2-R4_A2g00867	MvSl-1064-A1-R4_A1g00542	646	613	MvSl-1064-A2-R4_A2g00867	1614	1556
MvSl-1064-A1-R4_A1g00543	MvSl-1064-A2-R4_A2g00868	MvSl-1064-A1-R4_A1g00543	2837	2165	MvSl-1064-A2-R4_A2g00868	3168	2792
MvSl-1064-A1-R4_A1g00544	MvSl-1064-A2-R4_A2g00869	MvSl-1064-A1-R4_A1g00544	864	1038	MvSl-1064-A2-R4_A2g00869	1098	1200
MvSl-1064-A1-R4_A1g00525	MvSl-1064-A2-R4_A2g00886	MvSl-1064-A1-R4_A1g00525	3461	3430	MvSl-1064-A2-R4_A2g00886	2992	2883
MvSl-1064-A1-R4_A1g00524	MvSl-1064-A2-R4_A2g00887	MvSl-1064-A1-R4_A1g00524	8	12	MvSl-1064-A2-R4_A2g00887	0	0
MvSl-1064-A1-R4_A1g00522	MvSl-1064-A2-R4_A2g00889	MvSl-1064-A1-R4_A1g00522	83	111	MvSl-1064-A2-R4_A2g00889	1	7
MvSl-1064-A1-R4_A1g01007	MvSl-1064-A2-R4_A2g00894	MvSl-1064-A1-R4_A1g01007	709.203	573.448	MvSl-1064-A2-R4_A2g00894	3074.63	2421.39
MvSl-1064-A1-R4_A1g00669	MvSl-1064-A2-R4_A2g00902	MvSl-1064-A1-R4_A1g00669	747	820	MvSl-1064-A2-R4_A2g00902	873	903
MvSl-1064-A1-R4_A1g00668	MvSl-1064-A2-R4_A2g00904	MvSl-1064-A1-R4_A1g00668	2419	2630	MvSl-1064-A2-R4_A2g00904	41	69
MvSl-1064-A1-R4_A1g00312	MvSl-1064-A2-R4_A2g00914	MvSl-1064-A1-R4_A1g00312	9920	14737	MvSl-1064-A2-R4_A2g00914	1243	1075
MvSl-1064-A1-R4_A1g00311	MvSl-1064-A2-R4_A2g00915	MvSl-1064-A1-R4_A1g00311	4973	4602	MvSl-1064-A2-R4_A2g00915	5990	5396
MvSl-1064-A1-R4_A1g00842	MvSl-1064-A2-R4_A2g00923	MvSl-1064-A1-R4_A1g00842	1653	2055	MvSl-1064-A2-R4_A2g00923	1444	1952
MvSl-1064-A1-R4_A1g00843	MvSl-1064-A2-R4_A2g00924	MvSl-1064-A1-R4_A1g00843	231	251	MvSl-1064-A2-R4_A2g00924	190	189
MvSl-1064-A1-R4_A1g00844	MvSl-1064-A2-R4_A2g00925	MvSl-1064-A1-R4_A1g00844	17	22	MvSl-1064-A2-R4_A2g00925	1	5
MvSl-1064-A1-R4_A1g01021	MvSl-1064-A2-R4_A2g00954	MvSl-1064-A1-R4_A1g01021	1	3	MvSl-1064-A2-R4_A2g00954	67	37
MvSl-1064-A1-R4_A1g01317	MvSl-1064-A2-R4_A2g00957	MvSl-1064-A1-R4_A1g01317	2542	2996	MvSl-1064-A2-R4_A2g00957	3154	3485
MvSl-1064-A1-R4_A1g01022	MvSl-1064-A2-R4_A2g00961	MvSl-1064-A1-R4_A1g01022	0	0	MvSl-1064-A2-R4_A2g00961	1	0
MvSl-1064-A1-R4_A1g00352	MvSl-1064-A2-R4_A2g00968	MvSl-1064-A1-R4_A1g00352	614	807	MvSl-1064-A2-R4_A2g00968	791	1000
MvSl-1064-A1-R4_A1g00351	MvSl-1064-A2-R4_A2g00969	MvSl-1064-A1-R4_A1g00351	1746	1366	MvSl-1064-A2-R4_A2g00969	2481	1616
MvSl-1064-A1-R4_A1g00350	MvSl-1064-A2-R4_A2g00970	MvSl-1064-A1-R4_A1g00350	307	350	MvSl-1064-A2-R4_A2g00970	579	824
MvSl-1064-A1-R4_A1g00694	MvSl-1064-A2-R4_A2g00975	MvSl-1064-A1-R4_A1g00694	2715	2890.42	MvSl-1064-A2-R4_A2g00975	3534.42	3823.32
MvSl-1064-A1-R4_A1g00693	MvSl-1064-A2-R4_A2g00976	MvSl-1064-A1-R4_A1g00693	2907	2918	MvSl-1064-A2-R4_A2g00976	3415	3195
MvSl-1064-A1-R4_A1g00642	MvSl-1064-A2-R4_A2g00977	MvSl-1064-A1-R4_A1g00642	76.5122	78	MvSl-1064-A2-R4_A2g00977	3197.44	2876.92
MvSl-1064-A1-R4_A1g00193	MvSl-1064-A2-R4_A2g00991	MvSl-1064-A1-R4_A1g00193	8199	9108	MvSl-1064-A2-R4_A2g00991	7092	7851
MvSl-1064-A1-R4_A1g00433	MvSl-1064-A2-R4_A2g00993	MvSl-1064-A1-R4_A1g00433	904	808	MvSl-1064-A2-R4_A2g00993	831	713
MvSl-1064-A1-R4_A1g00432	MvSl-1064-A2-R4_A2g00994	MvSl-1064-A1-R4_A1g00432	2373	2675	MvSl-1064-A2-R4_A2g00994	2396	2822
MvSl-1064-A1-R4_A1g00349	MvSl-1064-A2-R4_A2g00995	MvSl-1064-A1-R4_A1g00349	12413	9950	MvSl-1064-A2-R4_A2g00995	78785	57733
MvSl-1064-A1-R4_A1g00644	MvSl-1064-A2-R4_A2g01002	MvSl-1064-A1-R4_A1g00644	798	981	MvSl-1064-A2-R4_A2g01002	453	369
MvSl-1064-A1-R4_MC03g04896	MvSl-1064-A2-R4_A2g01020	MvSl-1064-A1-R4_MC03g04896	4093.42	3160.44	MvSl-1064-A2-R4_A2g01020	5139.88	3566.72
MvSl-1064-A1-R4_A1g00835	MvSl-1064-A2-R4_A2g01032	MvSl-1064-A1-R4_A1g00835	0	0	MvSl-1064-A2-R4_A2g01032	0	0
MvSl-1064-A1-R4_A1g00845	MvSl-1064-A2-R4_A2g01038	MvSl-1064-A1-R4_A1g00845	1229	1070	MvSl-1064-A2-R4_A2g01038	1494	1218
MvSl-1064-A1-R4_A1g00546	MvSl-1064-A2-R4_A2g01042	MvSl-1064-A1-R4_A1g00546	532.102	479.533	MvSl-1064-A2-R4_A2g01042	1131.27	1234.94
MvSl-1064-A1-R4_A1g01346	MvSl-1064-A2-R4_A2g01083	MvSl-1064-A1-R4_A1g01346	2870	4250	MvSl-1064-A2-R4_A2g01083	2622	4024
MvSl-1064-A1-R4_A1g01359	MvSl-1064-A2-R4_A2g01110	MvSl-1064-A1-R4_A1g01359	1388	1046	MvSl-1064-A2-R4_A2g01110	2117	1941
MvSl-1064-A1-R4_A1g00854	MvSl-1064-A2-R4_A2g01111	MvSl-1064-A1-R4_A1g00854	2371	1886	MvSl-1064-A2-R4_A2g01111	4075	4148
MvSl-1064-A1-R4_A1g00853	MvSl-1064-A2-R4_A2g01112	MvSl-1064-A1-R4_A1g00853	3351	3589	MvSl-1064-A2-R4_A2g01112	1397	1436
MvSl-1064-A1-R4_A1g01384	MvSl-1064-A2-R4_A2g01135	MvSl-1064-A1-R4_A1g01384	4013	4586	MvSl-1064-A2-R4_A2g01135	2354	2746
MvSl-1064-A1-R4_A1g00628	MvSl-1064-A2-R4_A2g01139	MvSl-1064-A1-R4_A1g00628	2587.15	3687.78	MvSl-1064-A2-R4_A2g01139	400.459	484.825
MvSl-1064-A1-R4_A1g01431	MvSl-1064-A2-R4_A2g01151	MvSl-1064-A1-R4_A1g01431	1353	1268	MvSl-1064-A2-R4_A2g01151	1735	1664
MvSl-1064-A1-R4_A1g01432	MvSl-1064-A2-R4_A2g01152	MvSl-1064-A1-R4_A1g01432	382	251	MvSl-1064-A2-R4_A2g01152	777	890
MvSl-1064-A1-R4_A1g00997	MvSl-1064-A2-R4_A2g01153	MvSl-1064-A1-R4_A1g00997	1965	2189	MvSl-1064-A2-R4_A2g01153	222	195
MvSl-1064-A1-R4_A1g00998	MvSl-1064-A2-R4_A2g01154	MvSl-1064-A1-R4_A1g00998	363	470	MvSl-1064-A2-R4_A2g01154	530	705
MvSl-1064-A1-R4_A1g00957	MvSl-1064-A2-R4_A2g01186	MvSl-1064-A1-R4_A1g00957	531	561	MvSl-1064-A2-R4_A2g01186	749	890
MvSl-1064-A1-R4_A1g00958	MvSl-1064-A2-R4_A2g01187	MvSl-1064-A1-R4_A1g00958	2430	2805	MvSl-1064-A2-R4_A2g01187	1904	2153
MvSl-1064-A1-R4_A1g00960	MvSl-1064-A2-R4_A2g01189	MvSl-1064-A1-R4_A1g00960	4536	3460	MvSl-1064-A2-R4_A2g01189	4268	3011
MvSl-1064-A1-R4_A1g00968	MvSl-1064-A2-R4_A2g01198	MvSl-1064-A1-R4_A1g00968	876	738	MvSl-1064-A2-R4_A2g01198	1116	1113
MvSl-1064-A1-R4_A1g00184	MvSl-1064-A2-R4_A2g01227	MvSl-1064-A1-R4_A1g00184	1283	1359	MvSl-1064-A2-R4_A2g01227	1520	1869
MvSl-1064-A1-R4_A1g00316	MvSl-1064-A2-R4_A2g01247	MvSl-1064-A1-R4_A1g00316	197.227	152.162	MvSl-1064-A2-R4_A2g01247	187.742	163.018
MvSl-1064-A1-R4_A1g00515	MvSl-1064-A2-R4_A2g01249	MvSl-1064-A1-R4_A1g00515	768	962	MvSl-1064-A2-R4_A2g01249	656	613
MvSl-1064-A1-R4_A1g00514	MvSl-1064-A2-R4_A2g01252	MvSl-1064-A1-R4_A1g00514	3588	2319	MvSl-1064-A2-R4_A2g01252	3889	2265
MvSl-1064-A1-R4_A1g00503	MvSl-1064-A2-R4_A2g01265	MvSl-1064-A1-R4_A1g00503	1426	1822	MvSl-1064-A2-R4_A2g01265	2240	2370
MvSl-1064-A1-R4_A1g00504	MvSl-1064-A2-R4_A2g01266	MvSl-1064-A1-R4_A1g00504	219	252	MvSl-1064-A2-R4_A2g01266	255	270
MvSl-1064-A1-R4_A1g00505	MvSl-1064-A2-R4_A2g01267	MvSl-1064-A1-R4_A1g00505	924	509	MvSl-1064-A2-R4_A2g01267	988	503
MvSl-1064-A1-R4_A1g00506	MvSl-1064-A2-R4_A2g01268	MvSl-1064-A1-R4_A1g00506	595	578	MvSl-1064-A2-R4_A2g01268	634	695
MvSl-1064-A1-R4_A1g00507	MvSl-1064-A2-R4_A2g01269	MvSl-1064-A1-R4_A1g00507	1272	911	MvSl-1064-A2-R4_A2g01269	1376	1158
MvSl-1064-A1-R4_A1g00511	MvSl-1064-A2-R4_A2g01275	MvSl-1064-A1-R4_A1g00511	2170	2179	MvSl-1064-A2-R4_A2g01275	2276	2375
MvSl-1064-A1-R4_A1g00512	MvSl-1064-A2-R4_A2g01276	MvSl-1064-A1-R4_A1g00512	641	642	MvSl-1064-A2-R4_A2g01276	728	790
MvSl-1064-A1-R4_A1g00513	MvSl-1064-A2-R4_A2g01277	MvSl-1064-A1-R4_A1g00513	984	1057	MvSl-1064-A2-R4_A2g01277	1111	1167
MvSl-1064-A1-R4_A1g01017	MvSl-1064-A2-R4_A2g01279	MvSl-1064-A1-R4_A1g01017	2457	2665	MvSl-1064-A2-R4_A2g01279	2650	2200
MvSl-1064-A1-R4_A1g00970	MvSl-1064-A2-R4_A2g01287	MvSl-1064-A1-R4_A1g00970	1407	1816	MvSl-1064-A2-R4_A2g01287	3417	3338
MvSl-1064-A1-R4_A1g00972	MvSl-1064-A2-R4_A2g01289	MvSl-1064-A1-R4_A1g00972	1801	2561	MvSl-1064-A2-R4_A2g01289	720	728
MvSl-1064-A1-R4_A1g00252	MvSl-1064-A2-R4_A2g01311	MvSl-1064-A1-R4_A1g00252	82.9083	96.3947	MvSl-1064-A2-R4_A2g01311	11.4107	12.324
MvSl-1064-A1-R4_A1g00253	MvSl-1064-A2-R4_A2g01312	MvSl-1064-A1-R4_A1g00253	185	214.138	MvSl-1064-A2-R4_A2g01312	304.902	234.802
MvSl-1064-A1-R4_A1g01407	MvSl-1064-A2-R4_A2g01322	MvSl-1064-A1-R4_A1g01407	2169	2124	MvSl-1064-A2-R4_A2g01322	1952	1930
MvSl-1064-A1-R4_A1g01406	MvSl-1064-A2-R4_A2g01323	MvSl-1064-A1-R4_A1g01406	48637	62993	MvSl-1064-A2-R4_A2g01323	36152	34759
MvSl-1064-A1-R4_A1g01219	MvSl-1064-A2-R4_A2g01387	MvSl-1064-A1-R4_A1g01219	34650	45821	MvSl-1064-A2-R4_A2g01387	19162	32596
MvSl-1064-A1-R4_A1g01220	MvSl-1064-A2-R4_A2g01388	MvSl-1064-A1-R4_A1g01220	539	597	MvSl-1064-A2-R4_A2g01388	6680	7014
MvSl-1064-A1-R4_A1g01174	MvSl-1064-A2-R4_A2g01392	MvSl-1064-A1-R4_A1g01174	1524	1945	MvSl-1064-A2-R4_A2g01392	796	767
MvSl-1064-A1-R4_A1g01173	MvSl-1064-A2-R4_A2g01393	MvSl-1064-A1-R4_A1g01173	749	697	MvSl-1064-A2-R4_A2g01393	603	545
MvSl-1064-A1-R4_A1g01271	MvSl-1064-A2-R4_A2g01394	MvSl-1064-A1-R4_A1g01271	3725	5806	MvSl-1064-A2-R4_A2g01394	3163	4419
MvSl-1064-A1-R4_A1g01272	MvSl-1064-A2-R4_A2g01395	MvSl-1064-A1-R4_A1g01272	9036	13172	MvSl-1064-A2-R4_A2g01395	11313	16447
MvSl-1064-A1-R4_A1g01261	MvSl-1064-A2-R4_A2g01419	MvSl-1064-A1-R4_A1g01261	15924	17305	MvSl-1064-A2-R4_A2g01419	5189	3149
MvSl-1064-A1-R4_A1g00153	MvSl-1064-A2-R4_A2g01431	MvSl-1064-A1-R4_A1g00153	3279	2888	MvSl-1064-A2-R4_A2g01431	3372	2490
MvSl-1064-A1-R4_A1g00154	MvSl-1064-A2-R4_A2g01432	MvSl-1064-A1-R4_A1g00154	817	957	MvSl-1064-A2-R4_A2g01432	516	564
MvSl-1064-A1-R4_A1g00155	MvSl-1064-A2-R4_A2g01433	MvSl-1064-A1-R4_A1g00155	1122.81	1469.88	MvSl-1064-A2-R4_A2g01433	1935.54	2047.94
MvSl-1064-A1-R4_A1g00626	MvSl-1064-A2-R4_A2g01445	MvSl-1064-A1-R4_A1g00626	196.846	231.04	MvSl-1064-A2-R4_A2g01445	105.869	96.6213
MvSl-1064-A1-R4_A1g00175	MvSl-1064-A2-R4_A2g01447	MvSl-1064-A1-R4_A1g00175	1224	1408	MvSl-1064-A2-R4_A2g01447	1912	1544
MvSl-1064-A1-R4_A1g00283	MvSl-1064-A2-R4_A2g01455	MvSl-1064-A1-R4_A1g00283	47.9114	35.1566	MvSl-1064-A2-R4_A2g01455	968.989	845.003
MvSl-1064-A1-R4_A1g01302	MvSl-1064-A2-R4_A2g01497	MvSl-1064-A1-R4_A1g01302	38	27	MvSl-1064-A2-R4_A2g01497	2617	3305
MvSl-1064-A1-R4_A1g00516	MvSl-1064-A2-R4_A2g01504	MvSl-1064-A1-R4_A1g00516	8465	11321	MvSl-1064-A2-R4_A2g01504	5539	6137
MvSl-1064-A1-R4_A1g00517	MvSl-1064-A2-R4_A2g01505	MvSl-1064-A1-R4_A1g00517	6350	5186	MvSl-1064-A2-R4_A2g01505	9718	7558
MvSl-1064-A1-R4_A1g00518	MvSl-1064-A2-R4_A2g01506	MvSl-1064-A1-R4_A1g00518	1467	1955	MvSl-1064-A2-R4_A2g01506	1549	1795
MvSl-1064-A1-R4_A1g00519	MvSl-1064-A2-R4_A2g01511	MvSl-1064-A1-R4_A1g00519	3009	3086	MvSl-1064-A2-R4_A2g01511	2919	2642
MvSl-1064-A1-R4_A1g00520	MvSl-1064-A2-R4_A2g01512	MvSl-1064-A1-R4_A1g00520	881	1056	MvSl-1064-A2-R4_A2g01512	903	1015
MvSl-1064-A1-R4_A1g00521	MvSl-1064-A2-R4_A2g01513	MvSl-1064-A1-R4_A1g00521	1020	1719	MvSl-1064-A2-R4_A2g01513	1072	1481
MvSl-1064-A1-R4_A1g01227	MvSl-1064-A2-R4_A2g01519	MvSl-1064-A1-R4_A1g01227	2806	4880	MvSl-1064-A2-R4_A2g01519	2860	4355
MvSl-1064-A1-R4_A1g01228	MvSl-1064-A2-R4_A2g01520	MvSl-1064-A1-R4_A1g01228	189	225	MvSl-1064-A2-R4_A2g01520	280	272
MvSl-1064-A1-R4_A1g00646	MvSl-1064-A2-R4_A2g01534	MvSl-1064-A1-R4_A1g00646	6051	8614	MvSl-1064-A2-R4_A2g01534	2702	3194
MvSl-1064-A1-R4_A1g00645	MvSl-1064-A2-R4_A2g01535	MvSl-1064-A1-R4_A1g00645	1140	1480	MvSl-1064-A2-R4_A2g01535	1477	1523
MvSl-1064-A1-R4_A1g01175	MvSl-1064-A2-R4_A2g01554	MvSl-1064-A1-R4_A1g01175	8.39343	10.3652	MvSl-1064-A2-R4_A2g01554	2.43619	1.01774
MvSl-1064-A1-R4_A1g01347	MvSl-1064-A2-R4_A2g01555	MvSl-1064-A1-R4_A1g01347	1510	1428	MvSl-1064-A2-R4_A2g01555	3765	3460
MvSl-1064-A1-R4_A1g01348	MvSl-1064-A2-R4_A2g01556	MvSl-1064-A1-R4_A1g01348	3230	3355	MvSl-1064-A2-R4_A2g01556	3723	3993
MvSl-1064-A1-R4_A1g01350	MvSl-1064-A2-R4_A2g01557	MvSl-1064-A1-R4_A1g01350	1225	1356	MvSl-1064-A2-R4_A2g01557	1282	1394
MvSl-1064-A1-R4_A1g01351	MvSl-1064-A2-R4_A2g01558	MvSl-1064-A1-R4_A1g01351	22750	23309	MvSl-1064-A2-R4_A2g01558	23432	26928
MvSl-1064-A1-R4_A1g01164	MvSl-1064-A2-R4_A2g01564	MvSl-1064-A1-R4_A1g01164	538	602	MvSl-1064-A2-R4_A2g01564	350	408
MvSl-1064-A1-R4_A1g00977	MvSl-1064-A2-R4_A2g01566	MvSl-1064-A1-R4_A1g00977	1672	1577	MvSl-1064-A2-R4_A2g01566	217	217
MvSl-1064-A1-R4_A1g00913	MvSl-1064-A2-R4_A2g01572	MvSl-1064-A1-R4_A1g00913	777	694	MvSl-1064-A2-R4_A2g01572	614	532
MvSl-1064-A1-R4_A1g00920	MvSl-1064-A2-R4_A2g01577	MvSl-1064-A1-R4_A1g00920	363	258	MvSl-1064-A2-R4_A2g01577	251	111
MvSl-1064-A1-R4_A1g00921	MvSl-1064-A2-R4_A2g01578	MvSl-1064-A1-R4_A1g00921	2717	3156	MvSl-1064-A2-R4_A2g01578	3788	3641
MvSl-1064-A1-R4_A1g00923	MvSl-1064-A2-R4_A2g01579	MvSl-1064-A1-R4_A1g00923	256	188	MvSl-1064-A2-R4_A2g01579	561	509
MvSl-1064-A1-R4_A1g00912	MvSl-1064-A2-R4_A2g01608	MvSl-1064-A1-R4_A1g00912	776	1018	MvSl-1064-A2-R4_A2g01608	784	996
MvSl-1064-A1-R4_A1g00911	MvSl-1064-A2-R4_A2g01609	MvSl-1064-A1-R4_A1g00911	1867	2526	MvSl-1064-A2-R4_A2g01609	1785	2459
