gida1	gidmvsv	dnds	dn	ds
MvSl-1064-A1-R4_MC03g04315	MvSv-1253-A1-R1_MC04g02848	0.2011	0.0353	0.1756
MvSl-1064-A1-R4_MC03g04316	MvSv-1253-A1-R1_MC04g02849	0.1361	0.0214	0.1575
MvSl-1064-A1-R4_MC03g04317	MvSv-1253-A1-R1_MC04g02850	0.1047	0.0149	0.1421
MvSl-1064-A1-R4_A1g00659	MvSv-1253-A1-R1_MC03g02219	0.5058	0.1687	0.3335
MvSl-1064-A1-R4_MC03g04318	MvSv-1253-A1-R1_MC04g02851	0.1909	0.0364	0.1905
MvSl-1064-A1-R4_MC03g04319	MvSv-1253-A1-R1_MC04g02852	0.1103	0.0203	0.1843
MvSl-1064-A1-R4_MC03g04320	MvSv-1253-A1-R1_MC04g02853	0.4875	0.0639	0.1311
MvSl-1064-A1-R4_MC03g04321	MvSv-1253-A1-R1_MC01g00943	0.6154	0.0978	0.1589
MvSl-1064-A1-R4_MC03g04328	MvSv-1253-A1-R1_MC04g02859	0.0655	0.0189	0.2891
MvSl-1064-A1-R4_MC03g04329	MvSv-1253-A1-R1_MC04g02860	0.1303	0.0291	0.2231
MvSl-1064-A1-R4_MC03g04330	MvSv-1253-A1-R1_MC04g02861	0.0746	0.0127	0.1698
MvSl-1064-A1-R4_MC03g04336	MvSv-1253-A1-R1_MC04g02862	0.2155	0.0314	0.1455
MvSl-1064-A1-R4_MC03g04337	MvSv-1253-A1-R1_MC04g02863	0.0875	0.0168	0.1915
MvSl-1064-A1-R4_MC03g04353	MvSv-1253-A1-R1_MC04g02865	0.1291	0.0213	0.1648
MvSl-1064-A1-R4_A1g00004	MvSv-1253-A1-R1_MC12g07639	0.1601	0.0586	0.3659
MvSl-1064-A1-R4_A1g00036	MvSv-1253-A1-R1_MC12g07659	0.194	0.0398	0.2051
MvSl-1064-A1-R4_A1g00668	MvSv-1253-A1-R1_MC12g07751	0.2783	0.0293	0.1052
MvSl-1064-A1-R4_MC03g04354	MvSv-1253-A1-R1_MC04g02866	0.0941	0.0122	0.1293
MvSl-1064-A1-R4_MC03g04355	MvSv-1253-A1-R1_MC04g02867	0.0453	0.0077	0.1706
MvSl-1064-A1-R4_MC03g04356	MvSv-1253-A1-R1_MC04g02868	0.086	0.0194	0.226
MvSl-1064-A1-R4_MC03g04357	MvSv-1253-A1-R1_MC04g02869	0.245	0.035	0.1429
MvSl-1064-A1-R4_MC03g04358	MvSv-1253-A1-R1_MC04g02870	0.0704	0.0099	0.1402
MvSl-1064-A1-R4_MC03g04359	MvSv-1253-A1-R1_MC04g02871	0.2001	0.0528	0.2639
MvSl-1064-A1-R4_MC03g04360	MvSv-1253-A1-R1_MC04g02872	0.2039	0.0326	0.16
MvSl-1064-A1-R4_MC03g04361	MvSv-1253-A1-R1_MC04g02873	0.4527	0.064	0.1414
MvSl-1064-A1-R4_MC03g04362	MvSv-1253-A1-R1_MC04g02874	0.51	0.0845	0.1657
MvSl-1064-A1-R4_MC03g04364	MvSv-1253-A1-R1_MC04g02876	0.05	0.0062	0.1242
MvSl-1064-A1-R4_A1g00669	MvSv-1253-A1-R1_MC12g07750	0.4138	0.0384	0.0929
MvSl-1064-A1-R4_MC03g04365	MvSv-1253-A1-R1_MC04g02877	0.2478	0.0325	0.131
MvSl-1064-A1-R4_MC03g04366	MvSv-1253-A1-R1_MC04g02878	0.2208	0.0271	0.1229
MvSl-1064-A1-R4_MC03g04367	MvSv-1253-A1-R1_MC04g02879	0.156	0.022	0.1409
MvSl-1064-A1-R4_MC03g04368	MvSv-1253-A1-R1_MC04g02880	0.1469	0.0214	0.1458
MvSl-1064-A1-R4_MC03g04369	MvSv-1253-A1-R1_MC04g02881	0.5734	0.0544	0.0949
MvSl-1064-A1-R4_MC03g04370	MvSv-1253-A1-R1_MC04g02882	0.2346	0.0285	0.1214
MvSl-1064-A1-R4_MC03g04371	MvSv-1253-A1-R1_MC04g02883	0.2356	0.0283	0.1202
MvSl-1064-A1-R4_MC03g04372	MvSv-1253-A1-R1_MC04g02884	0.4084	0.0627	0.1536
MvSl-1064-A1-R4_MC03g04377	MvSv-1253-A1-R1_MC04g02886	0.0983	0.0321	0.327
MvSl-1064-A1-R4_MC03g04378	MvSv-1253-A1-R1_MC04g02887	0.5665	0.0752	0.1327
MvSl-1064-A1-R4_A1g00693	MvSv-1253-A1-R1_MC12g07943	0.086	0.0114	0.1326
MvSl-1064-A1-R4_MC03g04379	MvSv-1253-A1-R1_MC04g02888	0.0682	0.0129	0.1891
MvSl-1064-A1-R4_MC03g04380	MvSv-1253-A1-R1_MC04g02889	0.0378	0.0091	0.2392
MvSl-1064-A1-R4_MC03g04381	MvSv-1253-A1-R1_MC04g02890	0.1054	0.0197	0.1866
MvSl-1064-A1-R4_MC03g04382	MvSv-1253-A1-R1_MC04g02891	0.1645	0.0277	0.1683
MvSl-1064-A1-R4_MC03g04383	MvSv-1253-A1-R1_MC04g02894	0.1115	0.0132	0.1181
MvSl-1064-A1-R4_MC03g04384	MvSv-1253-A1-R1_MC04g02895	0.2206	0.0294	0.1331
MvSl-1064-A1-R4_MC03g04385	MvSv-1253-A1-R1_MC04g02896	0.1004	0.028	0.2792
MvSl-1064-A1-R4_MC03g04386	MvSv-1253-A1-R1_MC04g02897	0.1574	0.0231	0.1468
MvSl-1064-A1-R4_MC03g04387	MvSv-1253-A1-R1_MC04g02898	0.5309	0.0733	0.138
MvSl-1064-A1-R4_MC03g04388	MvSv-1253-A1-R1_MC04g02899	0.1029	0.0145	0.1409
MvSl-1064-A1-R4_A1g00694	MvSv-1253-A1-R1_MC12g07942	0.421	0.0285	0.0677
MvSl-1064-A1-R4_MC03g04389	MvSv-1253-A1-R1_MC04g02900	0.3351	0.0424	0.1264
MvSl-1064-A1-R4_MC03g04390	MvSv-1253-A1-R1_MC04g02901	0.3366	0.0452	0.1343
MvSl-1064-A1-R4_MC03g04391	MvSv-1253-A1-R1_MC02g01332	0.8647	0.0755	0.0874
MvSl-1064-A1-R4_MC03g04393	MvSv-1253-A1-R1_MC04g02902	0.3068	0.0758	0.2469
MvSl-1064-A1-R4_MC03g04394	MvSv-1253-A1-R1_MC04g02903	0.2301	0.0494	0.2147
MvSl-1064-A1-R4_MC03g04395	MvSv-1253-A1-R1_MC04g02904	0.1033	0.0158	0.1532
MvSl-1064-A1-R4_MC03g04396	MvSv-1253-A1-R1_MC04g02905	0.0837	0.0141	0.1681
MvSl-1064-A1-R4_MC03g04397	MvSv-1253-A1-R1_MC11-1g07092	0.4964	0.0844	0.17
MvSl-1064-A1-R4_MC03g04398	MvSv-1253-A1-R1_MC04g02906	0.3086	0.068	0.2204
MvSl-1064-A1-R4_MC03g04399	MvSv-1253-A1-R1_MC04g02907	0.0148	0.0022	0.147
MvSl-1064-A1-R4_A1g00695	MvSv-1253-A1-R1_MC06g04228	2.0183	0.0715	0.0354
MvSl-1064-A1-R4_MC03g04400	MvSv-1253-A1-R1_MC04g02908	0.1272	0.0202	0.159
MvSl-1064-A1-R4_MC03g04403	MvSv-1253-A1-R1_MC04g02910	0.2836	0.0459	0.162
MvSl-1064-A1-R4_MC03g04404	MvSv-1253-A1-R1_MC04g02911	0.1768	0.0312	0.1765
MvSl-1064-A1-R4_MC03g04405	MvSv-1253-A1-R1_MC04g02912	0.1491	0.0228	0.1529
MvSl-1064-A1-R4_MC03g04406	MvSv-1253-A1-R1_MC04g02913	0.275	0.043	0.1563
MvSl-1064-A1-R4_MC03g04407	MvSv-1253-A1-R1_MC04g02914	0.0569	0.0105	0.1838
MvSl-1064-A1-R4_MC03g04408	MvSv-1253-A1-R1_MC04g02915	0.2344	0.0305	0.1303
MvSl-1064-A1-R4_MC03g04409	MvSv-1253-A1-R1_MC04g02916	0.3152	0.0395	0.1254
MvSl-1064-A1-R4_MC03g04410	MvSv-1253-A1-R1_MC04g02917	0.1067	0.019	0.1783
MvSl-1064-A1-R4_MC03g04411	MvSv-1253-A1-R1_MC04g02918	0.2554	0.0636	0.249
MvSl-1064-A1-R4_A1g00696	MvSv-1253-A1-R1_MC03g02694	0.2685	0.4028	1.5002
MvSl-1064-A1-R4_MC03g04412	MvSv-1253-A1-R1_MC04g02919	0.0844	0.0174	0.2063
MvSl-1064-A1-R4_MC03g04413	MvSv-1253-A1-R1_MC04g02920	0.258	0.0269	0.1041
MvSl-1064-A1-R4_MC03g04414	MvSv-1253-A1-R1_MC04g02921	0.0079	0.0023	0.2941
MvSl-1064-A1-R4_MC03g04416	MvSv-1253-A1-R1_MC04g02922	0.3811	0.0836	0.2193
MvSl-1064-A1-R4_MC03g04418	MvSv-1253-A1-R1_MC04g02923	0.3476	0.0326	0.0938
MvSl-1064-A1-R4_MC03g04431	MvSv-1253-A1-R1_MC04g02926	1.0352	0.1217	0.1176
MvSl-1064-A1-R4_MC03g04433	MvSv-1253-A1-R1_MC04g02927	0.2443	0.0434	0.1777
MvSl-1064-A1-R4_MC03g04434	MvSv-1253-A1-R1_MC04g02928	0.3147	0.0314	0.0998
MvSl-1064-A1-R4_MC03g04435	MvSv-1253-A1-R1_MC04g02929	0.2473	0.035	0.1417
MvSl-1064-A1-R4_MC03g04436	MvSv-1253-A1-R1_MC04g02930	0.1089	0.0171	0.1567
MvSl-1064-A1-R4_A1g00702	MvSv-1253-A1-R1_MC15-2g09069	0.7584	0.1191	0.157
MvSl-1064-A1-R4_MC03g04437	MvSv-1253-A1-R1_MC04g02931	0.1076	0.015	0.1392
MvSl-1064-A1-R4_MC03g04439	MvSv-1253-A1-R1_MC04g02934	0.3569	0.0341	0.0954
MvSl-1064-A1-R4_MC03g04440	MvSv-1253-A1-R1_MC04g02935	0.1789	0.0201	0.1124
MvSl-1064-A1-R4_MC03g04448	MvSv-1253-A1-R1_MC04g02936	0.3576	0.0613	0.1714
MvSl-1064-A1-R4_MC03g04449	MvSv-1253-A1-R1_MC04g02937	0.1547	0.0134	0.0864
MvSl-1064-A1-R4_MC03g04450	MvSv-1253-A1-R1_MC04g02938	0.583	0.086	0.1474
MvSl-1064-A1-R4_MC03g04451	MvSv-1253-A1-R1_MC04g02939	0.5154	0.0607	0.1177
MvSl-1064-A1-R4_MC03g04452	MvSv-1253-A1-R1_MC04g02940	0.1008	0.0109	0.1077
MvSl-1064-A1-R4_MC03g04455	MvSv-1253-A1-R1_MC04g02942	0.2652	0.0261	0.0983
MvSl-1064-A1-R4_MC03g04456	MvSv-1253-A1-R1_MC04g02943	0.23	0.0298	0.1297
MvSl-1064-A1-R4_A1g00712	MvSv-1253-A1-R1_MC01g00453	0.8012	0.1129	0.1409
MvSl-1064-A1-R4_MC03g04457	MvSv-1253-A1-R1_MC04g02944	0.0328	0.0053	0.1622
MvSl-1064-A1-R4_MC03g04458	MvSv-1253-A1-R1_MC04g02945	0.2173	0.0307	0.1412
MvSl-1064-A1-R4_MC03g04459	MvSv-1253-A1-R1_MC04g02946	0.1493	0.0248	0.1664
MvSl-1064-A1-R4_MC03g04460	MvSv-1253-A1-R1_MC04g02947	0.2065	0.0358	0.1733
MvSl-1064-A1-R4_MC03g04461	MvSv-1253-A1-R1_MC04g02948	0.09	0.013	0.144
MvSl-1064-A1-R4_MC03g04462	MvSv-1253-A1-R1_MC04g02949	0.1034	0.0122	0.1179
MvSl-1064-A1-R4_MC03g04463	MvSv-1253-A1-R1_MC04g02950	0.096	0.0234	0.2436
MvSl-1064-A1-R4_MC03g04465	MvSv-1253-A1-R1_MC04g02951	0.3994	0.0323	0.0808
MvSl-1064-A1-R4_MC03g04466	MvSv-1253-A1-R1_MC04g02952	0.137	0.0128	0.0938
MvSl-1064-A1-R4_MC03g04467	MvSv-1253-A1-R1_MC04g02953	0.6255	0.0493	0.0789
MvSl-1064-A1-R4_A1g00718	MvSv-1253-A1-R1_MC12g07934	0.2077	0.0172	0.0829
MvSl-1064-A1-R4_MC03g04468	MvSv-1253-A1-R1_MC04g02954	0.061	0.0079	0.129
MvSl-1064-A1-R4_MC03g04469	MvSv-1253-A1-R1_MC04g02955	0.0707	0.0138	0.1959
MvSl-1064-A1-R4_MC03g04470	MvSv-1253-A1-R1_MC04g02956	0.0663	0.0099	0.1499
MvSl-1064-A1-R4_MC03g04471	MvSv-1253-A1-R1_MC04g02957	0.0134	0.0023	0.1705
MvSl-1064-A1-R4_MC03g04472	MvSv-1253-A1-R1_MC04g02958	0.395	0.0616	0.1559
MvSl-1064-A1-R4_MC03g04473	MvSv-1253-A1-R1_MC04g02959	0.1133	0.0254	0.2244
MvSl-1064-A1-R4_MC03g04476	MvSv-1253-A1-R1_MC04g02960	0.1328	0.0123	0.0923
MvSl-1064-A1-R4_MC03g04477	MvSv-1253-A1-R1_MC04g02961	0.2277	0.039	0.1715
MvSl-1064-A1-R4_MC03g04478	MvSv-1253-A1-R1_MC04g02962	0.2504	0.0267	0.1066
MvSl-1064-A1-R4_MC03g04479	MvSv-1253-A1-R1_MC04g02963	0.1626	0.024	0.1479
MvSl-1064-A1-R4_A1g00724	MvSv-1253-A1-R1_MC07g04853	0.3589	0.0771	0.2149
MvSl-1064-A1-R4_MC03g04480	MvSv-1253-A1-R1_MC04g02964	0.2603	0.0281	0.1078
MvSl-1064-A1-R4_MC03g04481	MvSv-1253-A1-R1_MC04g02965	0.1128	0.0124	0.1103
MvSl-1064-A1-R4_MC03g04482	MvSv-1253-A1-R1_MC04g02966	0.214	0.0271	0.1267
MvSl-1064-A1-R4_MC03g04483	MvSv-1253-A1-R1_MC04g02967	0.2027	0.037	0.1823
MvSl-1064-A1-R4_MC03g04484	MvSv-1253-A1-R1_MC04g02968	0.0653	0.0086	0.1319
MvSl-1064-A1-R4_MC03g04486	MvSv-1253-A1-R1_MC04g02969	0.0631	0.0083	0.1309
MvSl-1064-A1-R4_MC03g04487	MvSv-1253-A1-R1_MC04g02970	0.3021	0.028	0.0928
MvSl-1064-A1-R4_MC03g04488	MvSv-1253-A1-R1_MC04g02971	0.001	0.0001	0.1352
MvSl-1064-A1-R4_MC03g04489	MvSv-1253-A1-R1_MC04g02972	0.5237	0.0892	0.1703
MvSl-1064-A1-R4_MC03g04490	MvSv-1253-A1-R1_MC04g02973	0.0897	0.0149	0.166
MvSl-1064-A1-R4_A1g00037	MvSv-1253-A1-R1_MC12g07660	0.131	0.0288	0.2195
MvSl-1064-A1-R4_A1g00726	MvSv-1253-A1-R1_MC12g07815	0.252	0.0177	0.0704
MvSl-1064-A1-R4_MC03g04491	MvSv-1253-A1-R1_MC04g02974	0.3419	0.0717	0.2097
MvSl-1064-A1-R4_MC03g04492	MvSv-1253-A1-R1_MC04g02975	0.4868	0.061	0.1253
MvSl-1064-A1-R4_MC03g04493	MvSv-1253-A1-R1_MC04g02977	0.0637	0.013	0.2045
MvSl-1064-A1-R4_MC03g04494	MvSv-1253-A1-R1_MC04g02978	0.0445	0.0055	0.1229
MvSl-1064-A1-R4_MC03g04495	MvSv-1253-A1-R1_MC04g02979	0.2812	0.0378	0.1346
MvSl-1064-A1-R4_MC03g04496	MvSv-1253-A1-R1_MC04g02980	0.1995	0.0246	0.1234
MvSl-1064-A1-R4_MC03g04497	MvSv-1253-A1-R1_MC04g02981	0.1501	0.0138	0.0921
MvSl-1064-A1-R4_MC03g04498	MvSv-1253-A1-R1_MC04g02982	0.3259	0.0459	0.1409
MvSl-1064-A1-R4_MC03g04499	MvSv-1253-A1-R1_MC04g02983	0.1405	0.0346	0.2464
MvSl-1064-A1-R4_MC03g04500	MvSv-1253-A1-R1_MC04g02984	0.1533	0.0247	0.161
MvSl-1064-A1-R4_A1g00732	MvSv-1253-A1-R1_MC16g09516	0.3449	0.0885	0.2565
MvSl-1064-A1-R4_MC03g04501	MvSv-1253-A1-R1_MC04g02985	0.3686	0.0414	0.1124
MvSl-1064-A1-R4_MC03g04502	MvSv-1253-A1-R1_MC04g02986	0.8914	0.2637	0.2958
MvSl-1064-A1-R4_MC03g04503	MvSv-1253-A1-R1_MC04g02987	0.1207	0.0149	0.1231
MvSl-1064-A1-R4_MC03g04504	MvSv-1253-A1-R1_MC04g02988	0.2135	0.0335	0.1569
MvSl-1064-A1-R4_MC03g04505	MvSv-1253-A1-R1_MC04g02989	0.193	0.0199	0.1031
MvSl-1064-A1-R4_MC03g04506	MvSv-1253-A1-R1_MC04g02990	0.2784	0.041	0.1473
MvSl-1064-A1-R4_MC03g04507	MvSv-1253-A1-R1_MC04g02991	0.2701	0.0217	0.0804
MvSl-1064-A1-R4_MC03g04508	MvSv-1253-A1-R1_MC04g02992	0.4979	0.0721	0.1447
MvSl-1064-A1-R4_MC03g04511	MvSv-1253-A1-R1_MC04g02994	0.223	0.029	0.13
MvSl-1064-A1-R4_MC03g04512	MvSv-1253-A1-R1_MC04g02995	0.5121	0.0474	0.0926
MvSl-1064-A1-R4_A1g00733	MvSv-1253-A1-R1_MC16g09517	0.388	0.1234	0.3181
MvSl-1064-A1-R4_MC03g04513	MvSv-1253-A1-R1_MC04g02996	0.3985	0.0277	0.0695
MvSl-1064-A1-R4_MC03g04514	MvSv-1253-A1-R1_MC04g02997	0.5669	0.0365	0.0645
MvSl-1064-A1-R4_MC03g04515	MvSv-1253-A1-R1_MC04g02998	0.3934	0.0374	0.0951
MvSl-1064-A1-R4_MC03g04516	MvSv-1253-A1-R1_MC04g02999	0.2327	0.0294	0.1264
MvSl-1064-A1-R4_MC03g04517	MvSv-1253-A1-R1_MC04g03000	0.145	0.0259	0.1784
MvSl-1064-A1-R4_MC03g04518	MvSv-1253-A1-R1_MC04g03001	0.3668	0.0394	0.1074
MvSl-1064-A1-R4_MC03g04519	MvSv-1253-A1-R1_MC04g03002	0.5857	0.0421	0.0718
MvSl-1064-A1-R4_MC03g04521	MvSv-1253-A1-R1_MC04g03004	0.9547	0.0916	0.096
MvSl-1064-A1-R4_MC03g04522	MvSv-1253-A1-R1_MC04g03005	0.1094	0.0138	0.1262
MvSl-1064-A1-R4_MC03g04523	MvSv-1253-A1-R1_MC04g03006	0.0668	0.009	0.1353
MvSl-1064-A1-R4_A1g00749	MvSv-1253-A1-R1_MC16g09501	0.4284	0.0632	0.1475
MvSl-1064-A1-R4_MC03g04524	MvSv-1253-A1-R1_MC04g03007	5.6645	0.0632	0.0112
MvSl-1064-A1-R4_MC03g04525	MvSv-1253-A1-R1_MC04g03008	0.001	0.0001	0.1446
MvSl-1064-A1-R4_MC03g04526	MvSv-1253-A1-R1_MC04g03009	2.467	0.0436	0.0177
MvSl-1064-A1-R4_MC03g04527	MvSv-1253-A1-R1_MC04g03010	0.0183	0.0035	0.1915
MvSl-1064-A1-R4_MC03g04528	MvSv-1253-A1-R1_MC04g03011	0.0115	0.0012	0.107
MvSl-1064-A1-R4_MC03g04530	MvSv-1253-A1-R1_MC04g03012	0.6716	0.0741	0.1103
MvSl-1064-A1-R4_MC03g04534	MvSv-1253-A1-R1_MC04g03013	0.3115	0.0391	0.1254
MvSl-1064-A1-R4_MC03g04535	MvSv-1253-A1-R1_MC04g03014	0.3052	0.0286	0.0936
MvSl-1064-A1-R4_MC03g04536	MvSv-1253-A1-R1_MC04g03015	0.3134	0.0292	0.0933
MvSl-1064-A1-R4_MC03g04537	MvSv-1253-A1-R1_MC04g03016	0.0532	0.0058	0.1085
MvSl-1064-A1-R4_A1g00750	MvSv-1253-A1-R1_MC16g09500	0.2155	0.0373	0.1731
MvSl-1064-A1-R4_MC03g04538	MvSv-1253-A1-R1_MC04g03017	0.2756	0.0239	0.0869
MvSl-1064-A1-R4_MC03g04540	MvSv-1253-A1-R1_MC04g03025	0.0332	0.0048	0.1444
MvSl-1064-A1-R4_MC03g04541	MvSv-1253-A1-R1_MC04g03026	0.9898	0.0661	0.0668
MvSl-1064-A1-R4_MC03g04542	MvSv-1253-A1-R1_MC04g03027	0.0907	0.0121	0.1336
MvSl-1064-A1-R4_MC03g04543	MvSv-1253-A1-R1_MC04g03028	0.2965	0.0228	0.0769
MvSl-1064-A1-R4_MC03g04544	MvSv-1253-A1-R1_MC04g03029	0.001	0.0001	0.0824
MvSl-1064-A1-R4_MC03g04545	MvSv-1253-A1-R1_MC04g03030	0.5586	0.0574	0.1027
MvSl-1064-A1-R4_MC03g04546	MvSv-1253-A1-R1_MC04g03031	0.1603	0.0276	0.1721
MvSl-1064-A1-R4_MC03g04549	MvSv-1253-A1-R1_MC04g03033	0.0731	0.0099	0.1351
MvSl-1064-A1-R4_MC03g04550	MvSv-1253-A1-R1_MC04g03034	0.5765	0.0378	0.0655
MvSl-1064-A1-R4_A1g00751	MvSv-1253-A1-R1_MC16g09499	0.231	0.0267	0.1157
MvSl-1064-A1-R4_MC03g04552	MvSv-1253-A1-R1_MC04g03036	0.2324	0.0166	0.0712
MvSl-1064-A1-R4_MC03g04553	MvSv-1253-A1-R1_MC04g03037	0.4442	0.0336	0.0757
MvSl-1064-A1-R4_MC03g04554	MvSv-1253-A1-R1_MC04g03038	0.5007	0.0427	0.0852
MvSl-1064-A1-R4_MC03g04555	MvSv-1253-A1-R1_MC04g03039	0.0583	0.0066	0.1139
MvSl-1064-A1-R4_MC03g04558	MvSv-1253-A1-R1_MC04g03040	0.0415	0.0043	0.1033
MvSl-1064-A1-R4_MC03g04559	MvSv-1253-A1-R1_MC04g03041	0.1249	0.0169	0.1354
MvSl-1064-A1-R4_MC03g04560	MvSv-1253-A1-R1_MC04g03042	0.3463	0.0218	0.063
MvSl-1064-A1-R4_MC03g04570	MvSv-1253-A1-R1_MC04g03317	0.001	0.0001	0.0944
MvSl-1064-A1-R4_MC03g04571	MvSv-1253-A1-R1_MC04g03316	0.2018	0.0187	0.0925
MvSl-1064-A1-R4_MC03g04572	MvSv-1253-A1-R1_MC04g03315	0.001	0.0002	0.1623
MvSl-1064-A1-R4_A1g00752	MvSv-1253-A1-R1_MC16g09498	0.7244	0.1097	0.1515
MvSl-1064-A1-R4_MC03g04573	MvSv-1253-A1-R1_MC04g03314	0.1695	0.0167	0.0986
MvSl-1064-A1-R4_MC03g04574	MvSv-1253-A1-R1_MC04g03313	0.3112	0.0261	0.0838
MvSl-1064-A1-R4_MC03g04575	MvSv-1253-A1-R1_MC04g03312	0.2922	0.03	0.1028
MvSl-1064-A1-R4_MC03g04576	MvSv-1253-A1-R1_MC04g03311	0.6048	0.0434	0.0717
MvSl-1064-A1-R4_MC03g04577	MvSv-1253-A1-R1_MC04g03310	0.3334	0.0348	0.1045
MvSl-1064-A1-R4_MC03g04589	MvSv-1253-A1-R1_MC04g03321	0.1365	0.0182	0.1332
MvSl-1064-A1-R4_MC03g04590	MvSv-1253-A1-R1_MC04g03322	0.1785	0.0164	0.0921
MvSl-1064-A1-R4_MC03g04596	MvSv-1253-A1-R1_MC04g03308	0.386	0.0339	0.0879
MvSl-1064-A1-R4_MC03g04597	MvSv-1253-A1-R1_MC04g03307	0.1182	0.0095	0.0807
MvSl-1064-A1-R4_MC03g04598	MvSv-1253-A1-R1_MC04g03306	0.268	0.0221	0.0824
MvSl-1064-A1-R4_A1g00755	MvSv-1253-A1-R1_MC16g09497	0.6705	0.0961	0.1433
MvSl-1064-A1-R4_MC03g04599	MvSv-1253-A1-R1_MC04g03305	0.2009	0.0163	0.0812
MvSl-1064-A1-R4_MC03g04601	MvSv-1253-A1-R1_MC04g03303	0.2431	0.021	0.0865
MvSl-1064-A1-R4_MC03g04602	MvSv-1253-A1-R1_MC04g03302	0.269	0.0358	0.1332
MvSl-1064-A1-R4_MC03g04603	MvSv-1253-A1-R1_MC04g03301	0.363	0.0361	0.0994
MvSl-1064-A1-R4_MC03g04606	MvSv-1253-A1-R1_MC04g03300	0.1673	0.0187	0.112
MvSl-1064-A1-R4_MC03g04607	MvSv-1253-A1-R1_MC04g03299	0.2081	0.0236	0.1134
MvSl-1064-A1-R4_MC03g04609	MvSv-1253-A1-R1_MC04g03298	98.9996	0	0
MvSl-1064-A1-R4_MC03g04610	MvSv-1253-A1-R1_MC04g03297	0.0892	0.0091	0.1018
MvSl-1064-A1-R4_MC03g04611	MvSv-1253-A1-R1_MC04g03296	0.236	0.0243	0.103
MvSl-1064-A1-R4_MC03g04613	MvSv-1253-A1-R1_MC04g03295	0.3681	0.0284	0.0772
MvSl-1064-A1-R4_A1g00772	MvSv-1253-A1-R1_MC03g02230	0.2196	0.041	0.1867
MvSl-1064-A1-R4_MC03g04614	MvSv-1253-A1-R1_MC04g03294	0.1885	0.018	0.0955
MvSl-1064-A1-R4_MC03g04615	MvSv-1253-A1-R1_MC04g03293	0.5736	0.0495	0.0864
MvSl-1064-A1-R4_MC03g04619	MvSv-1253-A1-R1_MC04g03291	0.2422	0.0252	0.1042
MvSl-1064-A1-R4_MC03g04620	MvSv-1253-A1-R1_MC04g03290	0.0807	0.0079	0.0984
MvSl-1064-A1-R4_MC03g04621	MvSv-1253-A1-R1_MC04g03289	0.2052	0.0249	0.1215
MvSl-1064-A1-R4_MC03g04622	MvSv-1253-A1-R1_MC04g03288	0.3489	0.0173	0.0495
MvSl-1064-A1-R4_MC03g04623	MvSv-1253-A1-R1_MC04g03287	0.1851	0.017	0.0918
MvSl-1064-A1-R4_MC03g04626	MvSv-1253-A1-R1_MC04g03285	0.1504	0.0111	0.074
MvSl-1064-A1-R4_MC03g04630	MvSv-1253-A1-R1_MC04g03284	0.63	0.0637	0.1012
MvSl-1064-A1-R4_MC03g04631	MvSv-1253-A1-R1_MC04g03283	0.06	0.0093	0.1553
MvSl-1064-A1-R4_A1g00778	MvSv-1253-A1-R1_MC12g07964	0.5975	0.0375	0.0628
MvSl-1064-A1-R4_MC03g04632	MvSv-1253-A1-R1_MC04g03282	0.2408	0.0174	0.0721
MvSl-1064-A1-R4_MC03g04633	MvSv-1253-A1-R1_MC04g03281	0.0711	0.0072	0.1008
MvSl-1064-A1-R4_MC03g04634	MvSv-1253-A1-R1_MC04g03280	0.2868	0.0305	0.1064
MvSl-1064-A1-R4_MC03g04635	MvSv-1253-A1-R1_MC04g03279	0.2903	0.0412	0.142
MvSl-1064-A1-R4_MC03g04636	MvSv-1253-A1-R1_MC04g03278	0.174	0.0236	0.1358
MvSl-1064-A1-R4_MC03g04637	MvSv-1253-A1-R1_MC04g03277	0.8844	0.0659	0.0745
MvSl-1064-A1-R4_MC03g04638	MvSv-1253-A1-R1_MC04g03276	0.5321	0.0508	0.0955
MvSl-1064-A1-R4_MC03g04639	MvSv-1253-A1-R1_MC04g03275	0.0626	0.0081	0.1287
MvSl-1064-A1-R4_MC03g04640	MvSv-1253-A1-R1_MC04g03274	0.144	0.0151	0.1046
MvSl-1064-A1-R4_MC03g04641	MvSv-1253-A1-R1_MC04g03273	0.6544	0.0834	0.1274
MvSl-1064-A1-R4_A1g00038	MvSv-1253-A1-R1_MC12g07662	0.097	0.2445	2.5197
MvSl-1064-A1-R4_A1g00779	MvSv-1253-A1-R1_MC12g07965	0.2253	0.0149	0.0662
MvSl-1064-A1-R4_MC03g04642	MvSv-1253-A1-R1_MC04g03272	0.0532	0.0067	0.1252
MvSl-1064-A1-R4_MC03g04643	MvSv-1253-A1-R1_MC04g03270	0.0794	0.0135	0.1702
MvSl-1064-A1-R4_MC03g04644	MvSv-1253-A1-R1_MC04g03269	0.1957	0.0226	0.1157
MvSl-1064-A1-R4_MC03g04645	MvSv-1253-A1-R1_MC04g03268	0.088	0.0208	0.2367
MvSl-1064-A1-R4_MC03g04646	MvSv-1253-A1-R1_MC04g03267	0.2843	0.0366	0.1288
MvSl-1064-A1-R4_MC03g04647	MvSv-1253-A1-R1_MC04g03266	0.1083	0.0134	0.1234
MvSl-1064-A1-R4_MC03g04648	MvSv-1253-A1-R1_MC04g03265	0.1295	0.0166	0.1285
MvSl-1064-A1-R4_MC03g04649	MvSv-1253-A1-R1_MC04g03264	0.0447	0.0066	0.1479
