gene	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC03g04727	2765	2844	2884	2862
MvSl-1064-A1-R4_MC03g04728	22.4431	36.722	59.9026	44.3757
MvSl-1064-A1-R4_MC03g04729	31.1383	22.4194	30.7647	51.2758
MvSl-1064-A1-R4_MC03g04730	606.263	415.038	606.402	776.489
MvSl-1064-A1-R4_MC03g04731	7489	6377	7097	9136
MvSl-1064-A1-R4_MC03g04732	187	53	123	277
MvSl-1064-A1-R4_MC03g04733	212	86	160	340
MvSl-1064-A1-R4_MC03g04734	2662	2887	3325	3443
MvSl-1064-A1-R4_MC03g04735	821	1257	981	850
MvSl-1064-A1-R4_MC03g04736	10393	7767	8834	12582
MvSl-1064-A1-R4_MC03g04737	163	74	131	248
MvSl-1064-A1-R4_MC03g04738	5582	2387	1950	3143
MvSl-1064-A1-R4_MC03g04739	941	406	470	873
MvSl-1064-A1-R4_MC03g04740	4550	3915	5434	6651
MvSl-1064-A1-R4_MC03g04741	754	686	922	1302
MvSl-1064-A1-R4_MC03g04742	2376	1707	2247	3576
MvSl-1064-A1-R4_MC03g04743	728	692	842	816
MvSl-1064-A1-R4_MC03g04744	838	1072	1038	904
MvSl-1064-A1-R4_MC03g04745	454	413	490	534
MvSl-1064-A1-R4_MC03g04746	3177	2826	3770	3541
MvSl-1064-A1-R4_MC03g04747	1040	1108	755	618
MvSl-1064-A1-R4_MC03g04748	3058	7061	6013	3350
MvSl-1064-A1-R4_MC03g04749	2044	2077	2328	2347
MvSl-1064-A1-R4_MC03g04750	1825	1755	1721	1597
MvSl-1064-A1-R4_MC03g04751	3315.76	4521	4850	3604
MvSl-1064-A1-R4_MC03g04752	7447	8202	10704	11492
MvSl-1064-A1-R4_MC03g04753	1060	1419	1777	1551
MvSl-1064-A1-R4_MC03g04754	2256	3688	3579	2411
MvSl-1064-A1-R4_MC03g04755	546	575	686	909
MvSl-1064-A1-R4_MC03g04756	2895	3290	3720	3965
MvSl-1064-A1-R4_MC03g04757	7141	3330	5568	8836
MvSl-1064-A1-R4_MC03g04758	3	3	7	6
MvSl-1064-A1-R4_MC03g04759	34.8774	19.4169	38.2442	29.3093
MvSl-1064-A1-R4_MC03g04760	279.29	363.939	722.753	627.5
MvSl-1064-A1-R4_MC03g04761	517	497	660	891
MvSl-1064-A1-R4_MC03g04762	1275	1186	1635	1416
MvSl-1064-A1-R4_MC03g04763	10732	9400	11779	11640
MvSl-1064-A1-R4_MC03g04764	308	295	336	398
MvSl-1064-A1-R4_MC03g04765	5349	5457	5787	5640
MvSl-1064-A1-R4_MC03g04766	1485	1775	1993	1600
MvSl-1064-A1-R4_MC03g04767	1740	1800	1933	1800
MvSl-1064-A1-R4_MC03g04768	1689	1866	1997	2125
MvSl-1064-A1-R4_MC03g04769	493	518	567	620
MvSl-1064-A1-R4_MC03g04770	25	37	36	44
MvSl-1064-A1-R4_MC03g04771	111.265	118.049	42.7399	94.1996
MvSl-1064-A1-R4_MC03g04772	531	575	610	542
MvSl-1064-A1-R4_MC03g04773	196	169	305	443
MvSl-1064-A1-R4_MC03g04774	1094	1187	1239	1063
MvSl-1064-A1-R4_MC03g04775	1081	909	1261	1159
MvSl-1064-A1-R4_MC03g04776	438	426	479	472
MvSl-1064-A1-R4_MC03g04777	490.953	540.163	547.579	756.119
MvSl-1064-A1-R4_MC03g04778	3022	3044	3259	3217
MvSl-1064-A1-R4_MC03g04779	924	989	1140	1016
MvSl-1064-A1-R4_MC03g04780	136	152	176	181
MvSl-1064-A1-R4_MC03g04781	7159	6721	6984	7056
MvSl-1064-A1-R4_MC03g04782	207.749	471.616	235.495	197.67
MvSl-1064-A1-R4_MC03g04784	130	176	248	264
MvSl-1064-A1-R4_MC03g04785	11172	12173	16674	14057
MvSl-1064-A1-R4_MC03g04786	6991	6400	6664	9514
MvSl-1064-A1-R4_MC03g04787	2594	3047	3030	2985
MvSl-1064-A1-R4_MC03g04788	1949	1549	2156	2653
MvSl-1064-A1-R4_MC03g04789	2553	1952	3370	3849
MvSl-1064-A1-R4_MC03g04790	0	0	3.5	0
MvSl-1064-A1-R4_MC03g04791	2789.42	2879.02	2384.38	2674.78
MvSl-1064-A1-R4_MC03g04792	681.681	721.641	933.996	952.675
MvSl-1064-A1-R4_MC03g04793	8627.19	12566.7	13765	12722.5
MvSl-1064-A1-R4_MC03g04794	2975	3558	3418	3071
MvSl-1064-A1-R4_MC03g04795	1390	1170	1342	1406
MvSl-1064-A1-R4_MC03g04796	2548	1884	2316	2406
MvSl-1064-A1-R4_MC03g04797	2653	2407	2786	3238
MvSl-1064-A1-R4_MC03g04798	2613	2822	2756	2684
MvSl-1064-A1-R4_MC03g04799	36335	34968	47891	52667
MvSl-1064-A1-R4_MC03g04800	2014	1747	2595	3107
MvSl-1064-A1-R4_MC03g04801	535	381	583	720
MvSl-1064-A1-R4_MC03g04802	2021	2386	2320	2549
MvSl-1064-A1-R4_MC03g04803	10109	10306	12070	12954
MvSl-1064-A1-R4_MC03g04804	758	552	682	734
MvSl-1064-A1-R4_MC03g04805	152	149	194	234
MvSl-1064-A1-R4_MC03g04806	797.076	1030.13	824.543	621.987
MvSl-1064-A1-R4_MC03g04807	198.15	266.287	69.1494	52.4821
MvSl-1064-A1-R4_MC03g04808	0	0	1	0
MvSl-1064-A1-R4_MC03g04809	1032.18	1000.52	1104.45	1091.36
MvSl-1064-A1-R4_MC03g04810	1005	924	1048	1226
MvSl-1064-A1-R4_MC03g04811	1966.1	1796.52	2403.33	2458.37
MvSl-1064-A1-R4_MC03g04812	513.291	713.717	870.815	869.782
MvSl-1064-A1-R4_MC03g04813	693	821	883	816
MvSl-1064-A1-R4_MC03g04814	2058	2051	2176	2141
MvSl-1064-A1-R4_MC03g04815	43	57	48	63
MvSl-1064-A1-R4_MC03g04816	1265	1133	1273	1329
MvSl-1064-A1-R4_MC03g04817	769	702	1074	1115
MvSl-1064-A1-R4_MC03g04818	801	715	906	988
MvSl-1064-A1-R4_MC03g04819	122	148	144	151
MvSl-1064-A1-R4_MC03g04820	257	245	317	318
MvSl-1064-A1-R4_MC03g04821	1923	2344	2519	2326
MvSl-1064-A1-R4_MC03g04822	28.4212	13.0152	48.7104	62.733
MvSl-1064-A1-R4_MC03g04823	3520	2785	3114	3595
MvSl-1064-A1-R4_MC03g04824	1729	1908	1870	1495
MvSl-1064-A1-R4_MC03g04825	2138	1801	2060	2375
MvSl-1064-A1-R4_MC03g04826	2933	2404	3228	3952
MvSl-1064-A1-R4_MC03g04827	895	689	796	865
MvSl-1064-A1-R4_MC03g04828	64	70	113	132
MvSl-1064-A1-R4_MC03g04829	2037	2166	2442	2026
MvSl-1064-A1-R4_MC03g04830	384	293	502	518
MvSl-1064-A1-R4_MC03g04831	129	166	370	328
MvSl-1064-A1-R4_MC03g04832	4.15122	7.37569	13.9884	10.3472
MvSl-1064-A1-R4_MC03g04834	275	255	351	342
MvSl-1064-A1-R4_MC03g04835	68	71	65	69
MvSl-1064-A1-R4_MC03g04836	519	457	497	449
MvSl-1064-A1-R4_MC03g04837	1351	1372	1583	1682
MvSl-1064-A1-R4_MC03g04838	446	273	443	561
MvSl-1064-A1-R4_MC03g04839	382.822	359.865	415.008	398.109
MvSl-1064-A1-R4_MC03g04840	197.256	176.471	240.299	202.208
MvSl-1064-A1-R4_MC03g04841	1729.87	1648.09	2016.68	2214.12
MvSl-1064-A1-R4_MC03g04842	503.866	1024.87	916.805	663.182
MvSl-1064-A1-R4_MC03g04843	784.148	796.579	885.142	961.749
MvSl-1064-A1-R4_MC03g04844	310	269	107	132
MvSl-1064-A1-R4_MC03g04845	2334.8	2741.63	1101.52	973.169
MvSl-1064-A1-R4_MC03g04846	86	77	59	45
MvSl-1064-A1-R4_MC03g04847	14	15	13	27
MvSl-1064-A1-R4_MC03g04848	900	980	1097	1017
MvSl-1064-A1-R4_MC03g04849	64	70	61	50
MvSl-1064-A1-R4_MC03g04850	595	643	657	636
MvSl-1064-A1-R4_MC03g04851	308	429	446	388
MvSl-1064-A1-R4_MC03g04852	1199	1575	1836	1527
MvSl-1064-A1-R4_MC03g04853	1803	2238	2444	2312
MvSl-1064-A1-R4_MC03g04854	1812	2027	2111	1931
MvSl-1064-A1-R4_MC03g04855	1360	1672	2185	1575
MvSl-1064-A1-R4_MC03g04856	4305	3934	4308	4618
MvSl-1064-A1-R4_MC03g04857	2146	1265	1335	2454
MvSl-1064-A1-R4_MC03g04858	3796	6272	5849	4053
MvSl-1064-A1-R4_MC03g04860	30.7704	22.4104	54.2215	54.2451
MvSl-1064-A1-R4_MC03g04861	5527.54	5280.62	6109.8	6729.51
MvSl-1064-A1-R4_MC03g04862	3.9565	2.23787	3.27365	4.36039
MvSl-1064-A1-R4_MC03g04863	101.472	72.7649	73.5444	85.1561
MvSl-1064-A1-R4_MC03g04864	118.845	90.6831	79.0873	102.593
MvSl-1064-A1-R4_MC03g04865	334.269	245.513	261.967	326.421
MvSl-1064-A1-R4_MC03g04867	133.885	106.781	147.368	140.176
MvSl-1064-A1-R4_MC03g04868	1	9	8	6
MvSl-1064-A1-R4_MC03g04869	2048	2323	1982	2047
MvSl-1064-A1-R4_MC03g04870	558	531	826	634
MvSl-1064-A1-R4_MC03g04871	124.461	136.453	153.953	182.554
MvSl-1064-A1-R4_MC03g04872	3065	2974	3588	3491
MvSl-1064-A1-R4_MC03g04873	794.618	762.763	798.965	760.232
MvSl-1064-A1-R4_MC03g04874	657.338	628.265	613.372	628.827
MvSl-1064-A1-R4_MC03g04875	0	0	0	0
MvSl-1064-A1-R4_MC03g04876	0	0	0	0
MvSl-1064-A1-R4_MC03g04877	1.11525	2.18947	2.17772	1.37025
MvSl-1064-A1-R4_MC03g04878	11.6476	21.62	44.176	48.487
MvSl-1064-A1-R4_MC03g04879	9.60647	5.4442	30.9947	51.7589
MvSl-1064-A1-R4_MC03g04880	992.786	915.388	1017.39	1188.59
MvSl-1064-A1-R4_MC03g04881	72.0973	49.5235	112.342	170.416
MvSl-1064-A1-R4_MC03g04882	343.595	311.719	353.93	426.459
MvSl-1064-A1-R4_MC03g04883	55.0423	53.4522	90.1186	78.1644
MvSl-1064-A1-R4_MC03g04884	1.01814	7.10559	6.06753	6.03137
MvSl-1064-A1-R4_MC03g04885	0	3.30488	4.3033	4.35705
MvSl-1064-A1-R4_MC03g04886	165	143	146	164
MvSl-1064-A1-R4_MC03g04887	2	5	4	5
MvSl-1064-A1-R4_MC03g04888	505	526	515	534
MvSl-1064-A1-R4_MC03g04889	913	918	1111	1533
MvSl-1064-A1-R4_MC03g04890	5398	5507	5671	6905
MvSl-1064-A1-R4_MC03g04891	80	75	87	140
MvSl-1064-A1-R4_MC03g04892	1133	1276	1528	1270
MvSl-1064-A1-R4_MC03g04893	4044.23	3349.26	4688.11	4719.65
MvSl-1064-A1-R4_MC03g04894	394.358	422.773	552.01	643.653
MvSl-1064-A1-R4_MC03g04895	456.153	543.837	358.207	553.65
MvSl-1064-A1-R4_MC03g04897	31.4194	6.78441	30.6942	28.7227
MvSl-1064-A1-R4_MC03g04899	1.14991	0	0	1.08527
MvSl-1064-A1-R4_MC03g04900	0	0	0	0
MvSl-1064-A1-R4_MC03g04902	70.4341	34.1279	69.812	190.237
MvSl-1064-A1-R4_MC03g04903	7.2694	4.28927	8.8652	12.0522
MvSl-1064-A1-R4_MC03g04907	0	0	0	0
MvSl-1064-A1-R4_MC03g04908	34.3589	28.0383	38.7611	71.6929
MvSl-1064-A1-R4_MC03g04909	81.9312	79.1248	413.89	414.178
MvSl-1064-A1-R4_MC03g04910	0	0	0	0
MvSl-1064-A1-R4_MC03g04912	7880.79	8095.38	10222	11074.1
MvSl-1064-A1-R4_MC03g04915	188.45	187.827	134.737	86.5526
MvSl-1064-A1-R4_MC03g04916	1176	1209	1138	1261
MvSl-1064-A1-R4_MC03g04917	744	660	700	848
MvSl-1064-A1-R4_MC03g04918	182	215	249	259
MvSl-1064-A1-R4_MC03g04919	553	559	722	604
MvSl-1064-A1-R4_MC03g04920	451	675	631	511
MvSl-1064-A1-R4_MC03g04921	3984	4297	4750	4240
MvSl-1064-A1-R4_MC03g04922	697	819	822	757
MvSl-1064-A1-R4_MC03g04923	5316	4731	5218	5691
MvSl-1064-A1-R4_MC03g04924	11	11	20	15
MvSl-1064-A1-R4_MC03g04925	7408	12885	17731	8837
MvSl-1064-A1-R4_MC03g04926	64	46	46	44
MvSl-1064-A1-R4_MC03g04927	692	780	893	784
MvSl-1064-A1-R4_MC03g04928	192	205	176	172
MvSl-1064-A1-R4_MC03g04929	306	341	124	131
MvSl-1064-A1-R4_MC03g04930	15.3655	14.7625	11.9013	9.8184
MvSl-1064-A1-R4_MC03g04931	638.821	490.157	627.833	794.143
MvSl-1064-A1-R4_MC03g04932	124	98	137	149
MvSl-1064-A1-R4_MC03g04933	210	206	266	274
MvSl-1064-A1-R4_MC03g04934	128	163	223	194
MvSl-1064-A1-R4_MC03g04935	3235	3150	4045	4170
MvSl-1064-A1-R4_MC03g04936	204.149	198.93	223.594	284.437
MvSl-1064-A1-R4_MC03g04937	15.3276	27.5816	21.2741	31.4923
MvSl-1064-A1-R4_MC03g04938	2.34704	0	3.39267	24.2448
MvSl-1064-A1-R4_MC03g04941	0	1.67598	2.78302	0
MvSl-1064-A1-R4_MC03g04944	67.3469	66.5142	123.668	165.255
MvSl-1064-A1-R4_MC03g04945	4.88646	1.21214	1.15209	1.21796
MvSl-1064-A1-R4_MC03g04946	1.44202	1.28704	2.95821	0
MvSl-1064-A1-R4_MC03g04947	0	0	1	1
MvSl-1064-A1-R4_MC03g04948	15	11.0684	7.16034	12.1567
MvSl-1064-A1-R4_MC03g04949	0	1	0	1
MvSl-1064-A1-R4_MC03g04950	512.888	522.273	534.92	591.116
MvSl-1064-A1-R4_MC03g04951	664.701	750.554	860.338	1028.75
MvSl-1064-A1-R4_MC03g04952	282.417	279.09	414.379	452.679
MvSl-1064-A1-R4_MC03g04953	298.085	297.778	399.982	468.513
MvSl-1064-A1-R4_MC03g04954	0	0	0	0
MvSl-1064-A1-R4_MC03g04955	196.147	167.763	114.196	254.573
MvSl-1064-A1-R4_MC03g04956	1.05755	0	0	0
MvSl-1064-A1-R4_MC03g04958	0	4.71994	0	0
MvSl-1064-A1-R4_MC03g04959	4.28261	11.1758	40.4435	38.5429
MvSl-1064-A1-R4_MC03g04961	174.213	175.983	163.185	238.853
MvSl-1064-A1-R4_MC03g04962	710.064	1084.93	1090.49	1010.17
MvSl-1064-A1-R4_MC03g04963	29.0849	23.2461	24.1945	38.4609
MvSl-1064-A1-R4_MC03g04965	1063	999	1014	1292
MvSl-1064-A1-R4_MC03g04966	26	33	34	35
MvSl-1064-A1-R4_MC03g04967	271	391	452	397
MvSl-1064-A1-R4_MC03g04968	547	587	587	665
MvSl-1064-A1-R4_MC03g04969	890	1087	949	967
MvSl-1064-A1-R4_MC03g04970	2178	2669	2750	2654
MvSl-1064-A1-R4_MC03g04971	879	986	1161	1019
MvSl-1064-A1-R4_MC03g04972	9018	11039	7731	7707
MvSl-1064-A1-R4_MC03g04973	532	340	388	495
MvSl-1064-A1-R4_MC03g04974	103	83	123	178
MvSl-1064-A1-R4_MC03g04975	1483	915	1464	1973
MvSl-1064-A1-R4_MC03g04976	335	288	227	352
MvSl-1064-A1-R4_MC03g04977	2099	2105	2371	2309
MvSl-1064-A1-R4_MC03g04978	2168	1772	1838	1797
MvSl-1064-A1-R4_MC03g04979	3417	3226	3749	3367
MvSl-1064-A1-R4_MC03g04980	7712	6495	7336	8074
MvSl-1064-A1-R4_MC03g04981	3004	2814	3335	3286
MvSl-1064-A1-R4_MC03g04982	2.0005	4	1	1
MvSl-1064-A1-R4_MC03g04983	1152	1416	1512	1257
MvSl-1064-A1-R4_MC03g04984	230	162	143	247
MvSl-1064-A1-R4_MC03g04985	898	793	884	930
MvSl-1064-A1-R4_MC03g04986	892	573	510	842
MvSl-1064-A1-R4_MC03g04987	75	42	46	72
MvSl-1064-A1-R4_MC03g04988	162	146	183	276
MvSl-1064-A1-R4_MC03g04989	324	389	472	410
MvSl-1064-A1-R4_MC03g04990	28	35	36	32
MvSl-1064-A1-R4_MC03g04991	1098	1040	1273	1225
MvSl-1064-A1-R4_MC03g04992	5987.11	8578.38	8630.04	4991.1
MvSl-1064-A1-R4_MC03g04993	499.853	834.907	840.893	571.861
MvSl-1064-A1-R4_MC03g04994	2671	4362	3334	2602
MvSl-1064-A1-R4_MC03g04997	867	846	1027	1067
MvSl-1064-A1-R4_MC03g04998	5648	5713	5631	5592
MvSl-1064-A1-R4_MC03g04999	984	1184	1296	924
MvSl-1064-A1-R4_MC03g05000	1422	1947	1759	1699
MvSl-1064-A1-R4_MC03g05001	1604	1272	1585	1721
MvSl-1064-A1-R4_MC03g05002	1	0	0	1
MvSl-1064-A1-R4_MC03g05003	3640	2774	2961	2630
MvSl-1064-A1-R4_MC03g05004	195	354	355	288
MvSl-1064-A1-R4_MC03g05005	959	773	957	1055
MvSl-1064-A1-R4_MC03g05006	580	697	767	772
MvSl-1064-A1-R4_MC03g05007	389	359	391	440
MvSl-1064-A1-R4_MC03g05008	492	581	521	464
MvSl-1064-A1-R4_MC03g05009	1064	1045	1426	1252
MvSl-1064-A1-R4_MC03g05010	1983	2045	2223	2081
MvSl-1064-A1-R4_MC03g05011	2	5	8	3
MvSl-1064-A1-R4_MC03g05012	0	0	0	0
MvSl-1064-A1-R4_MC03g05013	2	0	2	0
MvSl-1064-A1-R4_MC03g05014	315.898	304.028	413.562	460.884
MvSl-1064-A1-R4_MC03g05015	64.3992	52.0553	76.8347	75.3616
MvSl-1064-A1-R4_MC03g05016	99.9782	80.3607	108.325	139.436
MvSl-1064-A1-R4_MC03g05017	1668.65	1046.25	1372.54	2381.6
MvSl-1064-A1-R4_MC03g05019	383.48	289.96	350.493	546.177
MvSl-1064-A1-R4_MC03g05020	812.804	631	1106.79	1341.52
MvSl-1064-A1-R4_MC03g05021	490.392	347.669	455.868	641.329
MvSl-1064-A1-R4_MC03g05022	29.2806	17.2906	21.6699	22.6015
MvSl-1064-A1-R4_MC03g05023	688	973	1179	967
MvSl-1064-A1-R4_MC03g05024	40	95	159	100
MvSl-1064-A1-R4_MC03g05025	1251	1234	1125	1125
MvSl-1064-A1-R4_MC03g05026	364	240	469	542
MvSl-1064-A1-R4_MC03g05027	76	60	63	81
MvSl-1064-A1-R4_MC03g05028	94	102	162	175
MvSl-1064-A1-R4_MC03g05029	48	43	46	88
MvSl-1064-A1-R4_MC03g05030	2887	7433	5768	3093
MvSl-1064-A1-R4_MC03g05031	494	804	645	610
MvSl-1064-A1-R4_MC03g05032	623.373	563.861	827.225	942.689
MvSl-1064-A1-R4_MC03g05033	104.756	76.5899	111.097	160.481
MvSl-1064-A1-R4_MC03g05034	1529	1927	2059	1985
MvSl-1064-A1-R4_MC03g05035	205	225	305	339
MvSl-1064-A1-R4_MC03g05036	704	698	805	802
MvSl-1064-A1-R4_MC03g05037	6.01223	8.55522	1.09652	0
MvSl-1064-A1-R4_MC03g05038	407.566	584.07	791.875	369.068
MvSl-1064-A1-R4_MC03g05039	115	157	94	85
MvSl-1064-A1-R4_MC03g05040	0	0	0	0
MvSl-1064-A1-R4_MC03g05041	0	1	0	0
MvSl-1064-A1-R4_MC03g05042	0	0	5	7
MvSl-1064-A1-R4_MC03g05043	249.478	225.868	310.586	255.586
MvSl-1064-A1-R4_MC03g05044	338	500	640	552
MvSl-1064-A1-R4_MC03g05045	676	638	838	842
MvSl-1064-A1-R4_MC03g05046	501	583	519	489
MvSl-1064-A1-R4_MC03g05047	13034	12377	13402	14335
MvSl-1064-A1-R4_MC03g05048	610	1148	952	833
MvSl-1064-A1-R4_MC03g05049	2258	2186	2328	2780
MvSl-1064-A1-R4_MC03g05050	5166	3859	5541	7396
MvSl-1064-A1-R4_MC03g05051	2730	4538	4588	2890
MvSl-1064-A1-R4_MC03g05052	405	370	382	441
MvSl-1064-A1-R4_MC03g05053	1307	1038	1537	2177
MvSl-1064-A1-R4_MC03g05054	3184	3418	3816	3898
MvSl-1064-A1-R4_MC03g05055	120	112	140	175
MvSl-1064-A1-R4_MC03g05056	1266.65	1002.49	1245.29	1359.77
MvSl-1064-A1-R4_MC03g05057	332	647	752	391
MvSl-1064-A1-R4_MC03g05058	4010	3420	5582	5370
MvSl-1064-A1-R4_MC03g05059	5767	3520	4739	7888
MvSl-1064-A1-R4_MC03g05060	3047	3491	3742	3327
MvSl-1064-A1-R4_MC03g05061	91	136	355	126
MvSl-1064-A1-R4_MC03g05062	445	629	683	451
MvSl-1064-A1-R4_MC03g05063	705	817	915	844
MvSl-1064-A1-R4_MC03g05064	9490	10643	10774	11273
MvSl-1064-A1-R4_MC03g05065	899	1124	1255	1242
MvSl-1064-A1-R4_MC03g05066	969	878	1045	997
MvSl-1064-A1-R4_MC03g05067	612	687	761	645
MvSl-1064-A1-R4_MC03g05068	2015	1950	2662	2612
MvSl-1064-A1-R4_MC03g05069	69.4084	61.2583	50.2545	34.8217
MvSl-1064-A1-R4_MC03g05070	24.0109	0.947674	61.6115	84.6459
MvSl-1064-A1-R4_MC03g05071	79.5807	60.794	113.134	156.532
MvSl-1064-A1-R4_MC03g05072	1207	810	1278	1540
MvSl-1064-A1-R4_MC03g05073	5850	5518	5608	6118
MvSl-1064-A1-R4_MC03g05074	1455	1967	1822	1346
MvSl-1064-A1-R4_MC03g05075	12622	22380	16164	11764
MvSl-1064-A1-R4_MC03g05076	140	149	194	305
MvSl-1064-A1-R4_MC03g05077	1559	1232	2157	3119
MvSl-1064-A1-R4_MC03g05078	115474	168402	164293	93700
MvSl-1064-A1-R4_MC03g05079	10891	20945	22846	15344
MvSl-1064-A1-R4_MC03g05080	251	342	379	352
MvSl-1064-A1-R4_MC03g05081	27	16	22	32
MvSl-1064-A1-R4_MC03g05082	215	188	52	84
MvSl-1064-A1-R4_MC03g05083	6116	4636	5067	8377
MvSl-1064-A1-R4_MC03g05086	1393	1133	1494	1606
MvSl-1064-A1-R4_MC03g05087	128	87	148	194
MvSl-1064-A1-R4_MC03g05088	0	0	0	0
MvSl-1064-A1-R4_MC03g05089	8945	9938	12975	11565
MvSl-1064-A1-R4_MC03g05090	1933	2375	1955	1820
MvSl-1064-A1-R4_MC03g05091	3513	3695	3792	4015
MvSl-1064-A1-R4_MC03g05092	3258	4238	4352	3486
MvSl-1064-A1-R4_MC03g05093	647	1047	1166	831
MvSl-1064-A1-R4_MC03g05094	54.5154	73.6821	77.8499	47.4019
MvSl-1064-A1-R4_MC03g05095	4	1	2	2
MvSl-1064-A1-R4_MC03g05096	9	9	8	9
MvSl-1064-A1-R4_MC03g05097	29	24	8	8.00377
MvSl-1064-A1-R4_MC03g05098	0	0	0	0
MvSl-1064-A1-R4_MC03g05099	131.202	181.641	335.058	298.693
MvSl-1064-A1-R4_MC03g05100	1676	1935	2007	1970
MvSl-1064-A1-R4_MC03g05101	443	299	365	433
MvSl-1064-A1-R4_MC03g05102	1	2	1	3
MvSl-1064-A1-R4_MC03g05103	920	636	466	623
MvSl-1064-A1-R4_MC03g05104	1417	988	1436	1666
MvSl-1064-A1-R4_MC03g05105	448	635	678	691
MvSl-1064-A1-R4_MC03g05106	125	185	212	131
MvSl-1064-A1-R4_MC03g05107	15.2937	22.605	14.5715	16.1039
MvSl-1064-A1-R4_MC03g05108	185.833	165.752	177.599	190.785
MvSl-1064-A1-R4_MC03g05109	347	745.551	888.588	402.442
MvSl-1064-A1-R4_MC03g05110	0	0	0	9.04493
MvSl-1064-A1-R4_MC03g05111	535	434	591	678
MvSl-1064-A1-R4_MC03g05112	696	724	1411	1358
MvSl-1064-A1-R4_MC03g05113	877	980	1156	1143
MvSl-1064-A1-R4_MC03g05114	1379	1209	1453	1616
MvSl-1064-A1-R4_MC03g05116	930.51	688.529	866.277	1151.57
MvSl-1064-A1-R4_MC03g05117	1297.83	1487.94	1320.98	1245.79
MvSl-1064-A1-R4_MC03g05118	233	310	266	259
MvSl-1064-A1-R4_MC03g05119	868	1141	1076	772
MvSl-1064-A1-R4_MC03g05120	2444	3064	2933	2896
MvSl-1064-A1-R4_MC03g05121	742.152	730.237	754.075	870.802
MvSl-1064-A1-R4_MC03g05122	2632	2595	3833	3741
MvSl-1064-A1-R4_MC03g05123	1024	1077	1450	1061
MvSl-1064-A1-R4_MC03g05124	30	19	23	31
MvSl-1064-A1-R4_MC03g05125	2	3	9.04581	2.02463
MvSl-1064-A1-R4_MC03g05126	8991	10934	11309	8136
MvSl-1064-A1-R4_MC03g05127	1422	1276	1664	1542
MvSl-1064-A1-R4_MC03g05131	809.381	1327.9	1261.86	878.23
MvSl-1064-A1-R4_MC03g05134	11	26	39.9778	15.1808
MvSl-1064-A1-R4_MC03g05135	153	139	228	269
MvSl-1064-A1-R4_MC03g05136	398	568	548	457
MvSl-1064-A1-R4_MC03g05137	292	150	247	290
MvSl-1064-A1-R4_MC03g05138	2356	2702	3015	2682
MvSl-1064-A1-R4_MC03g05139	631	666	798	716
MvSl-1064-A1-R4_MC03g05140	1787.56	1751.63	2130.93	2193.99
MvSl-1064-A1-R4_MC03g05141	2732.72	2761.48	3513.28	2319.29
MvSl-1064-A1-R4_MC03g05142	8	5	7	3
MvSl-1064-A1-R4_MC03g05143	702.239	528	511	691
MvSl-1064-A1-R4_MC03g05144	901	788	873	1091
MvSl-1064-A1-R4_MC03g05145	350	207	172	247
MvSl-1064-A1-R4_MC03g05146	402	442	585	480
MvSl-1064-A1-R4_MC03g05147	1464	1719	1736	1406
MvSl-1064-A1-R4_MC03g05148	1688	1638	2197	1859
MvSl-1064-A1-R4_MC03g05149	130	114	88.8874	139.445
MvSl-1064-A1-R4_MC03g05150	5	7	3	8.31573
MvSl-1064-A1-R4_MC03g05151	112	107	81.9963	92.9009
MvSl-1064-A1-R4_MC03g05152	353.322	300.644	365.86	560.47
MvSl-1064-A1-R4_MC03g05153	3598	2679	2691	3439
MvSl-1064-A1-R4_MC03g05154	1722	2148	851	983
MvSl-1064-A1-R4_MC03g05155	229	198	227	243
MvSl-1064-A1-R4_MC03g05156	9	8	14	21
MvSl-1064-A1-R4_MC03g05157	12	10	6	11
MvSl-1064-A1-R4_MC03g05158	268	260	219	346
MvSl-1064-A1-R4_MC03g05159	1712	1806	1004	907
MvSl-1064-A1-R4_MC03g05160	416	428	479	459
MvSl-1064-A1-R4_MC03g05161	1368	2151	2122	1206
MvSl-1064-A1-R4_MC03g05162	23	21	27	27
MvSl-1064-A1-R4_MC03g05163	38	39	26	41
MvSl-1064-A1-R4_MC03g05164	466	373	603	497
MvSl-1064-A1-R4_MC03g05165	223	158	228	263
MvSl-1064-A1-R4_MC03g05166	1129	1324	1768	1321
MvSl-1064-A1-R4_MC03g05167	1975	1801	2270	2182
MvSl-1064-A1-R4_MC03g05168	28	18	6	19
MvSl-1064-A1-R4_MC03g05169	436	594	570	456
MvSl-1064-A1-R4_MC03g05170	362	361	433	409
MvSl-1064-A1-R4_MC03g05171	1240	1423	1918	1825
MvSl-1064-A1-R4_MC03g05172	76.3493	65.7837	100.353	104.633
MvSl-1064-A1-R4_MC03g05173	396	488	611	602
MvSl-1064-A1-R4_MC03g05174	2237	1084	1934	3541
MvSl-1064-A1-R4_MC03g05175	86	50	44	92
MvSl-1064-A1-R4_MC03g05176	284	256	350	343
MvSl-1064-A1-R4_MC03g05177	1587	1488	2397	2412
MvSl-1064-A1-R4_MC03g05178	1316	1296	1304	1144
MvSl-1064-A1-R4_MC03g05179	6	2	3	3
MvSl-1064-A1-R4_MC03g05180	6	5	12	7
MvSl-1064-A1-R4_MC03g05181	17.0129	15	17	28.0075
MvSl-1064-A1-R4_MC03g05182	14.0081	16.0079	8	16
