a2	a2s1	a2s2	a1	a1s1	a1s2
MvSl-1064-A2-R4_MC02g04378	720	609	MvSl-1064-A1-R4_MC02g04100	507	532
MvSl-1064-A2-R4_MC02g04379	92	125	MvSl-1064-A1-R4_MC02g04101	139	168
MvSl-1064-A2-R4_MC02g04380	1039	1071	MvSl-1064-A1-R4_MC02g04102	895	658
MvSl-1064-A2-R4_MC02g04381	4773	4971	MvSl-1064-A1-R4_MC02g04103	4795	4756
MvSl-1064-A2-R4_MC02g04382	947	849	MvSl-1064-A1-R4_MC02g04104	727	790
MvSl-1064-A2-R4_MC02g04383	746	807	MvSl-1064-A1-R4_MC02g04105	731	699
MvSl-1064-A2-R4_MC02g04384	699	703	MvSl-1064-A1-R4_MC02g04106	489	518
MvSl-1064-A2-R4_MC02g04385	856	648	MvSl-1064-A1-R4_MC02g04107	630	923
MvSl-1064-A2-R4_MC02g04386	1461	1253	MvSl-1064-A1-R4_MC02g04108	883	854
MvSl-1064-A2-R4_MC02g04387	376	539	MvSl-1064-A1-R4_MC02g04109	186	143
MvSl-1064-A2-R4_MC02g04388	802	658	MvSl-1064-A1-R4_MC02g04110	520	892
MvSl-1064-A2-R4_MC02g04389	3369	2935	MvSl-1064-A1-R4_MC02g04111	3088	3284
MvSl-1064-A2-R4_MC02g04390	0	0	MvSl-1064-A1-R4_MC02g04112	1.57931	1
MvSl-1064-A2-R4_MC02g04392	90.4437	106.548	MvSl-1064-A1-R4_MC02g04114	108.981	199.94
MvSl-1064-A2-R4_MC02g04393	115.798	114.703	MvSl-1064-A1-R4_MC02g04115	98	164
MvSl-1064-A2-R4_MC02g04394	1096	689	MvSl-1064-A1-R4_MC02g04116	503	1055
MvSl-1064-A2-R4_MC02g04395	27579	21719	MvSl-1064-A1-R4_MC02g04117	15694	24271
MvSl-1064-A2-R4_MC02g04396	48	97	MvSl-1064-A1-R4_MC02g04118	43	34
MvSl-1064-A2-R4_MC02g04397	1855.76	1902.22	MvSl-1064-A1-R4_MC02g04119	1076.07	1229.22
MvSl-1064-A2-R4_MC02g04398	1261	1150	MvSl-1064-A1-R4_MC02g04120	878	1122
MvSl-1064-A2-R4_MC02g04399	1003	1305	MvSl-1064-A1-R4_MC02g04121	1255	709
MvSl-1064-A2-R4_MC02g04400	356	235	MvSl-1064-A1-R4_MC02g04122	252	296
MvSl-1064-A2-R4_MC02g04401	264	125	MvSl-1064-A1-R4_MC02g04123	112	168
MvSl-1064-A2-R4_MC02g04402	3207	1665	MvSl-1064-A1-R4_MC02g04124	2146	2403
MvSl-1064-A2-R4_MC02g04403	239	255	MvSl-1064-A1-R4_MC02g04125	232	189
MvSl-1064-A2-R4_MC02g04404	2830	2054	MvSl-1064-A1-R4_MC02g04126	1862	2536
MvSl-1064-A2-R4_MC02g04405	864	843	MvSl-1064-A1-R4_MC02g04127	793	903
MvSl-1064-A2-R4_MC02g04406	38	61.2092	MvSl-1064-A1-R4_MC02g04128	47.463	45
MvSl-1064-A2-R4_MC02g04407	6239	4158	MvSl-1064-A1-R4_MC02g04129	3511	5567
MvSl-1064-A2-R4_MC02g04408	3215	3306	MvSl-1064-A1-R4_MC02g04130	3089	3172
MvSl-1064-A2-R4_MC02g04409	341	516	MvSl-1064-A1-R4_MC02g04131	278	132
MvSl-1064-A2-R4_MC02g04410	7153	8932	MvSl-1064-A1-R4_MC02g04132	6816	3994
MvSl-1064-A2-R4_MC02g04411	1974	1972	MvSl-1064-A1-R4_MC02g04133	1237	1127
MvSl-1064-A2-R4_MC02g04412	2621	3006	MvSl-1064-A1-R4_MC02g04134	2212	2218
MvSl-1064-A2-R4_MC02g04413	414	494	MvSl-1064-A1-R4_MC02g04135	440	573
MvSl-1064-A2-R4_MC02g04414	416	592	MvSl-1064-A1-R4_MC02g04136	542	670
MvSl-1064-A2-R4_MC02g04415	731	575	MvSl-1064-A1-R4_MC02g04137	700	793
MvSl-1064-A2-R4_MC02g04416	2405	2205	MvSl-1064-A1-R4_MC02g04138	1898	2266
MvSl-1064-A2-R4_MC02g04417	3237	3160	MvSl-1064-A1-R4_MC02g04139	3315.04	3236
MvSl-1064-A2-R4_MC02g04418	2673	3112	MvSl-1064-A1-R4_MC02g04140	3185	2628
MvSl-1064-A2-R4_MC02g04419	2379	2051	MvSl-1064-A1-R4_MC02g04141	2643	2711
MvSl-1064-A2-R4_MC02g04420	8	17	MvSl-1064-A1-R4_MC02g04142	17	14
MvSl-1064-A2-R4_MC02g04421	0	0	MvSl-1064-A1-R4_MC02g04143	0	0
MvSl-1064-A2-R4_MC02g04422	4409	4130	MvSl-1064-A1-R4_MC02g04144	3768	3782
MvSl-1064-A2-R4_MC02g04423	1676	1582	MvSl-1064-A1-R4_MC02g04145	1446	1581
MvSl-1064-A2-R4_MC02g04424	1931	1674	MvSl-1064-A1-R4_MC02g04146	1876	2335
MvSl-1064-A2-R4_MC02g04425	424	358	MvSl-1064-A1-R4_MC02g04147	295	421
MvSl-1064-A2-R4_MC02g04426	1346	1140	MvSl-1064-A1-R4_MC02g04148	936	1143
MvSl-1064-A2-R4_MC02g04427	1803	2315	MvSl-1064-A1-R4_MC02g04149	1838	1573
MvSl-1064-A2-R4_MC02g04428	3337	2804	MvSl-1064-A1-R4_MC02g04150	2747	3124
MvSl-1064-A2-R4_MC02g04429	1243	1172	MvSl-1064-A1-R4_MC02g04151	1358	1735
MvSl-1064-A2-R4_MC02g04430	21496	23539	MvSl-1064-A1-R4_MC02g04152	18145	15725
MvSl-1064-A2-R4_MC02g04431	2329	2545	MvSl-1064-A1-R4_MC02g04153	2056	2117
MvSl-1064-A2-R4_MC02g04432	5538	5116	MvSl-1064-A1-R4_MC02g04154	4338	4899
MvSl-1064-A2-R4_MC02g04433	866	637	MvSl-1064-A1-R4_MC02g04155	589	711
MvSl-1064-A2-R4_MC02g04434	1643	1624	MvSl-1064-A1-R4_MC02g04156	1296	1451
MvSl-1064-A2-R4_MC02g04435	1504	1462	MvSl-1064-A1-R4_MC02g04157	1281	1475
MvSl-1064-A2-R4_MC02g04436	724	677	MvSl-1064-A1-R4_MC02g04158	592	740
MvSl-1064-A2-R4_MC02g04437	402	416	MvSl-1064-A1-R4_MC02g04159	324	303
MvSl-1064-A2-R4_MC02g04438	642	870	MvSl-1064-A1-R4_MC02g04160	512	398
MvSl-1064-A2-R4_MC02g04439	586	533	MvSl-1064-A1-R4_MC02g04161	521	495
MvSl-1064-A2-R4_MC02g04440	318	265	MvSl-1064-A1-R4_MC02g04162	179	248
MvSl-1064-A2-R4_MC02g04441	1466	1382	MvSl-1064-A1-R4_MC02g04163	1307	1265
MvSl-1064-A2-R4_MC02g04442	1178	1132	MvSl-1064-A1-R4_MC02g04164	961	951
MvSl-1064-A2-R4_MC02g04443	102879	68523	MvSl-1064-A1-R4_MC02g04165	51831	78803
MvSl-1064-A2-R4_MC02g04444	2331	1928	MvSl-1064-A1-R4_MC02g04166	1843	2111
MvSl-1064-A2-R4_MC02g04445	2521	2192	MvSl-1064-A1-R4_MC02g04167	1695	2201
MvSl-1064-A2-R4_MC02g04446	255	216	MvSl-1064-A1-R4_MC02g04168	162	207
MvSl-1064-A2-R4_MC02g04447	2537.15	3221.35	MvSl-1064-A1-R4_MC02g04169	2160.2	1992.17
MvSl-1064-A2-R4_MC02g04448	9	8	MvSl-1064-A1-R4_MC02g04170	11	13
MvSl-1064-A2-R4_MC02g04449	955	730	MvSl-1064-A1-R4_MC02g04171	1043	1374
MvSl-1064-A2-R4_MC02g04450	776	737	MvSl-1064-A1-R4_MC02g04172	770	911
MvSl-1064-A2-R4_MC02g04451	40	47.9658	MvSl-1064-A1-R4_MC02g04173	14.8768	17.0493
MvSl-1064-A2-R4_MC02g04452	0	0	MvSl-1064-A1-R4_MC02g04174	0	0
MvSl-1064-A2-R4_MC02g04453	0	2	MvSl-1064-A1-R4_MC02g04175	0	0
MvSl-1064-A2-R4_MC02g04454	697	507	MvSl-1064-A1-R4_MC02g04176	391	768
MvSl-1064-A2-R4_MC02g04455	3109	3272	MvSl-1064-A1-R4_MC02g04177	2759	2285
MvSl-1064-A2-R4_MC02g04456	538	466	MvSl-1064-A1-R4_MC02g04178	511	699
MvSl-1064-A2-R4_MC02g04457	2212	1981	MvSl-1064-A1-R4_MC02g04179	1908	2111
MvSl-1064-A2-R4_MC02g04458	714	718	MvSl-1064-A1-R4_MC02g04180	652	788
MvSl-1064-A2-R4_MC02g04459	1013.77	864.148	MvSl-1064-A1-R4_MC02g04181	661.747	825.754
MvSl-1064-A2-R4_MC02g04460	9.72431	13.9651	MvSl-1064-A1-R4_MC02g04182	15.9826	8.62012
MvSl-1064-A2-R4_MC02g04461	0	2.08667	MvSl-1064-A1-R4_MC02g04183	2.04031	1.09933
MvSl-1064-A2-R4_MC02g04462	29.9827	27.1615	MvSl-1064-A1-R4_MC02g04184	14.9995	11.7362
MvSl-1064-A2-R4_MC02g04463	460.258	434.143	MvSl-1064-A1-R4_MC02g04185	231.818	259.033
MvSl-1064-A2-R4_MC02g04464	1492	1560	MvSl-1064-A1-R4_MC02g04186	1488	1484
MvSl-1064-A2-R4_MC02g04465	3928	4340	MvSl-1064-A1-R4_MC02g04187	3906	3250
MvSl-1064-A2-R4_MC02g04466	5751	8452	MvSl-1064-A1-R4_MC02g04188	4634	2807
MvSl-1064-A2-R4_MC02g04467	2703	2469	MvSl-1064-A1-R4_MC02g04189	1966	2312
MvSl-1064-A2-R4_MC02g04468	704	741	MvSl-1064-A1-R4_MC02g04190	589	575
MvSl-1064-A2-R4_MC02g04469	1865.24	2274.46	MvSl-1064-A1-R4_MC02g04191	1511.62	1141.34
MvSl-1064-A2-R4_MC02g04470	13	24	MvSl-1064-A1-R4_MC02g04192	14	15
MvSl-1064-A2-R4_MC02g04471	0	0	MvSl-1064-A1-R4_MC02g04193	0	0
MvSl-1064-A2-R4_MC02g04472	299.221	458.506	MvSl-1064-A1-R4_MC02g04194	346.811	257.41
MvSl-1064-A2-R4_MC02g04473	46.24	72.3765	MvSl-1064-A1-R4_MC02g04195	20	20
MvSl-1064-A2-R4_MC02g04474	0	3.26302	MvSl-1064-A1-R4_MC02g04196	1.27909	2.51381
MvSl-1064-A2-R4_MC02g04475	121.861	190.239	MvSl-1064-A1-R4_MC02g04197	111.77	57.8372
MvSl-1064-A2-R4_MC02g04476	98.8607	163.712	MvSl-1064-A1-R4_MC02g04198	91.2505	71.4613
MvSl-1064-A2-R4_MC02g04477	0	2	MvSl-1064-A1-R4_MC02g04199	1.8686	2
MvSl-1064-A2-R4_MC02g04478	1782.78	2396.49	MvSl-1064-A1-R4_MC02g04200	1525.19	1148.59
MvSl-1064-A2-R4_MC02g04479	88.7614	111.537	MvSl-1064-A1-R4_MC02g04201	69.3804	59.659
MvSl-1064-A2-R4_MC02g04480	35	63	MvSl-1064-A1-R4_MC02g04202	39	36
MvSl-1064-A2-R4_MC02g04481	724	807	MvSl-1064-A1-R4_MC02g04203	784	477
MvSl-1064-A2-R4_MC02g04482	1572	1488	MvSl-1064-A1-R4_MC02g04204	1315	1301
MvSl-1064-A2-R4_MC02g04483	83.0343	105.881	MvSl-1064-A1-R4_MC02g04205	75.0293	65.5964
MvSl-1064-A2-R4_MC02g04484	73	83	MvSl-1064-A1-R4_MC02g04206	27	28
MvSl-1064-A2-R4_MC02g04485	1264.64	1909.88	MvSl-1064-A1-R4_MC02g04207	824.989	798.517
MvSl-1064-A2-R4_MC02g04486	692.716	804.381	MvSl-1064-A1-R4_MC02g04208	386.339	374.171
MvSl-1064-A2-R4_MC02g04487	1731	2456	MvSl-1064-A1-R4_MC02g04209	1896	1348
MvSl-1064-A2-R4_MC02g04488	225	138	MvSl-1064-A1-R4_MC02g04210	90	252
MvSl-1064-A2-R4_MC02g04489	799	889	MvSl-1064-A1-R4_MC02g04211	971	852
MvSl-1064-A2-R4_MC02g04490	2083	2229	MvSl-1064-A1-R4_MC02g04212	1538	1381
MvSl-1064-A2-R4_MC02g04491	364	554	MvSl-1064-A1-R4_MC02g04213	359	258
MvSl-1064-A2-R4_MC02g04492	0	0	MvSl-1064-A1-R4_MC02g04214	0	0
MvSl-1064-A2-R4_MC02g04493	1	0	MvSl-1064-A1-R4_MC02g04215	0	0
MvSl-1064-A2-R4_MC02g04494	5.43665	0	MvSl-1064-A1-R4_MC02g04216	0	31.687
MvSl-1064-A2-R4_MC02g04495	265.445	282.837	MvSl-1064-A1-R4_MC02g04217	237.138	262.681
MvSl-1064-A2-R4_MC02g04496	1124	1337	MvSl-1064-A1-R4_MC02g04218	1244	912
MvSl-1064-A2-R4_MC02g04497	258	300	MvSl-1064-A1-R4_MC02g04219	254	143
MvSl-1064-A2-R4_MC02g04498	103	90	MvSl-1064-A1-R4_MC02g04220	65	47
MvSl-1064-A2-R4_MC02g04499	4	4	MvSl-1064-A1-R4_MC02g04221	0	5
MvSl-1064-A2-R4_MC02g04500	1139	888	MvSl-1064-A1-R4_MC02g04222	922	1631
MvSl-1064-A2-R4_MC02g04501	139	143	MvSl-1064-A1-R4_MC02g04223	81	127
MvSl-1064-A2-R4_MC02g04502	902	1497	MvSl-1064-A1-R4_MC02g04224	607	321
MvSl-1064-A2-R4_MC02g04503	0	0	MvSl-1064-A1-R4_MC02g04225	1	0
MvSl-1064-A2-R4_MC02g04504	486.805	573.367	MvSl-1064-A1-R4_MC02g04226	514.118	461.511
MvSl-1064-A2-R4_MC02g04505	15	19	MvSl-1064-A1-R4_MC02g04227	10.6298	22.74
MvSl-1064-A2-R4_MC02g04506	389	439	MvSl-1064-A1-R4_MC02g04228	261	228
MvSl-1064-A2-R4_MC02g04507	1387	1312	MvSl-1064-A1-R4_MC02g04229	862	1041
MvSl-1064-A2-R4_MC02g04508	1312	1234	MvSl-1064-A1-R4_MC02g04230	1170	1240
MvSl-1064-A2-R4_MC02g04509	1240	1119	MvSl-1064-A1-R4_MC02g04231	880	959
MvSl-1064-A2-R4_MC02g04510	3887	4569	MvSl-1064-A1-R4_MC02g04232	4443	3391
MvSl-1064-A2-R4_MC02g04511	39.089	42.4736	MvSl-1064-A1-R4_MC02g04233	24	16.0914
MvSl-1064-A2-R4_MC02g04512	1247.63	1538.38	MvSl-1064-A1-R4_MC02g04234	1047.71	986.923
MvSl-1064-A2-R4_MC02g04523	103.061	103.633	MvSl-1064-A1-R4_MC02g04245	85	94
MvSl-1064-A2-R4_MC02g04524	2.22283	0.0919878	MvSl-1064-A1-R4_MC02g04246	10.1263	5
MvSl-1064-A2-R4_MC02g04525	12	25	MvSl-1064-A1-R4_MC02g04247	14	14
MvSl-1064-A2-R4_MC02g04526	246.209	391.222	MvSl-1064-A1-R4_MC02g04248	232.469	216.519
MvSl-1064-A2-R4_MC02g04527	781.574	1256.72	MvSl-1064-A1-R4_MC02g04249	934.068	639.881
MvSl-1064-A2-R4_MC02g04528	3600.82	3986.5	MvSl-1064-A1-R4_MC02g04250	3283.56	3068.88
MvSl-1064-A2-R4_MC02g04529	617.967	539.09	MvSl-1064-A1-R4_MC02g04251	410.249	413.782
MvSl-1064-A2-R4_MC02g04530	273.323	358.395	MvSl-1064-A1-R4_MC02g04252	371.774	225.467
MvSl-1064-A2-R4_MC02g04531	10041	10464	MvSl-1064-A1-R4_MC02g04253	8108.56	7650.1
MvSl-1064-A2-R4_MC03g04549	16	9.19234	MvSl-1064-A1-R4_MC03g04271	15.5321	13
MvSl-1064-A2-R4_MC03g04550	0	0	MvSl-1064-A1-R4_MC03g04272	0	2.33333
MvSl-1064-A2-R4_MC03g04551	13.3488	13.2224	MvSl-1064-A1-R4_MC03g04273	9.15588	30.6387
MvSl-1064-A2-R4_MC03g04552	0	0	MvSl-1064-A1-R4_MC03g04274	0	0
MvSl-1064-A2-R4_MC03g04553	31.8242	24.7601	MvSl-1064-A1-R4_MC03g04275	6.33838	7.56039
MvSl-1064-A2-R4_MC03g04554	121.747	44.6234	MvSl-1064-A1-R4_MC03g04276	41.7102	112.941
MvSl-1064-A2-R4_MC03g04555	346.214	151.591	MvSl-1064-A1-R4_MC03g04277	134.397	368.297
MvSl-1064-A2-R4_MC03g04556	30.1767	20.7665	MvSl-1064-A1-R4_MC03g04278	12.4031	32.8336
MvSl-1064-A2-R4_MC03g04557	785.393	619.523	MvSl-1064-A1-R4_MC03g04279	389.108	528.139
MvSl-1064-A2-R4_MC03g04558	443.023	408.082	MvSl-1064-A1-R4_MC03g04280	381.941	396.276
MvSl-1064-A2-R4_MC03g04559	1018	1725	MvSl-1064-A1-R4_MC03g04281	1244	817
MvSl-1064-A2-R4_MC03g04560	2192.79	2653.4	MvSl-1064-A1-R4_MC03g04282	2344.33	1630.94
MvSl-1064-A2-R4_MC03g04561	289	321	MvSl-1064-A1-R4_MC03g04283	286	222
MvSl-1064-A2-R4_MC03g04562	6034	6761	MvSl-1064-A1-R4_MC03g04284	5666	6402
MvSl-1064-A2-R4_MC03g04563	989	998	MvSl-1064-A1-R4_MC03g04285	882	964
MvSl-1064-A2-R4_MC03g04564	778	585	MvSl-1064-A1-R4_MC03g04286	644	891
MvSl-1064-A2-R4_MC03g04565	857	811	MvSl-1064-A1-R4_MC03g04287	728	814
MvSl-1064-A2-R4_MC03g04566	73	111	MvSl-1064-A1-R4_MC03g04288	66	41
MvSl-1064-A2-R4_MC03g04567	1572	1387	MvSl-1064-A1-R4_MC03g04289	1086	1470
MvSl-1064-A2-R4_MC03g04568	3082	2715	MvSl-1064-A1-R4_MC03g04290	2375	2499
MvSl-1064-A2-R4_MC03g04569	333	423	MvSl-1064-A1-R4_MC03g04291	334	172
MvSl-1064-A2-R4_MC03g04570	594	688	MvSl-1064-A1-R4_MC03g04292	664	518
MvSl-1064-A2-R4_MC03g04571	1606	1868	MvSl-1064-A1-R4_MC03g04293	1605	1345
MvSl-1064-A2-R4_MC03g04572	1657	1554	MvSl-1064-A1-R4_MC03g04294	1700	1744
MvSl-1064-A2-R4_MC03g04573	14914	9336	MvSl-1064-A1-R4_MC03g04295	8127	13787
MvSl-1064-A2-R4_MC03g04574	625	697	MvSl-1064-A1-R4_MC03g04296	536	659
MvSl-1064-A2-R4_MC03g04575	421	450	MvSl-1064-A1-R4_MC03g04297	412	351
MvSl-1064-A2-R4_MC03g04576	1725	1675	MvSl-1064-A1-R4_MC03g04298	1431	1499
MvSl-1064-A2-R4_MC03g04577	654	887	MvSl-1064-A1-R4_MC03g04299	674	501
MvSl-1064-A2-R4_MC03g04578	67.1793	107	MvSl-1064-A1-R4_MC03g04300	85.0079	64.9387
MvSl-1064-A2-R4_MC03g04579	1447	1266	MvSl-1064-A1-R4_MC03g04301	1083	1099
MvSl-1064-A2-R4_MC03g04580	1142	1071	MvSl-1064-A1-R4_MC03g04302	1118	1225
MvSl-1064-A2-R4_MC03g04582	481.502	492.813	MvSl-1064-A1-R4_MC03g04304	431.711	314.416
MvSl-1064-A2-R4_MC03g04583	794	642	MvSl-1064-A1-R4_MC03g04305	576	800
MvSl-1064-A2-R4_MC03g04584	11851	8041	MvSl-1064-A1-R4_MC03g04306	8409	12510
MvSl-1064-A2-R4_MC03g04585	178	99	MvSl-1064-A1-R4_MC03g04307	107	246
MvSl-1064-A2-R4_MC03g04586	1138	953	MvSl-1064-A1-R4_MC03g04308	1044	1407
MvSl-1064-A2-R4_MC03g04587	443	352	MvSl-1064-A1-R4_MC03g04309	259	348
MvSl-1064-A2-R4_MC03g04588	1081	953	MvSl-1064-A1-R4_MC03g04310	882	1258
MvSl-1064-A2-R4_MC03g04589	2071	2430	MvSl-1064-A1-R4_MC03g04311	2593	1510
MvSl-1064-A2-R4_MC03g04590	3268	3256	MvSl-1064-A1-R4_MC03g04312	3021	2691
MvSl-1064-A2-R4_MC03g04591	814	941	MvSl-1064-A1-R4_MC03g04313	686	494
MvSl-1064-A2-R4_MC03g04592	1818	1813	MvSl-1064-A1-R4_MC03g04314	1569	1932
MvSl-1064-A2-R4_MC03g04593	1158	1132	MvSl-1064-A1-R4_MC03g04315	1092	1239
MvSl-1064-A2-R4_MC03g04594	6796	9307	MvSl-1064-A1-R4_MC03g04316	8305	6428
MvSl-1064-A2-R4_MC03g04595	955	668	MvSl-1064-A1-R4_MC03g04317	758	1204
MvSl-1064-A2-R4_MC03g04596	1617	1547	MvSl-1064-A1-R4_MC03g04318	1422	1787
MvSl-1064-A2-R4_MC03g04597	488	488	MvSl-1064-A1-R4_MC03g04319	517	517
MvSl-1064-A2-R4_MC03g04598	575	529	MvSl-1064-A1-R4_MC03g04320	605	735
MvSl-1064-A2-R4_MC03g04599	0	0	MvSl-1064-A1-R4_MC03g04321	0	0
MvSl-1064-A2-R4_MC03g04600	45	37	MvSl-1064-A1-R4_MC03g04322	20	17
MvSl-1064-A2-R4_MC03g04601	3	6	MvSl-1064-A1-R4_MC03g04323	4	3
MvSl-1064-A2-R4_MC03g04602	369.708	376.732	MvSl-1064-A1-R4_MC03g04324	243.098	257.159
MvSl-1064-A2-R4_MC03g04603	55	50	MvSl-1064-A1-R4_MC03g04325	48	39
MvSl-1064-A2-R4_MC03g04604	17.4696	16.1591	MvSl-1064-A1-R4_MC03g04326	23.2112	15
MvSl-1064-A2-R4_MC03g04605	223	247	MvSl-1064-A1-R4_MC03g04327	186	198
MvSl-1064-A2-R4_MC03g04606	1065	927	MvSl-1064-A1-R4_MC03g04328	845	944
MvSl-1064-A2-R4_MC03g04607	842	769	MvSl-1064-A1-R4_MC03g04329	629	724
MvSl-1064-A2-R4_MC03g04608	852	760	MvSl-1064-A1-R4_MC03g04330	704	666
MvSl-1064-A2-R4_MC03g04609	58	40	MvSl-1064-A1-R4_MC03g04331	33	43
MvSl-1064-A2-R4_MC03g04610	28.3943	20.1664	MvSl-1064-A1-R4_MC03g04332	26.0491	22.1591
MvSl-1064-A2-R4_MC03g04612	517.553	507.672	MvSl-1064-A1-R4_MC03g04334	439.413	450.633
MvSl-1064-A2-R4_MC03g04613	9.06023	8.23941	MvSl-1064-A1-R4_MC03g04335	13.2203	12.8214
MvSl-1064-A2-R4_MC03g04614	4037	3127	MvSl-1064-A1-R4_MC03g04336	2681	3441
MvSl-1064-A2-R4_MC03g04615	1716	1676	MvSl-1064-A1-R4_MC03g04337	1501	1379
MvSl-1064-A2-R4_MC03g04620	398.63	126.527	MvSl-1064-A1-R4_MC03g04342	435.273	371.636
MvSl-1064-A2-R4_MC03g04621	398.63	464.558	MvSl-1064-A1-R4_MC03g04343	101.025	371.636
MvSl-1064-A2-R4_MC03g04625	763.675	1580.15	MvSl-1064-A1-R4_MC03g04347	964.911	606.275
MvSl-1064-A2-R4_MC03g04628	1	2	MvSl-1064-A1-R4_MC03g04350	1	1
MvSl-1064-A2-R4_MC03g04629	8	10	MvSl-1064-A1-R4_MC03g04351	0	5
MvSl-1064-A2-R4_MC03g04630	5.50208	4.37742	MvSl-1064-A1-R4_MC03g04352	3.05833	9.15377
MvSl-1064-A2-R4_MC03g04631	2147	1462	MvSl-1064-A1-R4_MC03g04353	1906	3107
MvSl-1064-A2-R4_MC03g04632	2609	2518	MvSl-1064-A1-R4_MC03g04354	2232	2662
MvSl-1064-A2-R4_MC03g04633	1694	1481	MvSl-1064-A1-R4_MC03g04355	1424	1583
MvSl-1064-A2-R4_MC03g04634	6413	4990	MvSl-1064-A1-R4_MC03g04356	3114	4198
MvSl-1064-A2-R4_MC03g04635	953	1018	MvSl-1064-A1-R4_MC03g04357	1143	1194
MvSl-1064-A2-R4_MC03g04636	2242	2284	MvSl-1064-A1-R4_MC03g04358	2005	2198
MvSl-1064-A2-R4_MC03g04637	1928	1892	MvSl-1064-A1-R4_MC03g04359	1663	1867
MvSl-1064-A2-R4_MC03g04638	6900	8011	MvSl-1064-A1-R4_MC03g04360	7513	6613
MvSl-1064-A2-R4_MC03g04639	192	231	MvSl-1064-A1-R4_MC03g04361	231	141
MvSl-1064-A2-R4_MC03g04640	11	11	MvSl-1064-A1-R4_MC03g04362	7	3
MvSl-1064-A2-R4_MC03g04641	1117	1001	MvSl-1064-A1-R4_MC03g04363	913	1164
MvSl-1064-A2-R4_MC03g04642	1246	1294	MvSl-1064-A1-R4_MC03g04364	1043	887
MvSl-1064-A2-R4_MC03g04643	3117	2945	MvSl-1064-A1-R4_MC03g04365	3004	3511
MvSl-1064-A2-R4_MC03g04644	1772	1519	MvSl-1064-A1-R4_MC03g04366	1436	1867
MvSl-1064-A2-R4_MC03g04645	156	103	MvSl-1064-A1-R4_MC03g04367	72	148
MvSl-1064-A2-R4_MC03g04646	539	396	MvSl-1064-A1-R4_MC03g04368	369	596
MvSl-1064-A2-R4_MC03g04647	259	263	MvSl-1064-A1-R4_MC03g04369	206	200
MvSl-1064-A2-R4_MC03g04648	1158.17	1663	MvSl-1064-A1-R4_MC03g04370	1452.39	1055
MvSl-1064-A2-R4_MC03g04649	397	433	MvSl-1064-A1-R4_MC03g04371	274	213
MvSl-1064-A2-R4_MC03g04650	115	184	MvSl-1064-A1-R4_MC03g04372	111	97
MvSl-1064-A2-R4_MC03g04651	1336.9	1066.87	MvSl-1064-A1-R4_MC03g04373	873.277	893.677
MvSl-1064-A2-R4_MC03g04652	0	0	MvSl-1064-A1-R4_MC03g04374	0	0
MvSl-1064-A2-R4_MC03g04654	5	8	MvSl-1064-A1-R4_MC03g04376	4	0
MvSl-1064-A2-R4_MC03g04655	71	132	MvSl-1064-A1-R4_MC03g04377	54	34
MvSl-1064-A2-R4_MC03g04656	1	1	MvSl-1064-A1-R4_MC03g04378	1	1
MvSl-1064-A2-R4_MC03g04657	15081	18026	MvSl-1064-A1-R4_MC03g04379	16373	13068
MvSl-1064-A2-R4_MC03g04658	1272	1092	MvSl-1064-A1-R4_MC03g04380	1023	1258
MvSl-1064-A2-R4_MC03g04659	240	193	MvSl-1064-A1-R4_MC03g04381	89	262
MvSl-1064-A2-R4_MC03g04660	2122	1878	MvSl-1064-A1-R4_MC03g04382	1857	1654
MvSl-1064-A2-R4_MC03g04661	1219	939	MvSl-1064-A1-R4_MC03g04383	951	1709
MvSl-1064-A2-R4_MC03g04662	4068	3369	MvSl-1064-A1-R4_MC03g04384	3625	5415
MvSl-1064-A2-R4_MC03g04663	448	538	MvSl-1064-A1-R4_MC03g04385	392	411
MvSl-1064-A2-R4_MC03g04664	1482	1784	MvSl-1064-A1-R4_MC03g04386	1241	1130
MvSl-1064-A2-R4_MC03g04665	1499	1251	MvSl-1064-A1-R4_MC03g04387	1420	1900
MvSl-1064-A2-R4_MC03g04666	8369	13237	MvSl-1064-A1-R4_MC03g04388	11503	7626
MvSl-1064-A2-R4_MC03g04667	671	759	MvSl-1064-A1-R4_MC03g04389	664	632
MvSl-1064-A2-R4_MC03g04668	558	612	MvSl-1064-A1-R4_MC03g04390	488	388
MvSl-1064-A2-R4_MC03g04669	0	0	MvSl-1064-A1-R4_MC03g04391	2	1
MvSl-1064-A2-R4_MC03g04670	8.11632	5.03392	MvSl-1064-A1-R4_MC03g04392	6.10641	7.13327
MvSl-1064-A2-R4_MC03g04671	30	49	MvSl-1064-A1-R4_MC03g04393	66	34
MvSl-1064-A2-R4_MC03g04672	38	54	MvSl-1064-A1-R4_MC03g04394	25	30
MvSl-1064-A2-R4_MC03g04673	372	316	MvSl-1064-A1-R4_MC03g04395	261	341
MvSl-1064-A2-R4_MC03g04674	228	209	MvSl-1064-A1-R4_MC03g04396	194	200
MvSl-1064-A2-R4_MC03g04675	104	130	MvSl-1064-A1-R4_MC03g04397	102	86
MvSl-1064-A2-R4_MC03g04676	3	0	MvSl-1064-A1-R4_MC03g04398	6	0
MvSl-1064-A2-R4_MC03g04677	3389	3333	MvSl-1064-A1-R4_MC03g04399	3057	3088
MvSl-1064-A2-R4_MC03g04678	1426.47	1470.16	MvSl-1064-A1-R4_MC03g04400	1120.79	899.866
