gida2	gidmvsd	dnds	dn	ds
MvSl-1064-A2-R4_MC13g11751	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08049	0.001	0	0.0082
MvSl-1064-A2-R4_MC05g06791	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05454	0.5468	0.0033	0.006
MvSl-1064-A2-R4_MC01g02388	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00451	0.001	0	0.0071
MvSl-1064-A2-R4_MC01g03133	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01249	98.9996	0.0045	0
MvSl-1064-A2-R4_MC05g06866	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05378	0.3193	0.0052	0.0163
MvSl-1064-A2-R4_MC02g04489	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11598	0.001	0	0.0086
MvSl-1064-A2-R4_MC01g02825	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00875	0.7119	0.0057	0.0079
MvSl-1064-A2-R4_MC07g08107	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08989	0.8841	0.0035	0.004
MvSl-1064-A2-R4_MC06-2g07549	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10322	0.0849	0.0009	0.0111
MvSl-1064-A2-R4_MC07g08187	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11905	0.1454	0.0021	0.0144
MvSl-1064-A2-R4_MC10g10367	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09888	0.1778	0.0016	0.0088
MvSl-1064-A2-R4_MC06-2g07309	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10837	0.2693	0.0033	0.0121
MvSl-1064-A2-R4_MC11g10622	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04286	3.2653	0.0056	0.0017
MvSl-1064-A2-R4_A2g00832	MvSdioicae-1303-FR02-T-N202-PbcR_C031g12576	0.7425	0.0069	0.0093
MvSl-1064-A2-R4_MC13g11669	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08141	4.1588	0.0091	0.0022
MvSl-1064-A2-R4_MC08-1g08734	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07068	0.5543	0.0032	0.0057
MvSl-1064-A2-R4_MC03g04964	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01742	0.4012	0.0089	0.0221
MvSl-1064-A2-R4_MC14g12029	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07408	0.2553	0.0032	0.0125
MvSl-1064-A2-R4_MC07g08023	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08900	0.2297	0.0015	0.0063
MvSl-1064-A2-R4_MC02g03545	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02387	98.9996	0.0034	0
MvSl-1064-A2-R4_MC02g03742	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02528	0.7608	0.011	0.0145
MvSl-1064-A2-R4_MC02g03549	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02391	0.8334	0.0085	0.0103
MvSl-1064-A2-R4_MC02g03898	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02752	0.001	0	0
MvSl-1064-A2-R4_A2g01287	MvSdioicae-1303-FR02-T-N202-PbcR_C026g11702	0.001	0	0.0126
MvSl-1064-A2-R4_MC03g05024	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01800	1.3765	0.0056	0.004
MvSl-1064-A2-R4_MC07g08150	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11865	0.5139	0.0016	0.003
MvSl-1064-A2-R4_MC05g07027	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05219	0.631	0.0053	0.0084
MvSl-1064-A2-R4_MC01g02203	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00220	1.5015	0.0102	0.0068
MvSl-1064-A2-R4_MC08-2g09048	MvSdioicae-1303-FR02-T-N202-PbcR_C029g12224	0.3246	0.0026	0.0081
MvSl-1064-A2-R4_MC07g07950	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08828	2.8496	0.0069	0.0024
MvSl-1064-A2-R4_MC06-1g07274	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10868	0.5164	0	0
MvSl-1064-A2-R4_MC08-1g08970	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07324	0.2952	0.0037	0.0126
MvSl-1064-A2-R4_MC07g08121	MvSdioicae-1303-FR02-T-N202-PbcR_C034g12686	1.3906	0.0044	0.0032
MvSl-1064-A2-R4_MC07g08176	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11894	0.4964	0.0046	0.0093
MvSl-1064-A2-R4_MC04-1g05619	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06364	98.9996	0.0062	0.0001
MvSl-1064-A2-R4_MC03g04686	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01446	0.8974	0.004	0.0044
MvSl-1064-A2-R4_A2g00569	MvSdioicae-1303-FR02-T-N202-PbcR_C006g05104	1.1843	0.0051	0.0043
MvSl-1064-A2-R4_MC13g11668	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08142	0.1079	0.0008	0.0076
MvSl-1064-A2-R4_A2g01249	MvSdioicae-1303-FR02-T-N202-PbcR_C015g09031	0.8122	0.007	0.0086
MvSl-1064-A2-R4_MC11g10871	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04048	98.9996	0.0026	0
MvSl-1064-A2-R4_MC05g06966	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05278	0.1132	0.0021	0.0187
MvSl-1064-A2-R4_MC11g10784	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04128	0.5051	0.0035	0.0069
MvSl-1064-A2-R4_MC01g02896	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00945	0.8349	0.0077	0.0093
MvSl-1064-A2-R4_MC01g02266	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00298	0.472	0.0113	0.0239
MvSl-1064-A2-R4_MC05g06508	MvSdioicae-1303-FR02-T-N202-PbcR_C022g11050	0.0968	0.0011	0.0119
MvSl-1064-A2-R4_MC02g03598	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02436	0.2211	0.0037	0.0167
MvSl-1064-A2-R4_MC01g02848	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00902	0.1723	0.0032	0.0188
MvSl-1064-A2-R4_MC07g08148	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11863	0.6237	0.0028	0.0044
MvSl-1064-A2-R4_MC08-1g08895	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07232	0.362	0.0019	0.0051
MvSl-1064-A2-R4_MC07g08326	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10488	0.4251	0	0
MvSl-1064-A2-R4_MC14g12209	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07592	1.5158	0.005	0.0033
MvSl-1064-A2-R4_MC01g02132	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00146	0.3237	0.0032	0.01
MvSl-1064-A2-R4_MC05g06942	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05304	0.1883	0.0031	0.0165
MvSl-1064-A2-R4_MC11g10774	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04137	0.7072	0.0037	0.0053
MvSl-1064-A2-R4_MC08-1g08617	MvSdioicae-1303-FR02-T-N202-PbcR_C010g06948	0.2185	0.0033	0.0149
MvSl-1064-A2-R4_MC02g03813	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02666	0.5291	0.004	0.0076
MvSl-1064-A2-R4_MC02g03893	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02747	0.2312	0.0021	0.009
MvSl-1064-A2-R4_MC07g08453	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10618	0.4338	0.0073	0.0168
MvSl-1064-A2-R4_MC11g10900	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04027	1.9468	0.0069	0.0036
MvSl-1064-A2-R4_MC06-2g07526	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10299	0.1658	0.0014	0.0084
MvSl-1064-A2-R4_MC12g11316	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06032	0.2331	0.0025	0.0109
MvSl-1064-A2-R4_MC08-1g08752	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07091	0.2828	0.0028	0.01
MvSl-1064-A2-R4_MC02g04316	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03152	0.3626	0.0071	0.0197
MvSl-1064-A2-R4_MC11g10649	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04260	0.0419	0.0008	0.0184
MvSl-1064-A2-R4_MC13g11771	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08021	1.125	0.0052	0.0046
MvSl-1064-A2-R4_MC03g05129	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01905	0.6848	0.0074	0.0108
MvSl-1064-A2-R4_MC01g02647	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00704	0.0628	0.001	0.0166
MvSl-1064-A2-R4_MC01g02035	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00059	0.2785	0.0043	0.0155
MvSl-1064-A2-R4_MC05g06389	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10933	0.1728	0.0008	0.0046
MvSl-1064-A2-R4_MC06-2g07461	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10234	1.2213	0.0108	0.0089
MvSl-1064-A2-R4_MC10g10215	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09734	0.0939	0.0013	0.0135
MvSl-1064-A2-R4_MC02g04001	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02852	0.5417	0.0033	0.0061
MvSl-1064-A2-R4_MC06-2g07793	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12034	0.5553	0.0048	0.0086
MvSl-1064-A2-R4_MC13g11948	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07852	0.9931	0.0037	0.0037
MvSl-1064-A2-R4_MC10g10293	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09811	0.2852	0.0021	0.0073
MvSl-1064-A2-R4_MC06-2g07733	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12109	0.001	0	0.0133
MvSl-1064-A2-R4_MC04-1g05606	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06350	98.9996	0.0032	0
MvSl-1064-A2-R4_MC06-2g07798	MvSdioicae-1303-FR02-T-N202-PbcR_C028g12029	0.4022	0.0015	0.0036
MvSl-1064-A2-R4_MC05g06392	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10936	0.2482	0.0021	0.0084
MvSl-1064-A2-R4_MC13g11927	MvSdioicae-1303-FR02-T-N202-PbcR_C012g07872	0.2027	0.0024	0.0119
MvSl-1064-A2-R4_MC08-1g08956	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07309	0.6353	0.0049	0.0077
MvSl-1064-A2-R4_MC02g04013	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02864	3.1468	0.006	0.0019
MvSl-1064-A2-R4_MC15g12335	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07723	0.3345	0.002	0.006
MvSl-1064-A2-R4_MC08-1g08812	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07143	0.3416	0.0048	0.0141
MvSl-1064-A2-R4_MC02g04373	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11486	2.4724	0.0074	0.003
MvSl-1064-A2-R4_MC12g11161	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05877	0.1153	0.0017	0.0145
MvSl-1064-A2-R4_MC09g09436	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03450	1.2981	0.0066	0.0051
MvSl-1064-A2-R4_MC10g10193	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09714	0.1327	0.0018	0.0134
MvSl-1064-A2-R4_MC08-1g08690	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07018	0.5739	0.0068	0.0119
MvSl-1064-A2-R4_MC10g10376	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09903	0.1562	0.0018	0.0112
MvSl-1064-A2-R4_MC07g08394	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10559	0.001	0	0.01
MvSl-1064-A2-R4_A2g01813	MvSdioicae-1303-FR02-T-N202-PbcR_C031g12483	0.1914	0.0019	0.0098
MvSl-1064-A2-R4_MC10g10315	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09833	0.056	0.0008	0.0142
MvSl-1064-A2-R4_MC09g09355	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03368	0.1889	0.0018	0.0095
MvSl-1064-A2-R4_MC12g11508	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06226	0.1989	0.0015	0.0075
MvSl-1064-A2-R4_MC15g12319	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07739	0.22	0.0019	0.0085
MvSl-1064-A2-R4_MC12g11104	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05819	0.2297	0.0023	0.0098
MvSl-1064-A2-R4_MC12g11510	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06228	0.3492	0.0023	0.0067
MvSl-1064-A2-R4_MC11g10792	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04121	0.4	0.0036	0.009
MvSl-1064-A2-R4_MC11g10897	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04030	98.9996	0.0014	0
MvSl-1064-A2-R4_MC03g05524	MvSdioicae-1303-FR02-T-N202-PbcR_C032g12623	0.2137	0.0029	0.0137
MvSl-1064-A2-R4_MC15g12354	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07704	0.4991	0.0026	0.0052
MvSl-1064-A2-R4_MC09g09512	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03522	0.5046	0.0053	0.0106
MvSl-1064-A2-R4_A2g01431	MvSdioicae-1303-FR02-T-N202-PbcR_C013g08301	0.9958	0.0048	0.0048
MvSl-1064-A2-R4_MC02g04418	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11545	0.4289	0.0041	0.0095
MvSl-1064-A2-R4_MC09g09334	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03348	0.2615	0.0023	0.0089
MvSl-1064-A2-R4_MC08-1g08783	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07117	0.8308	0.006	0.0072
MvSl-1064-A2-R4_MC09g09304	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03315	0.4765	0.0032	0.0068
MvSl-1064-A2-R4_MC01g02333	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00392	0.2414	0.001	0.0041
MvSl-1064-A2-R4_MC11g10687	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04224	0.2009	0.003	0.0151
MvSl-1064-A2-R4_MC02g03508	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02349	0.6496	0.008	0.0123
MvSl-1064-A2-R4_MC11g10713	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04198	0.2353	0.0061	0.0261
MvSl-1064-A2-R4_MC07g08120	MvSdioicae-1303-FR02-T-N202-PbcR_C034g12685	0.1746	0.002	0.0115
MvSl-1064-A2-R4_MC06-1g07215	MvSdioicae-1303-FR02-T-N202-PbcR_C030g12356	0.1118	0.0019	0.0173
MvSl-1064-A2-R4_MC11g10548	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04364	0.2048	0.0034	0.0164
MvSl-1064-A2-R4_MC01g02944	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00995	98.9996	0.0028	0
MvSl-1064-A2-R4_MC05g06458	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10998	0.8559	0.0027	0.0032
MvSl-1064-A2-R4_MC07g08049	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08929	1.1548	0.0049	0.0043
MvSl-1064-A2-R4_MC05g06947	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05299	0.0978	0.0008	0.0083
MvSl-1064-A2-R4_MC10g09951	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09460	1.7125	0.0038	0.0022
MvSl-1064-A2-R4_MC04-1g05643	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06386	2.8002	0.0141	0.005
MvSl-1064-A2-R4_MC01g02507	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00570	0.001	0	0.0048
MvSl-1064-A2-R4_MC07g08030	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08907	1.9247	0.0053	0.0028
MvSl-1064-A2-R4_MC03g04672	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01432	0.7022	0.0077	0.011
MvSl-1064-A2-R4_MC07g08198	MvSdioicae-1303-FR02-T-N202-PbcR_C027g11915	0.0906	0.001	0.0113
MvSl-1064-A2-R4_MC11g10504	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04407	0.1717	0.0022	0.013
MvSl-1064-A2-R4_MC12g11207	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05926	1.2786	0.0064	0.005
MvSl-1064-A2-R4_MC03g05001	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01779	0.377	0.001	0.0028
MvSl-1064-A2-R4_MC05g06423	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10966	0.091	0.001	0.0112
MvSl-1064-A2-R4_MC10g10151	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09681	0.4876	0.0013	0.0026
MvSl-1064-A2-R4_MC08-1g08848	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07183	0.1594	0.0024	0.0152
MvSl-1064-A2-R4_MC05g06414	MvSdioicae-1303-FR02-T-N202-PbcR_C022g10958	0.4578	0.0072	0.0158
MvSl-1064-A2-R4_MC02g03541	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02382	0.5559	0.0044	0.0079
MvSl-1064-A2-R4_MC03g04974	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01752	0.2129	0.0029	0.0136
MvSl-1064-A2-R4_MC07g08083	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08964	0.1243	0.0008	0.0065
MvSl-1064-A2-R4_MC11g10469	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04445	0.2586	0.0025	0.0097
MvSl-1064-A2-R4_MC01g02484	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00549	1.8661	0.0055	0.003
MvSl-1064-A2-R4_MC10g10370	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09891	0.6797	0.0045	0.0066
MvSl-1064-A2-R4_MC08-1g08809	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07146	0.3151	0.0021	0.0066
MvSl-1064-A2-R4_MC09g09462	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03474	0.5305	0.0076	0.0142
MvSl-1064-A2-R4_MC03g05116	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01873	0.6522	0.0065	0.01
MvSl-1064-A2-R4_MC02g04363	MvSdioicae-1303-FR02-T-N202-PbcR_C025g11476	0.6783	0.0034	0.005
MvSl-1064-A2-R4_MC06-2g07650	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10430	0.2297	0.0028	0.0122
MvSl-1064-A2-R4_MC01g02439	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00508	0.001	0	0
MvSl-1064-A2-R4_MC05g07036	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05210	0.4603	0.0033	0.0072
MvSl-1064-A2-R4_MC05g07042	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05204	0.5711	0.002	0.0036
MvSl-1064-A2-R4_MC13g11714	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08088	0.3012	0.0031	0.0103
MvSl-1064-A2-R4_MC04-1g05648	MvSdioicae-1303-FR02-T-N202-PbcR_C009g06391	0.3537	0	0
MvSl-1064-A2-R4_MC09g09422	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03436	0.0415	0.0008	0.0188
MvSl-1064-A2-R4_MC03g04800	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01573	0.1038	0.001	0.0098
MvSl-1064-A2-R4_MC06-2g07383	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10770	1.2532	0.0054	0.0043
MvSl-1064-A2-R4_MC05g06944	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05302	0.3897	0.0043	0.011
MvSl-1064-A2-R4_MC09g09623	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03621	0.431	0	0
MvSl-1064-A2-R4_MC09g09226	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03246	0.6459	0.0035	0.0054
MvSl-1064-A2-R4_MC12g11441	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06161	0.3799	0.0062	0.0162
MvSl-1064-A2-R4_MC01g02897	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00946	0.9793	0.0069	0.0071
MvSl-1064-A2-R4_MC11g10467	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04447	0.4725	0.0021	0.0044
MvSl-1064-A2-R4_MC01g03099	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01285	0.1606	0.0027	0.017
MvSl-1064-A2-R4_MC14g12200	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07584	98.9996	0.0107	0.0001
MvSl-1064-A2-R4_MC07g08301	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10466	0.4425	0.0053	0.0119
MvSl-1064-A2-R4_MC03g05249	MvSdioicae-1303-FR02-T-N202-PbcR_C002g02091	98.9996	0.0062	0.0001
MvSl-1064-A2-R4_MC01g02708	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00758	0.0508	0.0007	0.0141
MvSl-1064-A2-R4_MC05g06809	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05433	0.0433	0.0004	0.0088
MvSl-1064-A2-R4_MC09g09624	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03622	0.1364	0.001	0.0075
MvSl-1064-A2-R4_MC10g09938	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09448	0.049	0.0005	0.0112
MvSl-1064-A2-R4_MC05g06740	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05515	0.4465	0.003	0.0066
MvSl-1064-A2-R4_MC10g10316	MvSdioicae-1303-FR02-T-N202-PbcR_C017g09835	0.8993	0.0056	0.0062
MvSl-1064-A2-R4_MC02g03537	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02378	0.6241	0.0049	0.0078
MvSl-1064-A2-R4_MC02g04328	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03164	0.4898	0.0036	0.0073
MvSl-1064-A2-R4_MC08-1g08968	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07322	0.3908	0.0097	0.0249
MvSl-1064-A2-R4_MC05g06882	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05363	0.7034	0.0054	0.0076
MvSl-1064-A2-R4_MC03g04659	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01418	0.0878	0.001	0.0118
MvSl-1064-A2-R4_MC14g12149	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07531	0.001	0	0.0068
MvSl-1064-A2-R4_MC15g12297	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07760	0.0536	0.0004	0.0077
MvSl-1064-A2-R4_MC12g11149	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05864	0.5035	0.0027	0.0053
MvSl-1064-A2-R4_MC13g11616	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08202	0.1922	0.0023	0.0117
MvSl-1064-A2-R4_MC09g09687	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03684	0.9036	0.0062	0.0069
MvSl-1064-A2-R4_MC12g11195	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05914	0.1085	0.0017	0.0156
MvSl-1064-A2-R4_MC13g11662	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08147	0.2573	0.0023	0.0091
MvSl-1064-A2-R4_MC06-2g07303	MvSdioicae-1303-FR02-T-N202-PbcR_C021g10843	0.3902	0.0038	0.0097
MvSl-1064-A2-R4_MC12g11191	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05911	98.9996	0.0169	0.0002
MvSl-1064-A2-R4_A2g01565	MvSdioicae-1303-FR02-T-N202-PbcR_C006g04899	0.001	0	0
MvSl-1064-A2-R4_MC01g02124	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00138	0.7104	0.0048	0.0068
MvSl-1064-A2-R4_MC06-2g07485	MvSdioicae-1303-FR02-T-N202-PbcR_C019g10258	0.001	0	0.0032
MvSl-1064-A2-R4_MC03g05028	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01804	0.2179	0.0027	0.0126
MvSl-1064-A2-R4_MC09g09235	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03255	0.3522	0.0028	0.0079
MvSl-1064-A2-R4_MC12g11319	MvSdioicae-1303-FR02-T-N202-PbcR_C008g06035	0.001	0	0.0088
MvSl-1064-A2-R4_MC07g08434	MvSdioicae-1303-FR02-T-N202-PbcR_C020g10566	98.9996	0.0074	0.0001
MvSl-1064-A2-R4_MC09g09261	MvSdioicae-1303-FR02-T-N202-PbcR_C004g03284	0.001	0	0.0191
MvSl-1064-A2-R4_MC03g04637	MvSdioicae-1303-FR02-T-N202-PbcR_C002g01396	98.9996	0.0105	0.0001
MvSl-1064-A2-R4_MC01g03075	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01132	0.0377	0.0005	0.0143
MvSl-1064-A2-R4_MC01g02091	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00105	1.6453	0.0168	0.0102
MvSl-1064-A2-R4_MC01g03401	MvSdioicae-1303-FR02-T-N202-PbcR_C023g11159	0.0736	0.001	0.0139
MvSl-1064-A2-R4_MC14g12032	MvSdioicae-1303-FR02-T-N202-PbcR_C011g07410	0.3856	0.031	0.0805
MvSl-1064-A2-R4_MC12g11181	MvSdioicae-1303-FR02-T-N202-PbcR_C008g05899	0.3717	0.0037	0.0101
MvSl-1064-A2-R4_A2g00351	MvSdioicae-1303-FR02-T-N202-PbcR_C013g08420	0.2535	0.0031	0.0122
MvSl-1064-A2-R4_MC11g10520	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04390	0.2192	0.0008	0.0035
MvSl-1064-A2-R4_MC08-1g08753	MvSdioicae-1303-FR02-T-N202-PbcR_C010g07092	0.0588	0.0012	0.0198
MvSl-1064-A2-R4_MC01g02094	MvSdioicae-1303-FR02-T-N202-PbcR_C001g00108	0.5901	0.005	0.0085
MvSl-1064-A2-R4_MC02g04032	MvSdioicae-1303-FR02-T-N202-PbcR_C003g02883	0.1028	0.0013	0.0123
MvSl-1064-A2-R4_MC11g10639	MvSdioicae-1303-FR02-T-N202-PbcR_C005g04269	0.001	0	0.0177
MvSl-1064-A2-R4_MC05g06816	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05426	0.6586	0.0054	0.0082
MvSl-1064-A2-R4_MC07g07839	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08708	0.4489	0.0054	0.012
MvSl-1064-A2-R4_MC02g04315	MvSdioicae-1303-FR02-T-N202-PbcR_C003g03151	0.2046	0.0043	0.0209
MvSl-1064-A2-R4_MC01g03012	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01076	1.3486	0.024	0.0178
MvSl-1064-A2-R4_MC01g03073	MvSdioicae-1303-FR02-T-N202-PbcR_C001g01130	0.254	0.0015	0.0059
MvSl-1064-A2-R4_MC05g06893	MvSdioicae-1303-FR02-T-N202-PbcR_C007g05352	0.2019	0.0024	0.0118
MvSl-1064-A2-R4_MC07g07829	MvSdioicae-1303-FR02-T-N202-PbcR_C014g08698	0.3401	0.0033	0.0098
MvSl-1064-A2-R4_MC13g11732	MvSdioicae-1303-FR02-T-N202-PbcR_C012g08069	0.3404	0.0049	0.0145
MvSl-1064-A2-R4_MC10g09915	MvSdioicae-1303-FR02-T-N202-PbcR_C016g09425	0.524	0.0038	0.0072
