gene	bPARts	youngold	dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A1-R4_MC06g07222	Auto	Auto	0	0	0	0	0	993505	997127	3.979428724	0.229250524	0.999948201	3.609135878	4.448592918	3.804085805	3.916835025	NON
MvSl-1064-A1-R4_MC06g07226	Auto	Auto	0	0	0	0	0	1007910	1011728	5.748707496	-0.108908664	0.999948201	6.105869384	5.113645081	5.592125983	5.985122139	NON
MvSl-1064-A1-R4_MC06g07227	Auto	Auto	0	0	0	0	0	1012937	1014999	6.491514961	0.017653951	0.999948201	6.542931343	6.456444342	6.418641265	6.543987775	NON
MvSl-1064-A1-R4_MC06g07228	Auto	Auto	0	0	0	0	0	1015225	1017420	7.429761053	0.153988729	0.999948201	7.594812338	7.408649448	7.289095766	7.409976818	NON
MvSl-1064-A1-R4_MC06g07229	Auto	Auto	0	0	0	0	0	1017737	1023308	6.061803126	0.152138528	0.999948201	5.971334106	6.283458888	6.177026586	5.761031224	NON
MvSl-1064-A1-R4_MC06g07230	Auto	Auto	0	0	0	0	0	1023537	1024321	5.763840101	-0.065444296	0.999948201	5.731172792	5.730302427	5.865486419	5.723148175	NON
MvSl-1064-A1-R4_MC06g07231	Auto	Auto	0	0	0	0	0	1024457	1024864	7.113986018	0.079376298	0.999948201	7.223404189	7.079307736	7.042041173	7.104885724	NON
MvSl-1064-A1-R4_MC06g07234	Auto	Auto	0	0	0	0	0	1031987	1033340	4.507661547	0.14589408	0.999948201	4.423174003	4.718990546	4.413595158	4.453152228	NON
MvSl-1064-A1-R4_MC06g07237	Auto	Auto	0	0	0	0	0	1038711	1040465	6.555274047	-0.137659249	0.999948201	6.469095736	6.500306332	6.680766029	6.561406483	NON
MvSl-1064-A1-R4_MC06g07241	Auto	Auto	0	0	0	0	0	1052892	1055794	5.185525084	0.168568655	0.999948201	5.059546627	5.448772183	5.198679874	4.992472757	NON
MvSl-1064-A1-R4_MC06g07243	Auto	Auto	0	0	0	0	0	1058010	1059429	5.658389146	0.178180765	0.999948201	5.504666444	5.950331087	5.644054058	5.485431482	NON
MvSl-1064-A1-R4_MC06g07245	Auto	Auto	0	0	0	0	0	1062490	1064010	8.181561344	0.147351285	0.999948201	8.24874102	8.257969124	8.079722774	8.131920895	NON
MvSl-1064-A1-R4_MC06g07246	Auto	Auto	0	0	0	0	0	1064748	1066228	5.324279529	0.085776396	0.999948201	5.263912578	5.462225646	5.361834431	5.195320181	NON
MvSl-1064-A1-R4_MC06g07250	Auto	Auto	0	0	0	0	0	1074144	1075481	4.753900874	0.027006596	0.999948201	4.664820494	4.862874978	4.815425466	4.661339311	NON
MvSl-1064-A1-R4_MC06g07251	Auto	Auto	0	0	0	0	0	1076105	1078574	6.320980283	0.126998922	0.999948201	6.264078836	6.492951439	6.36728156	6.135974793	NON
MvSl-1064-A1-R4_MC06g07253	Auto	Auto	0	0	0	0	0	1081178	1084729	5.202066506	0.020885881	0.999948201	5.182247952	5.242033769	5.138682923	5.242733197	NON
MvSl-1064-A1-R4_MC06g07254	Auto	Auto	0	0	0	0	0	1085895	1087369	6.845844081	0.040056408	0.999948201	6.933878572	6.794267956	6.846780348	6.804316623	NON
MvSl-1064-A1-R4_MC06g07255	Auto	Auto	0	0	0	0	0	1087918	1088808	3.210189302	-0.042971312	0.999948201	3.443760287	2.87972083	2.921544893	3.486029936	NON
MvSl-1064-A1-R4_MC06g07256	Auto	Auto	0	0	0	0	0	1089196	1092356	6.540965562	0.076508176	0.999948201	6.606925382	6.549979402	6.488042355	6.516387554	NON
MvSl-1064-A1-R4_MC06g07257	Auto	Auto	0	0	0	0	0	1093238	1095453	4.750049427	-0.105626832	0.999948201	4.649708299	4.741233608	4.838467161	4.763606013	NON
MvSl-1064-A1-R4_MC06g07258	Auto	Auto	0	0	0	0	0	1095673	1097292	6.976133041	-0.092124182	0.999948201	6.844458565	7.009433809	7.113206892	6.923339781	NON
MvSl-1064-A1-R4_MC06g07262	Auto	Auto	0	0	0	0	0	1105559	1107003	6.341789468	0.132624579	0.999948201	6.396717797	6.416399896	6.295827802	6.252086001	NON
MvSl-1064-A1-R4_MC06g07264	Auto	Auto	0	0	0	0	0	1109645	1113054	6.059064439	0.11533979	0.999948201	6.065443554	6.164020621	5.999300154	6.001549986	NON
MvSl-1064-A1-R4_MC06g07265	Auto	Auto	0	0	0	0	0	1115140	1118193	5.694817818	0.116488651	0.999948201	5.716743304	5.786196452	5.640125279	5.631122768	NON
MvSl-1064-A1-R4_MC06g07266	Auto	Auto	0	0	0	0	0	1118938	1120303	7.208262908	0.131003411	0.999948201	7.254704345	7.28965352	7.29076742	6.974687855	NON
MvSl-1064-A1-R4_MC06g07267	Auto	Auto	0	0	0	0	0	1120557	1123315	8.66495568	-0.205723547	0.999948201	8.758404015	8.326234518	8.661447503	8.859938709	NON
MvSl-1064-A1-R4_MC06g07269	Auto	Auto	0	0	0	0	0	1127679	1129412	2.774457915	0.015460374	0.999948201	2.733793943	2.828698637	2.823326182	2.708158223	NON
MvSl-1064-A1-R4_MC06g07270	Auto	Auto	0	0	0	0	0	1129523	1131761	7.941353402	0.124347201	0.999948201	7.92705314	8.07359585	7.977303057	7.771124309	NON
MvSl-1064-A1-R4_MC06g07271	Auto	Auto	0	0	0	0	0	1132027	1133406	5.86968653	-0.007458532	0.999948201	5.726859079	5.992666246	6.012530034	5.719428726	NON
MvSl-1064-A1-R4_MC06g07272	Auto	Auto	0	0	0	0	0	1134368	1137560	5.897069814	-0.088384	0.999948201	5.786107988	5.91530059	5.996229798	5.882421493	NON
MvSl-1064-A1-R4_MC06g07273	Auto	Auto	0	0	0	0	0	1139747	1140700	8.873542108	0.08118031	0.999948201	8.85577971	8.969115121	8.936888478	8.719745776	NON
MvSl-1064-A1-R4_MC06g07274	Auto	Auto	0	0	0	0	0	1141299	1143150	4.620336925	-0.059498502	0.999948201	4.472103455	4.699242515	4.772999696	4.514535769	NON
MvSl-1064-A1-R4_MC06g07278	Auto	Auto	0	0	0	0	0	1154305	1155365	1.695369414	0.097944	0.999948201	1.79916092	1.68570745	1.748779029	1.539942038	NON
MvSl-1064-A1-R4_MC06g07279	Auto	Auto	0	0	0	0	0	1157398	1158331	6.162259427	0.023166294	0.999948201	6.084674758	6.257651308	6.191416449	6.108746887	NON
MvSl-1064-A1-R4_MC06g07280	Auto	Auto	0	0	0	0	0	1158920	1163776	7.128467825	-0.025989898	0.999948201	7.214188383	7.009433809	7.131512848	7.151177326	NON
MvSl-1064-A1-R4_MC06g07281	Auto	Auto	0	0	0	0	0	1164587	1165504	7.017412625	0.135200906	0.999948201	6.962902247	7.194621499	6.943467107	6.953206593	NON
MvSl-1064-A1-R4_MC06g07284	Auto	Auto	0	0	0	0	0	1171961	1172863	7.62244248	-0.03920939	0.999948201	7.629889277	7.575004253	7.68613093	7.596255365	NON
MvSl-1064-A1-R4_MC06g07285	Auto	Auto	0	0	0	0	0	1173410	1175964	5.976106633	0.032129461	0.999948201	5.904152326	6.074877684	6.057411033	5.855561904	NON
MvSl-1064-A1-R4_MC06g07288	Auto	Auto	0	0	0	0	0	1182153	1183538	3.514730729	-0.168636294	0.999948201	3.881688277	2.764990284	3.217101531	3.895017685	NON
MvSl-1064-A1-R4_MC06g07290	Auto	Auto	0	0	0	0	0	1186679	1189038	5.359914799	0.176988367	0.999948201	5.198954881	5.656147757	5.36976451	5.160996063	NON
MvSl-1064-A1-R4_MC06g07291	Auto	Auto	0	0	0	0	0	1189787	1191805	6.370514899	0.045093942	0.999948201	6.414708625	6.370760455	6.357743765	6.337875121	NON
MvSl-1064-A1-R4_MC06g07292	Auto	Auto	0	0	0	0	0	1191971	1194622	6.70215618	0.109750359	0.999948201	6.665198226	6.841361457	6.640035469	6.65264751	NON
MvSl-1064-A1-R4_MC06g07293	Auto	Auto	0	0	0	0	0	1194699	1196744	7.232791833	-0.013778227	0.999948201	7.499829916	6.887589525	7.103728342	7.363864628	NON
MvSl-1064-A1-R4_MC06g07300	Auto	Auto	0	0	0	0	0	1208812	1209795	5.615684416	0.026657476	0.999948201	5.62236031	5.635514189	5.771639251	5.410518998	NON
MvSl-1064-A1-R4_MC06g07304	Auto	Auto	0	0	0	0	0	1215988	1216625	6.274892961	0.128690162	0.999948201	6.144115269	6.508434699	6.357743765	6.043803646	NON
MvSl-1064-A1-R4_MC06g07305	Auto	Auto	0	0	0	0	0	1216752	1217674	5.028116569	0.10134931	0.999948201	4.969914175	5.178248508	5.083816453	4.861352805	NON
MvSl-1064-A1-R4_MC06g07306	Auto	Auto	0	0	0	0	0	1218801	1219042	0.106340054	-0.192421247	0.999948201	0.271448488	-0.298739211	0.129830326	0.244867616	NON
MvSl-1064-A1-R4_MC06g07307	Auto	Auto	0	0	0	0	0	1219654	1220258	6.005498718	0.130737219	0.999948201	6.086920491	6.051703912	5.91293191	5.964320727	NON
MvSl-1064-A1-R4_MC06g07308	Auto	Auto	0	0	0	0	0	1220750	1221153	7.426259723	0.156093976	0.999948201	7.759430828	7.189069547	7.13197919	7.532680136	NON
MvSl-1064-A1-R4_MC06g07309	Auto	Auto	0	0	0	0	0	1221202	1222069	7.991065417	-0.011406318	0.999948201	8.158467704	7.788640881	7.825563407	8.149764682	NON
MvSl-1064-A1-R4_MC06g07310	Auto	Auto	0	0	0	0	0	1222795	1225410	5.454391802	-0.201089001	0.999948201	5.592639818	5.059352541	5.33291971	5.740379929	NON
MvSl-1064-A1-R4_MC06g07312	Auto	Auto	0	0	0	0	0	1228271	1229741	4.203578171	0.127648367	0.999948201	4.433799487	4.076717476	3.992547921	4.272037071	NON
MvSl-1064-A1-R4_MC06g07313	Auto	Auto	0	0	0	0	0	1229942	1230811	8.178694027	0.184962322	0.999948201	8.143441822	8.38304004	8.209113456	7.945496085	NON
MvSl-1064-A1-R4_MC06g07314	Auto	Auto	0	0	0	0	0	1231162	1232664	5.052594004	0.186323224	0.999948201	5.022483064	5.253685793	5.07025422	4.834094332	NON
MvSl-1064-A1-R4_MC06g07315	Auto	Auto	0	0	0	0	0	1232948	1235351	5.254524243	0.068581401	0.999948201	5.441134039	5.117901488	5.237335045	5.202443414	NON
MvSl-1064-A1-R4_MC06g07316	Auto	Auto	0	0	0	0	0	1235641	1237666	5.709743833	-0.08335464	0.999948201	5.772220222	5.554613653	5.463156909	5.990275964	NON
MvSl-1064-A1-R4_MC06g07326	Auto	Auto	0	0	0	0	0	1260935	1263229	6.718858794	-0.026263301	0.999948201	6.691262777	6.719913688	6.767361006	6.695560642	NON
MvSl-1064-A1-R4_MC06g07328	Auto	Auto	0	0	0	0	0	1266523	1267092	6.365487772	-0.002182571	0.999948201	6.293546019	6.431867675	6.480005593	6.243478712	NON
MvSl-1064-A1-R4_MC06g07331	Auto	Auto	0	0	0	0	0	1274793	1275188	6.942555487	-0.066478703	0.999948201	6.88631984	6.931173342	7.031081939	6.917399726	NON
MvSl-1064-A1-R4_MC06g07332	Auto	Auto	0	0	0	0	0	1275962	1276786	4.06360164	-0.133084587	0.999948201	4.119642468	3.860067227	3.872659838	4.344659652	NON
MvSl-1064-A1-R4_MC06g07334	Auto	Auto	0	0	0	0	0	1282842	1285603	5.818162896	0.051016785	0.999948201	5.669574503	5.99844909	5.93447895	5.635076672	NON
MvSl-1064-A1-R4_MC06g07338	Auto	Auto	0	0	0	0	0	1291815	1292177	6.03224025	0.043082207	0.999948201	6.032033875	6.074877684	5.981814435	6.03883786	NON
MvSl-1064-A1-R4_MC06g07343	Auto	Auto	0	0	0	0	0	1301220	1302288	4.737563972	-0.020618	0.999948201	4.646666771	4.803335943	4.731751863	4.763606013	NON
MvSl-1064-A1-R4_MC06g07345	Auto	Auto	0	0	0	0	0	1306719	1307384	6.763522263	0.100111322	0.999948201	6.741307674	6.880717733	6.833652587	6.580668966	NON
MvSl-1064-A1-R4_MC06g07351	Auto	Auto	0	0	0	0	0	1316314	1317008	7.097423943	0.120176018	0.999948201	7.161888975	7.150634951	7.069567443	7.001990618	NON
MvSl-1064-A1-R4_MC06g07352	Auto	Auto	0	0	0	0	0	1317288	1319709	4.089515936	-0.164306752	0.999948201	3.986446331	4.023260708	4.321740696	3.996856331	NON
MvSl-1064-A1-R4_MC06g07353	Auto	Auto	0	0	0	0	0	1320254	1321095	3.810243583	-0.120102765	0.999948201	3.996037719	3.451610722	3.746778627	3.980374644	NON
MvSl-1064-A1-R4_MC06g07357	Auto	Auto	0	0	0	0	0	1331150	1331346	4.689982703	0.0139772	0.999948201	4.600257196	4.787391284	4.784910323	4.573413815	NON
MvSl-1064-A1-R4_MC06g07358	Auto	Auto	0	0	0	0	0	1331498	1332656	2.404488606	0.259810829	0.999948201	2.639026841	2.409826362	2.238996325	2.306856702	NON
MvSl-1064-A1-R4_MC06g07361	Auto	Auto	0	0	0	0	0	1337667	1339574	4.07069562	0.197111727	0.999948201	3.823620577	4.441818002	4.118374264	3.804291236	NON
MvSl-1064-A1-R4_MC06g07362	Auto	Auto	0	0	0	0	0	1339878	1340278	4.770727188	-0.021670318	0.999948201	4.512761431	4.970352712	4.918497019	4.629982903	NON
MvSl-1064-A1-R4_MC06g07363	Auto	Auto	0	0	0	0	0	1340827	1341003	7.508675057	0.074382096	0.999948201	7.457933302	7.627818633	7.551772118	7.385541109	NON
MvSl-1064-A1-R4_MC06g07364	Auto	Auto	0	0	0	0	0	1342017	1344193	5.719016625	-0.137889545	0.999948201	5.853609597	5.409379629	5.445256071	6.061540268	NON
MvSl-1064-A1-R4_MC06g07368	Auto	Auto	0	0	0	0	0	1355274	1356742	9.597358131	0.028918733	0.999948201	9.719777619	9.494971913	9.589746856	9.575881121	NON
MvSl-1064-A1-R4_MC06g07369	Auto	Auto	0	0	0	0	0	1357181	1359641	5.353072208	0.019137964	0.999948201	5.301141314	5.421482935	5.439239424	5.241004666	NON
MvSl-1064-A1-R4_MC06g07370	Auto	Auto	0	0	0	0	0	1360182	1361309	6.512608391	0.105392622	0.999948201	6.507324456	6.619172148	6.475602961	6.442354506	NON
MvSl-1064-A1-R4_MC06g07371	Auto	Auto	0	0	0	0	0	1361375	1363808	6.95182072	0.087937746	0.999948201	7.003292323	6.986921852	6.865409598	6.94791838	NON
MvSl-1064-A1-R4_MC06g07372	Auto	Auto	0	0	0	0	0	1364220	1365319	8.404837043	0.179052994	0.999948201	8.308418474	8.654087129	8.533332041	8.051858958	NON
MvSl-1064-A1-R4_MC06g07380	Auto	Auto	0	0	0	0	0	1380838	1383124	8.252152216	-0.042623759	0.999948201	8.217566032	8.243676249	8.34263079	8.200453202	NON
MvSl-1064-A1-R4_MC06g07381	Auto	Auto	0	0	0	0	0	1383632	1385118	7.251141565	0.029388827	0.999948201	7.265649613	7.265876689	7.253107355	7.219480431	NON
MvSl-1064-A1-R4_MC06g07382	Auto	Auto	0	0	0	0	0	1387003	1390849	4.775257159	-0.055837252	0.999948201	4.937925832	4.527503362	4.6943508	4.903485619	NON
MvSl-1064-A1-R4_MC06g07383	Auto	Auto	0	0	0	0	0	1391233	1391692	9.011583431	0.161844599	0.999948201	9.067743947	9.11239123	8.938088986	8.918696477	NON
MvSl-1064-A1-R4_MC06g07384	Auto	Auto	0	0	0	0	0	1392013	1393618	6.968312587	0.084255634	0.999948201	6.911879447	7.101508532	7.14312643	6.669452258	NON
MvSl-1064-A1-R4_MC06g07385	Auto	Auto	0	0	0	0	0	1394000	1396059	6.469105557	0.129658832	0.999948201	6.406640504	6.648154931	6.458600634	6.345134439	NON
MvSl-1064-A1-R4_MC06g07386	Auto	Auto	0	0	0	0	0	1396125	1398182	6.473932653	0.127752375	0.999948201	6.65463911	6.407734483	6.320586682	6.491887323	NON
MvSl-1064-A1-R4_MC06g07388	Auto	Auto	0	0	0	0	0	1400637	1403259	6.01834146	-0.112101847	0.999948201	5.954214753	5.968121952	6.165228206	5.974758923	NON
MvSl-1064-A1-R4_MC06g07391	Auto	Auto	0	0	0	0	0	1411413	1411613	4.767352689	0.077925375	0.999948201	4.64056441	4.953780547	4.829294596	4.619377468	NON
MvSl-1064-A1-R4_MC06g07393	Auto	Auto	0	0	0	0	0	1412673	1413143	7.416135067	0.176462067	0.999948201	7.05525366	7.842038951	7.680403589	6.853223557	NON
MvSl-1064-A1-R4_MC06g07394	Auto	Auto	0	0	0	0	0	1413882	1414118	6.885706336	0.059562674	0.999948201	6.988953868	6.837495184	6.889880204	6.82061096	NON
MvSl-1064-A1-R4_MC06g07395	Auto	Auto	0	0	0	0	0	1415100	1416293	4.548728807	0.0683736	0.999948201	4.468662998	4.68783536	4.605804048	4.416866496	NON
MvSl-1064-A1-R4_MC06g07398	Auto	Auto	0	0	0	0	0	1425593	1428567	7.51845612	0.014441746	0.999948201	7.592838386	7.455227965	7.547583447	7.473920919	NON
MvSl-1064-A1-R4_MC06g07406	Auto	Auto	0	0	0	0	0	1442925	1444733	3.466887312	0.033256505	0.999948201	3.59658148	3.361149143	3.272294872	3.60905982	NON
MvSl-1064-A1-R4_MC06g07414	Auto	Auto	0	0	0	0	0	1459847	1462603	8.292601831	-0.187768959	0.999948201	8.372874782	7.993627308	8.08213808	8.63244909	NON
MvSl-1064-A1-R4_MC06g07415	Auto	Auto	0	0	0	0	0	1463774	1465744	6.568314856	0.043706082	0.999948201	6.638654101	6.539704845	6.527568022	6.564865128	NON
MvSl-1064-A1-R4_MC06g07422	Auto	Auto	0	0	0	0	0	1483128	1484696	7.77553529	0.122056778	0.999948201	7.312942018	8.217884174	8.045476912	7.280915051	NON
MvSl-1064-A1-R4_MC06g07423	Auto	Auto	0	0	0	0	0	1485035	1486477	7.356950964	0.095044117	0.999948201	7.303799837	7.497085458	7.450720377	7.151177326	NON
MvSl-1064-A1-R4_MC06g07424	Auto	Auto	0	0	0	0	0	1486595	1487023	6.353407505	-0.079480729	0.999948201	6.279869531	6.345573947	6.478539541	6.301020298	NON
MvSl-1064-A1-R4_MC06g07425	Auto	Auto	0	0	0	0	0	1487496	1488520	8.27305418	0.074245803	0.999948201	8.082566933	8.505862614	8.476445839	7.946026669	NON
MvSl-1064-A1-R4_MC06g07427	Auto	Auto	0	0	0	0	0	1499618	1502602	9.411393525	0.024170256	0.999948201	9.322324806	9.517901475	9.476157812	9.318033485	NON
MvSl-1064-A1-R4_MC06g07429	Auto	Auto	0	0	0	0	0	1506305	1507345	5.533804075	0.158311724	0.999948201	5.407388674	5.788868373	5.516993054	5.385701473	NON
MvSl-1064-A1-R4_MC06g07432	Auto	Auto	0	0	0	0	0	1510898	1513929	0.995186371	-0.154597223	0.999948201	0.750860674	1.064673057	1.212952527	0.899217479	NON
MvSl-1064-A1-R4_MC06g07437	Auto	Auto	0	0	0	0	0	1516298	1518538	1.142701399	-0.315781484	0.999948201	1.144984764	0.793813078	0.827117886	1.627224042	NON
MvSl-1064-A1-R4_MC06g07441	Auto	Auto	0	0	0	0	0	1523831	1524167	8.787032606	0.027892781	0.999948201	8.977576694	8.599582233	8.69038988	8.851184068	NON
MvSl-1064-A1-R4_MC06g07442	Auto	Auto	0	0	0	0	0	1527167	1530149	7.7484235	0.041156169	0.999948201	7.889915121	7.636745093	7.626815585	7.822017401	NON
MvSl-1064-A1-R4_MC06g07447	Auto	Auto	0	0	0	0	0	1535322	1536747	5.503749986	-0.109546874	0.999948201	5.571946135	5.312432948	5.624302293	5.486890759	NON
MvSl-1064-A1-R4_MC06g07451	Auto	Auto	0	0	0	0	0	1539538	1542235	4.538132128	0.124139163	0.999948201	4.826761641	4.32885514	4.41971948	4.52877385	NON
MvSl-1064-A1-R4_MC06g07463	Auto	Auto	0	0	0	0	0	1576081	1577484	6.257404119	0.015164372	0.999948201	6.186618285	6.339208011	6.29249428	6.205870794	NON
MvSl-1064-A1-R4_MC06g07464	Auto	Auto	0	0	0	0	0	1578006	1581080	4.285664718	-0.189515221	0.999948201	4.088599593	4.280311918	4.30859942	4.441158103	NON
MvSl-1064-A1-R4_MC06g07465	Auto	Auto	0	0	0	0	0	1581133	1582623	6.510166924	-0.027384827	0.999948201	6.476822949	6.515711278	6.528276741	6.51924277	NON
MvSl-1064-A1-R4_MC06g07466	Auto	Auto	0	0	0	0	0	1582947	1585053	6.151595933	0.187467503	0.999948201	5.518042903	6.722012262	6.259582295	5.816633898	NON
MvSl-1064-A1-R4_MC06g07468	Auto	Auto	0	0	0	0	0	1586548	1587521	7.335518345	0.006942055	0.999948201	7.355942565	7.32183503	7.306965341	7.35669918	NON
MvSl-1064-A1-R4_MC06g07472	Auto	Auto	0	0	0	0	0	1591095	1593433	5.923467314	0.144203555	0.999948201	6.051712569	5.933525977	5.841735712	5.857819402	NON
MvSl-1064-A1-R4_MC06g07474	Auto	Auto	0	0	0	0	0	1596531	1599721	5.613963524	-0.023745592	0.999948201	5.63469332	5.568675213	5.575764655	5.674030908	NON
MvSl-1064-A1-R4_MC06g07475	Auto	Auto	0	0	0	0	0	1599951	1600655	6.848924644	0.063759407	0.999948201	6.909978106	6.85034267	6.751667161	6.879015323	NON
MvSl-1064-A1-R4_MC06g07476	Auto	Auto	0	0	0	0	0	1600797	1602878	5.581154827	-0.027818453	0.999948201	5.57034195	5.564003238	5.583968513	5.605826551	NON
MvSl-1064-A1-R4_MC06g07482	Auto	Auto	0	0	0	0	0	1621156	1622824	6.934328634	0.0339617	0.999948201	6.736309054	7.138116431	7.05734378	6.7621545	NON
MvSl-1064-A1-R4_MC06g07489	Auto	Auto	0	0	0	0	0	1635843	1642018	10.25077362	-0.011628505	0.999948201	10.46010995	9.991984617	9.979610212	10.48883858	NON
MvSl-1064-A1-R4_MC06g07490	Auto	Auto	0	0	0	0	0	1643411	1645322	5.95426641	-0.140846235	0.999948201	6.136546774	5.573332107	5.918348915	6.120075998	NON
MvSl-1064-A1-R4_MC06g07492	Auto	Auto	0	0	0	0	0	1650964	1653823	6.728393549	-0.00339263	0.999948201	6.858985792	6.581142119	6.524729658	6.909804112	NON
MvSl-1064-A1-R4_MC06g07493	Auto	Auto	0	0	0	0	0	1654007	1654408	11.03975418	0.113789617	0.999948201	11.36060556	10.77053713	10.79500808	11.14705725	NON
MvSl-1064-A1-R4_MC06g07494	Auto	Auto	0	0	0	0	0	1655959	1660906	7.043776294	0.053879309	0.999948201	7.194537289	6.93479685	6.90032008	7.124237512	NON
MvSl-1064-A1-R4_MC06g07496	Auto	Auto	0	0	0	0	0	1662088	1662744	5.851656964	-0.021284826	0.999948201	5.849647353	5.832255277	5.838310609	5.885744052	NON
MvSl-1064-A1-R4_MC06g07498	Auto	Auto	0	0	0	0	0	1663209	1663845	8.757305682	0.092996669	0.999948201	9.15193559	8.342012095	8.467235709	8.917885301	NON
MvSl-1064-A1-R4_MC06g07499	Auto	Auto	0	0	0	0	0	1664365	1667061	6.510843119	-0.066324557	0.999948201	6.567262964	6.381421509	6.421695984	6.655894431	NON
MvSl-1064-A1-R4_MC06g07503	Auto	Auto	0	0	0	0	0	1672982	1674443	7.454946969	0.152048242	0.999948201	7.599932009	7.454386717	7.309853508	7.441174429	NON
MvSl-1064-A1-R4_MC06g07505	Auto	Auto	0	0	0	0	0	1678500	1680709	6.746649222	-0.064027739	0.999948201	6.82911296	6.589595162	6.683949893	6.866737643	NON
MvSl-1064-A1-R4_MC06g07506	Auto	Auto	0	0	0	0	0	1683144	1683705	6.628657016	0.082928457	0.999948201	6.422731877	6.880091398	6.72656699	6.43178602	NON
MvSl-1064-A1-R4_MC06g07510	Auto	Auto	0	0	0	0	0	1690395	1690741	7.311479471	0.044677347	0.999948201	7.364761214	7.301864325	7.220589773	7.354302767	NON
MvSl-1064-A1-R4_MC06g07516	Auto	Auto	0	0	0	0	0	1703196	1705563	4.289912877	0.012494817	0.999948201	4.526063389	4.023260708	4.12213484	4.429063426	NON
MvSl-1064-A1-R4_MC06g07520	Auto	Auto	0	0	0	0	0	1712388	1714222	6.229219101	0.021249894	0.999948201	6.424508779	6.028151819	6.120809509	6.310116575	NON
MvSl-1064-A1-R4_MC06g07521	Auto	Auto	0	0	0	0	0	1715895	1716701	5.114505868	0.148309673	0.999948201	5.335545957	5.021230882	5.034782963	5.042947434	NON
MvSl-1064-A1-R4_MC06g07530	Auto	Auto	0	0	0	0	0	1733450	1734200	7.291977431	0.091678763	0.999948201	7.279460923	7.392490227	7.247523227	7.243419721	NON
MvSl-1064-A1-R4_MC06g07532	Auto	Auto	0	0	0	0	0	9275	11875	4.400274981	0.09463995	0.999948201	4.093075395	4.730154944	4.401267964	4.302189469	NON
MvSl-1064-A1-R4_MC06g07533	Auto	Auto	0	0	0	0	0	12563	14020	4.245848175	0.124461708	0.999948201	4.253618873	4.357935837	4.068573264	4.288866143	NON
MvSl-1064-A1-R4_MC06g07534	Auto	Auto	0	0	0	0	0	16741	19855	5.903965212	0.099046685	0.999948201	5.901603017	6.001907703	5.808280735	5.897861717	NON
MvSl-1064-A1-R4_MC07g07552	Auto	Auto	0	0	0	0	0	53736	54262	5.615076141	-0.017423775	0.999948201	5.518042903	5.689417919	5.673824435	5.57185161	NON
MvSl-1064-A1-R4_MC07g07553	Auto	Auto	0	0	0	0	0	54314	54837	6.639229446	0.0158966	0.999948201	6.775821324	6.506000994	6.604856353	6.657191156	NON
MvSl-1064-A1-R4_MC07g07554	Auto	Auto	0	0	0	0	0	54890	55181	5.909925942	0.053806951	0.999948201	5.869350642	6.000755753	5.915101153	5.849902656	NON
MvSl-1064-A1-R4_MC07g07558	Auto	Auto	0	0	0	0	0	60035	61614	12.16026685	-0.309960083	0.999948201	11.90055718	12.08735587	12.45424131	12.14285252	NON
MvSl-1064-A1-R4_MC07g07562	Auto	Auto	0	0	0	0	0	68756	71432	6.223277214	0.064770595	0.999948201	6.216668341	6.292901299	6.22764839	6.152620001	NON
MvSl-1064-A1-R4_MC07g07563	Auto	Auto	0	0	0	0	0	72285	73554	6.047148768	-0.121159871	0.999948201	6.028533127	5.94075215	6.132043052	6.080028668	NON
MvSl-1064-A1-R4_MC07g07564	Auto	Auto	0	0	0	0	0	73637	73944	4.533058632	0.065832695	0.999948201	4.478959855	4.647184696	4.556629257	4.441158103	NON
MvSl-1064-A1-R4_MC07g07565	Auto	Auto	0	0	0	0	0	74399	77134	5.648858689	-0.105839234	0.999948201	5.841690068	5.297499898	5.411849615	5.941087344	NON
MvSl-1064-A1-R4_MC07g07568	Auto	Auto	0	0	0	0	0	88631	89730	5.652586274	0.117478548	0.999948201	5.468951504	5.916522805	5.732813591	5.437937737	NON
MvSl-1064-A1-R4_MC07g07574	Auto	Auto	0	0	0	0	0	104062	106425	7.172390895	0.037383842	0.999948201	7.18932115	7.192605079	7.13057971	7.176267223	NON
MvSl-1064-A1-R4_MC07g07578	Auto	Auto	0	0	0	0	0	116810	119861	2.766173716	-0.170795674	0.999948201	1.863450874	3.193819583	2.980736533	2.698114124	NON
MvSl-1064-A1-R4_MC07g07581	Auto	Auto	0	0	0	0	0	127138	128721	8.343354984	-0.073139993	0.999948201	8.300941269	8.311676641	8.294076392	8.460031845	NON
MvSl-1064-A1-R4_MC07g07582	Auto	Auto	0	0	0	0	0	128961	129595	7.156339966	-0.090558086	0.999948201	7.34706968	6.827134179	6.915568758	7.438914413	NON
MvSl-1064-A1-R4_MC07g07586	Auto	Auto	0	0	0	0	0	137144	140506	8.947582924	0.220483657	0.999948201	8.482911661	9.46145038	9.12363094	8.469104687	NON
MvSl-1064-A1-R4_MC07g07587	Auto	Auto	0	0	0	0	0	142469	148503	7.409939307	-0.060698842	0.999948201	7.400409586	7.357820077	7.556296164	7.313353944	NON
MvSl-1064-A1-R4_MC07g07588	Auto	Auto	0	0	0	0	0	149910	153911	6.527497146	-0.08353794	0.999948201	6.56565356	6.399890859	6.489498786	6.643517062	NON
