gene	bPARts	youngold	dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A1-R4_MC03g04359	Auto	Auto	0	0	0	0	0	266050	269157	6.479637943	0.082830476	0.999948201	6.459594811	6.578828122	6.451145357	6.424189418	NON
MvSl-1064-A1-R4_MC03g04360	Auto	Auto	0	0	0	0	0	269633	270929	8.46329231	0.121552438	0.999948201	8.633958746	8.402361469	8.289485232	8.505016076	NON
MvSl-1064-A1-R4_MC03g04361	Auto	Auto	0	0	0	0	0	271374	275570	3.284403536	0.017862522	0.999948201	3.621581969	2.869659727	3.13758889	3.401896783	NON
MvSl-1064-A1-R4_MC03g04363	Auto	Auto	0	0	0	0	0	277745	279449	5.67376815	0.167093919	0.999948201	5.59579728	5.898079961	5.664828742	5.507167157	NON
MvSl-1064-A1-R4_MC03g04367	Auto	Auto	0	0	0	0	0	290141	292325	2.556112938	-0.04462881	0.999948201	1.964617018	2.938657068	2.841688692	2.252986714	NON
MvSl-1064-A1-R4_MC03g04368	Auto	Auto	0	0	0	0	0	293172	296617	4.535200464	0.238250417	0.999948201	4.293057277	4.934604858	4.616507834	4.17398462	NON
MvSl-1064-A1-R4_MC03g04369	Auto	Auto	0	0	0	0	0	297632	300814	3.498019476	-0.164135846	0.999948201	3.457710769	3.368312707	3.565320735	3.587457065	NON
MvSl-1064-A1-R4_MC03g04370	Auto	Auto	0	0	0	0	0	301998	310758	6.016725097	0.031461646	0.999948201	6.264078836	5.756474011	5.71673727	6.238289581	NON
MvSl-1064-A1-R4_MC03g04379	Auto	Auto	0	0	0	0	0	326522	328243	9.567598015	0.0314248	0.999948201	9.757626046	9.384818977	9.417306733	9.674827381	NON
MvSl-1064-A1-R4_MC03g04380	Auto	Auto	0	0	0	0	0	330548	331464	5.819971514	0.144139517	0.999948201	5.759605894	6.009945701	5.851962501	5.63244194	NON
MvSl-1064-A1-R4_MC03g04381	Auto	Auto	0	0	0	0	0	331968	332834	3.254013206	-0.115753655	0.999948201	2.26356971	3.754673381	3.456337385	3.145205743	NON
MvSl-1064-A1-R4_MC03g04382	Auto	Auto	0	0	0	0	0	332994	334701	6.509733463	0.011287449	0.999948201	6.618614555	6.404253691	6.589318925	6.413486525	NON
MvSl-1064-A1-R4_MC03g04388	Auto	Auto	0	0	0	0	0	341513	342753	8.949863324	0.027188444	0.999948201	9.248385875	8.607928229	8.567865712	9.229386135	NON
MvSl-1064-A1-R4_MC03g04389	Auto	Auto	0	0	0	0	0	342992	344919	5.051306439	0.056644768	0.999948201	5.137448934	5.018956751	4.931414122	5.108876409	NON
MvSl-1064-A1-R4_MC03g04395	Auto	Auto	0	0	0	0	0	358974	359761	3.973215488	0.002509287	0.999948201	3.796433219	4.132477613	4.084080553	3.85036753	NON
MvSl-1064-A1-R4_MC03g04396	Auto	Auto	0	0	0	0	0	359879	361257	3.346168442	0.048252758	0.999948201	3.371909693	3.368312707	3.383006776	3.258898	NON
MvSl-1064-A1-R4_MC03g04399	Auto	Auto	0	0	0	0	0	364477	365226	7.286953123	0.068476987	0.999948201	7.337198898	7.304200754	7.264211185	7.240394873	NON
MvSl-1064-A1-R4_MC03g04403	Auto	Auto	0	0	0	0	0	372361	372902	5.169721206	-0.130434316	0.999948201	5.192712433	5.007532008	5.151619709	5.310229224	NON
MvSl-1064-A1-R4_MC03g04406	Auto	Auto	0	0	0	0	0	378025	379059	5.669988063	0.002409074	0.999948201	5.690400864	5.651751054	5.788302347	5.538465242	NON
MvSl-1064-A1-R4_MC03g04407	Auto	Auto	0	0	0	0	0	380380	384679	4.40086007	-0.026029783	0.999948201	4.558791398	4.194247327	4.363641511	4.462082834	NON
MvSl-1064-A1-R4_MC03g04409	Auto	Auto	0	0	0	0	0	389066	389522	5.74871762	-0.030766151	0.999948201	5.883630594	5.565562245	5.646667312	5.872407657	NON
MvSl-1064-A1-R4_MC03g04410	Auto	Auto	0	0	0	0	0	389570	391739	1.00906176	0.019255598	0.999948201	1.338351876	0.612638576	0.899021359	1.095642352	NON
MvSl-1064-A1-R4_MC03g04412	Auto	Auto	0	0	0	0	0	396639	397263	4.801008725	-0.074301541	0.999948201	4.763587766	4.763138932	4.901092318	4.770811857	NON
MvSl-1064-A1-R4_MC03g04414	Auto	Auto	0	0	0	0	0	398906	402124	2.658333592	-0.222335447	0.999948201	2.26356971	2.775805634	2.757151939	2.766997197	NON
MvSl-1064-A1-R4_MC03g04415	Auto	Auto	0	0	0	0	0	402303	402620	3.246116556	-0.17356471	0.999948201	3.498770642	2.709662856	2.964070986	3.619741093	NON
MvSl-1064-A1-R4_MC03g04434	Auto	Auto	0	0	0	0	0	457974	458561	4.445354782	-0.070112169	0.999948201	4.405289087	4.414395633	4.502837277	4.456135244	NON
MvSl-1064-A1-R4_MC03g04435	Auto	Auto	0	0	0	0	0	458630	459341	4.465235325	-0.101038161	0.999948201	4.437323996	4.389965891	4.551060472	4.476845415	NON
MvSl-1064-A1-R4_MC03g04436	Auto	Auto	0	0	0	0	0	460932	462247	4.158145411	0.149567325	0.999948201	4.183995498	4.276509285	4.151871685	4.009095196	NON
MvSl-1064-A1-R4_MC03g04439	Auto	Auto	0	0	0	0	0	467618	471525	1.600254517	0.308324403	0.999948201	1.98402599	1.462909357	1.268301815	1.605893578	NON
MvSl-1064-A1-R4_MC03g04448	Auto	Auto	0	0	0	0	0	488802	490444	7.451075282	-0.141448618	0.999948201	7.441354593	7.313044835	7.491267477	7.548139726	NON
MvSl-1064-A1-R4_MC03g04449	Auto	Auto	0	0	0	0	0	491082	492440	3.981030527	0.022748512	0.999948201	4.335229496	3.54307769	3.491650714	4.328472585	NON
MvSl-1064-A1-R4_MC03g04451	Auto	Auto	0	0	0	0	0	493712	494902	6.087282277	0.131525975	0.999948201	6.212560532	6.087954607	6.034646329	6.005627885	NON
MvSl-1064-A1-R4_MC03g04452	Auto	Auto	0	0	0	0	0	495720	497046	6.176179062	0.080686743	0.999948201	6.039009987	6.373433114	6.207435316	6.059580266	NON
MvSl-1064-A1-R4_MC03g04456	Auto	Auto	0	0	0	0	0	505502	507484	3.320604786	-0.11119533	0.999948201	2.524398743	3.749196045	4.016991507	2.182691146	NON
MvSl-1064-A1-R4_MC03g04458	Auto	Auto	0	0	0	0	0	510861	511433	7.080755948	-0.022410075	0.999948201	7.104854433	7.033290936	7.05488657	7.127983392	NON
MvSl-1064-A1-R4_MC03g04459	Auto	Auto	0	0	0	0	0	512151	514539	6.240402986	-0.057966417	0.999948201	6.048259306	6.357322388	6.44214787	6.072272937	NON
MvSl-1064-A1-R4_MC03g04460	Auto	Auto	0	0	0	0	0	515233	517965	6.562710192	0.131840228	0.999948201	6.711052816	6.538117629	6.409438108	6.576562887	NON
MvSl-1064-A1-R4_MC03g04461	Auto	Auto	0	0	0	0	0	518874	522741	3.574633849	0.23112524	0.999948201	3.917459517	3.410562811	3.474102094	3.438556216	NON
MvSl-1064-A1-R4_MC03g04463	Auto	Auto	0	0	0	0	0	526875	529738	2.378665711	0.158426691	0.999948201	2.601820333	2.294226366	2.383865145	2.211221692	NON
MvSl-1064-A1-R4_MC03g04465	Auto	Auto	0	0	0	0	0	533954	535214	6.335211824	-0.077408577	0.999948201	6.259108588	6.331898093	6.470449519	6.269148039	NON
MvSl-1064-A1-R4_MC03g04466	Auto	Auto	0	0	0	0	0	535413	536606	6.193505662	0.146614001	0.999948201	6.121289618	6.395514793	6.172500159	6.062519271	NON
MvSl-1064-A1-R4_MC03g04468	Auto	Auto	0	0	0	0	0	540321	540639	6.063864358	0.094141958	0.999948201	6.094753141	6.125432263	6.070120905	5.96012421	NON
MvSl-1064-A1-R4_MC03g04469	Auto	Auto	0	0	0	0	0	540932	542439	8.760372608	-0.095783226	0.999948201	8.795093525	8.623167324	8.723567045	8.886717686	NON
MvSl-1064-A1-R4_MC03g04470	Auto	Auto	0	0	0	0	0	543113	550712	7.788240657	0.033078425	0.999948201	7.762595149	7.845572298	7.724052284	7.817675102	NON
MvSl-1064-A1-R4_MC03g04471	Auto	Auto	0	0	0	0	0	551059	552081	7.875306612	0.086022867	0.999948201	7.620618499	8.163845222	8.072452499	7.542537206	NON
MvSl-1064-A1-R4_MC03g04473	Auto	Auto	0	0	0	0	0	554897	557972	0.716600576	-0.295839578	0.999948201	0.999986546	-0.049291912	0.587027488	1.064706382	NON
MvSl-1064-A1-R4_MC03g04476	Auto	Auto	0	0	0	0	0	561445	564525	4.822799876	-0.083168791	0.999948201	4.740949355	4.819106307	4.782536051	4.940167929	NON
MvSl-1064-A1-R4_MC03g04478	Auto	Auto	0	0	0	0	0	568466	569985	7.782610789	-0.091986301	0.999948201	7.761541147	7.709764721	7.812822088	7.84268042	NON
MvSl-1064-A1-R4_MC03g04479	Auto	Auto	0	0	0	0	0	570589	571838	6.425648995	0.047400755	0.999948201	6.376665263	6.518128671	6.538162426	6.25122758	NON
MvSl-1064-A1-R4_MC03g04481	Auto	Auto	0	0	0	0	0	579257	581336	7.525740188	-0.024761615	0.999948201	7.65772717	7.352862967	7.416293535	7.650325816	NON
MvSl-1064-A1-R4_MC03g04482	Auto	Auto	0	0	0	0	0	582069	583595	5.182381678	0.004871356	0.999948201	5.148242228	5.220424191	5.189748264	5.170108197	NON
MvSl-1064-A1-R4_MC03g04483	Auto	Auto	0	0	0	0	0	584402	586066	5.012087654	0.00880595	0.999948201	5.043448353	4.989062124	4.944216597	5.068512577	NON
MvSl-1064-A1-R4_MC03g04484	Auto	Auto	0	0	0	0	0	586508	589389	7.901425312	-0.119014721	0.999948201	7.958667765	7.712230028	7.913091759	8.004759753	NON
MvSl-1064-A1-R4_MC03g04487	Auto	Auto	0	0	0	0	0	594224	595312	7.496085563	-0.038850946	0.999948201	7.73744152	7.15788757	7.265486914	7.728274578	NON
MvSl-1064-A1-R4_MC03g04490	Auto	Auto	0	0	0	0	0	598266	599181	6.607307069	-0.025564651	0.999948201	6.653881922	6.532548581	6.614232638	6.625743469	NON
MvSl-1064-A1-R4_MC03g04491	Auto	Auto	0	0	0	0	0	599791	601866	5.458665593	-0.086922964	0.999948201	5.23382745	5.57488107	5.5424746	5.45890889	NON
MvSl-1064-A1-R4_MC03g04492	Auto	Auto	0	0	0	0	0	602042	602405	5.798087272	-0.074980242	0.999948201	5.575149162	5.92383443	5.997253976	5.65208613	NON
MvSl-1064-A1-R4_MC03g04495	Auto	Auto	0	0	0	0	0	606236	608457	5.633735608	-0.092434478	0.999948201	5.536235343	5.635514189	5.755992128	5.597745236	NON
MvSl-1064-A1-R4_MC03g04496	Auto	Auto	0	0	0	0	0	609663	611373	9.68753185	0.054965039	0.999948201	9.819199733	9.602158148	9.761122121	9.550809892	NON
MvSl-1064-A1-R4_MC03g04497	Auto	Auto	0	0	0	0	0	611560	612117	7.004039451	0.131478394	0.999948201	7.02863099	7.106871928	6.956163537	6.917399726	NON
MvSl-1064-A1-R4_MC03g04498	Auto	Auto	0	0	0	0	0	612357	615978	5.975743057	0.009489691	0.999948201	5.983439024	5.977521462	6.051506958	5.885744052	NON
MvSl-1064-A1-R4_MC03g04499	Auto	Auto	0	0	0	0	0	616121	622715	8.618801595	0.001066462	0.999948201	8.612100287	8.626532041	8.603106481	8.633272956	NON
MvSl-1064-A1-R4_MC03g04500	Auto	Auto	0	0	0	0	0	623135	624783	6.168107307	0.100483113	0.999948201	6.144115269	6.287243272	6.211853617	6.015772486	NON
MvSl-1064-A1-R4_MC03g04503	Auto	Auto	0	0	0	0	0	632373	633700	6.382042896	0.103212599	0.999948201	6.177163691	6.649625648	6.47192381	6.171799754	NON
MvSl-1064-A1-R4_MC03g04504	Auto	Auto	0	0	0	0	0	634088	634489	6.630998682	0.157039373	0.999948201	6.471676075	6.909852883	6.78644505	6.268299712	NON
MvSl-1064-A1-R4_MC03g04505	Auto	Auto	0	0	0	0	0	636202	639171	5.795255932	0.111904355	0.999948201	5.734041452	5.957473781	5.816427388	5.655983073	NON
MvSl-1064-A1-R4_MC03g04506	Auto	Auto	0	0	0	0	0	639290	642099	4.989449267	0.14754894	0.999948201	4.887284872	5.216460163	5.010641487	4.810978787	NON
MvSl-1064-A1-R4_MC03g04514	Auto	Auto	0	0	0	0	0	654652	654810	2.359450918	0.278765778	0.999948201	2.325742712	2.640341333	1.94837163	2.445397364	NON
MvSl-1064-A1-R4_MC03g04515	Auto	Auto	0	0	0	0	0	655010	656239	6.851313444	-0.01728103	0.999948201	6.964124439	6.710079777	6.708545783	6.996878546	NON
MvSl-1064-A1-R4_MC03g04516	Auto	Auto	0	0	0	0	0	656443	657051	7.453194555	0.118366558	0.999948201	7.628348278	7.383679562	7.183728097	7.575487677	NON
MvSl-1064-A1-R4_MC03g04517	Auto	Auto	0	0	0	0	0	658161	659167	6.669607099	0.015359785	0.999948201	6.536373002	6.805526682	6.730267575	6.590204614	NON
MvSl-1064-A1-R4_MC03g04527	Auto	Auto	0	0	0	0	0	685683	686240	6.668500423	-0.063606742	0.999948201	6.891468116	6.326391245	6.3656963	6.971042891	NON
MvSl-1064-A1-R4_MC03g04537	Auto	Auto	0	0	0	0	0	701850	702719	5.029447603	-0.182520193	0.999948201	4.502703853	5.267161935	5.254568929	4.965511007	NON
MvSl-1064-A1-R4_MC03g04538	Auto	Auto	0	0	0	0	0	702887	703482	6.715467232	0.144675798	0.999948201	6.874018547	6.692350748	6.659574447	6.623091622	NON
MvSl-1064-A1-R4_MC03g04540	Auto	Auto	0	0	0	0	0	709948	710196	11.95448116	-0.204705214	0.999948201	12.07506565	11.57960683	11.95080027	12.14881362	NON
MvSl-1064-A1-R4_MC03g04541	Auto	Auto	0	0	0	0	0	711260	713927	5.35118719	0.047580887	0.999948201	5.150391231	5.568675213	5.376077338	5.276875897	NON
MvSl-1064-A1-R4_MC03g04542	Auto	Auto	0	0	0	0	0	715310	717897	5.837911855	0.055262746	0.999948201	5.633157447	6.064991612	5.926974037	5.682970861	NON
MvSl-1064-A1-R4_MC03g04543	Auto	Auto	0	0	0	0	0	718205	720064	7.32876532	0.138983908	0.999948201	6.988353329	7.7143398	7.554209905	6.88400805	NON
MvSl-1064-A1-R4_MC03g04544	Auto	Auto	0	0	0	0	0	721345	722765	5.582816546	-0.105300232	0.999948201	5.34683423	5.690847188	5.704247807	5.560808445	NON
MvSl-1064-A1-R4_MC03g04552	Auto	Auto	0	0	0	0	0	741377	742088	7.486005496	0.109813619	0.999948201	7.596783593	7.480653177	7.432663587	7.427560918	NON
MvSl-1064-A1-R4_MC03g04553	Auto	Auto	0	0	0	0	0	744066	745681	6.701345812	-0.073285181	0.999948201	6.768144918	6.552340099	6.68267719	6.790202057	NON
MvSl-1064-A1-R4_MC03g04554	Auto	Auto	0	0	0	0	0	746224	747360	4.0999503	-0.172988923	0.999948201	3.912403323	4.102720969	4.30859942	4.045200895	NON
MvSl-1064-A1-R4_MC03g04555	Auto	Auto	0	0	0	0	0	747640	749636	4.446998445	0.12701426	0.999948201	4.423174003	4.590117403	4.542666781	4.202686159	NON
MvSl-1064-A1-R4_MC03g04558	Auto	Auto	0	0	0	0	0	760458	760649	7.266076642	-0.043698838	0.999948201	7.253205354	7.234859111	7.332753021	7.241259763	NON
MvSl-1064-A1-R4_MC03g04559	Auto	Auto	0	0	0	0	0	760717	762189	7.895468887	-0.077785098	0.999948201	7.930183424	7.777921681	7.95032199	7.91709216	NON
MvSl-1064-A1-R4_MC03g04560	Auto	Auto	0	0	0	0	0	763039	764733	5.967040513	-0.126610321	0.999948201	5.941861065	5.861741078	6.011516647	6.045785184	NON
MvSl-1064-A1-R4_MC03g04570	Auto	Auto	0	0	0	0	0	779634	781829	7.320724713	0.055492445	0.999948201	7.432551827	7.258666549	7.376309242	7.204036878	NON
MvSl-1064-A1-R4_MC03g04571	Auto	Auto	0	0	0	0	0	782914	787177	4.115546602	-0.078482319	0.999948201	3.907329345	4.226140736	4.159211103	4.148393663	NON
MvSl-1064-A1-R4_MC03g04572	Auto	Auto	0	0	0	0	0	787396	792402	7.915290303	0.061975789	0.999948201	7.826819661	8.05595774	7.987646601	7.772321532	NON
MvSl-1064-A1-R4_MC03g04574	Auto	Auto	0	0	0	0	0	795710	796975	5.67165093	0.077907062	0.999948201	5.663568473	5.755108332	5.742618401	5.512908453	NON
MvSl-1064-A1-R4_MC03g04577	Auto	Auto	0	0	0	0	0	800910	804597	6.601237665	0.127589068	0.999948201	6.732727977	6.591126772	6.410207284	6.651997248	NON
MvSl-1064-A1-R4_MC03g04598	Auto	Auto	0	0	0	0	0	854242	854651	6.726211778	0.013301661	0.999948201	6.770242537	6.69448977	6.680128413	6.757930156	NON
MvSl-1064-A1-R4_MC03g04601	Auto	Auto	0	0	0	0	0	856571	857626	6.970178263	0.098318687	0.999948201	6.993749205	7.042836341	6.995134677	6.841293989	NON
MvSl-1064-A1-R4_MC03g04606	Auto	Auto	0	0	0	0	0	865044	866393	4.347315137	-0.039864761	0.999948201	4.257611583	4.393481283	4.318466582	4.413801083	NON
MvSl-1064-A1-R4_MC03g04610	Auto	Auto	0	0	0	0	0	871928	872402	8.632429797	-0.131994711	0.999948201	8.470279522	8.653720725	8.768649522	8.621363646	NON
MvSl-1064-A1-R4_MC03g04613	Auto	Auto	0	0	0	0	0	874243	875075	5.229093065	0.102429437	0.999948201	5.16958955	5.381327595	5.178956827	5.175547979	NON
MvSl-1064-A1-R4_MC03g04614	Auto	Auto	0	0	0	0	0	875698	877777	8.25405996	0.124865381	0.999948201	8.452101776	8.163845222	8.042999389	8.323978929	NON
MvSl-1064-A1-R4_MC03g04615	Auto	Auto	0	0	0	0	0	878611	880298	5.341490843	-0.025152125	0.999948201	5.227734399	5.423203719	5.379223424	5.328250109	NON
MvSl-1064-A1-R4_MC03g04619	Auto	Auto	0	0	0	0	0	892619	895081	5.20420248	-0.008716595	0.999948201	5.139614062	5.257548981	5.323151239	5.084022728	NON
MvSl-1064-A1-R4_MC03g04622	Auto	Auto	0	0	0	0	0	898994	900282	9.758629006	-0.132947514	0.999948201	9.285156783	10.00676395	10.16721717	9.371546762	NON
MvSl-1064-A1-R4_MC03g04626	Auto	Auto	0	0	0	0	0	907453	909001	5.091941917	-0.136399296	0.999948201	5.038815658	5.005236162	5.249420346	5.060694521	NON
MvSl-1064-A1-R4_MC03g04630	Auto	Auto	0	0	0	0	0	914882	917180	7.760049921	-0.161402921	0.999948201	7.405816602	7.905275589	8.051652168	7.588120106	NON
MvSl-1064-A1-R4_MC03g04631	Auto	Auto	0	0	0	0	0	917886	920975	5.678877622	-0.068286252	0.999948201	5.702168036	5.584140089	5.771639251	5.650784807	NON
MvSl-1064-A1-R4_MC03g04632	Auto	Auto	0	0	0	0	0	921260	925020	7.897198141	-0.071493658	0.999948201	8.031597501	7.667559805	7.885423882	7.978028785	NON
MvSl-1064-A1-R4_MC03g04634	Auto	Auto	0	0	0	0	0	927914	928747	4.690311978	-0.092622745	0.999948201	4.59710949	4.68783536	4.801421712	4.666499754	NON
MvSl-1064-A1-R4_MC03g04635	Auto	Auto	0	0	0	0	0	930236	931778	4.409768649	0.004474704	0.999948201	4.542520197	4.268873817	4.350878083	4.462082834	NON
MvSl-1064-A1-R4_MC03g04636	Auto	Auto	0	0	0	0	0	932610	933707	8.309630178	0.101135729	0.999948201	8.392979704	8.324854365	8.277099953	8.239066981	NON
MvSl-1064-A1-R4_MC03g04638	Auto	Auto	0	0	0	0	0	935554	937561	5.261716778	-0.093913723	0.999948201	5.396566144	5.005236162	5.151619709	5.448461418	NON
MvSl-1064-A1-R4_MC03g04639	Auto	Auto	0	0	0	0	0	938591	939816	5.539266113	0.106412623	0.999948201	5.327971072	5.814007819	5.585331299	5.377857622	NON
MvSl-1064-A1-R4_MC03g04644	Auto	Auto	0	0	0	0	0	951514	955876	6.126470786	-0.017019851	0.999948201	6.043642059	6.188510091	6.124563751	6.14524583	NON
MvSl-1064-A1-R4_MC03g04647	Auto	Auto	0	0	0	0	0	961347	963330	5.164006252	-0.177469577	0.999948201	5.120009927	5.023501435	5.121877616	5.366804087	NON
MvSl-1064-A1-R4_MC03g04648	Auto	Auto	0	0	0	0	0	964141	964750	7.177777616	-0.082323865	0.999948201	7.442670387	6.746272694	6.940807894	7.450927128	NON
MvSl-1064-A1-R4_MC03g04649	Auto	Auto	0	0	0	0	0	965029	965211	7.441411893	0.006688119	0.999948201	7.594417764	7.277814087	7.354096024	7.517410135	NON
MvSl-1064-A1-R4_MC03g04652	Auto	Auto	0	0	0	0	0	972393	973247	5.604926806	-0.156970565	0.999948201	5.557443852	5.490404377	5.644054058	5.716943755	NON
MvSl-1064-A1-R4_MC03g04654	Auto	Auto	0	0	0	0	0	978415	979393	5.332676789	-0.051231464	0.999948201	5.175932634	5.426639143	5.405691722	5.308579745	NON
MvSl-1064-A1-R4_MC03g04655	Auto	Auto	0	0	0	0	0	979842	981516	6.145583163	-0.115934101	0.999948201	6.092519577	6.080340814	6.125500787	6.275072398	NON
MvSl-1064-A1-R4_MC03g04660	Auto	Auto	0	0	0	0	0	991736	992766	7.459175374	-0.109915624	0.999948201	7.501935221	7.297180084	7.456317089	7.567578968	NON
MvSl-1064-A1-R4_MC03g04661	Auto	Auto	0	0	0	0	0	993050	998492	6.739101526	0.064639383	0.999948201	6.961067015	6.552340099	6.526858954	6.866177076	NON
MvSl-1064-A1-R4_MC03g04663	Auto	Auto	0	0	0	0	0	1002989	1004558	1.745935697	0.178822449	0.999948201	2.040733737	1.590905571	1.729186733	1.584243002	NON
MvSl-1064-A1-R4_MC03g04664	Auto	Auto	0	0	0	0	0	1005725	1006480	4.747851557	-0.031689828	0.999948201	4.68274862	4.779352381	4.831593211	4.692028671	NON
MvSl-1064-A1-R4_MC03g04668	Auto	Auto	0	0	0	0	0	1009453	1011303	4.967482686	0.002096773	0.999948201	4.861281814	5.068177823	5.081886779	4.840957385	NON
MvSl-1064-A1-R4_MC03g04669	Auto	Auto	0	0	0	0	0	1011608	1012524	5.960660555	0.029776617	0.999948201	5.803964501	6.128599788	6.127373035	5.737930815	NON
MvSl-1064-A1-R4_MC03g04670	Auto	Auto	0	0	0	0	0	1013485	1013769	8.141497702	0.079578906	0.999948201	8.310101525	8.03866269	8.01596748	8.181653089	NON
MvSl-1064-A1-R4_MC03g04671	Auto	Auto	0	0	0	0	0	1015889	1016056	6.483341192	-0.053573941	0.999948201	6.403040139	6.50762392	6.712292823	6.274227549	NON
MvSl-1064-A1-R4_MC03g04675	Auto	Auto	0	0	0	0	0	1030507	1034435	1.110895225	-0.294555661	0.999948201	1.037625052	0.876526105	1.470630915	0.967707292	NON
MvSl-1064-A1-R4_MC03g04677	Auto	Auto	0	0	0	0	0	1035981	1039869	4.436286976	0.216217843	0.999948201	4.24157401	4.787391284	4.407444727	4.237778291	NON
MvSl-1064-A1-R4_MC03g04678	Auto	Auto	0	0	0	0	0	1040226	1041755	7.896431563	-0.054652266	0.999948201	7.955291482	7.776912661	7.851846182	7.991713177	NON
MvSl-1064-A1-R4_MC03g04685	Auto	Auto	0	0	0	0	0	1056026	1056679	6.762678569	0.053195404	0.999948201	6.542931343	6.999087307	6.79530453	6.673943368	NON
MvSl-1064-A1-R4_MC03g04686	Auto	Auto	0	0	0	0	0	1056917	1058466	5.282713402	0.098078244	0.999948201	5.3069327	5.354524014	5.233863425	5.23233081	NON
MvSl-1064-A1-R4_MC03g04689	Auto	Auto	0	0	0	0	0	1065439	1067300	7.521935174	-0.049898638	0.999948201	7.521576352	7.471535003	7.508250601	7.584035209	NON
MvSl-1064-A1-R4_MC03g04692	Auto	Auto	0	0	0	0	0	1079363	1079821	7.272453532	0.11584982	0.999948201	7.317730523	7.34062281	7.157856687	7.266968251	NON
MvSl-1064-A1-R4_MC03g04693	Auto	Auto	0	0	0	0	0	1080228	1081140	4.622879989	-0.035530096	0.999948201	4.542520197	4.664746847	4.789647177	4.473904959	NON
MvSl-1064-A1-R4_MC03g04694	Auto	Auto	0	0	0	0	0	1081682	1085033	3.708678116	-0.261689845	0.999948201	4.05228433	2.849324548	3.45036687	4.133563832	NON
MvSl-1064-A1-R4_MC03g04699	Auto	Auto	0	0	0	0	0	1094008	1094436	6.749443528	-0.145503672	0.999948201	6.752668473	6.592656757	6.808200806	6.832138119	NON
MvSl-1064-A1-R4_MC03g04704	Auto	Auto	0	0	0	0	0	1105025	1105414	6.655210605	0.072936432	0.999948201	6.807487326	6.564865652	6.501819448	6.726155979	NON
MvSl-1064-A1-R4_MC03g04705	Auto	Auto	0	0	0	0	0	1106501	1107599	4.949023325	-0.099285332	0.999948201	5.022483064	4.763138932	5.078019672	4.912201037	NON
MvSl-1064-A1-R4_MC03g04709	Auto	Auto	0	0	0	0	0	1116699	1118959	4.734784751	0.062795789	0.999948201	4.451336552	5.023501435	4.924970027	4.441158103	NON
MvSl-1064-A1-R4_MC03g04712	Auto	Auto	0	0	0	0	0	1123882	1124905	8.225796729	0.175323532	0.999948201	8.103237741	8.492197138	8.263118058	7.995562668	NON
MvSl-1064-A1-R4_MC03g04715	Auto	Auto	0	0	0	0	0	1137269	1137592	5.411349292	-0.174419331	0.999948201	5.407388674	5.23028687	5.431683157	5.556645367	NON
MvSl-1064-A1-R4_MC03g04716	Auto	Auto	0	0	0	0	0	1137669	1137974	3.870975187	-0.003647663	0.999948201	3.757489085	3.972455345	3.881561628	3.86390827	NON
MvSl-1064-A1-R4_MC03g04718	Auto	Auto	0	0	0	0	0	1141725	1143109	3.425240234	-0.101318932	0.999948201	3.602872335	3.102265205	3.32545425	3.60905982	NON
MvSl-1064-A1-R4_MC03g04719	Auto	Auto	0	0	0	0	0	1143537	1150735	5.376712592	-0.108162885	0.999948201	5.414558852	5.222402128	5.390181007	5.467804041	NON
MvSl-1064-A1-R4_MC03g04722	Auto	Auto	0	0	0	0	0	1155556	1158521	3.589068083	-0.234626622	0.999948201	3.379257933	3.549394397	3.78048383	3.614410342	NON
MvSl-1064-A1-R4_MC03g04723	Auto	Auto	0	0	0	0	0	1159033	1159860	5.167820626	0.044998239	0.999948201	5.231799291	5.14734982	5.187955287	5.101274625	NON
MvSl-1064-A1-R4_MC03g04724	Auto	Auto	0	0	0	0	0	1160044	1160361	7.450615634	0.126206463	0.999948201	7.453153763	7.569187542	7.533885661	7.22167322	NON
MvSl-1064-A1-R4_MC03g04725	Auto	Auto	0	0	0	0	0	1160420	1161085	4.171240816	-0.200221263	0.999948201	3.957283534	4.169855878	4.379438627	4.144700472	NON
MvSl-1064-A1-R4_MC03g04726	Auto	Auto	0	0	0	0	0	1161684	1163373	5.669660136	-0.124775523	0.999948201	5.639291152	5.571781478	5.736498208	5.724385864	NON
MvSl-1064-A1-R4_MC03g04731	Auto	Auto	0	0	0	0	0	1174621	1175763	8.510161668	-0.027413751	0.999948201	8.629343861	8.349949735	8.330085778	8.694549013	NON
MvSl-1064-A1-R4_MC03g04734	Auto	Auto	0	0	0	0	0	1183265	1186174	7.218250918	-0.089372089	0.999948201	7.137721157	7.207160673	7.236723387	7.287210207	NON
MvSl-1064-A1-R4_MC03g04736	Auto	Auto	0	0	0	0	0	1188843	1189994	8.905371383	-0.036436265	0.999948201	9.102012406	8.634352661	8.645857911	9.156183333	NON
