gene	bPARts	youngold	dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	haploid 
MvSl-1064-A1-R4_MC11g10439	Auto	Auto	0.00338	0.00339	0.00003	0	112.2923588	700609	701453	1.525528308	0.574922257	0.743521983	1.50883821	2.01270109	1.184460656	1.268500362	NON	A1
MvSl-1064-A1-R4_MC01-1g02231	Auto	Auto	0.00338	0.00338	0.00003	0.00017	112.2923588	798607	799514	5.910928364	-0.054384538	0.999948201	5.806692145	5.956285785	5.963066198	5.912052597	NON	A1
MvSl-1064-A1-R4_MC06g07506	Auto	Auto	0.00338	0.00339	0.00003	0	112.2923588	1683144	1683705	6.628657016	0.082928457	0.999948201	6.422731877	6.880091398	6.72656699	6.43178602	NON	A1
MvSl-1064-A1-R4_MC04-1g05628	Auto	Auto	0.00337	0.00337	0.00003	0.00024	111.9601329	796987	798226	5.654753325	0.27091325	0.832498173	5.636227559	5.917743985	5.566134151	5.45890889	NON	A1
MvSl-1064-A1-R4_MC04-1g05532	Auto	Auto	0.00337	0.00238	0.00003	0.00002	111.9601329	580461	582158	5.296226331	-0.018006231	0.999948201	5.182247952	5.384864074	5.387058752	5.218343247	NON	A1
MvSl-1064-A1-R4_MC11g10464	Auto	Auto	0.00337	0.00169	0.00003	0	111.9601329	759720	761427	7.67882799	-0.044916437	0.999948201	7.709292821	7.601083121	7.630120626	7.768726878	NON	A1
MvSl-1064-A1-R4_MC14g11844	Auto	Auto	0.00337	0.00169	0.00003	0.00007	111.9601329	270659	272420	6.822389198	0.145745185	0.999948201	6.843130625	6.942016676	6.825602894	6.665591577	NON	A1
MvSl-1064-A1-R4_MC07g07799	Auto	Auto	0.00225	0.0013	0.00002	0.00004	111.9402985	627994	629257	4.830179032	-0.128177028	0.999948201	4.845451998	4.67922041	5.018733615	4.75394189	NON	A1
MvSl-1064-A1-R4_MC04-1g05337	Auto	Auto	0.00113	0.00113	0.00001	0	111.8811881	98185	98541	5.666212018	0.273596875	0.821248998	5.772220222	5.820551295	5.640125279	5.396611708	NON	A1
MvSl-1064-A1-R4_MC11g10403	Auto	Auto	0.00113	0.00114	0.00001	0.00004	111.8811881	611909	614283	6.344456281	-0.030254772	0.999948201	6.500601854	6.134914051	6.008472208	6.641552997	NON	A1
MvSl-1064-A1-R4_MC02g04108	Auto	Auto	0.00224	0.00159	0.00002	0.00002	111.4427861	2259649	2260498	5.740461649	-0.445328007	0.361874273	5.547694036	5.452147329	6.051506958	5.830493449	NON	A1
MvSl-1064-A1-R4_MC11g10234	Auto	Auto	0.00224	0	0.00002	0	111.4427861	194788	197062	8.652399397	-0.510750254	0.423791603	8.536476239	8.192127303	8.780744676	8.982543915	NON	A1
MvSl-1064-A1-R4_MC09-2g09075	Auto	Auto	0.00224	0.00131	0.00002	0.00072	111.4427861	385928	388086	3.184427769	-0.378758676	0.844898615	3.105678113	2.849324548	3.331963532	3.38321172	NON	A1
MvSl-1064-A1-R4_MC04-1g05444	Auto	Auto	0.00335	0.00336	0.00003	0.00003	111.2956811	385667	389100	1.384583919	0.785174796	0.502804261	2.02207773	1.351650818	0.863517532	1.064706382	NON	A1
MvSl-1064-A1-R4_MC01-1g02465	Auto	Auto	0.00445	0.00447	0.00004	0.00039	110.9725686	1347364	1348505	2.853267215	-0.237127691	0.999948201	2.916613683	2.516846796	2.823326182	3.0925019	NON	A1
MvSl-1064-A1-R4_MC06g07239	Auto	Auto	0.00223	0.00158	0.00002	0	110.9452736	1047498	1050369	4.646319777	0.345037353	0.761983831	4.752312965	4.862874978	4.589597978	4.328472585	NON	A1
MvSl-1064-A1-R4_MC13g11602	Auto	Auto	0.00223	0.00223	0.00002	0.00012	110.9452736	757753	760341	5.576612022	-0.223264041	0.932240346	5.30307436	5.602481741	5.736498208	5.628480799	NON	A1
MvSl-1064-A1-R4_MC03g04991	Auto	Auto	0.00223	0.00224	0.00002	0.00011	110.9452736	1810181	1811171	5.812980603	-0.025828543	0.999948201	5.861501588	5.735851827	5.853094349	5.797944919	NON	A1
MvSl-1064-A1-R4_MC04-1g05633	Auto	Auto	0.00223	0.00223	0.00002	0.00011	110.9452736	807740	810543	5.862885605	0.154871185	0.999948201	5.690400864	6.149540739	5.959917667	5.582810887	NON	A1
MvSl-1064-A1-R4_A1g01406	Black	OldStrata	0.00112	0.00112	0.00001	0.00002	110.8910891	2516666	2518918	11.23450616	0.843604663	0.272698111	11.42245941	11.75001157	10.72266128	10.78063882	NON	A1
MvSl-1064-A1-R4_MC02g03583	Auto	Auto	0.00112	0.00112	0.00001	0.0002	110.8910891	1011764	1012756	6.991424923	-0.040095431	0.999948201	7.005074651	6.936605196	6.992055434	7.030288217	NON	A1
MvSl-1064-A1-R4_MC12g11022	Auto	Auto	0.00444	0.00445	0.00004	0.00035	110.723192	720473	722368	5.590427157	-0.357154663	0.609527374	5.308858008	5.487117657	5.877772953	5.625833983	NON	A1
MvSl-1064-A1-R4_MC02g03898	Auto	Auto	0.00333	0.00333	0.00003	0	110.6312292	1731607	1732757	4.170626927	-0.297822188	0.906390862	3.976790751	4.050236672	4.404359651	4.209773204	NON	A1
MvSl-1064-A1-R4_MC08g08507	Auto	Auto	0.00333	0.00334	0.00003	0.00017	110.6312292	686769	689192	4.752923649	0.132609935	0.999948201	4.912827538	4.716185895	4.714418622	4.656160342	NON	A1
MvSl-1064-A1-R4_MC03g04740	Auto	Auto	0.00443	0.00442	0.00004	0	110.4738155	1195737	1198036	7.949953717	-0.31379436	0.767854584	7.910665264	7.646353503	7.945023935	8.236683663	NON	A1
MvSl-1064-A1-R4_MC13g11568	Auto	Auto	0.00443	0.00445	0.00004	0.00059	110.4738155	683386	684819	5.555911917	0.240819211	0.883246173	5.557443852	5.776805567	5.483764309	5.376283721	NON	A1
MvSl-1064-A1-R4_MC02g03793	Auto	Auto	0.00443	0.00314	0.00004	0.0002	110.4738155	1508180	1510066	6.656278076	-0.015918828	0.999948201	6.667450875	6.628897913	6.690296617	6.637616827	NON	A1
MvSl-1064-A1-R4_MC06g07018	Auto	Auto	0.00222	0.00223	0.00002	0.00008	110.4477612	464529	466073	3.891514448	-0.430159135	0.70733268	3.796433219	3.511072517	4.025048195	4.148393663	NON	A1
MvSl-1064-A1-R4_MC05-1g06171	Auto	Auto	0.00222	0.00222	0.00002	0	110.4477612	67497	69802	6.576453337	0.072110243	0.999948201	6.662189214	6.560181304	6.609552113	6.466963825	NON	A1
MvSl-1064-A1-R4_A1g00078	PAR	PAR	0.00332	0.00332	0.00003	0.00015	110.2990033	177417	178892	7.104915036	0.994520648	0.003491299	7.291681706	7.713988386	6.835371693	6.127579614	Up	A1
MvSl-1064-A1-R4_MC06g07479	Auto	Auto	0.00332	0.00332	0.00003	0.00012	110.2990033	1613356	1614151	6.623963525	0.304078947	0.704856982	6.652366352	6.875070909	6.601492857	6.312587456	NON	A1
MvSl-1064-A1-R4_MC04-1g05721	Auto	Auto	0.00332	0.00332	0.00003	0.00016	110.2990033	1040672	1041175	3.646475931	0.096335447	0.999948201	3.498770642	3.865140108	3.53178598	3.661692513	NON	A1
MvSl-1064-A1-R4_MC10-1g09745	Auto	Auto	0.00442	0.00443	0.00004	0.00019	110.2244389	218280	220266	6.638104177	-0.118671675	0.999948201	6.675680622	6.472322226	6.66860286	6.723063565	NON	A1
MvSl-1064-A1-R4_MC06g07202	Auto	Auto	0.00441	0.00147	0.00004	0.0001	109.9750623	940825	943820	6.883908951	0.52031182	0.169957796	6.946300509	7.276386803	6.756514245	6.426472602	NON	A1
MvSl-1064-A1-R4_MC16g12172	Auto	Auto	0.00441	0.00255	0.00004	0	109.9750623	935	3131	6.516933815	-0.087479021	0.999948201	6.478534501	6.46649279	6.594742248	6.524225842	NON	A1
MvSl-1064-A1-R4_MC15g12080	Auto	Auto	0.00331	0.00332	0.00003	0.0004	109.9667774	168708	171056	5.681487583	0.077812521	0.999948201	5.794376927	5.641439668	5.532618519	5.744045822	NON	A1
MvSl-1064-A1-R4_MC15g12082	Auto	Auto	0.00221	0.00222	0.00002	0.00005	109.9502488	173809	175626	1.654882941	1.790819681	0.00054965	2.059151574	2.490826715	0.587027488	0.543012817	Up	A1
MvSl-1064-A1-R4_MC07g07675	Auto	Auto	0.00221	0.00221	0.00002	0.00002	109.9502488	337918	338539	0.04720869	0.457964801	0.974267692	0.271448488	0.227750757	-0.364302286	0.005230391	NON	A1
MvSl-1064-A1-R4_MC03g04664	Auto	Auto	0.00221	0.00156	0.00002	0.0001	109.9502488	1005725	1006480	4.747851557	-0.031689828	0.999948201	4.68274862	4.779352381	4.831593211	4.692028671	NON	A1
MvSl-1064-A1-R4_MC06g07183	Auto	Auto	0.00221	0.00222	0.00002	0.00013	109.9502488	893819	894388	7.815769262	-0.034704412	0.999948201	7.788353071	7.808198005	7.80289887	7.862489665	NON	A1
MvSl-1064-A1-R4_MC15g12095	Auto	Auto	0.00221	0.00222	0.00002	0.00008	109.9502488	219278	219529	6.819727357	-0.002764601	0.999948201	6.965345596	6.654761382	6.699764657	6.933007423	NON	A1
MvSl-1064-A1-R4_MC13g11443	Auto	Auto	0.00111	0.00111	0.00001	0	109.9009901	387078	389384	7.127825263	-0.684908901	0.035798841	6.862922507	6.616918399	7.207374706	7.622050547	Down	A1
MvSl-1064-A1-R4_MC01-1g02204	Auto	Auto	0.00111	0.00111	0.00001	0.00005	109.9009901	726717	729661	6.489560657	0.311869062	0.613023582	6.567262964	6.703722396	6.353750999	6.296866591	NON	A1
MvSl-1064-A1-R4_MC01-1g02358	Auto	Auto	0.00111	0.00111	0.00001	0.00004	109.9009901	1088363	1090180	8.754940524	0.07297282	0.999948201	8.845868592	8.733902028	8.749934789	8.685363006	NON	A1
MvSl-1064-A1-R4_MC08g08617	Auto	Auto	0.00111	0.00111	0.00001	0.00003	109.9009901	946035	951562	6.654215544	0.017037063	0.999948201	6.581667367	6.739382671	6.693459539	6.596301557	NON	A1
MvSl-1064-A1-R4_MC12g11229	Auto	Auto	0.00111	0.0011	0.00001	0.00004	109.9009901	1230300	1230584	7.524687338	0.102601298	0.999948201	7.617126541	7.531793553	7.458177845	7.486741258	NON	A1
MvSl-1064-A1-R4_MC01-1g02289	Auto	Auto	0.0044	0.0044	0.00004	0	109.7256858	930468	933654	4.988169641	-0.492517213	0.408451934	4.791395195	4.647184696	5.034782963	5.369970891	NON	A1
MvSl-1064-A1-R4_MC01-1g02441	Auto	Auto	0.0044	0.00442	0.00004	0.00038	109.7256858	1294854	1297103	0.821786461	-0.630980704	0.757811039	0.557130509	0.405399752	0.827117886	1.295398697	NON	A1
MvSl-1064-A1-R4_MC04-1g05641	Auto	Auto	0.0044	0.00441	0.00004	0	109.7256858	836509	837710	5.805776472	0.06637993	0.999948201	5.547694036	6.080340814	5.937683428	5.585537747	NON	A1
MvSl-1064-A1-R4_MC04-1g05992	Auto	Auto	0.0044	0.0044	0.00004	0	109.7256858	1680246	1682297	6.332355334	-0.037702981	0.999948201	6.236022284	6.386722637	6.423982786	6.274227549	NON	A1
MvSl-1064-A1-R4_MC11g10657	Auto	Auto	0.0044	0.00255	0.00004	0.00028	109.7256858	1249095	1250982	7.232639258	0.111423882	0.999948201	7.241661052	7.331488601	7.277761148	7.066361961	NON	A1
MvSl-1064-A1-R4_MC03g04974	Auto	Auto	0.00329	0.0033	0.00003	0.00122	109.3023256	1766092	1766274	2.571548855	-0.493820728	0.764534934	2.470375331	2.118448222	2.504022074	3.02981272	NON	A1
MvSl-1064-A1-R4_MC05-3g06700	Auto	Auto	0.00329	0.00233	0.00003	0.00012	109.3023256	577166	578895	7.577072624	0.221887593	0.91792142	7.573349373	7.786302852	7.511838382	7.410361369	NON	A1
MvSl-1064-A1-R4_MC13g11498	Auto	Auto	0.00329	0.0033	0.00003	0	109.3023256	512241	513787	3.508033716	-0.31936436	0.930520733	3.505501763	3.152922715	3.603484165	3.70747413	NON	A1
MvSl-1064-A1-R4_A1g00968	Black	OldStrata	0.00329	0.00329	0.00003	0	109.3023256	1995562	1995873	6.132765739	0.075073627	0.999948201	6.31573683	6.007653696	6.131110257	6.057617598	NON	A1
MvSl-1064-A1-R4_MC01-1g02297	Auto	Auto	0.00329	0.0033	0.00003	0.00027	109.3023256	948354	949945	6.317922413	0.153248331	0.999948201	6.246105232	6.525356642	6.417876574	6.035850164	NON	A1
MvSl-1064-A1-R4_MC12g11175	Auto	Auto	0.00329	0.00201	0.00003	0	109.3023256	1087766	1089106	4.030717308	-0.053518994	0.999948201	4.196528673	3.781752405	3.929563246	4.17398462	NON	A1
MvSl-1064-A1-R4_MC04-1g05332	Auto	Auto	0.00438	0.00155	0.00004	0.00006	109.2269327	93799	94070	6.622650037	0.329944039	0.569448125	6.725539046	6.829082544	6.510453468	6.384029088	NON	A1
MvSl-1064-A1-R4_MC09-2g09143	Auto	Auto	0.00328	0.00328	0.00003	0.00019	108.9700997	567604	570124	4.615777976	0.637130299	0.145973165	4.871739345	4.927347751	4.30859942	4.22033892	NON	A1
MvSl-1064-A1-R4_MC02g03505	Auto	Auto	0.00328	0.00328	0.00003	0.00023	108.9700997	824845	826614	6.603555626	-0.12221523	0.999948201	6.629439656	6.447171374	6.604856353	6.719343897	NON	A1
MvSl-1064-A1-R4_MC04-1g05458	Auto	Auto	0.0011	0	0.00001	0	108.9108911	414412	416210	4.355217194	-0.017271583	0.999948201	4.200682319	4.478692384	4.395064641	4.33172456	NON	A1
MvSl-1064-A1-R4_MC07g08112	Auto	Auto	0.00436	0.00308	0.00004	0.0002	108.7281796	1421649	1422755	7.707151378	-0.250406493	0.855046773	7.537673731	7.614324523	7.909560159	7.739030375	NON	A1
MvSl-1064-A1-R4_MC06g07010	Auto	Auto	0.00218	0.00218	0.00002	0.00002	108.4577114	425826	426461	7.607304713	0.226861233	0.921693388	7.60071804	7.823264106	7.60447433	7.364658597	NON	A1
MvSl-1064-A1-R4_MC02g03827	Auto	Auto	0.00218	0.00218	0.00002	0.00002	108.4577114	1592201	1596075	6.896107939	-0.19320149	0.936891472	6.787605098	6.804866831	7.138956302	6.822345917	NON	A1
MvSl-1064-A1-R4_MC08g08859	Auto	Auto	0.00218	0.00218	0.00002	0.00006	108.4577114	1546049	1546606	7.133496175	-0.020046366	0.999948201	7.217779306	7.022547267	7.107527238	7.178526633	NON	A1
MvSl-1064-A1-R4_MC08g08590	Auto	Auto	0.00326	0.00326	0.00003	0.00037	108.3056478	868463	872422	9.638445012	0.476669394	0.824539881	9.31180272	10.25200988	9.69890258	8.971510745	NON	A1
MvSl-1064-A1-R4_MC07g07837	Auto	Auto	0.00542	0.00384	0.00005	0	108.1836327	740104	743065	7.450818951	0.151341966	0.999948201	7.472177643	7.575004253	7.433042084	7.310884376	NON	A1
MvSl-1064-A1-R4_MC14g11741	Auto	Auto	0.00433	0.00432	0.00004	0.0002	107.9800499	42619	44827	7.06720455	0.29794858	0.651871757	7.22033879	7.196635105	6.941872168	6.879015323	NON	A1
MvSl-1064-A1-R4_MC05-3g06677	Auto	Auto	0.00433	0	0.00004	0	107.9800499	511981	514729	5.702003866	0.088644543	0.999948201	5.756787668	5.734466477	5.725416004	5.585537747	NON	A1
MvSl-1064-A1-R4_MC04-1g05975	Auto	Auto	0.00325	0.00325	0.00003	0	107.9734219	1652222	1653471	5.860710943	-0.224899459	0.898584653	5.77361503	5.713524989	5.923745656	6.011723202	NON	A1
MvSl-1064-A1-R4_MC02g03297	Auto	Auto	0.00217	0.00217	0.00002	0.00011	107.960199	338720	342495	7.413994635	-0.521580066	0.272538512	7.306693105	6.928146785	7.4364441	7.837828273	NON	A1
MvSl-1064-A1-R4_MC09-2g09478	Auto	Auto	0.00217	0.00217	0.00002	0	107.960199	1413318	1414191	2.907227861	-0.435591193	0.870851016	2.936674776	2.353183901	2.677609944	3.432510636	NON	A1
MvSl-1064-A1-R4_MC02g04088	Auto	Auto	0.00217	0.00217	0.00002	0	107.960199	2209294	2211054	4.431738707	0.051506678	0.999948201	4.691629824	4.178032267	4.213097929	4.576158478	NON	A1
MvSl-1064-A1-R4_MC09-2g08979	Auto	Auto	0.00217	0.00217	0.00002	0.00008	107.960199	187373	188769	5.747491641	-0.106580698	0.999948201	5.718192764	5.667807212	5.859866852	5.736704698	NON	A1
MvSl-1064-A1-R4_MC12g10931	Auto	Auto	0.00109	0.00109	0.00001	0	107.9207921	486838	489205	6.927396191	0.257679296	0.889301954	6.751961038	7.297649193	6.972920149	6.587486568	NON	A1
MvSl-1064-A1-R4_MC03g05027	Auto	Auto	0.00324	0.00324	0.00003	0.00003	107.641196	1876323	1876835	1.805815082	0.117545784	0.999948201	2.040733737	1.662584584	1.562062478	1.9142776	NON	A1
MvSl-1064-A1-R4_MC12g11235	Auto	Auto	0.00324	0.00325	0.00003	0.00003	107.641196	1248344	1250334	3.964865497	-0.091109286	0.999948201	3.31173618	4.34346876	4.177397937	3.818269293	NON	A1
MvSl-1064-A1-R4_MC13g11396	Auto	Auto	0.00539	0.00312	0.00005	0.00017	107.5848303	263170	265598	8.030067145	-0.106851497	0.999948201	7.993799331	7.957271383	8.334549731	7.776802293	NON	A1
MvSl-1064-A1-R4_MC08g08536	Auto	Auto	0.00431	0.00431	0.00004	0.00052	107.4812968	742852	746540	5.444312885	-0.032271962	0.999948201	5.396566144	5.458874024	5.493958666	5.425815918	NON	A1
MvSl-1064-A1-R4_MC03g05236	Auto	Auto	0.00216	0.00216	0.00002	0.0002	107.4626866	2411722	2413276	5.743268079	0.110256531	0.999948201	5.643874378	5.935938725	5.904222173	5.431889558	NON	A1
MvSl-1064-A1-R4_MC06g06899	Auto	Auto	0.00216	0.00216	0.00002	0.00007	107.4626866	140577	142182	4.266873001	0.147727402	0.999948201	4.304681588	4.372259279	4.318466582	4.053103134	NON	A1
MvSl-1064-A1-R4_MC09-2g09139	Auto	Auto	0.00216	0.00217	0.00002	0	107.4626866	551224	553438	5.967383208	0.051462443	0.999948201	5.919354299	6.062785477	5.95676225	5.926105248	NON	A1
MvSl-1064-A1-R4_MC06g07308	Auto	Auto	0.00537	0.00382	0.00005	0.00069	107.1856287	1220750	1221153	7.426259723	0.156093976	0.999948201	7.759430828	7.189069547	7.13197919	7.532680136	NON	A1
MvSl-1064-A1-R4_A1g00752	Black	OldStrata	0.00429	0.00304	0.00004	0.00012	106.9825436	998707	1000561	3.569350817	4.801199096	3.34E-33	4.465214315	4.580896789	-0.451044639	0.130018878	Up	A1
MvSl-1064-A1-R4_MC06g07019	Auto	Auto	0.00322	0.00323	0.00003	0.00017	106.9767442	466314	466822	2.928178454	-0.567314106	0.651871757	2.767785944	2.450894936	2.785884781	3.486029936	NON	A1
MvSl-1064-A1-R4_MC03g04598	Auto	Auto	0.00322	0.00186	0.00003	0.00002	106.9767442	854242	854651	6.726211778	0.013301661	0.999948201	6.770242537	6.69448977	6.680128413	6.757930156	NON	A1
MvSl-1064-A1-R4_MC03g05048	Auto	Auto	0.00322	0.00226	0.00003	0	106.9767442	1932281	1938790	5.428510878	0.168992637	0.999948201	5.01542638	5.878144207	5.434710415	5.242733197	NON	A1
MvSl-1064-A1-R4_MC09-2g09429	Auto	Auto	0.00322	0.00322	0.00003	0.00011	106.9767442	1317443	1317894	6.22225974	0.024106953	0.999948201	6.209471981	6.258615422	6.1949916	6.225234505	NON	A1
MvSl-1064-A1-R4_MC11g10670	Auto	Auto	0.00215	0.00215	0.00002	0.00007	106.9651741	1276625	1278599	1.558277294	-0.860499355	0.380312378	1.368202338	0.706067961	1.806008355	1.998535036	NON	A1
MvSl-1064-A1-R4_MC02g03695	Auto	Auto	0.00215	0.00215	0.00002	0.00007	106.9651741	1290271	1292380	6.545487631	-0.01712961	0.999948201	6.514015877	6.559399098	6.574298802	6.5334347	NON	A1
MvSl-1064-A1-R4_MC16g12173	Auto	Auto	0.00108	0.00108	0.00001	0.00002	106.9306931	3693	5975	4.850554482	0.347350377	0.824539881	4.697520397	5.272899111	4.822376697	4.494363396	NON	A1
MvSl-1064-A1-R4_MC07g07760	Auto	Auto	0.00108	0.00108	0.00001	0	106.9306931	539457	539606	6.210506605	-0.145591987	0.999948201	6.076787048	6.192551557	6.38538794	6.169075351	NON	A1
MvSl-1064-A1-R4_MC07g07881	Auto	Auto	0.00108	0.00108	0.00001	0	106.9306931	839204	840039	5.980611202	0.133590211	0.999948201	5.626997553	6.369868468	6.07885491	5.724385864	NON	A1
MvSl-1064-A1-R4_MC07g07789	Auto	Auto	0.00535	0.00536	0.00005	0.00038	106.7864271	602696	604573	3.119809656	-0.028602354	0.999948201	3.464635747	2.628456855	2.795336621	3.408071744	NON	A1
MvSl-1064-A1-R4_MC02g03229	Auto	Auto	0.00641	0.00287	0.00006	0	106.655574	180261	181082	4.694794209	-0.801395888	0.031687434	4.221273039	4.257344306	4.8878996	5.173736997	Down	A1
MvSl-1064-A1-R4_MC01-2g03129	Auto	Auto	0.00321	0.00321	0.00003	0.0001	106.6445183	2964163	2966960	5.020945813	-0.206909223	0.978970856	4.813261568	5.007532008	5.204012418	5.030993586	NON	A1
MvSl-1064-A1-R4_MC02g03935	Auto	Auto	0.00534	0.00379	0.00005	0.00001	106.5868263	1821201	1823726	5.615490354	-0.099676773	0.999948201	5.231799291	5.834843318	5.858740307	5.439445828	NON	A1
MvSl-1064-A1-R4_MC03g04395	Auto	Auto	0.00534	0.00379	0.00005	0.00027	106.5868263	358974	359761	3.973215488	0.002509287	0.999948201	3.796433219	4.132477613	4.084080553	3.85036753	NON	A1
MvSl-1064-A1-R4_A1g01348	Black	OldStrata	0.00427	0.00214	0.00004	0.00018	106.4837905	2984367	2986997	7.375110245	-0.153041431	0.999948201	7.306693105	7.286348261	7.499241919	7.398004615	NON	A1
MvSl-1064-A1-R4_MC06g07228	Auto	Auto	0.00427	0.00303	0.00004	0.00003	106.4837905	1015225	1017420	7.429761053	0.153988729	0.999948201	7.594812338	7.408649448	7.289095766	7.409976818	NON	A1
MvSl-1064-A1-R4_MC03g04929	Auto	Auto	0.00214	0.00214	0.00002	0.00006	106.4676617	1664513	1664680	3.50393145	1.539136963	2.40E-05	4.024435119	4.132477613	2.51550518	2.593628785	Up	A1
MvSl-1064-A1-R4_MC07g07814	Auto	Auto	0.00214	0.00214	0.00002	0	106.4676617	668169	669788	5.608102672	0.212501058	0.972355505	5.441134039	5.937143588	5.65707325	5.320086692	NON	A1
MvSl-1064-A1-R4_MC02g03228	Auto	Auto	0.00214	0.00214	0.00002	0	106.4676617	176827	179810	5.812753816	0.001777384	0.999948201	5.763822937	5.861741078	5.915101153	5.700686267	NON	A1
MvSl-1064-A1-R4_MC09-2g09283	Auto	Auto	0.0032	0.0032	0.00003	0	106.3122924	926170	926608	6.89184613	-0.305882671	0.8265775	7.023950392	6.362712645	6.802353149	7.237797089	NON	A1
MvSl-1064-A1-R4_MC06g07319	Auto	Auto	0.0032	0.0032	0.00003	0.00018	106.3122924	1242269	1246878	6.660786068	-0.176145942	0.949063591	6.619390476	6.51893357	6.717273786	6.774156342	NON	A1
MvSl-1064-A1-R4_MC09-2g09154	Auto	Auto	0.00532	0.00267	0.00005	0.00012	106.1876248	595020	596849	6.284601951	0.061359233	0.999948201	6.153788211	6.459801607	6.343317792	6.158125998	NON	A1
MvSl-1064-A1-R4_MC04-1g06010	Auto	Auto	0.00638	0.00639	0.00006	0	106.156406	1721819	1725394	6.383994993	-0.014031404	0.999948201	6.493001292	6.250884405	6.311557686	6.466224222	NON	A1
MvSl-1064-A1-R4_MC13g11656	Auto	Auto	0.00531	0.00377	0.00005	0.00034	105.988024	884408	885523	4.887203945	-0.150806852	0.999948201	4.643618817	4.958534908	5.089590035	4.817952422	NON	A1
