gene	youngold		dn	dnse	ds	dsse	dnds	start	end	logCPM	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	haploid 
MvSl-1064-A1-R4_MC01-2g03046	Auto	Auto	0	0.00435	0.00001	0.00905	0	2771954	2773018	5.276650361	0.055706955	0.999948201	5.432329924	5.163911433	5.291774034	5.20421874	NON	A1
MvSl-1064-A1-R4_MC01-2g03047	Auto	Auto	0.00784	0.00557	0.00008	0	97.8777	2774288	2775532	5.782347754	-0.092145033	0.999948201	5.770824065	5.699393192	5.809447363	5.84535922	NON	A1
MvSl-1064-A1-R4_MC01-2g03072	Auto	Auto	0.00092	0.00092	0.00585	0.00415	0.157262	2842320	2845734	1.281314574	-0.087784936	0.999948201	1.179066455	1.292629299	1.064509097	1.539942038	NON	A1
MvSl-1064-A1-R4_MC01-2g03075	Auto	Auto	0	0	0	0	0	2849885	2850544	4.626764767	0.175327165	0.999948201	4.74379866	4.67922041	4.443960051	4.624689931	NON	A1
MvSl-1064-A1-R4_MC01-2g03080	Auto	Auto	0.00107	0.00107	0.00333	0.00334	0.321312	2860657	2861037	1.820269457	-0.263396457	0.999948201	1.50883821	1.837953892	1.998333186	1.879146726	NON	A1
MvSl-1064-A1-R4_MC01-2g03087	Auto	Auto	0.00198	0.00197	0.00567	0.00568	0.3492	2875944	2876369	5.948188462	0.013380961	0.999948201	5.890075049	6.016799948	5.995204892	5.885744052	NON	A1
MvSl-1064-A1-R4_MC01-2g03098	Auto	Auto	0.00822	0.00412	0.009	0.00638	0.913323	2882044	2886677	8.774918487	-0.038459051	0.999948201	8.65018542	8.853747032	8.942216438	8.628818478	NON	A1
MvSl-1064-A1-R4_MC01-2g03117	Auto	Auto	0	0	0.00001	0	0	2924031	2924804	6.90623092	0.160846747	0.999948201	7.238129154	6.676566918	6.611559912	7.008609345	NON	A1
MvSl-1064-A1-R4_MC01-2g03120	Auto	Auto	0.00001	0	0.00528	0	0.0018939	2933770	2933922	7.94721337	-0.087098903	0.999948201	7.973308866	7.829116972	7.965315573	8.014404598	NON	A1
MvSl-1064-A1-R4_MC01-2g03123	Auto	Auto	0.00551	0.0032	0.00809	0.00575	0.681079	2941038	2945077	6.216656104	-0.0337575	0.999948201	6.086920491	6.304151216	6.3656963	6.087742929	NON	A1
MvSl-1064-A1-R4_MC01-2g03124	Auto	Auto	0.00178	0.0009	0.00706	0.00291	0.252121	2945334	2953049	7.39236293	0.074609883	0.999948201	7.569339469	7.274004855	7.017517184	7.627683963	NON	A1
MvSl-1064-A1-R4_MC01-2g03128	Auto	Auto	0.00002	0	0.01666	0.00262	0.00120047	2963964	2964116	6.922711073	0.14272088	0.999948201	6.896598086	7.082033512	6.941340129	6.75187384	NON	A1
MvSl-1064-A1-R4_MC01-2g03132	Auto	Auto	0.00949	0.00551	0.00826	0.00836	1.1489	2973575	2973982	7.595358225	-0.0015916	0.999948201	7.60933624	7.579640795	7.590630198	7.601653496	NON	A1
MvSl-1064-A1-R4_MC01-2g03135	Auto	Auto	0.00791	0.0045	0.01603	0.00915	0.493447	2981645	2982430	7.296903722	-0.065010308	0.999948201	7.363835469	7.156853711	7.348488864	7.309235646	NON	A1
MvSl-1064-A1-R4_MC01-2g03148	Auto	Auto	0.00254	0.00126	0.00279	0.00195	0.910362	3033701	3036767	5.376279316	0.076131691	0.999948201	5.47924631	5.345477671	5.24597772	5.424293504	NON	A1
MvSl-1064-A1-R4_MC01-2g03152	Auto	Auto	0.00477	0.00177	0.01191	0.00476	0.4005	3043070	3044670	7.424782761	-0.120156615	0.999948201	7.414336482	7.310722696	7.42887314	7.536208254	NON	A1
MvSl-1064-A1-R4_MC01-2g03159	Auto	Auto	0.00951	0.00254	0.00384	0.00217	2.4765	3926	5409	5.90779386	-0.014903414	0.999948201	5.93190138	5.868072064	6.010502547	5.813148106	NON	A1
MvSl-1064-A1-R4_MC01-2g03162	Auto	Auto	0.00001	0.00004	0.00777	0.00794	0.00128698	12543	15244	5.999176844	-0.050730914	0.999948201	6.028533127	5.916522805	6.07885491	5.967460124	NON	A1
MvSl-1064-A1-R4_MC01-2g03169	Auto	Auto	0.01228	0.00554	0.00012	0.00037	102.248	30149	30784	1.98070505	-0.002689531	0.999948201	1.944943367	2.01270109	2.093347307	1.861255192	NON	A1
MvSl-1064-A1-R4_MC02g03181	Auto	Auto	0.00178	0.00127	0.01325	0.00668	0.134339	46893	50202	9.387463839	0.212181131	0.999948201	9.510064656	9.46896721	9.217471926	9.335147825	NON	A1
MvSl-1064-A1-R4_MC02g03195	Auto	Auto	0	0.00005	0.00001	0.01242	0	92362	93729	1.526276731	-0.295536931	0.999948201	1.21236156	1.515478206	1.184460656	2.014811714	NON	A1
MvSl-1064-A1-R4_MC02g03199	Auto	Auto	0.00179	0.00127	0.00634	0.00368	0.28233	102915	103088	6.016184143	0.066886238	0.999948201	6.237033756	5.833549878	5.863241218	6.092543479	NON	A1
MvSl-1064-A1-R4_MC02g03207	Auto	Auto	0.00002	0	0.01577	0.00353	0.00126822	119617	122023	6.410437659	-0.030551479	0.999948201	6.358190621	6.431012691	6.528276741	6.315054113	NON	A1
MvSl-1064-A1-R4_MC02g03208	Auto	Auto	0.01302	0.00758	0.00862	0.00862	1.51042	123420	124175	5.566845004	-0.047253354	0.999948201	5.47924631	5.603999738	5.667404669	5.508604624	NON	A1
MvSl-1064-A1-R4_MC02g03213	Auto	Auto	0.01558	0.00684	0.00597	0.0052	2.60967	141506	145109	7.122982364	0.071974061	0.999948201	7.074054355	7.238284321	7.19180256	6.973126855	NON	A1
MvSl-1064-A1-R4_MC02g03225	Auto	Auto	0.00962	0.00682	0.0001	0.00039	96.1039	171654	172563	6.005380071	0.100898125	0.999948201	5.816198493	6.259578893	6.06426872	5.835083869	NON	A1
MvSl-1064-A1-R4_MC02g03230	Auto	Auto	0.0009	0.0004	0.00643	0.00289	0.139967	181263	185113	6.185685839	-0.066744198	0.999948201	6.324328119	5.956285785	6.184239458	6.252086001	NON	A1
MvSl-1064-A1-R4_MC02g03234	Auto	Auto	0	0	0.00001	0	0	193528	196150	5.454231122	0.112200432	0.999948201	5.672568168	5.325373763	5.397957209	5.396611708	NON	A1
MvSl-1064-A1-R4_MC02g03237	Auto	Auto	0.00383	0.00384	0.00004	0.00022	95.5112	200481	203844	5.725209063	0.042853635	0.999948201	5.628539994	5.855382188	5.829137045	5.566340594	NON	A1
MvSl-1064-A1-R4_MC02g03238	Auto	Auto	0.00923	0.00657	0.00009	0.00034	102.442	204657	205662	8.485441506	0.017946768	0.999948201	8.345937392	8.628957242	8.638984131	8.293241031	NON	A1
MvSl-1064-A1-R4_MC02g03241	Auto	Auto	0.00713	0.00505	0.00007	0.00027	101.712	213356	215283	6.297040421	-0.031950999	0.999948201	6.235010102	6.32547139	6.339284844	6.286010648	NON	A1
MvSl-1064-A1-R4_MC02g03244	Auto	Auto	0.00189	0.00134	0.00217	0.00216	0.870928	219292	221976	3.453298101	0.096984235	0.999948201	3.670319619	3.309982802	3.357710884	3.450571902	NON	A1
MvSl-1064-A1-R4_MC02g03245	Auto	Auto	0.00498	0.0025	0.0066	0.00469	0.754534	223305	225830	7.152653183	0.046880484	0.999948201	7.246691668	7.101508532	7.090352872	7.166738868	NON	A1
MvSl-1064-A1-R4_MC02g03256	Auto	Auto	0	0.00004	0.00001	0	0	246402	246875	6.947237099	0.141194987	0.999948201	7.142587218	6.877583338	6.819246475	6.928718689	NON	A1
MvSl-1064-A1-R4_MC02g03263	Auto	Auto	0.01079	0.0035	0.00529	0	2.03966	263920	266311	6.739624019	0.030708984	0.999948201	6.950623041	6.528557486	6.667959844	6.778333509	NON	A1
MvSl-1064-A1-R4_MC02g03266	Auto	Auto	0.00098	0.00099	0.01124	0.00506	0.0871878	267048	267326	5.116637614	-0.117037953	0.999948201	5.178040813	4.924920581	5.221646544	5.123960859	NON	A1
MvSl-1064-A1-R4_MC02g03279	Auto	Auto	0.00545	0.00272	0.00417	0.00409	1.30692	296017	297723	5.818340773	0.114218584	0.999948201	5.739761715	5.997294374	5.836022681	5.680422236	NON	A1
MvSl-1064-A1-R4_MC02g03290	Auto	Auto	0	0	0.00001	0	0	321393	325392	6.4654577	-0.016214851	0.999948201	6.618614555	6.275860209	6.289989074	6.636302381	NON	A1
MvSl-1064-A1-R4_MC02g03293	Auto	Auto	0	0	0.00001	0	0	329126	329646	6.721959468	-0.053502814	0.999948201	6.569673707	6.810137211	6.793536981	6.701857505	NON	A1
MvSl-1064-A1-R4_MC02g03301	Auto	Auto	0.00317	0.00319	0.06132	0.02813	0.0516959	348927	352106	5.991237985	0.159096467	0.999948201	5.845674197	6.261503906	6.002363989	5.810819557	NON	A1
MvSl-1064-A1-R4_MC02g03302	Auto	Auto	0.00321	0.00321	0.00003	0.00027	106.645	352489	354155	5.617002314	-0.010933604	0.999948201	5.659047485	5.562442545	5.329670896	5.865692941	NON	A1
MvSl-1064-A1-R4_MC02g03307	Auto	Auto	0.00074	0.00043	0.00338	0.00195	0.218928	370492	371268	7.780162078	-0.129289362	0.999948201	7.792142991	7.631544706	7.70349157	7.970746551	NON	A1
MvSl-1064-A1-R4_MC02g03313	Auto	Auto	0.00235	0.00236	0.01901	0.00957	0.123618	385544	388187	5.650562391	-0.103561116	0.999948201	5.657537335	5.535649139	5.805944645	5.588259463	NON	A1
MvSl-1064-A1-R4_MC02g03314	Auto	Auto	0.00148	0.00149	0.00547	0.00388	0.270562	388998	390316	7.248189885	0.111448609	0.999948201	7.361982197	7.241213757	7.147284539	7.234326084	NON	A1
MvSl-1064-A1-R4_MC02g03325	Auto	Auto	0.6324	0.09329	65.11672	139.15545	0.00971179	415881	416708	6.005029744	0.03072287	0.999948201	5.870654676	6.155764207	6.157003205	5.800294324	NON	A1
MvSl-1064-A1-R4_MC02g03329	Auto	Auto	0.00838	0.00596	0.00008	0.00057	104.619	424180	428399	6.93389437	0.046985001	0.999948201	6.940723869	6.973479011	6.81518685	6.999436846	NON	A1
MvSl-1064-A1-R4_MC02g03332	Auto	Auto	0.00653	0.00327	0.00007	0.00023	93.1526	430360	431908	5.409243872	-0.019345896	0.999948201	5.341201134	5.455514597	5.45124773	5.385701473	NON	A1
MvSl-1064-A1-R4_MC02g03333	Auto	Auto	0.00352	0.00178	0.00858	0.00435	0.410252	432772	434700	6.344448921	-0.083492268	0.999948201	6.260104008	6.342849128	6.325487875	6.443106443	NON	A1
MvSl-1064-A1-R4_MC02g03334	Auto	Auto	0.00313	0.00128	0.00764	0.0029	0.409681	434812	435147	4.805629258	-0.109599362	0.999948201	4.93543556	4.537070469	4.668866992	5.026986857	NON	A1
MvSl-1064-A1-R4_MC02g03335	Auto	Auto	0	0.01146	0.00001	0.0254	0	435604	438283	6.066533335	0.111080379	0.999948201	6.140876489	6.100914062	6.117987403	5.893467061	NON	A1
MvSl-1064-A1-R4_MC02g03337	Auto	Auto	0	0	0.00447	0	0	439920	441158	6.007914173	0.063963307	0.999948201	5.950519741	6.12331671	6.062312705	5.883529863	NON	A1
MvSl-1064-A1-R4_MC02g03340	Auto	Auto	0.00001	0	0.0077	0.00057	0.00129868	445445	447839	5.479052932	0.078695338	0.999948201	5.559062434	5.475554811	5.466118907	5.41205601	NON	A1
MvSl-1064-A1-R4_MC02g03381	Auto	Auto	0.00229	0.00233	0.00002	0.00156	113.93	562452	563870	5.916984365	-0.195538052	0.999948201	6.122384782	5.426639143	5.868847683	6.140617758	NON	A1
MvSl-1064-A1-R4_MC02g03460	Auto	Auto	0.00464	0.00276	0.01925	0.01113	0.241038	751314	751696	3.086411753	0.059367054	0.999948201	3.558249173	2.477638548	2.51550518	3.450571902	NON	A1
MvSl-1064-A1-R4_MC02g03462	Auto	Auto	0.00352	0.0025	0.0034	0.00342	1.03526	755319	755534	4.960806899	0.13244263	0.999948201	5.30500482	4.67922041	4.485425023	5.211298279	NON	A1
MvSl-1064-A1-R4_MC02g03463	Auto	Auto	0.01077	0.00627	0.00011	0.00046	97.8202	755577	756135	4.603758528	0.047178617	0.999948201	4.802369809	4.428171971	4.395064641	4.744212594	NON	A1
MvSl-1064-A1-R4_MC02g03464	Auto	Auto	0.01318	0.00542	0.01	0.00714	1.31799	757207	758019	6.021283366	-0.000879791	0.999948201	6.0563041	5.984531123	6.093295102	5.946400609	NON	A1
MvSl-1064-A1-R4_MC02g03485	Auto	Auto	0.00594	0.00344	0.01622	0.00942	0.366212	787700	788051	2.433340941	-0.2510162	0.999948201	2.340876153	2.263818755	2.657019809	2.433338323	NON	A1
MvSl-1064-A1-R4_MC02g03488	Auto	Auto	0.00408	0.00236	0.00917	0.00531	0.444924	795408	796063	6.107933556	0.039476492	0.999948201	6.117999129	6.137012679	6.102842221	6.073244687	NON	A1
MvSl-1064-A1-R4_MC02g03505	Auto	Auto	0.00637	0.00491	0.01064	0.01246	0.598679	824845	826614	6.603555626	-0.12221523	0.999948201	6.629439656	6.447171374	6.604856353	6.719343897	NON	A1
MvSl-1064-A1-R4_MC02g03507	Auto	Auto	0.00336	0.00167	0.00493	0.00344	0.681528	829013	830241	8.681581477	-0.121062182	0.999948201	8.592871478	8.646188869	8.802292956	8.676597772	NON	A1
MvSl-1064-A1-R4_MC02g03531	Auto	Auto	0.00245	0.00247	0.01337	0.00955	0.183245	890349	891372	5.572192463	0.024367044	0.999948201	5.578345094	5.590279919	5.597538784	5.521477785	NON	A1
MvSl-1064-A1-R4_MC02g03535	Auto	Auto	0.00403	0.00201	0.00722	0.00416	0.558164	901165	901376	6.809855619	-0.045407068	0.999948201	6.910612165	6.651828916	6.745585314	6.914149359	NON	A1
MvSl-1064-A1-R4_MC02g03539	Auto	Auto	0.00205	0.00205	0.00975	0.00978	0.210254	907749	907961	8.30770063	0.112919779	0.999948201	8.332987424	8.392513525	8.305490774	8.192649573	NON	A1
MvSl-1064-A1-R4_MC02g03572	Auto	Auto	0.00001	0	0.00706	0.00027	0.00141641	982918	983627	7.656922121	0.039992946	0.999948201	7.66863868	7.684877142	7.691519286	7.579938713	NON	A1
MvSl-1064-A1-R4_MC02g03592	Auto	Auto	0.00188	0.00133	0.00242	0.00245	0.776827	1044797	1049789	6.994237299	0.137861067	0.999948201	7.054680099	7.068352838	6.959845712	6.886774339	NON	A1
MvSl-1064-A1-R4_MC02g03593	Auto	Auto	0.0023	0.00163	0.00002	0.00008	114.428	1052954	1055267	6.271433433	0.115239368	0.999948201	6.188710919	6.454762775	6.37911581	6.024842035	NON	A1
MvSl-1064-A1-R4_MC02g03596	Auto	Auto	0	0	0.00001	0	0	1059077	1060580	5.574548941	0.167071584	0.999948201	5.427021549	5.852830763	5.681490636	5.26671766	NON	A1
MvSl-1064-A1-R4_MC02g03598	Auto	Auto	0.00357	0.00358	0.00004	0.00044	89.0274	1064729	1067635	4.278906885	-0.108542669	0.999948201	4.213071983	4.234005128	4.275212796	4.385915264	NON	A1
MvSl-1064-A1-R4_MC02g03602	Auto	Auto	0.00001	0	0.01353	0.00083	0.000739093	1075362	1076202	7.398172731	-0.026248865	0.999948201	7.478178465	7.285402509	7.433798781	7.388276716	NON	A1
MvSl-1064-A1-R4_MC02g03614	Auto	Auto	0.00443	0.00166	0.00316	0.00217	1.40185	1110708	1112201	6.024988994	-0.026679622	0.999948201	5.936889817	6.082520287	6.042605294	6.033854923	NON	A1
MvSl-1064-A1-R4_MC02g03616	Auto	Auto	0.00224	0.00224	0.01059	0.00753	0.211518	1115062	1115674	7.026151654	-0.072479157	0.999948201	7.195578258	6.749019516	6.855278021	7.242556126	NON	A1
MvSl-1064-A1-R4_MC02g03621	Auto	Auto	0	0.01367	0.00001	0.02883	0	1129843	1132052	8.019047447	-0.047064629	0.999948201	8.082004131	7.903119275	7.897542495	8.173973318	NON	A1
MvSl-1064-A1-R4_MC02g03624	Auto	Auto	0.67429	0.14207	1.3642	0.7408	0.494275	1138775	1139887	3.969517735	0.045772259	0.999948201	3.90223746	4.076717476	4.213097929	3.619741093	NON	A1
MvSl-1064-A1-R4_MC02g03625	Auto	Auto	0.00206	0.00207	0.0145	0.01037	0.142068	1142037	1143842	7.769363237	-0.032131252	0.999948201	7.789732376	7.715744603	7.770917535	7.799586974	NON	A1
MvSl-1064-A1-R4_MC02g03627	Auto	Auto	0.00737	0.00315	0.00782	0.00374	0.942443	1144783	1150356	4.794125104	-0.143315676	0.999948201	4.769192296	4.670553708	4.782536051	4.940167929	NON	A1
MvSl-1064-A1-R4_MC02g03631	Auto	Auto	0.00996	0.00578	0.0001	0	99.5005	1157393	1157902	4.575515556	0.115116408	0.999948201	4.426724534	4.811242673	4.605804048	4.42297785	NON	A1
MvSl-1064-A1-R4_MC02g03634	Auto	Auto	0.00001	0	0.00538	0	0.0018587	1164101	1164346	6.441510878	0.049019305	0.999948201	6.552713289	6.373433114	6.28580404	6.536960976	NON	A1
MvSl-1064-A1-R4_MC02g03635	Auto	Auto	0.00202	0.00202	0.01227	0.00874	0.164628	1164491	1165326	6.428248672	0.076144857	0.999948201	6.280850734	6.62964334	6.577726223	6.173613169	NON	A1
MvSl-1064-A1-R4_MC02g03636	Auto	Auto	0	0	0.00001	0	0	1165495	1165818	5.605709855	0.006711043	0.999948201	5.598947846	5.619092503	5.541070704	5.661162677	NON	A1
MvSl-1064-A1-R4_MC02g03639	Auto	Auto	0.00078	0.00077	0.00225	0.00224	0.346651	1172309	1173755	4.672234117	-0.086560956	0.999948201	4.253618873	4.924920581	4.907643712	4.491458464	NON	A1
MvSl-1064-A1-R4_MC02g03641	Auto	Auto	0	0.00004	0.00002	0.00548	0	1175731	1175969	4.52101274	-0.015489196	0.999948201	4.587624957	4.435011121	4.573207791	4.482708408	NON	A1
MvSl-1064-A1-R4_MC02g03645	Auto	Auto	0.00374	0.00375	0.00004	0.00012	93.2668	1181236	1182181	6.654344685	-0.086191654	0.999948201	6.569673707	6.650360444	6.717895198	6.675223978	NON	A1
MvSl-1064-A1-R4_MC02g03652	Auto	Auto	0.00346	0.00346	0.00003	0.00015	114.95	1191406	1191722	2.887120749	0.218717819	0.999948201	3.123290165	2.849324548	2.657019809	2.886801923	NON	A1
MvSl-1064-A1-R4_MC02g03654	Auto	Auto	0.00366	0.00361	0.017	0.01679	0.215293	1194204	1196896	2.44388541	-0.214671411	0.999948201	2.370674966	2.294226366	2.677609944	2.396544353	NON	A1
MvSl-1064-A1-R4_MC02g03672	Auto	Auto	0.00593	0.00346	0.00006	0.00062	98.6689	1235693	1236885	3.417097573	-0.194080488	0.999948201	2.896269696	3.640969055	3.818063848	3.115325416	NON	A1
MvSl-1064-A1-R4_MC02g03673	Auto	Auto	0.01078	0.00541	0.0177	0.01253	0.609036	1237729	1238568	0.944498397	-0.123023527	0.999948201	1.244905567	0.405399752	0.967510674	1.033092483	NON	A1
MvSl-1064-A1-R4_MC02g03687	Auto	Auto	0.00353	0.00204	0.00738	0.00524	0.478313	1268895	1271083	4.271092883	0.10433882	0.999948201	4.029114147	4.56539692	4.278586442	4.155751802	NON	A1
MvSl-1064-A1-R4_MC02g03689	Auto	Auto	0.00346	0.00346	0.00003	0.0001	114.95	1273601	1276290	6.136266959	-0.080329203	0.999948201	5.977399261	6.204608465	6.149652518	6.201433468	NON	A1
MvSl-1064-A1-R4_MC02g03691	Auto	Auto	0.00254	0.00254	0.01518	0.00882	0.167324	1278445	1281567	4.966870883	0.148271399	0.999948201	4.969914175	5.105094408	4.863395089	4.918703222	NON	A1
MvSl-1064-A1-R4_MC02g03695	Auto	Auto	0.01738	0.00662	0.00511	0.00517	3.40111	1290271	1292380	6.545487631	-0.01712961	0.999948201	6.514015877	6.559399098	6.574298802	6.5334347	NON	A1
MvSl-1064-A1-R4_MC02g03696	Auto	Auto	0.00197	0.00197	0.00002	0.00007	98.01	1292572	1295517	6.193144723	0.148622095	0.999948201	6.162332271	6.361815666	6.2493026	5.971635387	NON	A1
MvSl-1064-A1-R4_MC02g03697	Auto	Auto	0.00342	0.00153	0.002	0.00197	1.70991	1296187	1297641	6.415793581	0.089274129	0.999948201	6.637122442	6.257651308	6.250162044	6.481676798	NON	A1
MvSl-1064-A1-R4_MC02g03704	Auto	Auto	0.00678	0.00297	0.01263	0.00616	0.536813	1308447	1309859	7.936064795	-0.094419021	0.999948201	7.97966792	7.790308584	7.933566803	8.029753535	NON	A1
MvSl-1064-A1-R4_MC02g03706	Auto	Auto	0.00641	0.00322	0.01492	0.00752	0.429622	1312338	1316890	2.209797214	-0.060992707	0.999948201	2.456547362	1.837953892	2.030704841	2.421177633	NON	A1
MvSl-1064-A1-R4_MC02g03730	Auto	Auto	0	0	0.00001	0	0	1362269	1363082	4.486270996	-0.175388251	0.999948201	4.405289087	4.386441911	4.597723768	4.542872786	NON	A1
MvSl-1064-A1-R4_MC02g03733	Auto	Auto	0.00648	0.00376	0.01253	0.0073	0.517155	1368257	1369066	5.014179477	0.0333593	0.999948201	5.154679657	4.895471489	4.99841755	4.996576357	NON	A1
MvSl-1064-A1-R4_MC02g03738	Auto	Auto	0.00356	0.00254	0.01431	0.00837	0.248775	1381901	1387139	6.956451055	-0.007543423	0.999948201	7.046049218	6.852898495	7.067618604	6.844143323	NON	A1
MvSl-1064-A1-R4_MC02g03746	Auto	Auto	0.00786	0.00557	0.00937	0.00937	0.838838	1405977	1406491	5.909164376	0.075255786	0.999948201	5.877157223	6.01223407	5.974552376	5.75982459	NON	A1
MvSl-1064-A1-R4_MC02g03747	Auto	Auto	0.01339	0.00673	0.00014	0.00066	95.5746	1407233	1408141	4.644769582	0.106314373	0.999948201	4.499335685	4.870462884	4.831593211	4.302189469	NON	A1
MvSl-1064-A1-R4_MC02g03748	Auto	Auto	0.00604	0.0035	0.01137	0.00813	0.531218	1409473	1409918	6.510713245	0.154311028	0.999948201	6.241072566	6.86371052	6.489498786	6.371443729	NON	A1
MvSl-1064-A1-R4_MC02g03757	Auto	Auto	0.00445	0.00315	0.00743	0.00526	0.598915	1423809	1423976	4.031583907	0.037260304	0.999948201	3.971938619	4.124038157	4.029059729	3.996856331	NON	A1
MvSl-1064-A1-R4_MC02g03760	Auto	Auto	0.00264	0.00264	0.0085	0.00853	0.310585	1428945	1430945	3.610732607	0.058040962	0.999948201	3.768723664	3.498068961	3.592682951	3.571040031	NON	A1
MvSl-1064-A1-R4_MC02g03769	Auto	Auto	0	0	0.005	0	0	1451961	1454883	6.631584348	-0.062843657	0.999948201	6.700091881	6.49213191	6.601492857	6.72120493	NON	A1
MvSl-1064-A1-R4_MC02g03770	Auto	Auto	0.01421	0.00539	0.01496	0.00751	0.94986	1455115	1457007	7.277893386	0.095880474	0.999948201	7.300417008	7.349247068	7.186873538	7.270361695	NON	A1
MvSl-1064-A1-R4_MC02g03777	Auto	Auto	0.00129	0.00131	0.00265	0.00267	0.486774	1478975	1480652	7.484456546	-0.052642019	0.999948201	7.434757559	7.480653177	7.49017663	7.530559116	NON	A1
MvSl-1064-A1-R4_MC02g03785	Auto	Auto	0.00933	0.0047	0.01286	0.0092	0.7255	1491431	1491915	4.7981533	0.050038659	0.999948201	4.740949355	4.900421606	4.810772635	4.73441724	NON	A1
MvSl-1064-A1-R4_MC02g03790	Auto	Auto	0.00542	0.00385	0.0111	0.00791	0.488284	1503505	1504466	5.49993783	0.081476584	0.999948201	5.549323588	5.530868801	5.474968585	5.442457289	NON	A1
MvSl-1064-A1-R4_MC02g03796	Auto	Auto	0.0076	0.0034	0.00784	0.00551	0.969375	1513616	1517224	5.664007115	0.132924993	0.999948201	5.660556056	5.794197414	5.618989163	5.573226081	NON	A1
MvSl-1064-A1-R4_MC02g03809	Auto	Auto	0	0	0.00001	0	0	1544257	1545508	6.689206147	-0.004938376	0.999948201	6.709596161	6.663523185	6.697245916	6.686063514	NON	A1
MvSl-1064-A1-R4_MC02g03810	Auto	Auto	0.00611	0.00304	0.00505	0.00495	1.20988	1546027	1547525	6.306042799	-0.035328617	0.999948201	6.30805694	6.268221296	6.318949244	6.328138858	NON	A1
MvSl-1064-A1-R4_MC02g03811	Auto	Auto	0	0	0.00001	0	0	1549105	1550842	7.200739278	0.13795842	0.999948201	7.199215744	7.333777581	7.187322328	7.070747593	NON	A1
MvSl-1064-A1-R4_MC02g03813	Auto	Auto	0.0082	0.00212	0.00464	0.00232	1.7672	1552963	1557044	4.722322735	0.065586661	0.999948201	4.907755055	4.58397688	4.548267997	4.817952422	NON	A1
MvSl-1064-A1-R4_MC02g03814	Auto	Auto	0.00002	0	0.01921	0.00134	0.00104112	1557538	1559274	3.210002757	0.100617842	0.999948201	3.157882092	3.353949832	3.238047256	3.077083128	NON	A1
MvSl-1064-A1-R4_MC02g03815	Auto	Auto	0.00173	0.00175	0.01152	0.00671	0.150172	1559704	1561731	4.199654415	-0.049086267	0.999948201	4.183995498	4.165750241	4.338000728	4.099628625	NON	A1
MvSl-1064-A1-R4_MC02g03823	Auto	Auto	0.00001	0	0.00733	0	0.00136424	1580809	1584224	6.312235561	0.022611392	0.999948201	6.293546019	6.352815072	6.277397373	6.324062609	NON	A1
MvSl-1064-A1-R4_MC02g03826	Auto	Auto	0.00981	0.00569	0.0001	0.00032	98.002	1590599	1591573	5.571463954	0.028444253	0.999948201	5.562294162	5.608544169	5.582604439	5.531411427	NON	A1
MvSl-1064-A1-R4_MC02g03836	Auto	Auto	0.00365	0.00164	0.00642	0.00289	0.568527	1611238	1612560	6.554483521	0.126504718	0.999948201	6.694211819	6.534141932	6.3384769	6.627067567	NON	A1
MvSl-1064-A1-R4_MC02g03839	Auto	Auto	0.00755	0.00337	0.00333	0.00326	2.2672	1616540	1617328	4.494173327	-0.067481579	0.999948201	4.749480442	4.098419472	4.398169637	4.645746295	NON	A1
MvSl-1064-A1-R4_MC02g03849	Auto	Auto	0.00001	0	0.01442	0.00098	0.000693476	1636224	1636930	9.261688186	-0.005601087	0.999948201	9.364819353	9.144561164	9.237762506	9.290722491	NON	A1
MvSl-1064-A1-R4_MC02g03853	Auto	Auto	0	0	0	0	0	1648989	1649207	7.149446773	0.152385965	0.999948201	7.071788488	7.360965756	7.298681435	6.801387454	NON	A1
MvSl-1064-A1-R4_MC02g03876	Auto	Auto	0.00001	0	0.00666	0.00029	0.00150148	1677823	1678998	2.598454105	0.021232485	0.999948201	2.589201833	2.628456855	2.526897608	2.64681715	NON	A1
MvSl-1064-A1-R4_MC02g03877	Auto	Auto	0.00746	0.00551	0.00008	0.00531	93.1336	1679660	1681625	5.45696092	-0.171413789	0.999948201	5.093449683	5.599440947	5.685308514	5.377857622	NON	A1
MvSl-1064-A1-R4_MC02g03905	Auto	Auto	0.00499	0.005	0.0095	0.00954	0.525258	1749117	1751879	8.648204246	0.085377845	0.999948201	8.980146368	8.327153887	8.316815556	8.844938709	NON	A1
