gida1	a1GC0	a1GC3	gencomp	youngold	DE	haploid
MvSl-1064-A2-R4_MC06-2g07559	55.72	63.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07561	51.94	58.24	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07565	52.04	65	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07567	55.85	65.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07569	54.94	63.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07570	55.44	65.01	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07571	56.44	63.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07572	52.7	62.27	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07573	57.39	68.28	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07574	57.28	67.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07575	55.43	62.1	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07577	57.89	61.21	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07578	60.07	76.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07579	52.35	65.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07580	56.71	65.82	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07581	57.38	68.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07583	51.6	55.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07587	56.21	70.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07588	56.85	56.85	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07591	62.08	68.81	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07593	61.05	68.78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07596	59.54	77.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07597	55.85	64.9	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07599	62.79	61.89	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07603	57.69	63.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07608	57.42	58.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07609	52.11	56.32	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07610	59.35	74.63	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07614	55.26	64.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07616	57.02	70.83	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07617	52.03	53.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07618	55.56	61.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07619	62.81	67.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07622	57.01	72.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07623	54.36	61.24	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07626	61.11	69.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07627	58.58	70.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07628	56.14	73.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07629	58.33	58.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07630	60.1	61.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07631	52.27	88.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07633	56.84	77.05	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07634	58.47	68.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07635	56.88	64.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07636	57.4	62.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07637	57.27	70.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07639	56.15	67.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07645	52.59	62.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07646	53.36	55.9	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07647	56.98	60.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07648	55.26	64.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07649	56.69	67.08	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07650	59.38	58.58	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07651	54.11	59.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07653	61.5	64.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07656	59.39	65.8	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07658	57.56	76.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07659	59.63	68.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07660	58.33	59.15	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07663	61.91	74.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07671	65.56	78.27	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07679	57.71	68.62	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07680	59.31	67.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07683	50.49	51.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07687	63.1	76.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07688	55.93	69.08	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07689	54.2	67.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07690	57.88	75.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07692	60.15	75.61	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07694	55.73	58.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07697	56.21	72.55	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07702	55.73	66.88	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07706	53.79	63.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07707	55.79	58.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07712	56.62	63.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07716	57.79	71.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07723	54.32	61.11	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07724	55.22	65.65	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07728	53.07	59.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07729	49.73	66.8	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07730	54.58	64.05	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07731	56.66	61.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07733	56.19	73.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07737	55.35	70.05	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07738	55.68	61.36	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07739	56.79	71.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07740	54.93	70.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07741	54.69	61.34	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07747	57.91	56.89	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07749	57.01	68.34	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07750	59.53	67.53	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07754	52.26	51.82	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07755	56.8	65.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07756	55.45	67.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07757	56.66	63.52	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07758	59.25	72.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07759	59.28	68.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07761	56.11	59.26	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07763	58.97	73.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07764	55.23	64.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07765	50.68	53.42	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07766	56.56	63.87	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07768	57.25	64.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07770	58.62	63.27	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07771	55.82	69.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07774	66.92	76.12	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07775	55.3	62.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07776	58.57	68.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07778	50.82	55.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07779	59.21	71.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07780	60.78	57.34	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07781	56.3	63.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07783	58.79	69.39	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07785	54.73	64.4	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07786	57.03	55.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07795	56.93	60.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07797	55.88	61.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07798	55.59	59.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07799	58.24	62.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07801	59.08	71.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07802	57.14	60.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07804	60.19	73.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07806	56.86	59.8	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC06-2g07808	57.64	62.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07817	55.95	61.24	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07818	56.66	60.84	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07819	54.24	57.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07823	58.99	74.24	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07827	55.8	70.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07828	54.9	67.65	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07829	56.08	62.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07830	57.44	59.13	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07833	56.19	73.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07835	61.01	60.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07836	55.82	68.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07837	55.73	70.4	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07839	55.64	63.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07843	55	60.44	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07844	58.5	65.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07846	57.33	63.59	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07847	55.54	64.65	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07851	58.73	57.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07852	55.21	65.63	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07853	57.82	58.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07854	57.05	61.81	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07858	59.75	79.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07859	58.06	77.81	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07861	57.53	63.13	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07864	58.59	73.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07866	58.93	70.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07867	55.27	57.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07868	56.97	65.21	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07875	59.9	59.02	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07876	53.03	61.36	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07880	51	58.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07881	51.75	66.84	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07882	47.6	51.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07885	51.66	43.65	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07886	55.65	64.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07888	50.38	57.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07890	55.03	71.7	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07891	56.37	67.9	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07892	58.17	69.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07893	50.27	59.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07894	57.19	70.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07895	54.39	62.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07896	57.01	65.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07897	53.78	59.27	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07898	60.61	76.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07899	52.53	57.85	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07900	53.21	57.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07909	58.6	68.11	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07911	53.78	59.11	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07914	53.64	63.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07916	55.75	70.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07917	52.62	59.41	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07918	52.63	60.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07921	55.28	63.73	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07924	58.19	55.93	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07925	54.96	62.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07926	55.81	62.79	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07927	55.74	64.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07928	60.51	61.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07933	54.83	66.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07935	58.41	67.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07941	57.14	69.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07942	52.06	53.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07943	50.67	56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07947	54.43	56.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07949	58.11	68.58	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07956	56.89	61.33	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07960	56.5	79.27	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07962	55.7	71.89	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07963	54.74	63.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07964	56.44	65.91	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07970	56.86	69.65	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07972	55.92	61.57	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07973	52.83	55.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07974	58.29	67.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07979	56.56	60.78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07981	58.26	73.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07985	55.14	68.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07986	54.45	62.38	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07991	58.83	65.19	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07992	53.27	58.88	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07994	59.72	70	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07995	61.15	69.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g07997	57.8	68.82	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08000	58.53	79.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08001	57.12	66.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08002	59.26	68.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08003	59.42	72.08	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08006	57.1	65.75	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08007	57.98	67.27	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08019	51.72	54.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08020	60.44	67.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08021	59.68	73.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08024	56.63	75.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08025	62.44	69.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08026	53.66	59.56	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08027	61.63	79.07	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08029	55.01	67.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08030	56.84	68.96	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08031	60	59.69	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08032	58.23	70.89	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08034	56.92	66.94	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08035	55.72	67.97	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08038	60.06	60.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08044	57.35	72.06	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08045	62.24	59.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08046	61.17	63.92	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08047	57.95	64.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08049	56.02	60.36	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08052	50.29	51.75	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08053	55.62	59.69	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08054	55.45	62.41	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08055	54.29	55.24	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08056	54.72	66.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08059	58.96	65.31	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08060	56.04	60.69	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08061	57.82	73.98	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08062	57.41	66.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08063	55.27	73.69	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08064	59.28	66.36	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08065	55.15	68.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08066	57.94	74.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08068	55.49	60.71	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08069	53.19	62.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08070	57.42	75.99	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08075	53.19	62.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08077	57.07	64.99	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08078	56.6	67.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08080	55.96	60.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08082	55.46	65.72	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08086	53.45	58.48	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08088	55.04	63.08	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08091	60.47	76.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08092	59.32	74.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08093	55.58	54.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08096	58.36	68.2	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08099	54.73	66.74	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08102	54.19	71.66	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08103	58.25	66.67	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08106	59.25	67.76	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08107	58.58	64.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08108	56.16	68.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08111	61.13	76.11	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08119	56.51	54.29	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08122	59.38	75.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08123	57.47	75.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08125	61.36	71.02	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08129	59.05	62.61	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08130	57.12	73.64	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08131	55.94	65.8	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08137	63.35	69.09	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08138	61.37	74.68	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08139	57.57	69.46	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08140	56.61	65.35	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08142	56.7	65.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08144	61.5	82.95	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08145	60.53	67.6	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08146	59.03	75.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08149	55.67	62.53	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08152	57.38	67.73	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08154	57.66	74.77	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08155	55.08	63.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08156	56.13	66.47	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08157	53.94	62.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08160	56.39	60.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08161	56.55	62.25	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08163	57.37	67.17	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08164	57.31	66.3	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08165	55.38	60.29	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08166	57.76	65.9	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08168	56.52	63.54	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08172	56.14	62.28	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08173	57.58	70.97	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08174	57.84	71.55	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08176	56.9	58.23	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08178	56.73	66.5	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08180	57.37	67.04	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08181	55.66	74.75	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08182	61.13	73.72	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08183	62.8	65.22	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08184	57.43	81.83	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08185	56.79	67.37	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08186	57.07	70.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08187	60.1	67.53	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08188	54.08	63.78	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08189	57.3	74.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08191	55.65	63.43	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08192	59.24	75.16	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08193	55.11	63.9	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08199	60.44	62.14	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08200	55.69	61.18	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08201	53.3	60.65	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08204	64.07	74.63	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08205	55.51	59.49	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC07g08207	58.54	69.9	Auto	Auto	NON	A2
