target_id	est_counts	est_counts	tpm	tpm
MvSl-1064-A1-R4_A1g00379	37	28	12.0457	9.35446
MvSl-1064-A1-R4_A1g00380	1755.58	1936.8	45.6226	48.8933
MvSl-1064-A1-R4_A1g00381	0	0	0	0
MvSl-1064-A1-R4_A1g00382	446.634	383.507	3.02903	2.57056
MvSl-1064-A1-R4_A1g00383	1569	1164	41.3395	29.8014
MvSl-1064-A1-R4_A1g00384	1	1	0.0593765	0.0554643
MvSl-1064-A1-R4_A1g00385	0	4	0	1.52192
MvSl-1064-A1-R4_A1g00386	13	4	5.065	1.52192
MvSl-1064-A1-R4_A1g00387	66.1779	47.9721	0.536144	0.383944
MvSl-1064-A1-R4_A1g00388	89.6063	85.129	1.47421	1.37433
MvSl-1064-A1-R4_A1g00389	2203.45	2127.6	9.35109	8.93144
MvSl-1064-A1-R4_A1g00390	676	624	5.22863	4.76858
MvSl-1064-A1-R4_A1g00391	2445	2358	9.9814	9.52249
MvSl-1064-A1-R4_A1g00392	1	0	0.0981829	0
MvSl-1064-A1-R4_A1g00393	2	1	0.469815	0.23407
MvSl-1064-A1-R4_A1g00394	1218	1816	29.1919	42.3459
MvSl-1064-A1-R4_A1g00395	6196	5923	11.7342	11.1044
MvSl-1064-A1-R4_A1g00396	3433	4230	29.6802	36.1214
MvSl-1064-A1-R4_A1g00397	9332	13573	189.2	268.34
MvSl-1064-A1-R4_A1g00398	4924	5730	53.1724	61.0719
MvSl-1064-A1-R4_A1g00399	3616	5803	96.1014	149.82
MvSl-1064-A1-R4_A1g00400	760	646	2.38125	2.00289
MvSl-1064-A1-R4_A1g00401	2470	4594	19.9144	36.5913
MvSl-1064-A1-R4_A1g00402	4416	4625	8.03759	8.33358
MvSl-1064-A1-R4_A1g00403	2205	2498	4.43163	4.96985
MvSl-1064-A1-R4_A1g00404	182	178	1.85523	1.79124
MvSl-1064-A1-R4_A1g00405	454	728	2.21414	3.51123
MvSl-1064-A1-R4_A1g00406	738	910	20.0996	24.1052
MvSl-1064-A1-R4_A1g00407	1646	1961	21.9917	25.824
MvSl-1064-A1-R4_A1g00408	324.519	429.736	12.4988	15.743
MvSl-1064-A1-R4_A1g00409	16042	31169.9	150.678	289.101
MvSl-1064-A1-R4_A1g00410	656.562	794.334	6.58049	7.85991
MvSl-1064-A1-R4_A1g00411	1248.21	1157.61	4.87909	4.47644
MvSl-1064-A1-R4_A1g00412	89.8293	139.471	4.44981	6.51683
MvSl-1064-A1-R4_A1g00413	3802.36	6796.35	104.76	181.978
MvSl-1064-A1-R4_A1g00414	1945.14	2217.98	7.33602	8.27573
MvSl-1064-A1-R4_A1g00415	6	4.60215	1.9033	1.47679
MvSl-1064-A1-R4_A1g00416	217.449	208.543	2.54165	2.40515
MvSl-1064-A1-R4_A1g00417	135.29	119.298	1.31808	1.14758
MvSl-1064-A1-R4_A1g00418	28.194	31.5125	0.209364	0.231225
MvSl-1064-A1-R4_A1g00419	3	2	0.518418	0.332489
MvSl-1064-A1-R4_A1g00420	23.1028	3.23612	0.19181	0.0265408
MvSl-1064-A1-R4_A1g00421	2.84748	1.65471	0.739864	0.432534
MvSl-1064-A1-R4_A1g00422	482.936	362.325	0.501939	0.372904
MvSl-1064-A1-R4_A1g00423	675.266	748.175	2.62969	2.8824
MvSl-1064-A1-R4_A1g00424	1	0	0.147958	0
MvSl-1064-A1-R4_A1g00425	1.00853	3.03075	0.00936767	0.0277992
MvSl-1064-A1-R4_A1g00426	0	2	0	0.073268
MvSl-1064-A1-R4_A1g00427	422.597	297.253	0.765342	0.532942
MvSl-1064-A1-R4_A1g00428	286.501	349.865	0.770713	0.931457
MvSl-1064-A1-R4_A1g00429	467.191	489.535	19.2295	19.0783
MvSl-1064-A1-R4_A1g00430	1220.13	1605.2	2.00177	2.60729
MvSl-1064-A1-R4_A1g00431	81.6072	106.18	0.802542	1.03096
MvSl-1064-A1-R4_A1g00432	2366	2672	63.406	69.577
MvSl-1064-A1-R4_A1g00433	904	808	4.76115	4.20801
MvSl-1064-A1-R4_A1g00434	229.64	219.866	1.33739	1.26593
MvSl-1064-A1-R4_A1g00435	391.634	406.277	5.43764	5.55772
MvSl-1064-A1-R4_A1g00436	996.491	1262.94	3.77523	4.73358
MvSl-1064-A1-R4_A1g00437	2.84748	1.65471	0.739864	0.432534
MvSl-1064-A1-R4_A1g00438	375.82	333.044	2.70206	2.36624
MvSl-1064-A1-R4_A1g00439	3.30499	3.46016	0.231935	0.226413
MvSl-1064-A1-R4_A1g00440	53.086	37.5718	0.304712	0.213219
MvSl-1064-A1-R4_A1g00441	625.575	981.338	3.43753	5.33181
MvSl-1064-A1-R4_A1g00442	258.057	317.054	15.2317	17.5099
MvSl-1064-A1-R4_A1g00443	284.901	296.115	9.82557	9.77436
MvSl-1064-A1-R4_A1g00444	460.642	506.936	6.48051	7.02535
MvSl-1064-A1-R4_A1g00445	37	34	8.81264	8.17999
MvSl-1064-A1-R4_A1g00446	237.967	183.806	1.09544	0.836858
MvSl-1064-A1-R4_A1g00447	1592.19	1668.75	12.1578	12.5901
MvSl-1064-A1-R4_A1g00448	5859	8028	27.0902	36.7123
MvSl-1064-A1-R4_A1g00449	0	0	0	0
MvSl-1064-A1-R4_A1g00450	15.447	22.1523	1.15665	1.54418
MvSl-1064-A1-R4_A1g00451	5.7678	6.22665	0.721033	0.731191
MvSl-1064-A1-R4_A1g00452	529.137	684.088	10.9007	13.7414
MvSl-1064-A1-R4_A1g00453	2.48971	4.67477	0.135652	0.239481
MvSl-1064-A1-R4_A1g00454	118.603	93.8924	0.623475	0.488066
MvSl-1064-A1-R4_A1g00455	1	1	0.238179	0.240588
MvSl-1064-A1-R4_A1g00456	1.01706	1.02026	0.097498	0.0910099
MvSl-1064-A1-R4_A1g00457	0	0	0	0
MvSl-1064-A1-R4_A1g00458	1004.73	1006.59	3.96626	3.93094
MvSl-1064-A1-R4_A1g00459	160.678	121.341	0.384746	0.287585
MvSl-1064-A1-R4_A1g00460	87.7431	72.5893	1.82537	1.47178
MvSl-1064-A1-R4_A1g00461	100.552	144.165	15.457	20.7704
MvSl-1064-A1-R4_A1g00462	526.698	546.716	27.0802	26.4801
MvSl-1064-A1-R4_A1g00463	3447.57	5079.98	17.5287	25.5416
MvSl-1064-A1-R4_A1g00464	21.5175	21.2069	0.0895016	0.0872567
MvSl-1064-A1-R4_A1g00465	2.04508	0.632551	0.0219143	0.00669029
MvSl-1064-A1-R4_A1g00466	0	4.72447	0	0.0378853
MvSl-1064-A1-R4_A1g00467	8.72053	4.05036	0.0939273	0.0430592
MvSl-1064-A1-R4_A1g00468	2.04508	0.632551	0.0219143	0.00669029
MvSl-1064-A1-R4_A1g00469	21.5175	21.2069	0.0895016	0.0872567
MvSl-1064-A1-R4_A1g00470	3447.57	5079.98	17.5287	25.5416
MvSl-1064-A1-R4_A1g00471	451.482	745.5	23.7639	36.8606
MvSl-1064-A1-R4_A1g00472	10.5364	6.58547	1.73769	1.03009
MvSl-1064-A1-R4_A1g00473	0.374533	1.10732	0.0944624	0.281573
MvSl-1064-A1-R4_A1g00474	10	10	0.540119	0.507442
MvSl-1064-A1-R4_A1g00475	7.72563	14.3923	0.92751	1.61486
MvSl-1064-A1-R4_A1g00476	260.648	394.071	36.0499	51.6588
MvSl-1064-A1-R4_A1g00477	168	171	66.5615	67.5952
MvSl-1064-A1-R4_A1g00478	2553.24	2773.82	9.97093	10.7162
MvSl-1064-A1-R4_A1g00479	12	1	0.708293	0.0552269
MvSl-1064-A1-R4_A1g00480	36.319	37.9459	0.808839	0.821802
MvSl-1064-A1-R4_A1g00481	178.341	156.204	4.53467	3.8562
MvSl-1064-A1-R4_A1g00482	526.535	564.003	1.17381	1.24456
MvSl-1064-A1-R4_A1g00483	5.22467	1.16783	0.0350077	0.00773391
MvSl-1064-A1-R4_A1g00484	9	5	0.0551794	0.0303041
MvSl-1064-A1-R4_A1g00485	0	2.01043	0	0.143906
MvSl-1064-A1-R4_A1g00486	5	4	1.10986	0.887931
MvSl-1064-A1-R4_A1g00487	81.4043	55.8692	0.569618	0.386349
MvSl-1064-A1-R4_A1g00488	28.8455	19.6093	3.35384	2.1354
MvSl-1064-A1-R4_A1g00489	2116.48	2405.19	8.12875	9.13879
MvSl-1064-A1-R4_A1g00490	2930.64	2805.99	4.10684	3.89327
MvSl-1064-A1-R4_A1g00491	2988.76	3243.88	3.25006	3.49297
MvSl-1064-A1-R4_A1g00492	470.921	451.108	0.944646	0.895774
MvSl-1064-A1-R4_A1g00493	23.6165	43	0.768353	1.34484
MvSl-1064-A1-R4_A1g00494	7	11	1.8633	2.95969
MvSl-1064-A1-R4_A1g00495	3895	3648	33.0597	30.5845
MvSl-1064-A1-R4_A1g00496	716.333	780.333	4.1061	4.42231
MvSl-1064-A1-R4_A1g00497	70.9442	73.8541	7.73548	7.52493
MvSl-1064-A1-R4_A1g00498	44.7599	69.8586	1.46115	2.19076
MvSl-1064-A1-R4_A1g00499	2.38448	3.45847	0.0479135	0.0677626
MvSl-1064-A1-R4_A1g00500	191.699	232.441	1.19546	1.43288
MvSl-1064-A1-R4_A1g00501	1	0	0.191745	0
MvSl-1064-A1-R4_A1g00502	0	0	0	0
MvSl-1064-A1-R4_A1g00503	1424	1821	5.28951	6.69211
MvSl-1064-A1-R4_A1g00504	220	252	1.97126	2.23002
MvSl-1064-A1-R4_A1g00505	1974	1191	4.63918	2.77046
MvSl-1064-A1-R4_A1g00506	594	578	2.92418	2.81396
MvSl-1064-A1-R4_A1g00507	1302.31	953.605	2.12578	1.54106
MvSl-1064-A1-R4_A1g00508	10609	4368	40.634	16.5512
MvSl-1064-A1-R4_A1g00509	657	626	2.86372	2.69894
MvSl-1064-A1-R4_A1g00510	1040	1064	13.8523	13.9672
MvSl-1064-A1-R4_A1g00511	2182	2194	14.4813	14.3917
MvSl-1064-A1-R4_A1g00512	636	634	5.16759	5.08894
MvSl-1064-A1-R4_A1g00513	993	1069	4.07767	4.34241
MvSl-1064-A1-R4_A1g00514	6467	4724	11.8922	8.59981
MvSl-1064-A1-R4_A1g00515	767	958	2.14178	2.64744
MvSl-1064-A1-R4_A1g00516	8484	11344	49.2724	65.1348
MvSl-1064-A1-R4_A1g00517	8202	6961	197.122	162.742
MvSl-1064-A1-R4_A1g00518	1469	1955	8.15244	10.7274
MvSl-1064-A1-R4_A1g00519	3006	3081	13.7695	13.9586
MvSl-1064-A1-R4_A1g00520	880	1055	4.13742	4.90573
MvSl-1064-A1-R4_A1g00521	1020	1718	3.21515	5.35864
MvSl-1064-A1-R4_A1g00522	81	101	0.473049	0.583151
MvSl-1064-A1-R4_A1g00523	6	10	1.04997	1.69258
MvSl-1064-A1-R4_A1g00524	6	3	1.98488	1.01941
MvSl-1064-A1-R4_A1g00525	3459	3430	28.5765	27.9924
MvSl-1064-A1-R4_A1g00526	1091	1098	5.43802	5.4123
MvSl-1064-A1-R4_A1g00527	745	553	4.22986	3.10425
MvSl-1064-A1-R4_A1g00528	102	141	2.38356	3.2054
MvSl-1064-A1-R4_A1g00529	225	193	42.4385	34.7469
MvSl-1064-A1-R4_A1g00530	2193	2237	6.43961	6.50052
MvSl-1064-A1-R4_A1g00531	16	10	0.147959	0.0913197
MvSl-1064-A1-R4_A1g00532	667	698	3.47791	3.59896
MvSl-1064-A1-R4_A1g00533	1216	1331	9.6552	10.4409
MvSl-1064-A1-R4_A1g00534	4046	4200	18.8953	19.3993
MvSl-1064-A1-R4_A1g00535	213.599	172.652	1.43121	1.14338
MvSl-1064-A1-R4_A1g00536	122.178	121.824	2.58331	2.50917
MvSl-1064-A1-R4_A1g00537	216.136	179.441	5.34776	4.31362
MvSl-1064-A1-R4_A1g00538	215.98	189.128	2.13654	1.84716
MvSl-1064-A1-R4_A1g00539	72.1123	58.189	16.4426	13.1864
MvSl-1064-A1-R4_A1g00540	2892.9	2501.57	6.48721	5.55264
MvSl-1064-A1-R4_A1g00541	1910	1153	2.65921	1.5894
MvSl-1064-A1-R4_A1g00542	642	610	4.63575	4.35264
MvSl-1064-A1-R4_A1g00543	2847	2171	8.71794	6.57853
MvSl-1064-A1-R4_A1g00544	867	1040	4.22341	5.01022
MvSl-1064-A1-R4_A1g00545	92	69	1.73182	1.27085
MvSl-1064-A1-R4_A1g00546	5.12434	6.0241	0.221034	0.245917
MvSl-1064-A1-R4_A1g00547	1.00776	1.00388	0.0960436	0.0889981
MvSl-1064-A1-R4_A1g00548	132.184	87.2017	0.848989	0.553608
MvSl-1064-A1-R4_A1g00549	1951	1621	11.7719	9.66907
MvSl-1064-A1-R4_A1g00550	281	290	27.7708	26.6897
MvSl-1064-A1-R4_A1g00551	1245.24	1225.45	8.5701	8.33524
MvSl-1064-A1-R4_A1g00552	70.3145	87.7036	0.886231	1.09027
MvSl-1064-A1-R4_A1g00553	148.642	152.138	1.56672	1.58286
MvSl-1064-A1-R4_A1g00554	740.788	569.768	1.71495	1.30559
MvSl-1064-A1-R4_A1g00555	20.9423	21.2808	0.785568	0.760358
MvSl-1064-A1-R4_A1g00556	0	0	0	0
MvSl-1064-A1-R4_A1g00557	174.9	76.4573	2.01338	0.8685
MvSl-1064-A1-R4_A1g00558	1634.32	1207.22	3.77933	2.76322
MvSl-1064-A1-R4_A1g00559	996.239	787.155	4.96569	3.88007
MvSl-1064-A1-R4_A1g00560	164.917	155	1.41267	1.31144
MvSl-1064-A1-R4_A1g00561	230.661	227.624	47.4899	45.6212
MvSl-1064-A1-R4_A1g00562	122.672	106.429	0.697437	0.598248
MvSl-1064-A1-R4_A1g00563	1214.67	872.244	2.85064	2.02614
MvSl-1064-A1-R4_A1g00564	0	0	0	0
MvSl-1064-A1-R4_A1g00565	15.6962	8.97974	0.150989	0.0852911
MvSl-1064-A1-R4_A1g00566	0	0	0	0
MvSl-1064-A1-R4_A1g00567	706.645	721.161	7.88515	7.94159
MvSl-1064-A1-R4_A1g00568	848	744	22.86	19.4855
MvSl-1064-A1-R4_A1g00569	1313	1392	16.3762	17.1263
MvSl-1064-A1-R4_A1g00570	114.6	102.177	0.278476	0.245748
MvSl-1064-A1-R4_A1g00571	1.86979	1.43296	0.222317	0.15959
MvSl-1064-A1-R4_A1g00572	241.868	183.56	0.342033	0.25701
MvSl-1064-A1-R4_A1g00573	363.405	473.45	0.959094	1.23665
MvSl-1064-A1-R4_A1g00574	37	39	6.83399	6.89453
MvSl-1064-A1-R4_A1g00575	3865	3720	9.35385	8.91086
MvSl-1064-A1-R4_A1g00576	363	254	15.9179	10.5271
MvSl-1064-A1-R4_A1g00577	661.36	1270.42	54.3799	96.7361
MvSl-1064-A1-R4_A1g00578	69.1177	108.927	8.79609	13.1034
MvSl-1064-A1-R4_A1g00579	2233.58	3916.13	109.706	181.177
MvSl-1064-A1-R4_A1g00580	899.936	1087.47	6.76682	8.07951
MvSl-1064-A1-R4_A1g00581	27.0678	26.2748	2.36662	2.13358
MvSl-1064-A1-R4_A1g00582	2196.4	3563.61	24.7396	39.6116
MvSl-1064-A1-R4_A1g00583	1213	2875.51	8.35508	19.5746
MvSl-1064-A1-R4_A1g00584	288.519	224.023	1.01838	0.782351
MvSl-1064-A1-R4_A1g00585	0	0	0	0
MvSl-1064-A1-R4_A1g00586	0	0	0	0
MvSl-1064-A1-R4_A1g00587	0	0	0	0
MvSl-1064-A1-R4_A1g00588	2.57553	2.44388	0.0613764	0.0566797
MvSl-1064-A1-R4_A1g00589	6	4	0.608467	0.378714
MvSl-1064-A1-R4_A1g00590	936.002	1243.26	12.5256	16.3966
MvSl-1064-A1-R4_A1g00591	752	479	6.29341	3.95982
MvSl-1064-A1-R4_A1g00592	72	41	0.507205	0.28543
MvSl-1064-A1-R4_A1g00593	5332	4687	11.8175	10.2824
MvSl-1064-A1-R4_A1g00594	1062.78	1274.29	6.44983	7.64498
MvSl-1064-A1-R4_A1g00595	325.018	302.897	1.78597	1.6457
MvSl-1064-A1-R4_A1g00596	6.73545	7.59875	1.36522	1.47152
MvSl-1064-A1-R4_A1g00597	0	0	0	0
MvSl-1064-A1-R4_A1g00598	84.7069	69.2979	0.228456	0.184969
MvSl-1064-A1-R4_A1g00599	55.5312	52.9496	0.320065	0.301726
MvSl-1064-A1-R4_A1g00600	26	16	6.55756	4.06853
MvSl-1064-A1-R4_A1g00601	85	72	18.1652	15.2348
MvSl-1064-A1-R4_A1g00602	2	3	0.442083	0.665979
MvSl-1064-A1-R4_A1g00603	178.868	215.956	0.751467	0.897468
MvSl-1064-A1-R4_A1g00604	96.905	56.7329	5.51652	3.02993
MvSl-1064-A1-R4_A1g00605	2549.95	2278.02	4.96745	4.39301
MvSl-1064-A1-R4_A1g00606	519.095	508.62	4.9934	4.83096
MvSl-1064-A1-R4_A1g00607	37.066	47.4779	0.508785	0.64232
MvSl-1064-A1-R4_A1g00608	47.2625	43.9116	3.46437	3.00256
MvSl-1064-A1-R4_A1g00609	9.02169	0	0.337234	0
MvSl-1064-A1-R4_A1g00610	30.5849	14.4692	0.574443	0.265904
MvSl-1064-A1-R4_A1g00611	1.48682	0	0.0116074	0
MvSl-1064-A1-R4_A1g00612	33.6562	50.6676	4.90404	6.96033
MvSl-1064-A1-R4_A1g00613	11.4605	8.48827	0.0395999	0.0290199
MvSl-1064-A1-R4_A1g00614	36.3389	22.0783	0.1472	0.0884711
MvSl-1064-A1-R4_A1g00615	4.0151	5.07607	0.0373771	0.0466629
MvSl-1064-A1-R4_A1g00616	513.919	625.283	1.0304	1.24104
MvSl-1064-A1-R4_A1g00617	0	0	0	0
MvSl-1064-A1-R4_A1g00618	0	3	0	0.155835
MvSl-1064-A1-R4_A1g00619	5.31879	7.56251	0.0457947	0.0643139
MvSl-1064-A1-R4_A1g00620	392	491	7.28742	8.92791
MvSl-1064-A1-R4_A1g00621	134.196	215	5.90955	8.94931
MvSl-1064-A1-R4_A1g00622	2253.16	2074.22	24.5527	22.3084
MvSl-1064-A1-R4_A1g00623	248	280	68.5225	77.8021
MvSl-1064-A1-R4_A1g00624	4110	4922	28.9043	34.208
MvSl-1064-A1-R4_A1g00625	85.6767	106	9.74673	11.3048
MvSl-1064-A1-R4_A1g00626	846.087	868.239	3.15825	3.20638
MvSl-1064-A1-R4_A1g00627	746.544	617.699	1.17637	0.963662
MvSl-1064-A1-R4_A1g00628	170.831	239.041	4.35651	5.91883
MvSl-1064-A1-R4_A1g00629	132	174	8.83071	10.866
MvSl-1064-A1-R4_A1g00630	784	719	3.79919	3.44577
MvSl-1064-A1-R4_A1g00631	528	482	7.81462	7.02162
MvSl-1064-A1-R4_A1g00632	163	180	8.21319	8.56136
MvSl-1064-A1-R4_A1g00633	1184	1142	7.61626	7.26121
MvSl-1064-A1-R4_A1g00634	498	329	197.307	130.052
MvSl-1064-A1-R4_A1g00635	555.969	426.104	2.09587	1.58916
MvSl-1064-A1-R4_A1g00636	1192.85	2268.35	25.531	47.2593
MvSl-1064-A1-R4_A1g00637	4305.42	6651.73	34.5131	52.6775
MvSl-1064-A1-R4_A1g00638	19.1645	24.1063	0.829893	0.987807
MvSl-1064-A1-R4_A1g00639	185	229	9.36707	10.9457
MvSl-1064-A1-R4_A1g00640	838	1125	72.8301	90.8816
MvSl-1064-A1-R4_A1g00641	234.492	354	29.6086	42.2638
MvSl-1064-A1-R4_A1g00642	13.5398	11	3.00547	2.44181
MvSl-1064-A1-R4_A1g00643	38.8333	19.4019	10.7297	5.3911
MvSl-1064-A1-R4_A1g00644	812	992	3.09732	3.74347
MvSl-1064-A1-R4_A1g00645	1144	1483	3.62102	4.64487
MvSl-1064-A1-R4_A1g00646	6063	8626	26.2768	36.9787
MvSl-1064-A1-R4_A1g00647	4949	8045	42.6547	68.4874
MvSl-1064-A1-R4_A1g00648	1311	1306	7.28526	7.17572
MvSl-1064-A1-R4_A1g00649	258.704	281.451	1.16715	1.2559
MvSl-1064-A1-R4_A1g00650	630.29	863.359	19.8981	26.2397
MvSl-1064-A1-R4_A1g00651	24.1731	50.3297	9.41819	19.1494
MvSl-1064-A1-R4_A1g00652	2130.5	3780.01	6.73334	11.8214
MvSl-1064-A1-R4_A1g00653	89	125	11.3264	15.0369
MvSl-1064-A1-R4_A1g00654	434.993	757.69	17.017	28.1742
MvSl-1064-A1-R4_A1g00655	0	0	0	0
MvSl-1064-A1-R4_A1g00656	521.693	537.74	1.0693	1.09106
MvSl-1064-A1-R4_A1g00657	464.017	1281.47	14.3394	38.1332
MvSl-1064-A1-R4_A1g00658	88	151	25.0592	43.2262
MvSl-1064-A1-R4_A1g00659	85	67	0.431124	0.336053
MvSl-1064-A1-R4_A1g00660	1270.26	1180.87	6.61519	6.08111
MvSl-1064-A1-R4_A1g00661	1417.65	1502.48	7.91998	8.29928
MvSl-1064-A1-R4_A1g00662	322.405	327.366	2.58446	2.59253
MvSl-1064-A1-R4_A1g00663	1049.03	1123.33	6.10093	6.45888
MvSl-1064-A1-R4_A1g00664	4	7.29763	1.34451	2.50916
MvSl-1064-A1-R4_A1g00665	5.76976	1.51289	1.37424	0.363984
MvSl-1064-A1-R4_A1g00666	7.38067	6.09089	0.0941497	0.0766139
MvSl-1064-A1-R4_A1g00667	105.754	70.8052	0.321014	0.212687
MvSl-1064-A1-R4_A1g00668	2893.06	3139.69	9.52839	10.2319
MvSl-1064-A1-R4_A1g00669	1160	1304	4.83942	5.38139
MvSl-1064-A1-R4_A1g00670	38.7382	24.8225	0.170449	0.108031
MvSl-1064-A1-R4_A1g00671	1205.64	651.993	6.8779	3.67738
MvSl-1064-A1-R4_A1g00672	1491.31	1102.35	6.05559	4.42798
MvSl-1064-A1-R4_A1g00673	92.2599	97.0549	7.11946	6.94719
MvSl-1064-A1-R4_A1g00674	460.202	596.42	4.73145	6.05329
MvSl-1064-A1-R4_A1g00675	107.441	101.781	19.458	17.6913
MvSl-1064-A1-R4_A1g00676	2005.39	3293.89	16.2468	26.3626
MvSl-1064-A1-R4_A1g00677	1214.32	1184.1	5.66154	5.46009
MvSl-1064-A1-R4_A1g00678	522.618	355.027	1.4521	0.976238
MvSl-1064-A1-R4_A1g00679	0	0	0	0
MvSl-1064-A1-R4_A1g00680	0	2	0	0.522791
MvSl-1064-A1-R4_A1g00681	17.7126	25.0856	1.16603	1.54016
MvSl-1064-A1-R4_A1g00682	20.941	0.632418	0.121031	0.00361369
MvSl-1064-A1-R4_A1g00683	0	1.65371	0	0.247613
MvSl-1064-A1-R4_A1g00684	80.9719	25.229	1.06171	0.326021
MvSl-1064-A1-R4_A1g00685	83.9595	57.183	4.17494	2.68449
MvSl-1064-A1-R4_A1g00686	43.7185	37.5122	1.73094	1.40865
MvSl-1064-A1-R4_A1g00687	0	0	0	0
MvSl-1064-A1-R4_A1g00688	32.5056	34.7545	3.38531	3.38265
MvSl-1064-A1-R4_A1g00689	1749.86	1883.94	110.318	110.594
MvSl-1064-A1-R4_A1g00690	1558.2	1615.34	22.7471	23.2148
MvSl-1064-A1-R4_A1g00691	2096.02	1805.3	7.4045	6.30992
MvSl-1064-A1-R4_A1g00692	1130.61	1050.68	4.74046	4.35767
MvSl-1064-A1-R4_A1g00693	2888	2890	20.7284	20.498
MvSl-1064-A1-R4_A1g00694	2699	2879	9.73601	10.275
MvSl-1064-A1-R4_A1g00695	255.245	118.266	7.13949	3.2105
MvSl-1064-A1-R4_A1g00696	379.755	357.734	2.81002	2.61564
MvSl-1064-A1-R4_A1g00697	940.429	1108.8	14.4438	16.7509
MvSl-1064-A1-R4_A1g00698	568.905	660.267	8.16589	9.33192
MvSl-1064-A1-R4_A1g00699	96.224	50.1738	1.25397	0.644609
MvSl-1064-A1-R4_A1g00700	54.4629	44.407	0.149932	0.120985
MvSl-1064-A1-R4_A1g00701	0	0	0	0
MvSl-1064-A1-R4_A1g00702	46.6494	35.9696	0.787128	0.595111
MvSl-1064-A1-R4_A1g00703	0	0	0	0
MvSl-1064-A1-R4_A1g00704	1	0	0.17959	0
MvSl-1064-A1-R4_A1g00705	442.751	558.706	2.24565	2.80231
MvSl-1064-A1-R4_A1g00706	963.157	1044.17	18.8743	19.9644
MvSl-1064-A1-R4_A1g00707	2305.07	2846	19.7855	24.129
MvSl-1064-A1-R4_A1g00708	0	0	0	0
MvSl-1064-A1-R4_A1g00709	18.3678	20.5585	2.20517	2.30672
MvSl-1064-A1-R4_A1g00710	501.141	320.242	5.42562	3.42202
MvSl-1064-A1-R4_A1g00711	480.917	490.664	1.02384	1.03401
MvSl-1064-A1-R4_A1g00712	139.83	111.191	6.53406	4.90651
MvSl-1064-A1-R4_A1g00713	68.8054	51.8177	2.59031	1.8578
MvSl-1064-A1-R4_A1g00714	1.95014	2.25818	0.0390145	0.044055
MvSl-1064-A1-R4_A1g00715	136.437	118.114	1.1711	1.0014
MvSl-1064-A1-R4_A1g00716	93.1825	87.5435	8.68274	7.61112
MvSl-1064-A1-R4_A1g00717	155.955	218.896	36.6351	51.2369
MvSl-1064-A1-R4_A1g00718	406	531	2.8457	3.67813
MvSl-1064-A1-R4_A1g00719	2971.97	2907.9	5.65785	5.48023
MvSl-1064-A1-R4_A1g00720	888.818	879.569	20.6674	19.8966
MvSl-1064-A1-R4_A1g00721	68.8054	51.8177	2.59031	1.8578
MvSl-1064-A1-R4_A1g00722	1.95014	2.25818	0.0390145	0.044055
MvSl-1064-A1-R4_A1g00723	10.5511	2.1852	0.20398	0.0412521
MvSl-1064-A1-R4_A1g00724	67.7901	79.218	0.552952	0.638333
MvSl-1064-A1-R4_A1g00725	24	27	2.25315	2.36425
MvSl-1064-A1-R4_A1g00726	3374	4348	24.704	31.4583
MvSl-1064-A1-R4_A1g00727	5.85E-05	0.632418	3.38E-07	0.00361369
MvSl-1064-A1-R4_A1g00728	5.12712	0	0.60961	0
MvSl-1064-A1-R4_A1g00729	2746.86	2695.14	12.1182	11.7605
MvSl-1064-A1-R4_A1g00730	119.131	154.951	42.1917	55.6157
MvSl-1064-A1-R4_A1g00731	941.686	448.245	3.01255	1.41895
MvSl-1064-A1-R4_A1g00732	1584	2016	13.2962	16.716
MvSl-1064-A1-R4_A1g00733	5830	6835	98.9299	113.696
MvSl-1064-A1-R4_A1g00734	4069.99	5146	267.93	315.945
MvSl-1064-A1-R4_A1g00735	5.12712	12.4384	0.60961	1.38528
MvSl-1064-A1-R4_A1g00736	114.211	85.4713	0.835505	0.617855
MvSl-1064-A1-R4_A1g00737	1703.91	1591.12	12.6305	11.6544
MvSl-1064-A1-R4_A1g00738	0	2	0	0.522791
MvSl-1064-A1-R4_A1g00739	17.7126	25.0856	1.16603	1.54016
MvSl-1064-A1-R4_A1g00740	20.941	0.632418	0.121031	0.00361369
MvSl-1064-A1-R4_A1g00741	0	0	0	0
MvSl-1064-A1-R4_A1g00742	0.00070245	78.7824	7.61E-06	0.841849
MvSl-1064-A1-R4_A1g00743	18.3678	20.5585	2.20517	2.30672
MvSl-1064-A1-R4_A1g00744	2432.16	2155.62	7.22043	6.33284
MvSl-1064-A1-R4_A1g00745	538.582	495.119	11.442	10.2424
MvSl-1064-A1-R4_A1g00746	6574.05	6236.91	10.5579	9.91673
MvSl-1064-A1-R4_A1g00747	603.27	501.838	12.8476	10.4053
MvSl-1064-A1-R4_A1g00748	816	804	74.8201	68.5603
MvSl-1064-A1-R4_A1g00749	4808	3169	12.6453	8.24885
MvSl-1064-A1-R4_A1g00750	1352	1161	5.20695	4.42351
MvSl-1064-A1-R4_A1g00751	5810	5600	14.672	13.9966
MvSl-1064-A1-R4_A1g00752	416.206	465.958	3.38502	3.74374
MvSl-1064-A1-R4_A1g00753	5305.71	4552.74	5.52615	4.69558
MvSl-1064-A1-R4_A1g00754	3521.47	3051.29	17.4486	14.9516
MvSl-1064-A1-R4_A1g00755	169.531	139.892	1.83069	1.49101
