gida1	a1prot	a1cds	part8	youngold	intron_nr_a1	intron_nr_byprota1	intron_nr_byprota1_transf	intron_mean_a1	intron_total_a1	intron_total_byprota1	intron_total_byprota1_trans	DE	DE2	haploid
MvSl-1064-A1-R4_A1g00534	377	1134	Black	OldStrata	9	0.023872679	0.154507861	110	990	2.625994695	1.620492115	NON	NON	A1
MvSl-1064-A1-R4_A1g00541	2042	6129	Black	OldStrata	3	0.001469148	0.038329465	71.3333	218	0.10675808	0.32673855	NON	NON	A1
MvSl-1064-A1-R4_A1g00542	390	1173	Black	OldStrata	4	0.01025641	0.101273937	79.5	318	0.815384615	0.902986498	Up	DE	A1
MvSl-1064-A1-R4_A1g00543	729	2190	Black	OldStrata	9	0.012345679	0.111111111	97.2222	875	1.200274348	1.09557033	NON	NON	A1
MvSl-1064-A1-R4_A1g00544	580	1743	Black	OldStrata	3	0.005172414	0.071919495	181.667	307	0.529310345	0.727537178	NON	NON	A1
MvSl-1064-A1-R4_A1g00525	342	1029	Black	OldStrata	3	0.00877193	0.093658581	105.333	316	0.923976608	0.96123702	NON	NON	A1
MvSl-1064-A1-R4_A1g00522	418	1257	Black	OldStrata	6	0.014354067	0.11980846	84.6667	508	1.215311005	1.10241145	Down	DE	A1
MvSl-1064-A1-R4_A1g01007	1968	5907	Black	OldStrata	4	0.00203252	0.045083482	118.25	473	0.240345528	0.490250475	Up	DE	A1
MvSl-1064-A1-R4_A1g00669	711	2136	Orange	ColorStrata	2	0.00281294	0.053037152	101	202	0.284106892	0.533016784	NON	NON	A1
MvSl-1064-A1-R4_A1g00668	651	1956	Orange	ColorStrata	7	0.010752688	0.103695169	131	917	1.408602151	1.186845462	Down	DE	A1
MvSl-1064-A1-R4_A1g00312	159	480	Black	OldStrata	1	0.006289308	0.079305159	118	118	0.742138365	0.861474529	Down	DE	A1
MvSl-1064-A1-R4_A1g00311	1497	4494	Black	OldStrata	9	0.006012024	0.077537243	85.3333	775	0.517702071	0.719515164	NON	NON	A1
MvSl-1064-A1-R4_A1g00842	466	1401	Black	OldStrata	6	0.012875536	0.113470421	101	505	1.083690987	1.041004797	NON	NON	A1
MvSl-1064-A1-R4_A1g00843	371	1116	Black	OldStrata	3	0.008086253	0.089923597	129.5	259	0.698113208	0.835531692	NON	NON	A1
MvSl-1064-A1-R4_A1g01021	246	741	Black	OldStrata	2	0.008130081	0.090166963	126.5	253	1.028455285	1.014127844	Up	DE	A1
MvSl-1064-A1-R4_A1g01317	270	813	Purple	OldStrata	7	0.025925926	0.161015297	102.143	715	2.648148148	1.627313168	NON	NON	A1
MvSl-1064-A1-R4_A1g00352	263	792	Black	OldStrata	2	0.007604563	0.087204144	76	152	0.577946768	0.760228103	NON	NON	A1
MvSl-1064-A1-R4_A1g00351	1299	3900	Black	OldStrata	9	0.006928406	0.08323705	75.1111	676	0.520400308	0.721387765	NON	NON	A1
MvSl-1064-A1-R4_A1g00350	824	2475	Black	OldStrata	2	0.002427184	0.049266464	155.5	311	0.377427184	0.614351027	Up	DE	A1
MvSl-1064-A1-R4_A1g00694	781	2346	Black	OldStrata	4	0.005121639	0.071565627	76.75	307	0.393085787	0.626965539	NON	NON	A1
MvSl-1064-A1-R4_A1g00693	334	1005	Black	OldStrata	5	0.01497006	0.122352196	98.6	493	1.476047904	1.214927119	NON	NON	A1
MvSl-1064-A1-R4_A1g00642	69	210	Black	OldStrata	1	0.014492754	0.120385853	0	0	0	0	Up	DE	A1
MvSl-1064-A1-R4_A1g00193	467	1404	Black	OldStrata	8	0.017130621	0.130883998	114.429	846	1.811563169	1.345943227	NON	NON	A1
MvSl-1064-A1-R4_A1g00433	565	1698	Black	OldStrata	3	0.005309735	0.072867925	74.3333	223	0.394690265	0.628243795	NON	NON	A1
MvSl-1064-A1-R4_A1g00432	97	294	Black	OldStrata	3	0.030927835	0.175863115	111.667	335	3.453608247	1.858388616	NON	NON	A1
MvSl-1064-A1-R4_A1g00349	290	873	Black	OldStrata	9	0.031034483	0.176166066	97.1111	874	3.013793103	1.736027967	Up	DE	A1
MvSl-1064-A1-R4_A1g00644	789	2370	Black	OldStrata	1	0.001267427	0.035600943	156	156	0.197718631	0.444655632	Down	DE	A1
MvSl-1064-A1-R4_MC03g04896	1993	5982	Auto	Auto	1	0.000501756	0.022399914	41	41	0.020572002	0.143429432	NON	NON	A1
MvSl-1064-A1-R4_A1g00845	1538	4617	Black	OldStrata	3	0.001950585	0.04416543	92.3333	364	0.236671001	0.486488439	NON	NON	A1
MvSl-1064-A1-R4_A1g00546	114	345	Black	OldStrata	2	0.01754386	0.132453236	60.5	145	1.271929825	1.127798663	NON	NON	A1
MvSl-1064-A1-R4_A1g01346	242	729	Black	OldStrata	5	0.020661157	0.143739894	202	1010	4.173553719	2.042927732	NON	NON	A1
MvSl-1064-A1-R4_A1g01359	455	1368	Black	OldStrata	5	0.010989011	0.104828484	78.2	391	0.859340659	0.927006289	NON	NON	A1
MvSl-1064-A1-R4_A1g00854	900	2703	Purple	OldStrata	8	0.008888889	0.094280904	97.125	777	0.863333333	0.929157324	Up	DE	A1
MvSl-1064-A1-R4_A1g00853	872	2619	Purple	OldStrata	6	0.006880734	0.08295019	114.833	689	0.790137615	0.888896853	Down	DE	A1
MvSl-1064-A1-R4_A1g01384	1008	3027	Black	OldStrata	1	0.000992063	0.031497039	77	77	0.076388889	0.276385399	Down	DE	A1
MvSl-1064-A1-R4_A1g01431	1705	5118	Blue	OldStrata	13	0.007624633	0.087319147	89.8333	1078	0.632258065	0.795146568	NON	NON	A1
MvSl-1064-A1-R4_A1g01432	167	504	Blue	OldStrata	4	0.023952096	0.154764647	84.25	337	2.017964072	1.420550623	Up	DE	A1
MvSl-1064-A1-R4_A1g00997	628	1887	Blue	OldStrata	4	0.006369427	0.079808688	92.25	369	0.587579618	0.766537421	Down	DE	A1
MvSl-1064-A1-R4_A1g00998	230	693	Blue	OldStrata	3	0.013043478	0.114208048	109.667	329	1.430434783	1.196007852	NON	NON	A1
MvSl-1064-A1-R4_A1g00957	237	714	Black	OldStrata	2	0.008438819	0.091863042	105.5	211	0.890295359	0.94355464	NON	NON	A1
MvSl-1064-A1-R4_A1g00958	649	1950	Black	OldStrata	4	0.006163328	0.078506867	73.25	293	0.45146379	0.671910552	Down	DE	A1
MvSl-1064-A1-R4_A1g00960	227	684	Black	OldStrata	4	0.017621145	0.132744662	67.5	270	1.189427313	1.090608689	NON	NON	A1
MvSl-1064-A1-R4_A1g00968	243	732	Black	OldStrata	4	0.016460905	0.12830006	89.5	262	1.0781893	1.038358946	NON	NON	A1
MvSl-1064-A1-R4_A1g00184	87	264	Purple	OldStrata	2	0.022988506	0.151619609	124.5	249	2.862068966	1.691765044	NON	NON	A1
MvSl-1064-A1-R4_A1g00316	428	1287	Black	OldStrata	2	0.004672897	0.068358593	136.375	155	0.362149533	0.601788611	NON	NON	A1
MvSl-1064-A1-R4_A1g00515	1039	3120	Black	OldStrata	3	0.002887392	0.053734456	69.6667	209	0.201154957	0.448503017	NON	NON	A1
MvSl-1064-A1-R4_A1g00514	1572	4719	Black	OldStrata	2	0.001272265	0.035668819	82	164	0.1043257	0.322994891	NON	NON	A1
MvSl-1064-A1-R4_A1g00503	651	1956	Black	OldStrata	8	0.012288786	0.110854799	78.625	629	0.966205837	0.982957699	NON	NON	A1
MvSl-1064-A1-R4_A1g00504	319	960	Black	OldStrata	4	0.012539185	0.111978502	76.5	306	0.959247649	0.979411889	NON	NON	A1
MvSl-1064-A1-R4_A1g00505	991	2976	Black	OldStrata	10	0.010090817	0.10045306	105.6	1056	1.065590313	1.03227434	NON	NON	A1
MvSl-1064-A1-R4_A1g00506	463	1392	Black	OldStrata	8	0.017278618	0.131448156	80	640	1.382289417	1.175708049	NON	NON	A1
MvSl-1064-A1-R4_A1g00507	1401	4206	Black	OldStrata	13	0.009279086	0.096328014	96.3846	1256	0.896502498	0.946838158	NON	NON	A1
MvSl-1064-A1-R4_A1g00511	353	1062	Black	OldStrata	7	0.019830028	0.140819133	75.8571	531	1.504249292	1.226478411	NON	NON	A1
MvSl-1064-A1-R4_A1g00512	207	624	Black	OldStrata	7	0.033816425	0.183892428	105	735	3.550724638	1.884336657	NON	NON	A1
MvSl-1064-A1-R4_A1g00513	575	1728	Black	OldStrata	9	0.015652174	0.125108648	71.3333	642	1.116521739	1.056655923	NON	NON	A1
MvSl-1064-A1-R4_A1g01017	1051	3156	Purple	OldStrata	17	0.016175071	0.127181254	99.3529	1643	1.563273073	1.250309191	NON	NON	A1
MvSl-1064-A1-R4_A1g00970	470	1413	Black	OldStrata	3	0.006382979	0.079893546	71.3333	214	0.455319149	0.674773406	Up	DE	A1
MvSl-1064-A1-R4_A1g00972	382	1149	Black	OldStrata	3	0.007853403	0.088619429	81.3333	244	0.638743455	0.799214274	Down	DE	A1
MvSl-1064-A1-R4_A1g00252	489	1470	Black	OldStrata	2	0.00408998	0.063952948	64.5	129	0.263803681	0.513618225	Down	DE	A1
MvSl-1064-A1-R4_A1g00253	780	2343	Black	OldStrata	7	0.008974359	0.094733093	70.125	561	0.719230769	0.848074743	NON	NON	A1
MvSl-1064-A1-R4_A1g01407	490	1473	Black	OldStrata	4	0.008163265	0.09035079	123	492	1.004081633	1.002038738	NON	NON	A1
MvSl-1064-A1-R4_A1g01406	1224	3675	Black	OldStrata	8	0.006535948	0.080845208	164.875	1299	1.06127451	1.030181785	NON	NON	A1
MvSl-1064-A1-R4_A1g01219	1022	3069	Black	OldStrata	4	0.003913894	0.062561125	151.5	608	0.594911937	0.771305346	NON	NON	A1
MvSl-1064-A1-R4_A1g01220	296	891	Black	OldStrata	8	0.027027027	0.164398987	86.125	689	2.327702703	1.525681062	Up	DE	A1
MvSl-1064-A1-R4_A1g01174	406	1221	Black	OldStrata	5	0.012315271	0.11097419	91	455	1.120689655	1.058626306	Down	DE	A1
MvSl-1064-A1-R4_A1g01173	517	1554	Black	OldStrata	5	0.00967118	0.098342157	155.2	785	1.518375242	1.232223698	NON	NON	A1
MvSl-1064-A1-R4_A1g01271	130	393	Black	OldStrata	5	0.038461538	0.196116135	92.4	508	3.907692308	1.976788382	NON	NON	A1
MvSl-1064-A1-R4_A1g01272	183	552	Black	OldStrata	3	0.016393443	0.12803688	100.333	301	1.644808743	1.282500972	NON	NON	A1
MvSl-1064-A1-R4_A1g01261	2309	6930	Orange	ColorStrata	7	0.003031615	0.055060107	146	1022	0.442615851	0.665293808	Down	DE	A1
MvSl-1064-A1-R4_A1g00153	1373	4122	Black	OldStrata	9	0.006554989	0.080962887	72.3333	733	0.533867444	0.730662332	NON	NON	A1
MvSl-1064-A1-R4_A1g00154	220	663	Black	OldStrata	1	0.004545455	0.067419986	127	127	0.577272727	0.759784658	Down	DE	A1
MvSl-1064-A1-R4_A1g00155	508	1527	Black	OldStrata	1	0.001968504	0.044367825	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_A1g00175	840	2523	Purple	OldStrata	5	0.005952381	0.077151675	76.6	383	0.455952381	0.675242461	NON	NON	A1
MvSl-1064-A1-R4_A1g00283	1625	4878	Black	OldStrata	5	0.003076923	0.05547002	102.4	512	0.315076923	0.561317132	Up	DE	A1
MvSl-1064-A1-R4_A1g01302	795	2388	Black	OldStrata	5	0.006289308	0.079305159	83.6	418	0.525786164	0.725111139	Up	DE	A1
MvSl-1064-A1-R4_A1g00516	327	984	Black	OldStrata	6	0.018348624	0.135457092	131.5	789	2.412844037	1.553333202	Down	DE	A1
MvSl-1064-A1-R4_A1g00517	78	237	Black	OldStrata	2	0.025641026	0.160128154	221	432	5.538461538	2.353393622	NON	NON	A1
MvSl-1064-A1-R4_A1g00518	424	1275	Black	OldStrata	6	0.014150943	0.118957738	94.1667	565	1.33254717	1.154360069	NON	NON	A1
MvSl-1064-A1-R4_A1g00519	695	2088	Black	OldStrata	1	0.001438849	0.037932162	71	71	0.102158273	0.319622079	NON	NON	A1
MvSl-1064-A1-R4_A1g00520	655	1968	Black	OldStrata	2	0.003053435	0.055257896	72	144	0.219847328	0.468878799	NON	NON	A1
MvSl-1064-A1-R4_A1g00521	888	2667	Black	OldStrata	3	0.003378378	0.058123819	107	320	0.36036036	0.600300225	NON	NON	A1
MvSl-1064-A1-R4_A1g01227	172	519	Purple	OldStrata	2	0.011627907	0.107832773	145	290	1.686046512	1.298478537	NON	NON	A1
MvSl-1064-A1-R4_A1g01228	183	552	Black	OldStrata	1	0.005464481	0.073922127	126	126	0.68852459	0.829773819	NON	NON	A1
MvSl-1064-A1-R4_A1g00646	696	2091	Black	OldStrata	2	0.002873563	0.053605627	86	172	0.247126437	0.497118132	Down	DE	A1
MvSl-1064-A1-R4_A1g00645	842	2529	Black	OldStrata	5	0.005938242	0.077059991	89.4	447	0.53087886	0.728614342	NON	NON	A1
MvSl-1064-A1-R4_A1g01347	2125	6378	Black	OldStrata	5	0.002352941	0.048507125	89.4	447	0.210352941	0.458642498	Up	DE	A1
MvSl-1064-A1-R4_A1g01348	791	2376	Black	OldStrata	1	0.001264223	0.035555907	91	91	0.115044248	0.339181733	NON	NON	A1
MvSl-1064-A1-R4_A1g01350	629	1890	Black	OldStrata	2	0.00317965	0.056388387	77.5	154	0.244833068	0.494806092	NON	NON	A1
MvSl-1064-A1-R4_A1g01351	279	840	Black	OldStrata	5	0.017921147	0.133869888	120.4	602	2.157706093	1.468913235	NON	NON	A1
MvSl-1064-A1-R4_A1g01164	1029	3090	Black	OldStrata	10	0.009718173	0.098580794	83.2	832	0.808551992	0.899195191	Down	DE	A1
MvSl-1064-A1-R4_A1g00977	359	1080	Black	OldStrata	4	0.011142061	0.105555963	79	316	0.880222841	0.938201919	Down	DE	A1
MvSl-1064-A1-R4_A1g00913	1231	3696	Black	OldStrata	7	0.005686434	0.075408446	62.1429	435	0.353371243	0.59445037	NON	NON	A1
MvSl-1064-A1-R4_A1g00920	1991	5976	Black	OldStrata	3	0.001506781	0.038817271	115.5	286	0.143646409	0.379007136	NON	NON	A1
MvSl-1064-A1-R4_A1g00921	552	1659	Black	OldStrata	7	0.012681159	0.112610654	96.5714	650	1.177536232	1.085143415	NON	NON	A1
MvSl-1064-A1-R4_A1g00923	103	312	Black	OldStrata	1	0.009708738	0.098532928	0	0	0	0	Up	DE	A1
MvSl-1064-A1-R4_A1g00912	341	1026	Black	OldStrata	4	0.011730205	0.108306072	90.25	361	1.058651026	1.028907686	NON	NON	A1
MvSl-1064-A1-R4_A1g00911	87	264	Black	OldStrata	6	0.068965517	0.262612866	89	534	6.137931034	2.47748482	NON	NON	A1
MvSl-1064-A1-R4_A1g00794	113	342	Black	OldStrata	4	0.03539823	0.188144174	88.75	355	3.14159292	1.772453926	NON	NON	A1
MvSl-1064-A1-R4_A1g00328	175	528	Black	OldStrata	1	0.005714286	0.075592895	131.25	82	0.468571429	0.684522774	NON	NON	A1
MvSl-1064-A1-R4_A1g00448	513	1542	Black	OldStrata	8	0.015594542	0.124878108	75	600	1.169590643	1.081476141	Down	DE	A1
MvSl-1064-A1-R4_A1g00478	739	2220	Blue	OldStrata	5	0.0067659	0.08225509	83	255	0.345060893	0.58741884	NON	NON	A1
MvSl-1064-A1-R4_A1g00532	620	1863	Black	OldStrata	1	0.001612903	0.040160966	74	74	0.119354839	0.345477696	NON	NON	A1
MvSl-1064-A1-R4_A1g00929	210	633	Black	OldStrata	2	0.00952381	0.097590007	69	138	0.657142857	0.810643483	Up	DE	A1
MvSl-1064-A1-R4_A1g00118	230	693	Black	OldStrata	2	0.008695652	0.093250481	66.5	133	0.57826087	0.760434658	Up	DE	A1
MvSl-1064-A1-R4_A1g00530	869	2610	Black	OldStrata	7	0.008055236	0.089750966	81.7143	572	0.658227848	0.811312423	NON	NON	A1
MvSl-1064-A1-R4_A1g00528	169	510	Black	OldStrata	2	0.01183432	0.108785659	85	170	1.00591716	1.002954216	NON	NON	A1
MvSl-1064-A1-R4_A1g00495	342	1029	Blue	OldStrata	2	0.005847953	0.076471911	144.5	289	0.84502924	0.91925472	Down	DE	A1
MvSl-1064-A1-R4_A1g00840	575	1728	Black	OldStrata	2	0.003478261	0.058976782	75.5	119	0.206956522	0.454924743	NON	NON	A1
MvSl-1064-A1-R4_A1g00832	785	2358	Black	OldStrata	5	0.006369427	0.079808688	112.8	552	0.703184713	0.838561097	NON	NON	A1
MvSl-1064-A1-R4_A1g01440	739	2220	bPAR	bPAR	6	0.00811908	0.090105937	113.5	681	0.921515562	0.959956021	NON	NON	A1
MvSl-1064-A1-R4_A1g01441	560	1683	bPAR	bPAR	6	0.010714286	0.103509834	72	432	0.771428571	0.878310066	NON	NON	A1
MvSl-1064-A1-R4_A1g01444	512	1539	bPAR	bPAR	3	0.005859375	0.076546554	126.333	379	0.740234375	0.860368744	NON	NON	A1
MvSl-1064-A1-R4_A1g01445	893	2682	bPAR	bPAR	2	0.002239642	0.047324852	62	124	0.138857783	0.372636261	NON	NON	A1
MvSl-1064-A1-R4_A1g01446	79	240	bPAR	bPAR	1	0.012658228	0.11250879	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_A1g01447	1001	3006	bPAR	bPAR	4	0.003996004	0.063213954	160.75	643	0.642357642	0.801472172	NON	NON	A1
MvSl-1064-A1-R4_A1g01450	794	2385	bPAR	bPAR	5	0.006297229	0.079355083	86.6	433	0.54534005	0.738471428	NON	NON	A1
MvSl-1064-A1-R4_A1g01451	418	1257	bPAR	bPAR	5	0.011961722	0.10936966	90.4	452	1.081339713	1.039874854	NON	NON	A1
MvSl-1064-A1-R4_A1g01453	492	1479	bPAR	bPAR	5	0.010162602	0.10080973	136.2	681	1.384146341	1.176497489	NON	NON	A1
MvSl-1064-A1-R4_A1g01458	779	2340	bPAR	bPAR	7	0.008985879	0.094793878	71.1429	498	0.63928113	0.79955058	NON	NON	A1
MvSl-1064-A1-R4_A1g01459	95	288	bPAR	bPAR	1	0.010526316	0.102597835	0	0	0	0	Up	DE	A1
MvSl-1064-A1-R4_A1g01460	358	1077	bPAR	bPAR	3	0.008379888	0.09154173	84.3333	253	0.706703911	0.840656833	NON	NON	A1
MvSl-1064-A1-R4_A1g01461	355	1068	bPAR	bPAR	1	0.002816901	0.053074489	153	153	0.430985915	0.656495176	NON	NON	A1
MvSl-1064-A1-R4_A1g01462	396	1191	bPAR	bPAR	5	0.012626263	0.112366644	88.4	442	1.116161616	1.056485502	NON	NON	A1
MvSl-1064-A1-R4_A1g01465	155	468	bPAR	bPAR	1	0.006451613	0.080321933	92	92	0.593548387	0.770420916	NON	NON	A1
MvSl-1064-A1-R4_A1g01467	400	1203	bPAR	bPAR	6	0.015	0.122474487	85.6667	514	1.285	1.133578405	NON	NON	A1
MvSl-1064-A1-R4_A1g01468	579	1740	bPAR	bPAR	1	0.001727116	0.041558582	71	71	0.122625216	0.350178834	NON	NON	A1
MvSl-1064-A1-R4_A1g01469	41	126	bPAR	bPAR	1	0.024390244	0.156173762	75	75	1.829268293	1.352504452	NON	NON	A1
MvSl-1064-A1-R4_A1g01470	711	2136	bPAR	bPAR	3	0.004219409	0.06495698	108	324	0.455696203	0.675052741	NON	NON	A1
MvSl-1064-A1-R4_A1g01471	526	1581	bPAR	bPAR	3	0.005703422	0.075521004	127	380	0.72243346	0.849960858	NON	NON	A1
MvSl-1064-A1-R4_A1g01472	348	1047	bPAR	bPAR	1	0.002873563	0.053605627	76	76	0.218390805	0.46732302	NON	NON	A1
MvSl-1064-A1-R4_A1g01473	272	819	bPAR	bPAR	3	0.011029412	0.105021006	114	342	1.257352941	1.121317502	NON	NON	A1
MvSl-1064-A1-R4_A1g01474	120	363	bPAR	bPAR	2	0.016666667	0.129099445	112	224	1.866666667	1.366260102	NON	NON	A1
MvSl-1064-A1-R4_A1g01475	64	195	bPAR	bPAR	1	0.015625	0.125	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_A1g01476	671	2016	bPAR	bPAR	1	0.001490313	0.038604572	69	69	0.102831595	0.320673658	NON	NON	A1
MvSl-1064-A1-R4_A1g01477	761	2286	bPAR	bPAR	4	0.005256242	0.072499943	63.25	253	0.332457293	0.576591097	NON	NON	A1
MvSl-1064-A1-R4_A1g01478	135	408	bPAR	bPAR	3	0.022222222	0.149071198	125.667	377	2.792592593	1.671105201	NON	NON	A1
MvSl-1064-A1-R4_A1g01481	490	1473	bPAR	bPAR	1	0.002040816	0.045175395	64	64	0.130612245	0.361403161	NON	NON	A1
MvSl-1064-A1-R4_A1g01482	226	681	bPAR	bPAR	3	0.013274336	0.115214306	115	345	1.526548673	1.235535784	NON	NON	A1
MvSl-1064-A1-R4_A1g01484	216	651	bPAR	bPAR	3	0.013888889	0.11785113	138	414	1.916666667	1.38443731	NON	NON	A1
MvSl-1064-A1-R4_A1g01485	552	1659	bPAR	bPAR	4	0.007246377	0.085125653	78.5	314	0.56884058	0.754215208	NON	NON	A1
MvSl-1064-A1-R4_A1g01486	902	2709	bPAR	bPAR	2	0.002217295	0.047088161	67	134	0.148558758	0.385433209	NON	NON	A1
MvSl-1064-A1-R4_A1g01487	753	2262	bPAR	bPAR	4	0.005312085	0.072884052	86.25	345	0.458167331	0.676880588	NON	NON	A1
MvSl-1064-A1-R4_A1g01488	1258	3777	bPAR	bPAR	6	0.004769475	0.069061388	93.8333	563	0.447535771	0.668981144	NON	NON	A1
MvSl-1064-A1-R4_A1g01489	134	405	bPAR	bPAR	3	0.02238806	0.1496264	140.333	421	3.141791045	1.772509815	NON	NON	A1
MvSl-1064-A1-R4_A1g01493	553	1662	bPAR	bPAR	7	0.012658228	0.11250879	92.2857	646	1.168173599	1.080820799	Down	DE	A1
MvSl-1064-A1-R4_A1g01494	908	2727	bPAR	bPAR	1	0.001101322	0.033186166	42	42	0.046255507	0.215070934	Down	DE	A1
MvSl-1064-A1-R4_A1g01495	359	1080	bPAR	bPAR	3	0.008356546	0.091414145	70.3333	211	0.587743733	0.766644463	NON	NON	A1
MvSl-1064-A1-R4_A1g01496	74	225	bPAR	bPAR	1	0.013513514	0.116247639	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_A1g01497	230	693	bPAR	bPAR	4	0.017391304	0.131876095	107.25	429	1.865217391	1.365729619	NON	NON	A1
MvSl-1064-A1-R4_A1g01498	251	756	bPAR	bPAR	4	0.015936255	0.126238881	105.25	421	1.677290837	1.295102636	NON	NON	A1
MvSl-1064-A1-R4_A1g01500	1042	3129	bPAR	bPAR	5	0.004798464	0.06927095	84.4	422	0.404990403	0.636388563	NON	NON	A1
MvSl-1064-A1-R4_A1g01501	354	1065	bPAR	bPAR	4	0.011299435	0.106298801	106.75	427	1.206214689	1.098278056	NON	NON	A1
MvSl-1064-A1-R4_A1g01502	1637	4914	bPAR	bPAR	3	0.001832621	0.042809119	73.6667	221	0.135003054	0.367427618	NON	NON	A1
MvSl-1064-A1-R4_A1g01505	281	846	bPAR	bPAR	3	0.010676157	0.103325489	118.667	356	1.266903915	1.125568263	NON	NON	A1
MvSl-1064-A1-R4_A1g01508	379	1140	bPAR	bPAR	4	0.01055409	0.102733099	105.5	422	1.113456464	1.055204466	NON	NON	A1
MvSl-1064-A1-R4_A1g01509	905	2718	bPAR	bPAR	7	0.007734807	0.087947749	108.714	761	0.840883978	0.916997262	NON	NON	A1
MvSl-1064-A1-R4_A1g01512	1006	3021	bPAR	bPAR	5	0.004970179	0.070499496	102.6	513	0.509940358	0.714101084	NON	NON	A1
MvSl-1064-A1-R4_A1g00003	1300	3903	bPAR	bPAR	4	0.003076923	0.05547002	125.5	1077	0.828461538	0.910198626	NON	NON	A1
MvSl-1064-A1-R4_A1g01516	142	429	bPAR	bPAR	2	0.014084507	0.118678166	88.5	177	1.246478873	1.116458182	NON	NON	A1
MvSl-1064-A1-R4_MC06g07032	262	789	Auto	Auto	3	0.011450382	0.107006456	78.3333	235	0.896946565	0.947072629	Up	DE	A1
MvSl-1064-A1-R4_MC06g07033	1511	4536	Auto	Auto	16	0.010589014	0.102902934	79.75	1276	0.844473858	0.918952588	Up	DE	A1
MvSl-1064-A1-R4_MC09-2g09580	1082	3249	Auto	Auto	1	0.000924214	0.030400895	268	268	0.247689464	0.497684101	Down	DE	A1
MvSl-1064-A1-R4_MC09-2g09578	1018	3057	Auto	Auto	4	0.003929273	0.062683914	181	724	0.711198428	0.843325814	NON	NON	A1
MvSl-1064-A1-R4_MC12g11286	3862	11589	Auto	Auto	8	0.002071466	0.045513356	268.875	2151	0.556965303	0.746301081	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01697	841	2526	Auto	Auto	4	0.004756243	0.068965517	143.25	573	0.681331748	0.825428221	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01698	50	153	Auto	Auto	1	0.02	0.141421356	227	227	4.54	2.130727575	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01699	615	1848	Auto	Auto	2	0.003252033	0.057026595	203.5	407	0.661788618	0.813503914	Down	DE	A1
MvSl-1064-A1-R4_MC01-1g01701	762	2289	Auto	Auto	1	0.001312336	0.036226178	78	78	0.102362205	0.319940939	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01703	555	1668	Auto	Auto	3	0.005405405	0.073521462	78	234	0.421621622	0.649323973	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01705	770	2313	Auto	Auto	4	0.005194805	0.072074997	91	364	0.472727273	0.687551651	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01707	143	432	Auto	Auto	1	0.006993007	0.083624201	79	79	0.552447552	0.743268156	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01709	243	732	Auto	Auto	7	0.028806584	0.169725026	103	721	2.967078189	1.722520882	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01710	218	657	Auto	Auto	1	0.004587156	0.067728546	78	78	0.357798165	0.598162323	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01711	1574	4725	Auto	Auto	5	0.00317662	0.056361512	68.8	344	0.218551461	0.467494878	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01712	291	876	Auto	Auto	7	0.024054983	0.155096689	81.1429	568	1.951890034	1.397100581	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01713	781	2346	Auto	Auto	1	0.00128041	0.035782813	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01715	65	198	Auto	Auto	1	0.015384615	0.124034735	0	0	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01716	90	273	Auto	Auto	1	0.011111111	0.105409255	107	107	1.188888889	1.090361816	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01717	405	1218	Auto	Auto	6	0.014814815	0.121716124	76.8333	461	1.138271605	1.066898123	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01719	781	2346	Auto	Auto	5	0.006402049	0.080012803	92.6	463	0.592829706	0.769954353	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01720	679	2040	Auto	Auto	3	0.004418262	0.066470009	125.333	376	0.553755523	0.744147514	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01722	431	1296	Auto	Auto	2	0.004640371	0.06812027	138.5	277	0.642691415	0.80168037	Up	DE	A1
MvSl-1064-A1-R4_MC01-1g01725	604	1815	Auto	Auto	3	0.004966887	0.070476148	95	285	0.471854305	0.686916519	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01726	1093	3282	Auto	Auto	3	0.002744739	0.052390259	143	429	0.392497713	0.626496379	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01727	339	1020	Auto	Auto	4	0.01179941	0.108625089	108.75	435	1.283185841	1.132777931	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01728	882	2649	Auto	Auto	6	0.006802721	0.08247861	105	630	0.714285714	0.845154255	NON	NON	A1
